381454356932861952	negative	@Vilinthril so wird das nix mit meiner Stimme für die Piraten ;-)	@Vilinthril so werden die nix mit mein Stimme für die Pirat ;-)	NN ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN $(	0/-- 3/MO 1/-- 3/SB 3/MO 3/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 11/--	case=nom|gender=neut|num=sg Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
347023563531878401	positive	Liebe #piraten , sollten wir die #cdu #csu #spd #fdp und #grüne nicht zu der gemeinsamen Aktion " Abhörsicheres WLAN - Kabel " einladen ? ;-)	lieb #piraten , sollen wir die #cdu #csu #spd #fdp und #grüne nicht zu die gemeinsam Aktion " abhörsicher WLAN - Kabel " einladen ? ;-)	ADJA NN $, VMFIN PPER ART NN NN ADJA NN KON NN PTKNEG APPR ART ADJA NN $( ADJA NN $( NN $( VVINF $. $(	2/NK 4/SB 2/-- 0/-- 4/SB 7/NK 24/OA 7/NK 10/NK 8/AG 8/CD 11/CJ 4/NG 24/MO 17/NK 17/NK 14/NK 17/-- 20/NK 17/NK 20/-- 20/PAR 22/-- 4/OC 24/-- 25/--	case=nom|EmoExpression::markable_338::SubjectiveFact=false|EmoExpression::markable_338::Polarity=positive|gender=masc|pos=True|num=pl|EmoExpression::markable_338::Intensity=medium|EmoExpression::markable_338::EmoExpression=True|EmoExpression::markable_338::Uncertain=false|EmoExpression::markable_338::Sarcasm=false case=nom|gender=masc|num=pl _ pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=nom|*=True|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ _ _ EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
353917522875129856	positive	Das diesjährige " Rock für Deutschland " war wiedermal ein voller Erfolg ! Spürbarer Gutmenschenwiderstand ? Fehlanzeige ! #Alternative #apw	die diesjährig " Rock für Deutschland " sein wiedermal eine voll Erfolg ! spürbar Gutmenschenwiderstand ? Fehlanzeige ! #Alternative #apw	ART ADJA $( NN APPR NE $( VAFIN ADJD ART ADJA NN $. ADJA NN $. NN $. NN ADJD	4/NK 4/NK 2/-- 8/SB 4/MNR 5/NK 6/-- 0/-- 8/MO 12/NK 12/NK 8/PD 12/-- 15/NK 13/-- 15/-- 16/-- 17/-- 18/-- 19/PD	case=nom|Target::markable_65::Anaphref=empty|Target::markable_65::Preferred=true|gender=neut|Sentiment::markable_64::Polarity=positive|num=sg|Sentiment::markable_64::Intensity=medium|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True|Sentiment::markable_64::Sarcasm=false case=nom|num=sg|gender=neut|Target::markable_65::Target=True|pos=True|Sentiment::markable_64::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_64::Sentiment=True pos=True|Sentiment::markable_64::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_64::Sentiment=True case=nom|Intensifier::markable_67::Degree=strong|gender=masc|pos=True|num=sg|Intensifier::markable_67::Intensifier=True|Sentiment::markable_64::Sentiment=True|Intensifier::markable_67::EmoExpressionRef=emo-expression:markable_66 case=nom|EmoExpression::markable_66::EmoExpression=True|gender=masc|Sentiment::markable_64::Sentiment=True|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false Intensifier::markable_100500497::Intensifier=True|Intensifier::markable_100500497::Degree=medium|Sentiment::markable_64::Sentiment=True|Intensifier::markable_100500497::EmoExpressionRef=empty case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_100500524::Uncertain=false|EmoExpression::markable_100500524::Polarity=negative|EmoExpression::markable_100500524::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500524::Intensity=medium|EmoExpression::markable_100500524::SubjectiveFact=false|EmoExpression::markable_100500524::EmoExpression=True _ case=nom|gender=fem|EmoExpression::markable_339::EmoExpression=True|EmoExpression::markable_339::Polarity=negative|EmoExpression::markable_339::Intensity=medium|num=sg|EmoExpression::markable_339::Sarcasm=false|EmoExpression::markable_339::Uncertain=false|EmoExpression::markable_339::SubjectiveFact=false _ case=nom|gender=fem|num=sg pos=True
377015828522086401	neutral	Töchterchen ( 2 1/2 ) sah heute auf einer Zeitung die #kanzlerin und meinte ganz aufgeregt : " Da ist #Merkel ! " #CDU #btw13	Töchterchen ( 2 1/2 ) sehen heute auf eine Zeitung die #kanzlerin und meinen ganz aufregen : " da sein #Merkel ! " #CDU #btw13	NN $( CARD CARD $( VVFIN ADV APPR ART NN ART NN KON VVFIN ADV VVPP $. $( ADV VAFIN NN $. $( NN CARD	6/SB 1/-- 4/NMC 1/PAR 4/-- 0/-- 6/MO 6/MO 10/NK 8/NK 12/NK 6/OA 6/CD 13/CJ 16/MO 14/MO 16/-- 17/-- 20/MO 14/CJ 20/PD 21/-- 22/-- 23/-- 24/NK	case=nom|gender=fem|num=pl _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ pos=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
369776251726467072	positive	RT @Gilles_PPDE : #Piraten + sind großartig . " Dein Anliegen : unser Antrag " #Openantrag http://t.co/LkkhJ7aomT So geht das mit der Bürgerbetei…	RT @Gilles_PPDE : #Piraten + sein großartig . " dein Anliegen : unser Antrag " #Openantrag http://t.co/LkkhJ7aomT so gehen die mit die Bürgerbetei…	NE ADJD $. NN KON VAFIN ADJD $. $( PPOSAT NN $. PPOSAT NN $( NN NN ADV VVFIN PDS APPR ART NN	0/-- 1/PD 2/-- 6/SB 4/MO 3/-- 6/PD 7/-- 8/-- 11/NK 19/PD 11/-- 14/NK 19/SB 14/-- 14/CJ 16/NK 19/MO 9/-- 19/SB 19/MO 23/NK 21/NK	case=nom|*=True|num=sg pos=True _ case=nom|Target::markable_342::Preferred=true|Sentiment::markable_341::Sentiment=True|gender=masc|Target::markable_342::Target=True|Sentiment::markable_341::Sarcasm=false|Sentiment::markable_341::Intensity=medium|num=pl|Target::markable_342::Anaphref=empty|Sentiment::markable_341::Polarity=positive Sentiment::markable_341::Sentiment=True|Target::markable_342::Target=True pers=3|Sentiment::markable_341::Sentiment=True|num=pl|tense=pres|mood=ind EmoExpression::markable_343::Uncertain=false|EmoExpression::markable_343::Polarity=positive|pos=True|EmoExpression::markable_343::EmoExpression=True|EmoExpression::markable_343::Sarcasm=false|Sentiment::markable_341::Sentiment=True|EmoExpression::markable_343::SubjectiveFact=false|EmoExpression::markable_343::Intensity=strong Sentiment::markable_341::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
381774329957998592	positive	Zum Glück haben die Vegetarier eh keine Kraft zum Wahllokal zu gehen und die #Grünen zu wählen . #CDU #btw13 #spd #72hSPD #3tw #steinbrück	zu Glück haben die Vegetarier eh keine Kraft zu Wahllokal zu gehen und die #Grünen zu wählen . #CDU #btw13 #spd #72hSPD #3tw #steinbrück	APPRART NN VAFIN ART NN ADV PIAT NN APPRART NN PTKZU VVINF KON ART NN PTKZU VVINF $. NN CARD ADJA NN ADJA NN	12/MO 1/NK 0/-- 5/NK 3/SB 3/MO 8/NK 3/OA 12/MO 9/NK 12/PM 8/OC 12/CD 15/NK 17/OA 17/PM 13/CJ 17/-- 22/NK 22/NK 22/NK 18/-- 24/NK 22/NK	case=dat|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|gender=masc|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=positive|EmoExpression::markable_70::Uncertain=false case=dat|EmoExpression::markable_100500525::Intensity=medium|EmoExpression::markable_100500525::Polarity=positive|EmoExpression::markable_70::EmoExpression=True|gender=masc|EmoExpression::markable_100500525::Sarcasm=false|EmoExpression::markable_100500525::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|EmoExpression::markable_100500525::EmoExpression=True|EmoExpression::markable_100500525::Uncertain=false mood=ind|Target::markable_69::Target=True|Target::markable_69::Preferred=true|Target::markable_69::Anaphref=empty|pers=3|Sentiment::markable_68::Sentiment=True|num=pl|tense=pres case=nom|gender=masc|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True case=nom|gender=masc|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True case=acc|EmoExpression::markable_100500526::Polarity=positive|EmoExpression::markable_100500526::Sarcasm=false|Target::markable_69::Target=True|gender=fem|EmoExpression::markable_100500526::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|EmoExpression::markable_100500526::Uncertain=false|EmoExpression::markable_100500526::Intensity=medium|EmoExpression::markable_100500526::EmoExpression=True case=dat|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True case=dat|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True EmoExpression::markable_100500527::Polarity=positive|EmoExpression::markable_100500527::EmoExpression=True|Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True|EmoExpression::markable_100500527::Uncertain=false|EmoExpression::markable_100500527::Intensity=medium|EmoExpression::markable_100500527::Sarcasm=false|EmoExpression::markable_100500527::SubjectiveFact=true _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
381922783791681536	neutral	Bei den Wahlkreisen der #LTWHE in #Frankfurt haben die #Piraten 2,6- 3,0 % erreicht ( 2011 : 2,0 % ) . http://t.co/UTJUSkKWhC	bei die Wahlkreis die #LTWHE in #Frankfurt haben die #Piraten @card@ @card@ % erreichen ( @card@ : @card@ % ) . http://t.co/UTJUSkKWhC	APPR ART NN ART NN APPR NN VAFIN ART NN CARD CARD NN VVPP $( CARD $. CARD NN $( $. NE	14/MO 3/NK 1/NK 5/NK 3/AG 3/MNR 6/NK 0/-- 10/NK 8/SB 12/NMC 13/NK 14/SB 8/OC 14/-- 18/NMC 16/-- 19/NK 14/PAR 19/-- 20/-- 14/OA	_ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ gender=neut|*=True _ _ _ _ _ gender=neut|*=True _ _ _
365344023940038656	negative	NSA - Affäre : Linke wirft Steinmeier Heuchelei vor - Seit Wochen kritisieren Sozialdemokraten die Regierung im Fall ... http://t.co/y0GZ3s6B4k	Nsa - Affäre : Linke werfen Steinmeier Heuchelei vor - seit Woche kritisieren Sozialdemokrat die Regierung in Fall ... http://t.co/y0GZ3s6B4k	NE $( NN $. NN VVFIN NE NN PTKVZ $( APPR NN VVFIN NN ART NN APPRART NN $. NN	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 6/DA 6/OA 6/SVP 9/-- 13/MO 11/NK 6/OC 13/SB 16/NK 13/OA 16/MNR 17/NK 18/-- 19/--	case=nom|*=True|num=sg _ case=dat|EmoExpression::markable_349::EmoExpression=True|gender=fem|EmoExpression::markable_349::Intensity=medium|EmoExpression::markable_349::Uncertain=false|EmoExpression::markable_349::Sarcasm=false|EmoExpression::markable_349::SubjectiveFact=false|EmoExpression::markable_349::Polarity=negative|num=sg _ case=nom|Sentiment::markable_344::Polarity=negative|Source::markable_345::Source=True|Sentiment::markable_344::Sentiment=True|*=True|Sentiment::markable_344::Sarcasm=false|num=sg|Sentiment::markable_344::Intensity=medium|Source::markable_345::Anaphref=empty EmoExpression::markable_348::Polarity=negative|EmoExpression::markable_348::Sarcasm=false|mood=ind|Sentiment::markable_344::Sentiment=True|EmoExpression::markable_348::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_348::Uncertain=false|EmoExpression::markable_348::EmoExpression=True|EmoExpression::markable_348::Intensity=medium case=dat|num=sg|Target::markable_346::Preferred=true|Target::markable_346::Anaphref=empty|Sentiment::markable_344::Sentiment=True|Target::markable_346::Target=True|*=True case=acc|EmoExpression::markable_347::EmoExpression=True|gender=fem|EmoExpression::markable_347::Intensity=medium|Sentiment::markable_344::Sentiment=True|EmoExpression::markable_347::Polarity=negative|EmoExpression::markable_347::Sarcasm=false|EmoExpression::markable_347::Uncertain=false|num=sg|EmoExpression::markable_347::SubjectiveFact=false Sentiment::markable_344::Sentiment=True|EmoExpression::markable_348::EmoExpression=True _ Sentiment::markable_71::Sarcasm=false|Sentiment::markable_71::Polarity=negative|Sentiment::markable_71::Sentiment=True|Sentiment::markable_71::Intensity=medium case=dat|gender=fem|num=pl|Sentiment::markable_71::Sentiment=True EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|mood=ind|EmoExpression::markable_74::Polarity=negative|EmoExpression::markable_74::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_74::SubjectiveFact=false|Sentiment::markable_71::Sentiment=True case=nom|num=pl|Source::markable_72::Anaphref=empty|Source::markable_72::Source=True|gender=masc|Sentiment::markable_71::Sentiment=True case=acc|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Preferred=true|Target::markable_73::Target=True|gender=fem|Sentiment::markable_71::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_71::Sentiment=True|Target::markable_73::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_71::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_71::Sentiment=True _ case=nom|gender=fem|num=sg
377154108152504321	positive	Nur 9%  halten #ÖVP laut #Karmasin für fähig , gegen #Klimawandel zu arbeiten . Kein Wunder , bei so viel heißer Luft in TV - Duell . #NRW13 #ORF	nur @card@ halten #ÖVP laut #Karmasin für fähig , gegen #Klimawandel zu arbeiten . keine Wunder , bei so viele heiß Luft in TV - Duell . #NRW13 #ORF	ADV CARD VVFIN NN APPR NE APPR ADJD $, APPR NN PTKZU VVINF $. PIAT NN $, APPR ADV PIAT ADJA NN APPR NE $( NN $. CARD ADJA	2/MO 3/SB 0/-- 3/OA 3/MO 5/NK 3/MO 7/NK 8/-- 13/MO 10/NK 13/PM 8/OC 13/-- 16/NK 14/-- 16/-- 16/MO 20/MO 21/MO 22/NK 18/NK 22/MNR 23/NK 24/-- 24/PAR 26/-- 29/MO 27/--	Sentiment::markable_350::Polarity=positive|Sentiment::markable_350::Sarcasm=false|Sentiment::markable_350::Sentiment=True|Sentiment::markable_350::Intensity=medium Source::markable_351::Source=True|Sentiment::markable_350::Sentiment=True|Source::markable_351::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_350::Sentiment=True case=acc|Target::markable_352::Target=True|num=sg|Sentiment::markable_350::Sentiment=True|Target::markable_352::Preferred=true|gender=masc|Target::markable_352::Anaphref=empty Sentiment::markable_350::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True|EmoExpression::markable_353::EmoExpression=True|EmoExpression::markable_353::Sarcasm=false|pos=True|EmoExpression::markable_353::Polarity=positive|EmoExpression::markable_353::SubjectiveFact=false|EmoExpression::markable_353::Intensity=medium|EmoExpression::markable_353::Uncertain=false Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True case=nom|EmoExpression::markable_100500528::EmoExpression=True|gender=masc|EmoExpression::markable_100500528::Uncertain=false|num=sg|EmoExpression::markable_100500528::Intensity=medium|EmoExpression::markable_100500528::SubjectiveFact=false|EmoExpression::markable_100500528::Sarcasm=false|EmoExpression::markable_100500528::Polarity=negative case=nom|gender=masc|num=sg|EmoExpression::markable_100500528::EmoExpression=True _ _ _ *=True case=dat|EmoExpression::markable_100500529::Sarcasm=false|gender=fem|EmoExpression::markable_100500529::SubjectiveFact=false|pos=True|EmoExpression::markable_100500529::Polarity=negative|EmoExpression::markable_100500529::EmoExpression=True|num=sg|EmoExpression::markable_100500529::Uncertain=false|EmoExpression::markable_100500529::Intensity=medium case=dat|gender=fem|num=sg|EmoExpression::markable_100500529::EmoExpression=True _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ case=nom|gender=masc|num=pl|comp=True
373431651541712896	neutral	Ich habe ein neues Foto auf Facebook gepostet http://t.co/OBcEW9K1xf	ich haben eine neu Foto auf Facebook gepostet http://t.co/OBcEW9K1xf	PPER VAFIN ART ADJA NN APPR NE VVPP NE	2/SB 0/-- 5/NK 5/NK 8/OA 5/MNR 6/NK 2/OC 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ _
379271095444320256	negative	RT @csickendieck : Gerüchte über absolute Mehrheit der CSU machen die Runde . FDP raus aus dem Landtag . #ltwby	RT @csickendieck : Gerücht über absolut Mehrheit die CSU machen die Runde . FDP raus aus die Landtag . #ltwby	NE NN $. NN APPR ADJA NN ART NE VVFIN ART NN $. NE ADV APPR ART NN $. NN	2/SB 0/-- 2/-- 10/SB 4/MNR 7/NK 5/NK 9/NK 7/AG 3/-- 12/NK 10/OA 12/-- 13/-- 14/MO 14/MO 18/NK 16/NK 18/-- 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500530::EmoExpression=True|gender=neut|EmoExpression::markable_100500530::SubjectiveFact=false|num=pl|EmoExpression::markable_100500530::Polarity=negative|EmoExpression::markable_100500530::Sarcasm=false|EmoExpression::markable_100500530::Uncertain=false|EmoExpression::markable_100500530::Intensity=medium _ case=nom|Intensifier::markable_355::EmoExpressionRef=emo-expression:markable_354|num=sg|Intensifier::markable_355::Intensifier=True|gender=fem|Intensifier::markable_355::Degree=medium|pos=True case=nom|EmoExpression::markable_354::Uncertain=false|EmoExpression::markable_354::Polarity=positive|gender=fem|EmoExpression::markable_354::EmoExpression=True|EmoExpression::markable_354::Sarcasm=false|num=sg|EmoExpression::markable_354::SubjectiveFact=true|EmoExpression::markable_354::Intensity=medium case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|Sentiment::markable_356::Sentiment=True|gender=fem|Sentiment::markable_356::Intensity=strong|Target::markable_357::Anaphref=empty|Target::markable_357::Preferred=true|num=sg|Sentiment::markable_356::Sarcasm=false|Target::markable_357::Target=True|Sentiment::markable_356::Polarity=negative EmoExpression::markable_358::Uncertain=false|EmoExpression::markable_358::SubjectiveFact=false|EmoExpression::markable_358::Polarity=negative|EmoExpression::markable_358::Sarcasm=false|Sentiment::markable_356::Sentiment=True|EmoExpression::markable_358::EmoExpression=True|EmoExpression::markable_358::Intensity=strong Sentiment::markable_356::Sentiment=True case=dat|gender=masc|Sentiment::markable_356::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_356::Sentiment=True|num=sg Sentiment::markable_356::Sentiment=True case=nom|gender=fem|num=sg
379004355024023553	negative	RT @netnrd : Neuer Blogpost " Bundesregierung verantwortet wissentlich Lügen , Verfassungsbruch und Landesverrat " bei #Piraten #NRW : http://t . …	RT @netnrd : neu Blogpost " Bundesregierung verantworten wissentlich Lüge|Lügen , Verfassungsbruch und Landesverrat " bei #Piraten #NRW : http://t . …	NE ADJD $. ADJA NN $( NN VVFIN ADJD NN $, NN KON NN $( APPR NN ADJD $. NN $. ADJA	0/-- 1/PD 2/-- 5/NK 3/-- 5/-- 8/SB 5/PAR 8/MO 8/OA 10/-- 10/CJ 12/CD 13/CJ 14/-- 10/MNR 16/NK 20/MO 18/-- 17/AG 20/-- 20/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg Sentiment::markable_359::Polarity=negative|Sentiment::markable_359::Sentiment=True|Sentiment::markable_359::Sarcasm=false|Sentiment::markable_359::Intensity=strong case=nom|Target::markable_360::Preferred=true|num=sg|Target::markable_360::Anaphref=empty|Sentiment::markable_359::Sentiment=True|gender=fem|Target::markable_360::Target=True Sentiment::markable_359::Sentiment=True pos=True|Sentiment::markable_359::Sentiment=True case=acc|EmoExpression::markable_361::Intensity=medium|EmoExpression::markable_361::Polarity=negative|EmoExpression::markable_361::Uncertain=false|gender=fem|EmoExpression::markable_361::SubjectiveFact=false|num=pl|EmoExpression::markable_361::Sarcasm=false|EmoExpression::markable_361::EmoExpression=True|Sentiment::markable_359::Sentiment=True Sentiment::markable_359::Sentiment=True case=acc|EmoExpression::markable_362::Sarcasm=false|EmoExpression::markable_362::Polarity=negative|gender=masc|EmoExpression::markable_362::Intensity=medium|num=sg|Sentiment::markable_359::Sentiment=True|EmoExpression::markable_362::SubjectiveFact=false|EmoExpression::markable_362::EmoExpression=True|EmoExpression::markable_362::Uncertain=false Sentiment::markable_359::Sentiment=True case=acc|EmoExpression::markable_363::Polarity=negative|EmoExpression::markable_363::Intensity=medium|gender=masc|EmoExpression::markable_363::Uncertain=false|EmoExpression::markable_363::Sarcasm=false|EmoExpression::markable_363::SubjectiveFact=false|num=sg|EmoExpression::markable_363::EmoExpression=True|Sentiment::markable_359::Sentiment=True Sentiment::markable_359::Sentiment=True _ case=dat|gender=masc|num=pl pos=True _ _ _ _
