327476868259409922	positive	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob der @RRRattle grad raus geht :) #fb	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob die @RRRattle grad raus gehen :) #fb	NN $. NN VVFIN PPER ADV $, KOUS ART NN VVFIN ADV VVFIN ADJA NN	0/-- 1/-- 4/MO 2/-- 4/SB 4/MO 6/-- 4/OP 10/NK 8/NK 13/MO 11/MO 10/-- 15/NK 13/SB	_ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=acc|gender=masc|num=sg
323835998385606656	positive	#Kinderzimmer #quoka IKEA Schreibtisch Birke mit Stuhl gut erhaltener IKEA Schreibtisch mit Stuh ... http://t.co/iSGyBFMT3Q #Jugendzimmer	#Kinderzimmer #quoka IKEA Schreibtisch Birke mit Stuhl gut erhaltener IKEA Schreibtisch mit Stuh ... http://t.co/iSGyBFMT3Q #Jugendzimmer	NN NN NN NN NN APPR NN ADJD ADJA NN NN APPR NN $. NE NN	0/-- 1/NK 4/NK 1/CJ 4/NK 4/MNR 6/NK 9/MO 10/NK 4/CJ 10/NK 11/MNR 12/NK 13/-- 16/NK 14/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg Sentiment::markable_86::Polarity=positive|EmoExpression::markable_104011004::EmoExpression=True|pos=True|EmoExpression::markable_104011004::SubjectiveFact=false|Sentiment::markable_86::Sentiment=True|EmoExpression::markable_104011004::Sarcasm=false|EmoExpression::markable_104011004::Polarity=positive|EmoExpression::markable_88::Uncertain=false|Sentiment::markable_86::Sarcasm=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_104011004::Uncertain=false|EmoExpression::markable_88::EmoExpression=True|Sentiment::markable_86::Intensity=medium|EmoExpression::markable_104011004::Intensity=medium|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::SubjectiveFact=false case=dat|Sentiment::markable_86::Sentiment=True|num=sg|EmoExpression::markable_88::EmoExpression=True|gender=fem|pos=True case=dat|Sentiment::markable_86::Sentiment=True|num=sg|Target::markable_87::Preferred=true|Target::markable_87::Target=True|gender=fem|Target::markable_87::Anaphref=empty case=acc|gender=masc|num=sg|Sentiment::markable_86::Sentiment=True|Target::markable_87::Target=True _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl
322284230392573952	neutral	RT @EssenPhil : Unser neues Jahresprogramm ist da ! Die Highlights : http://t.co/fyIy8CgMc9	RT @EssenPhil : unser neu Jahresprogramm sein da ! die Highlight : http://t.co/fyIy8CgMc9	NE ADJD $. PPOSAT ADJA NN VAFIN ADV $. ART NN $. CARD	0/-- 1/PD 2/-- 6/NK 6/NK 7/SB 3/-- 7/MO 8/-- 11/NK 9/-- 11/-- 11/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
322462330468315137	positive	RT @Islam_Frieden : Deutscher Trendversuch " Islam heißt Frieden " am 5.  Mai 2013  um 13  Uhr . [ RT ] Macht mit und betet für den Erfolg . Jazak ...	RT @Islam_Frieden : deutsch Trendversuch " Islam heißen Frieden " an @card@ Mai @card@ um @card@ Uhr . [ RT ] Macht mit und beten für die Erfolg . Jazak ...	NE NN $. ADJA NN $( NN VVFIN NN $( APPRART CARD NN CARD APPR CARD NN $. $( NE $( NN PTKVZ KON VVFIN APPR ART NN $. NE $.	2/SB 0/-- 2/-- 5/NK 8/SB 5/-- 5/CJ 3/-- 7/UC 9/-- 8/MO 13/NK 11/NK 13/NK 8/MO 17/NK 15/NK 17/-- 20/-- 22/NK 20/-- 18/-- 22/MNR 23/CD 24/CJ 25/MO 28/NK 26/NK 28/-- 29/-- 30/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500266::Sentiment=True|Sentiment::markable_100500266::Polarity=positive|gender=masc|Sentiment::markable_100500266::Sarcasm=false|pos=True|num=sg|Sentiment::markable_100500266::Intensity=medium case=nom|Sentiment::markable_100500266::Sentiment=True|Target::markable_100500267::Preferred=true|num=sg|Target::markable_100500267::Anaphref=empty|Target::markable_100500267::Target=True|gender=masc pers=3|Sentiment::markable_100500266::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_100500266::Sentiment=True|EmoExpression::markable_100500268::EmoExpression=True|gender=masc|EmoExpression::markable_100500268::Sarcasm=false|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Polarity=positive|EmoExpression::markable_100500268::SubjectiveFact=false Sentiment::markable_100500266::Sentiment=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg _ *=True *=True *=True case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_100500265::EmoExpression=True|gender=masc|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=positive|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false _ case=nom|*=True|num=sg _
327453062044217344	negative	Unser Grundrecht auf Privatsphäre ist in EU - Gefahr ! Macht mit bei unserer Postkartenaktion : https://t.co/x2FlYMKK5R http://t.co/sR3amDs2kU	unser Grundrecht auf Privatsphäre sein in EU - Gefahr ! Macht mit bei unser Postkartenaktion : https://t.co/x2FlYMKK5R http://t.co/sR3amDs2kU	PPOSAT NN APPR NN VAFIN APPR NE $( NN $. NN APPR APPR PPOSAT NN $. NN NN	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 6/NK 7/-- 5/PD 9/-- 10/-- 11/MNR 17/MO 15/NK 13/NK 15/-- 12/NK 17/NK	case=nom|Sentiment::markable_100500269::Sentiment=True|num=sg|gender=neut|Sentiment::markable_100500269::Sarcasm=false|Sentiment::markable_100500269::Polarity=negative|Sentiment::markable_100500269::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_100500269::Sentiment=True Sentiment::markable_100500269::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500269::Sentiment=True pers=3|Sentiment::markable_100500269::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500269::Sentiment=True case=nom|Sentiment::markable_100500269::Sentiment=True|num=sg|Target::markable_100500270::Preferred=true|Target::markable_100500270::Anaphref=empty|gender=fem|Target::markable_100500270::Target=True Sentiment::markable_100500269::Sentiment=True case=nom|EmoExpression::markable_100500271::EmoExpression=True|EmoExpression::markable_100500271::Uncertain=false|Sentiment::markable_100500269::Sentiment=True|EmoExpression::markable_100500271::Intensity=medium|gender=fem|EmoExpression::markable_100500271::Polarity=negative|EmoExpression::markable_100500271::SubjectiveFact=false|num=sg|EmoExpression::markable_100500271::Sarcasm=false Sentiment::markable_100500269::Sentiment=True case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
323781278501588992	neutral	@laRossa05 beides muss rechtlich beobachtet und wenn nötig eingeschränkt werden , wenn es die Tarifverhandlungen umgeht ...	@laRossa05 beide müssen rechtlich beobachten und wenn nötig einschränken werden , wenn es die Tarifverhandlung umgehen ...	NN PIS VMFIN ADJD VVPP KON KOUS ADJD VVPP VAINF $, KOUS PPER ART NN VVFIN $.	0/-- 3/SB 1/-- 5/MO 10/OC 5/CD 9/MO 9/MO 6/CJ 3/OC 10/-- 16/CP 16/SB 15/NK 16/OA 3/MO 16/--	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ _ pos=True _ _ _ _ case=nom|gender=neut|num=sg|pers=3 case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _
327301581085229057	negative	Unser Klassenzimmer ist sp verdammt kalt	unser Klassenzimmer sein sp verdammen kalt	PPOSAT NN VAFIN NN VVFIN ADJD	2/NK 3/SB 0/-- 3/SB 3/CJ 5/MO	case=nom|Sentiment::markable_100500272::Sarcasm=false|Sentiment::markable_100500272::Polarity=negative|Target::markable_100500273::Anaphref=empty|gender=masc|Target::markable_100500273::Preferred=true|num=sg|Sentiment::markable_100500272::Sentiment=True|Target::markable_100500273::Target=True|Sentiment::markable_100500272::Intensity=strong case=nom|gender=masc|num=sg|Target::markable_100500273::Target=True|Sentiment::markable_100500272::Sentiment=True pers=3|Sentiment::markable_100500272::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_100500272::Sentiment=True mood=ind|Intensifier::markable_100500275::Degree=medium|Intensifier::markable_100500275::EmoExpressionRef=emo-expression:markable_100500274|Intensifier::markable_100500275::Intensifier=True|pers=3|num=sg|tense=pres|Sentiment::markable_100500272::Sentiment=True EmoExpression::markable_100500274::EmoExpression=True|EmoExpression::markable_100500274::SubjectiveFact=false|pos=True|EmoExpression::markable_100500274::Uncertain=false|EmoExpression::markable_100500274::Intensity=medium|EmoExpression::markable_100500274::Sarcasm=false|Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_100500274::Polarity=negative
323785025483067393	positive	eine tolle powerpoint erstellt und verkauft. man hilft sich untereinander doch gern ;)	eine toll powerpoint erstellen und verkauft. man helfen sich untereinander doch gern ;)	ART ADJA NN VVPP KON NE PIS VVFIN PRF ADV ADV ADV ADJD	3/NK 3/NK 4/OA 0/-- 4/CD 8/PNC 8/SB 5/CJ 8/OA 8/MO 8/MO 8/MO 8/MO	case=nom|Sentiment::markable_100500276::Polarity=positive|Target::markable_100500277::Target=True|Sentiment::markable_100500276::Sarcasm=false|gender=fem|Sentiment::markable_100500276::Intensity=strong|num=sg|Sentiment::markable_100500276::Sentiment=True|Target::markable_100500277::Preferred=true|Target::markable_100500277::Anaphref=empty case=nom|EmoExpression::markable_100500278::Uncertain=false|Target::markable_100500277::Target=True|EmoExpression::markable_100500278::Polarity=positive|EmoExpression::markable_100500278::Sarcasm=false|gender=fem|pos=True|num=sg|Sentiment::markable_100500276::Sentiment=True|EmoExpression::markable_100500278::Intensity=strong|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True case=nom|gender=fem|Target::markable_100500277::Target=True|num=sg|Sentiment::markable_100500276::Sentiment=True _ _ case=nom|*=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|pos=True|EmoExpression::markable_90::Intensity=medium|EmoExpression::markable_90::Sarcasm=false
322334958268084224	neutral	#MeetingPoint an der #som13 mit Lukas Fässler zu den europäischen Herausforderungen an Online #Shops . http://t.co/wJFoHJhzLD	#MeetingPoint an die #som13 mit Lukas Fässler zu die europäisch Herausforderung an Online #Shops . http://t.co/wJFoHJhzLD	NN APPR ART NN APPR NE NN APPR ART ADJA NN APPR NE NN $. NN	0/-- 1/MNR 4/NK 2/NK 4/MNR 7/AG 5/NK 7/MNR 11/NK 11/NK 8/NK 11/MNR 14/PNC 12/NK 14/-- 1/CJ	case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=gen|gender=neut|num=sg case=dat|gender=masc|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|gender=fem|num=pl _ *=True case=acc|*=True|num=sg _ case=acc|*=True|num=sg
323829637434191872	positive	RT @Z4H_de : Westliche Doppelmoral : Syrien vs. Bahrain - von bösen und guten Tyrannen ! http://t.co/396wxzv7bT http://t.co/yo1R2e3Idd	RT @Z4H_de : westlich Doppelmoral : Syrien vs. Bahrain - von böse und gut Tyrann ! http://t.co/396wxzv7bT http://t.co/yo1R2e3Idd	NE ADJD $. ADJA NN $. NE NN NN $( APPR ADJA KON ADJA NN $. NN NE	0/-- 1/PD 2/-- 5/NK 3/-- 5/-- 9/PNC 9/NK 5/SB 9/-- 9/PG 15/NK 12/CD 13/CJ 11/NK 15/-- 16/-- 17/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl|pos=True case=nom|EmoExpression::markable_100500279::Intensity=medium|EmoExpression::markable_100500279::Polarity=negative|EmoExpression::markable_100500279::Sarcasm=false|gender=neut|EmoExpression::markable_100500279::SubjectiveFact=false|num=pl|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false _ case=acc|gender=neut|Target::markable_100500281::Preferred=true|Target::markable_100500281::Anaphref=empty|num=sg|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Polarity=positive|Target::markable_100500281::Target=True|Sentiment::markable_91::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_91::Sentiment=True case=nom|Target::markable_100500282::Anaphref=empty|num=sg|Sentiment::markable_91::Sentiment=True|gender=masc|Target::markable_100500282::Target=True|Target::markable_100500282::Preferred=true Sentiment::markable_91::Sentiment=True Sentiment::markable_91::Sentiment=True case=dat|EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Polarity=negative|gender=masc|pos=True|EmoExpression::markable_94::Intensity=medium|num=pl|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_94::Sarcasm=false|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false Sentiment::markable_91::Sentiment=True case=dat|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|gender=fem|EmoExpression::markable_93::SubjectiveFact=false|pos=True|EmoExpression::markable_93::EmoExpression=True|num=pl|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::Polarity=positive case=dat|EmoExpression::markable_100500280::Polarity=negative|gender=fem|EmoExpression::markable_100500280::Uncertain=false|num=pl|EmoExpression::markable_100500280::Intensity=medium|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_100500280::SubjectiveFact=false|EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Sarcasm=false _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl
327429585975255040	positive	" @Aaroniell : @ Mesutozil1088 euch besser gehen alle aus in madrid . Und stärker spielen . "	" @Aaroniell : @ Mesutozil1088 ihr gut gehen alle aus in Madrid . und stark spielen . "	$( NN $. XY NE PPER ADJD VVFIN PIS APPR APPR NE $. KON ADJD VVINF $. $(	2/-- 0/-- 2/-- 5/PNC 8/SB 8/DA 8/MO 3/-- 6/NK 8/SVP 8/MO 11/NK 12/-- 16/JU 16/MO 13/-- 16/-- 17/--	_ case=nom|gender=neut|num=sg _ *=True case=nom|*=True|num=sg case=dat|*=True|num=pl|pers=2 EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Sarcasm=false|EmoExpression::markable_95::Uncertain=false|comp=True|EmoExpression::markable_95::SubjectiveFact=false|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::Polarity=positive pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ case=dat|gender=neut|num=sg _ _ EmoExpression::markable_100500283::Sarcasm=false|EmoExpression::markable_100500283::Polarity=positive|EmoExpression::markable_100500283::EmoExpression=True|comp=True|EmoExpression::markable_100500283::Uncertain=false|EmoExpression::markable_100500283::Intensity=medium|EmoExpression::markable_100500283::SubjectiveFact=false _ _ _
327913754505396224	positive	@msrestauro Total klasse , Micha . Ich bin stolz auf Dich ;-) ** &lt;3	@msrestauro total klasse , Micha . ich sein stolz auf du ;-) ** &lt;3	NN ADJD ADJA $, NE $. PPER VAFIN ADJD APPR PPER $( ADJD CARD	0/-- 3/MO 1/-- 3/-- 1/-- 5/-- 8/SB 6/-- 8/PD 8/MO 10/NK 11/-- 14/MO 8/PD	_ Intensifier::markable_103::EmoExpressionRef=emo-expression:markable_102|Sentiment::markable_100500286::Polarity=positive|pos=True|Intensifier::markable_103::Intensifier=True|Intensifier::markable_103::Degree=medium|Sentiment::markable_100500286::Sarcasm=false|Sentiment::markable_100500286::Sentiment=True|Sentiment::markable_100500286::Intensity=strong mood=subj|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Polarity=positive|pers=3|EmoExpression::markable_102::SubjectiveFact=false|num=sg|tense=pres|Sentiment::markable_100500286::Sentiment=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Intensity=medium Sentiment::markable_100500286::Sentiment=True case=nom|Target::markable_100500287::Target=True|num=sg|Target::markable_100500287::Preferred=true|Sentiment::markable_100500286::Sentiment=True|*=True|Target::markable_100500287::Anaphref=empty Sentiment::markable_100500286::Sentiment=True case=nom|Sentiment::markable_96::Intensity=medium|Source::markable_97::Source=True|Sentiment::markable_96::Sentiment=True|Source::markable_97::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_96::Sarcasm=false|Sentiment::markable_96::Polarity=positive pers=1|Sentiment::markable_96::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_96::Sentiment=True|EmoExpression::markable_98::Intensity=medium|pos=True|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false Sentiment::markable_96::Sentiment=True case=acc|Sentiment::markable_96::Sentiment=True|Target::markable_99::Preferred=true|*=True|pers=2|Target::markable_99::Anaphref=empty|num=sg|Target::markable_99::Target=True Sentiment::markable_96::Sentiment=True|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|EmoExpression::markable_100::Intensity=medium EmoExpression::markable_100500284::SubjectiveFact=false|EmoExpression::markable_100500284::Intensity=medium|EmoExpression::markable_100500284::Polarity=positive|EmoExpression::markable_100500284::Sarcasm=false|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_100500284::EmoExpression=True|EmoExpression::markable_100500284::Uncertain=false EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=positive|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::Sarcasm=false|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True
327341456257863680	positive	bvb vs fcb 1-2 ich hoffe aber das sie also bvb gewintt	bvb V fcb @card@ ich hoffen aber die sie also bvb gewintt	ADJA NN NN CARD PPER VVFIN KON PRELS PPER ADV ADJA NN	2/NK 6/SB 6/OA 6/OA 6/SB 0/-- 6/CD 11/OA 11/SB 11/MO 7/CJ 6/OA	_ _ _ _ case=nom|Sentiment::markable_100500288::Sentiment=True|Sentiment::markable_100500288::Polarity=positive|Sentiment::markable_100500288::Sarcasm=false|*=True|pers=1|Source::markable_100500289::Anaphref=empty|num=sg|Sentiment::markable_100500288::Intensity=medium|Source::markable_100500289::Source=True Sentiment::markable_100500288::Sentiment=True|EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500290::Polarity=positive|EmoExpression::markable_100500290::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500290::Uncertain=false|EmoExpression::markable_100500290::EmoExpression=True Sentiment::markable_100500288::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500288::Sentiment=True case=nom|Sentiment::markable_100500288::Sentiment=True|*=True|Target::markable_100500293::Preferred=true|pers=3|num=pl|Target::markable_100500293::Anaphref=markable_100500292|Target::markable_100500293::Target=True Sentiment::markable_100500288::Sentiment=True Sentiment::markable_100500288::Sentiment=True|Target::markable_100500292::Anaphref=empty|pos=True|Target::markable_100500292::Preferred=true|Target::markable_100500292::Target=True Sentiment::markable_100500288::Sentiment=True|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::SubjectiveFact=false|EmoExpression::markable_100500291::Polarity=positive|EmoExpression::markable_100500291::EmoExpression=True
327936028457447424	positive	Was ist dein absolutes Lieblingslied ? — http://t.co/KVoybh9es9 http://t.co/rPmSXv8l7P	was sein dein absolut Lieblingslied ? — http://t.co/KVoybh9es9 http://t.co/rPmSXv8l7P	PIS VAFIN PPOSAT ADJA NN $. ADJA CARD NN	2/SB 0/-- 5/NK 5/NK 2/SB 5/-- 6/-- 9/NK 7/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_100500294::Polarity=positive|Sentiment::markable_100500294::Sarcasm=false|gender=neut|Sentiment::markable_100500294::Intensity=medium|Target::markable_100500295::Anaphref=empty|num=sg|Sentiment::markable_100500294::Sentiment=True|Target::markable_100500295::Target=True|Target::markable_100500295::Preferred=true case=nom|num=sg|Sentiment::markable_100500294::Sentiment=True|gender=neut|Target::markable_100500295::Target=True|pos=True case=nom|EmoExpression::markable_104011000::Uncertain=false|gender=neut|EmoExpression::markable_104011000::EmoExpression=True|EmoExpression::markable_104011000::Polarity=positive|num=sg|Sentiment::markable_100500294::Sentiment=True|EmoExpression::markable_104011000::Sarcasm=false|EmoExpression::markable_104011000::Intensity=medium|Target::markable_100500295::Target=True|EmoExpression::markable_104011000::SubjectiveFact=false _ _ _ case=nom|gender=masc|num=pl
323728592217444352	positive	KUCHEN ! RT @ausbildung_de : Unser erstes Dankeschön von einem zufriedenen Partner . Wir danken lieb zurück ! http://t.co/kKP0x1TxKA	Kuchen ! RT @ausbildung_de : unser erst Dankeschön von eine zufrieden Partner . wir danken lieb zurück ! http://t.co/kKP0x1TxKA	NN $. NE NN $. PPOSAT ADJA NN APPR ART ADJA NN $. PPER VVFIN ADJD PTKVZ $. NN	0/-- 1/-- 4/SB 2/-- 4/-- 8/NK 8/NK 5/-- 8/MNR 12/NK 12/NK 9/NK 12/-- 15/SB 13/-- 15/MO 15/SVP 17/-- 18/--	case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|EmoExpression::markable_100500296::EmoExpression=True|gender=neut|EmoExpression::markable_100500296::Uncertain=false|num=sg|EmoExpression::markable_100500296::SubjectiveFact=false|EmoExpression::markable_100500296::Sarcasm=false|EmoExpression::markable_100500296::Polarity=positive|EmoExpression::markable_100500296::Intensity=medium Sentiment::markable_100500297::Intensity=medium|Sentiment::markable_100500297::Sentiment=True|Sentiment::markable_100500297::Polarity=positive|Sentiment::markable_100500297::Sarcasm=false case=dat|Sentiment::markable_100500297::Sentiment=True|num=sg|Target::markable_100500298::Anaphref=empty|Target::markable_100500298::Target=True|gender=masc|Target::markable_100500298::Preferred=true case=dat|Sentiment::markable_100500297::Sentiment=True|Target::markable_100500298::Target=True|EmoExpression::markable_100500299::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_100500299::Uncertain=false|num=sg|EmoExpression::markable_100500299::Polarity=positive|EmoExpression::markable_100500299::Intensity=medium|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false case=dat|gender=masc|Sentiment::markable_100500297::Sentiment=True|num=sg|Target::markable_100500298::Target=True _ case=nom|*=True|num=pl|pers=1 EmoExpression::markable_100500301::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500301::Sarcasm=false|pers=1|num=pl|tense=pres|EmoExpression::markable_100500301::Polarity=positive|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=false EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500300::Polarity=positive|EmoExpression::markable_100500300::EmoExpression=True|pers=3|num=sg|tense=past|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium EmoExpression::markable_100500301::EmoExpression=True _ case=nom|gender=fem|num=sg
327435775010557952	positive	Alte Lieder sind eh die besten .	alt Lied sein eh die gut .	ADJA NN VAFIN ADV ART ADJA $.	2/NK 3/SB 0/-- 3/MO 6/NK 3/PD 6/--	case=nom|Sentiment::markable_108::Polarity=positive|Sentiment::markable_108::Sarcasm=false|gender=neut|Target::markable_109::Anaphref=empty|pos=True|Target::markable_109::Preferred=true|Sentiment::markable_108::Intensity=strong|num=pl|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=nom|gender=neut|num=pl|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=nom|gender=neut|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=pl|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=strong|EmoExpression::markable_100500302::Polarity=positive case=nom|num=pl|Sentiment::markable_108::Sentiment=True|sup=True|gender=neut|EmoExpression::markable_100500302::EmoExpression=True _
