322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 1/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327997716787519488	mixed	Wenn Erwachsene kotzen müssen ist ja schon doof , aber ner 3- jährigen die ganze Nacht dabei zugucken müssen ... Arme Maus .	wenn Erwachsene kotzen müssen sein ja schon doof , aber ner 3- Jährig die ganz Nacht dabei zugucken müssen ... arm Maus .	KOUS NN VVINF VMINF VAFIN ADV ADV ADJD $, ADV ADJA TRUNC NN ART ADJA NN PAV VVINF VMINF $. ADJA NN $.	4/CP 4/SB 4/OC 5/SB 0/-- 5/MO 8/MO 5/PD 8/-- 19/MO 13/NK 13/NK 18/MO 16/NK 16/NK 18/OA 16/NK 19/OC 8/OC 19/-- 22/NK 20/-- 22/--	Sentiment::markable_95::Sentiment=True|Target::markable_97::Anaphref=empty|Sentiment::markable_95::Intensity=medium|Sentiment::markable_95::Sarcasm=false|Target::markable_97::Target=True|Target::markable_97::Preferred=true|Sentiment::markable_95::Polarity=negative case=nom|*=True|num=pl|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True pers=3|Sentiment::markable_95::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True pos=True|EmoExpression::markable_96::EmoExpression=True|Sentiment::markable_95::Sentiment=True|EmoExpression::markable_96::Uncertain=false|EmoExpression::markable_96::Intensity=medium|EmoExpression::markable_96::SubjectiveFact=false|EmoExpression::markable_96::Polarity=negative|EmoExpression::markable_96::Sarcasm=false _ Sentiment::markable_100500284::Sentiment=True|Sentiment::markable_100500284::Intensity=medium|Sentiment::markable_100500284::Polarity=positive|Sentiment::markable_100500284::Sarcasm=false comp=True|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500285::Target=True|Target::markable_100500285::Preferred=true|Target::markable_100500285::Anaphref=empty Sentiment::markable_100500284::Sentiment=True|Target::markable_100500285::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500285::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True|pos=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True EmoExpression::markable_100500286::Polarity=positive|EmoExpression::markable_100500286::EmoExpression=True|EmoExpression::markable_100500286::Uncertain=false|EmoExpression::markable_100500286::Intensity=medium|Sentiment::markable_100500284::Sentiment=True|EmoExpression::markable_100500286::Sarcasm=false|EmoExpression::markable_100500286::SubjectiveFact=false Sentiment::markable_100500284::Sentiment=True|EmoExpression::markable_100500286::EmoExpression=True Sentiment::markable_100500284::Sentiment=True
328252419907665920	neutral	susi191 : Extra für euch gedreht und nur bei mir erhältlich ! Ich habe für alle die auf Doppelmuschi ( 2 Schwänze in ... http://t.co/8grHNea3OQ	susi191 : extra für ihr drehen und nur bei ich erhältlich ! ich haben für alle die auf Doppelmuschi ( 2 Schwanz in ... http://t.co/8grHNea3OQ	CARD $. ADJD APPR PPER VVPP KON ADV APPR PPER ADJD $. PPER VAFIN APPR PIS ART APPR NN $( CARD NN APPR $. NE	6/MO 1/-- 6/MO 6/MO 4/NK 0/-- 6/CD 9/MO 7/CJ 9/NK 9/PD 11/-- 14/SB 12/-- 14/MO 15/NK 22/NK 21/MO 18/NK 19/-- 22/NK 14/OA 22/MNR 23/-- 24/--	_ _ pos=True _ case=dat|*=True|num=pl|pers=2 _ _ _ _ case=dat|*=True|num=sg|pers=1 pos=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|*=True|num=pl _ _ case=acc|gender=masc|num=pl _ _ _
323843242791669760	neutral	Das neue buffed Magazin Ausgabe 05-06 / 2013  ab dem 17.  April Handel !... http://t.co/Ci8RFhTmdo	die neu buffed Magazin Ausgabe @card@ / @card@ ab die @card@ April Handel !... http://t.co/Ci8RFhTmdo	ART ADJA NE NN NN CARD $( CARD APPR ART CARD NN NN ADJA NN	4/NK 4/NK 4/PNC 14/MO 4/NK 5/NK 6/-- 6/CJ 14/MO 12/NK 12/NK 9/NK 12/NK 0/-- 14/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _
322361212874653697	mixed	„Gegen Angriffe kann man sich wehren . Gegen Lob ist man machtlos“ Sigmund Freud	„Gegen Angriff können man sich wehren . gegen Lob sein man machtlos“ Sigmund Freud	ADJD NN VMFIN PIS PRF VVINF $. APPR NN VAFIN PIS ADJA NE NE	2/MO 6/OA 0/-- 3/SB 6/OA 3/OC 6/-- 10/MO 8/NK 7/-- 10/SB 10/MO 14/PNC 10/DA	pos=True case=nom|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=medium|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=pl|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg EmoExpression::markable_100500282::SubjectiveFact=false|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::EmoExpression=True|EmoExpression::markable_100500282::Intensity=medium _ _ case=acc|EmoExpression::markable_100500283::Sarcasm=false|EmoExpression::markable_100500283::Polarity=positive|gender=neut|EmoExpression::markable_100500283::Uncertain=false|EmoExpression::markable_100500283::Intensity=medium|num=sg|EmoExpression::markable_100500283::EmoExpression=True|EmoExpression::markable_100500283::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg EmoExpression::markable_100500334::EmoExpression=True|EmoExpression::markable_100500334::Intensity=medium|EmoExpression::markable_100500334::Uncertain=false|EmoExpression::markable_100500334::SubjectiveFact=false|EmoExpression::markable_100500334::Polarity=negative|EmoExpression::markable_100500334::Sarcasm=false|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
322220789925556224	positive	@OliverSchnock guten morgen ... dir einen wunderbaren Tag ...	@OliverSchnock gut morgen ... du eine wunderbar Tag ...	NN ADJA ADV $. PPER ART ADJA NN $.	0/-- 1/-- 2/MNR 3/-- 8/DA 8/NK 8/NK 4/-- 8/--	case=nom|gender=masc|num=sg EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false _ _ case=dat|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_99::Intensity=strong|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=acc|gender=masc|num=sg _
323689333662048258	positive	@simischalke @maccerharry von mir auch alles Gute !!!	@simischalke @maccerharry von ich auch alle Gute !!!	ADJA NN APPR PPER ADV PIAT NN ADJA	0/-- 1/-- 8/SBP 3/NK 7/MO 7/NK 3/NK 2/--	_ case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg|pers=1 _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_100500287::Polarity=positive|EmoExpression::markable_100500287::Sarcasm=false|gender=neut|EmoExpression::markable_100500287::SubjectiveFact=false|num=sg|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True case=nom|gender=neut|num=sg|pos=True
328088092810555393	positive	So was machen wir nu ??? genau bude putzen xDD euch viel spaß ;) kiss	so was machen wir nu ??? genau Bude putzen xDD ihr viele Spaß ;) kiss	ADV PIS VVFIN PPER ITJ ADJD ADJD NN VVFIN NE PPER PIAT NN ADJD ADJA	2/MO 3/OA 0/-- 3/SB 6/DM 3/MO 8/MO 9/OA 6/-- 9/SB 15/DA 13/NK 15/OA 15/MO 9/MO	_ gender=neut|*=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ pos=True pos=True pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|EmoExpression::markable_100::Intensity=strong case=dat|*=True|num=pl|pers=2 *=True case=acc|EmoExpression::markable_100500288::Sarcasm=false|gender=masc|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=positive|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium _
327486591968890881	positive	@jennyliebt @wurschtel11 @JTripper21 Aber die besten Bilder sind abseits des Projekts geschossen worden ;) http://t.co/ugDzFFG2mo	@jennyliebt @wurschtel11 @JTripper21 aber die gut Bild sein abseits die Projekt schießen werden ;) http://t.co/ugDzFFG2mo	ADJD CARD NN KON ART ADJA NN VAFIN ADV ART NN VVPP VAPP ADJA NN	0/-- 1/-- 2/-- 8/JU 7/NK 7/NK 8/SB 3/-- 12/MO 11/NK 12/OG 13/OC 8/OC 15/NK 13/PD	pos=True _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_100500289::Polarity=positive|num=pl|Sentiment::markable_100500289::Sarcasm=false|Sentiment::markable_100500289::Intensity=strong|gender=masc|Sentiment::markable_100500289::Sentiment=True case=gen|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=strong|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=positive|gender=masc|EmoExpression::markable_100500291::EmoExpression=True|num=pl|EmoExpression::markable_100500291::SubjectiveFact=false|sup=True|Sentiment::markable_100500289::Sentiment=True case=nom|num=pl|Target::markable_100500290::Preferred=true|Target::markable_100500290::Target=True|gender=neut|Sentiment::markable_100500289::Sentiment=True|Target::markable_100500290::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind _ case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive _
322412183768166401	positive	Ich habe ein @YouTube - Video positiv bewertet : http://t.co/sEGYETgdnA Gangnam Style vs. Project X [ New Juri Remix ]	ich haben eine @YouTube - Video positiv bewerten : http://t.co/sEGYETgdnA Gangnam Style vs. Project X [ New Juri Remix ]	PPER VAFIN ART NN $( NN ADJD VVPP $. NE NE NN NN NN NN $( NE NE NE $(	2/SB 0/-- 4/NK 2/OA 6/-- 4/-- 8/MO 11/PD 8/-- 11/PNC 6/NK 13/NK 6/PAR 19/PNC 19/PNC 15/-- 19/PNC 19/PNC 13/NK 19/--	case=nom|Source::markable_104::Anaphref=empty|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_104::Source=True|pers=1|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_105::Preferred=true|num=sg|Target::markable_105::Anaphref=empty|gender=neut|Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|Target::markable_105::Target=True|num=sg|Sentiment::markable_103::Sentiment=True Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True case=nom|gender=neut|Target::markable_105::Target=True|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_100500342::Intensity=medium|EmoExpression::markable_100500342::SubjectiveFact=false|EmoExpression::markable_100500342::EmoExpression=True|EmoExpression::markable_100500342::Polarity=positive|pos=True|EmoExpression::markable_100500342::Sarcasm=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_100500342::Uncertain=false Sentiment::markable_103::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg *=True *=True *=True *=True *=True case=nom|*=True|num=sg _
327520429973590016	positive	@KGeni Und weshalb tut Frau das nicht und spielt mit Mann lieber munteres " Was - will - ich - denn " raten ?	@KGeni und weshalb tun Frau die nicht und spielen mit Mann lieb munter " was - wollen - ich - denn " raten ?	NN KON PWAV VVFIN NN PDS PTKNEG KON VVFIN APPR NN ADJD ADJA $( PWS $( VMFIN $( PPER $( KON $( VVINF $.	0/-- 4/JU 4/MO 1/-- 4/SB 4/OA 4/NG 4/CD 8/CJ 9/MO 10/NK 13/MO 9/OA 13/-- 17/OA 15/-- 9/OC 17/-- 17/SB 21/-- 23/MO 21/-- 17/OC 23/--	case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg EmoExpression::markable_100500292::SubjectiveFact=false|EmoExpression::markable_100500292::EmoExpression=True|EmoExpression::markable_100500292::Uncertain=false|EmoExpression::markable_100500292::Polarity=positive|EmoExpression::markable_100500292::Sarcasm=false|EmoExpression::markable_100500292::Intensity=medium case=acc|gender=neut|num=sg|comp=True _ case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _
328026614426382336	positive	Hurra , die Kollektion Astronauten - Outfit ist endlich fertig ! http://t.co/AcfWnjBSHY #android #androidgames #gameinsight	Hurra , die Kollektion Astronaut - outfit sein endlich fertig ! http://t.co/AcfWnjBSHY #android #androidgames #gameinsight	NN $, ART NN NN $( ADJD VAFIN ADV ADJD $. NE NN ADJA NN	8/SB 1/-- 4/NK 1/CJ 4/NK 5/-- 10/MO 0/-- 8/MO 8/PD 10/-- 13/PNC 11/-- 15/NK 13/NK	case=nom|Sentiment::markable_100500295::Intensity=medium|EmoExpression::markable_100500297::Sarcasm=false|EmoExpression::markable_100500297::Intensity=medium|gender=fem|EmoExpression::markable_100500297::SubjectiveFact=false|Sentiment::markable_100500295::Sarcasm=false|EmoExpression::markable_100500297::Polarity=positive|Sentiment::markable_100500295::Polarity=positive|num=sg|EmoExpression::markable_100500297::Uncertain=false|Sentiment::markable_100500295::Sentiment=True|EmoExpression::markable_100500297::EmoExpression=True Sentiment::markable_100500295::Sentiment=True case=nom|num=sg|Target::markable_100500296::Target=True|gender=fem|Sentiment::markable_100500295::Sentiment=True|Target::markable_100500296::Preferred=true|Target::markable_100500296::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500295::Sentiment=True|num=sg|Target::markable_100500296::Target=True case=acc|gender=fem|Sentiment::markable_100500295::Sentiment=True|num=pl|Target::markable_100500296::Target=True Target::markable_100500296::Target=True|Sentiment::markable_100500295::Sentiment=True Target::markable_100500296::Target=True|Sentiment::markable_100500295::Sentiment=True|pos=True pers=3|Sentiment::markable_100500295::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_100500335::SubjectiveFact=false|EmoExpression::markable_100500335::EmoExpression=True|EmoExpression::markable_100500335::Uncertain=false|Sentiment::markable_100500295::Sentiment=True|EmoExpression::markable_100500335::Polarity=positive|EmoExpression::markable_100500335::Sarcasm=false|EmoExpression::markable_100500335::Intensity=medium Sentiment::markable_100500295::Sentiment=True|pos=True Sentiment::markable_100500295::Sentiment=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
327493334622953472	positive	" Okay ma cherie , I love you . Yes . Viel Spaß noch , du ! " - Midfünfziger im Polohemd mit Gelfrisur auf dem Rewe - Parkplatz um 20.30 Uhr .	" Okay ma cherie , I love you . Yes . viele Spaß noch , du ! " - Midfünfziger in Polohemd mit Gelfrisur auf die Rewe - Parkplatz um @card@ Uhr .	$( NE NE ADJD $, FM FM FM $. NN $. PIAT NN ADV $, PPER $. $( $( VVFIN APPRART NN APPR NN APPR ART NE $( NN APPR CARD NN $.	2/-- 3/PNC 0/-- 3/MNR 4/-- 4/PD 6/UC 6/UC 8/-- 9/-- 10/-- 13/NK 11/-- 13/MO 14/-- 13/SB 16/-- 17/-- 20/-- 18/-- 20/MO 21/NK 22/MNR 23/NK 24/MNR 27/NK 25/NK 27/-- 20/OA 29/MNR 32/NK 30/NK 32/--	_ _ _ _ _ Sentiment::markable_107::Intensity=medium|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Sentiment=True|Source::markable_108::Source=True|Sentiment::markable_107::Polarity=positive|Source::markable_108::Anaphref=empty Sentiment::markable_107::Sentiment=True|EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium Sentiment::markable_107::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Anaphref=empty|Target::markable_110::Preferred=true _ _ _ EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|EmoExpression::markable_100500336::Sarcasm=false|EmoExpression::markable_100500336::SubjectiveFact=false|EmoExpression::markable_100500336::Polarity=positive|*=True|EmoExpression::markable_100500336::EmoExpression=True case=acc|EmoExpression::markable_100500293::EmoExpression=True|EmoExpression::markable_100500293::Uncertain=false|EmoExpression::markable_100500293::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500293::Polarity=positive|EmoExpression::markable_100500336::EmoExpression=True|EmoExpression::markable_100500293::Intensity=medium|num=sg|EmoExpression::markable_100500293::Sarcasm=false _ _ case=nom|*=True|num=sg|pers=2 _ _ _ pers=3|num=pl|tense=past|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg _
322397873604005888	negative	Bin sowas von müde . Kann mich auf nix mehr konzentrieren ... #twoff #guteNacht	sein sowas von müde . können ich auf nix mehr konzentrieren ... #twoff #guteNacht	VAFIN PIS APPR ADJD $. VMFIN PRF APPR PIS PIS VVINF $. ADJA NN	0/-- 1/SB 2/PG 3/NK 4/-- 5/-- 11/OA 11/OP 8/NK 6/SB 6/OC 11/-- 14/NK 12/--	_ gender=neut|*=True _ EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Uncertain=false|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|EmoExpression::markable_100500294::Sarcasm=false|pos=True|EmoExpression::markable_100500294::Polarity=negative _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ *=True _ _ _ _
322217843955470336	negative	peinlichstes Erlebnis gerade ;D Handy ist im bus in der tasche auf den Mediaplayer und hat cantina Band von star Wars gespielt :D	peinlichstes Erlebnis gerade ;D Handy sein in bus in die Tasche auf die Mediaplayer und haben cantina Band von Star Wars gespielt :D	ADJA NN ADV ADJA NE VAFIN APPRART ADJA APPR ART NN APPR ART NN KON VAFIN NE NN APPR NN NE ADJD ADJA	2/NK 6/SB 4/MO 5/NK 2/NK 0/-- 6/MO 7/NK 8/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 6/CD 15/CJ 18/NK 16/SB 18/PG 21/PNC 19/NK 23/MO 21/PNC	case=nom|Sentiment::markable_100500310::Sarcasm=false|Sentiment::markable_100500310::Polarity=negative|gender=neut|Sentiment::markable_100500310::Intensity=weak|Sentiment::markable_100500310::Sentiment=True|pos=True|EmoExpression::markable_100500311::SubjectiveFact=false|EmoExpression::markable_100500311::Sarcasm=false|num=sg|EmoExpression::markable_100500311::Polarity=negative|EmoExpression::markable_100500311::EmoExpression=True|EmoExpression::markable_100500311::Uncertain=false|EmoExpression::markable_100500311::Intensity=medium case=nom|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg Sentiment::markable_100500310::Sentiment=True case=nom|EmoExpression::markable_100500312::EmoExpression=True|EmoExpression::markable_100500312::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500310::Sentiment=True|num=sg|EmoExpression::markable_100500312::Polarity=positive|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false case=nom|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True|gender=neut|Target::markable_100500313::Preferred=true|Target::markable_100500313::Anaphref=empty pers=3|Sentiment::markable_100500310::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500313::Target=True case=dat|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=dat|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=dat|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=dat|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=acc|gender=masc|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=acc|gender=masc|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True pers=3|Sentiment::markable_100500310::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500313::Target=True case=acc|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=acc|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True|*=True case=dat|*=True|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|*=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|Sentiment::markable_100500310::Sentiment=True|num=sg|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false
323808679696678915	neutral	Schon 340  Teams sind heiß auf die Medaillen . Die neusten Teilnehmer sind : Mit acht Teams will IFA - Rotorion ... http://t.co/kaQnzFugyH	schon @card@ Team sein heiß auf die Medaille . die neu Teilnehmer sein : mit acht Team wollen IFA - Rotorion ... http://t.co/kaQnzFugyH	ADV CARD NN VAFIN ADJD APPR ART NN $. ART ADJA NN VAFIN $. APPR CARD NN VMFIN NE $( NN $. NN	2/MO 3/NK 4/SB 0/-- 4/PD 4/MO 8/NK 6/NK 8/-- 12/NK 12/NK 13/PD 9/-- 13/-- 18/MO 17/NK 15/NK 13/SB 18/SB 19/-- 19/APP 21/-- 22/--	_ _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl|sup=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _
