381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 1/-- 4/SB 14/MO 4/MO 4/NK 2/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
381816299338207232	negative	RT @Annika_K : Das Wahlergebnis zeigt jedenfalls eins : #Überwachung und #NSA interessieren die Leute nicht wirklich ; sonst würden sie nicht …	RT @Annika_K : die Wahlergebnis zeigen jedenfalls eins : #Überwachung und #NSA interessieren die Leute nicht wirklich ; sonst werden sie nicht …	NE NN $. ART NN VVFIN ADV CARD $. NN KON NN VVFIN ART NN PTKNEG ADJD $. ADV VAFIN PPER PTKNEG ADJA	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/MO 10/NMC 8/-- 13/SB 10/CD 11/CJ 6/OC 15/NK 13/SB 17/NG 13/MO 17/-- 23/MO 13/MO 20/SB 23/NG 20/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=negative|gender=fem|Target::markable_143::Target=True|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True case=nom|num=sg|Target::markable_144::Target=True|gender=fem|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true|Sentiment::markable_142::Sentiment=True EmoExpression::markable_146::Sarcasm=false|mood=ind|EmoExpression::markable_146::Polarity=positive|EmoExpression::markable_146::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|Sentiment::markable_142::Sentiment=True|EmoExpression::markable_146::EmoExpression=True case=nom|num=pl|Source::markable_145::Source=True|*=True|Source::markable_145::Anaphref=empty|Sentiment::markable_142::Sentiment=True case=nom|*=True|Source::markable_145::Source=True|num=pl|Sentiment::markable_142::Sentiment=True Negation::markable_147::Negation=True|Negation::markable_147::EmoExpressionRef=emo-expression:markable_146|Sentiment::markable_142::Sentiment=True pos=True|Sentiment::markable_142::Sentiment=True _ _ pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=3 _ _
347295927645638656	negative	RT @Volker_Beck : Ich hoffe , dass sich Politiker von Union und SPD an ihre Kritik an #prism erinnern , wenn es um #VDS geht #Obama	RT @Volker_Beck : ich hoffen , dass sich Politiker von Union und SPD an ihr Kritik an #prism erinnern , wenn es um #VDS gehen #Obama	NE NN $. PPER VVFIN $, KOUS PRF NN APPR NE KON NE APPR PPOSAT NN APPR NE VVINF $, KOUS PPER APPR NN VVFIN NN	2/SB 0/-- 2/-- 5/SB 3/-- 5/-- 19/CP 19/OA 19/SB 9/PG 10/NK 11/CD 12/CJ 19/OP 16/NK 14/NK 16/MNR 17/NK 5/OC 19/-- 25/CP 25/EP 25/OP 23/NK 19/MO 19/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|pers=3|num=pl|Sentiment::markable_148::Intensity=medium|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative case=nom|Source::markable_149::Anaphref=empty|num=pl|Sentiment::markable_148::Sentiment=True|gender=masc|Source::markable_149::Source=True Sentiment::markable_148::Sentiment=True|Source::markable_149::Source=True case=dat|gender=fem|num=sg|Source::markable_149::Source=True|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True|Source::markable_149::Source=True case=dat|gender=fem|num=sg|Source::markable_149::Source=True|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_148::Sentiment=True case=dat|EmoExpression::markable_150::EmoExpression=True|gender=fem|EmoExpression::markable_150::Intensity=medium|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=dat|Target::markable_151::Anaphref=empty|Sentiment::markable_148::Sentiment=True|num=sg|Target::markable_151::Target=True|gender=neut|Target::markable_151::Preferred=true Sentiment::markable_148::Sentiment=True _ _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg
380436611512958976	negative	RT @kreativkomm : An Steinhauser und seinen Verlegenheitsblicken merkt man , wie alt die Grünen geworden sind . #ampunkt	RT @kreativkomm : an Steinhauser und sein Verlegenheitsblicken merken man , wie alt die Grüne werden sein . #ampunkt	NE ADJD $. APPR NE KON PPOSAT NN VVFIN PIS $, KOKOM ADJD ART NN VAPP VAFIN $. NN	0/-- 1/PD 2/-- 9/MO 4/NK 5/CD 8/NK 6/CJ 3/-- 9/SB 10/-- 13/MO 16/PD 15/NK 17/SB 17/OC 9/CJ 17/-- 18/--	case=nom|Sentiment::markable_152::Intensity=medium|num=sg|Sentiment::markable_152::Polarity=negative|Sentiment::markable_152::Sentiment=True|*=True|Sentiment::markable_152::Sarcasm=false Sentiment::markable_152::Sentiment=True|Source::markable_153::Anaphref=empty|pos=True|Source::markable_153::Source=True Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True case=dat|gender=neut|Sentiment::markable_152::Sentiment=True|num=sg Sentiment::markable_152::Sentiment=True case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl pers=3|Sentiment::markable_152::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|Sentiment::markable_152::Sentiment=True|num=sg Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=negative|Sentiment::markable_152::Sentiment=True|EmoExpression::markable_155::Intensity=medium|pos=True|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=nom|Target::markable_154::Target=True|num=pl|Target::markable_154::Preferred=true|gender=fem|Sentiment::markable_152::Sentiment=True|Target::markable_154::Anaphref=empty case=dat|*=True|Sentiment::markable_152::Sentiment=True|num=pl|Target::markable_154::Target=True Sentiment::markable_152::Sentiment=True pers=3|Sentiment::markable_152::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_152::Sentiment=True case=nom|gender=masc|num=sg
360454898724257793	positive	Endlich wieder Wahlen ! Bestellung zum Wahlhelfer ist da . Zusammen mit Herrn Sohn . Wird sicher wieder lustig .	endlich wieder Wahl ! Bestellung zu Wahlhelfer sein da . zusammen mit Herr Sohn . werden sicher wieder lustig .	ADV ADV NN $. NN APPRART NN VAFIN ADV $. ADV APPR NN NN $. VAFIN ADJD ADV ADJD $.	3/MO 3/MO 0/-- 3/-- 8/SB 5/MNR 6/NK 4/-- 8/MO 9/-- 12/MO 10/-- 12/NK 13/NK 14/-- 15/-- 16/MO 16/MO 16/PD 19/--	Sentiment::markable_156::Polarity=positive|Sentiment::markable_156::Intensity=medium|EmoExpression::markable_158::SubjectiveFact=false|Sentiment::markable_156::Sentiment=True|Sentiment::markable_156::Sarcasm=false|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Polarity=positive Sentiment::markable_156::Sentiment=True case=nom|num=pl|Target::markable_157::Target=True|gender=fem|Target::markable_157::Anaphref=empty|Target::markable_157::Preferred=true|Sentiment::markable_156::Sentiment=True Sentiment::markable_156::Sentiment=True case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind pos=True _ EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=positive|EmoExpression::markable_159::Sarcasm=false|pos=True _
350589542639747073	neutral	Bundeszentrale politische Bildung : Wie funktioniert die Bundestagswahl - Wahlfilme ...... http://t.co/pWn9yFNpTB	Bundeszentrale politisch Bildung : wie funktionieren die Bundestagswahl - Wahlfilme ...... http://t.co/pWn9yFNpTB	NN ADJA NN $. KOUS VVFIN ART NN $( NN ADJA NN	3/NK 3/NK 6/PD 3/-- 6/MO 0/-- 8/NK 6/SB 8/-- 8/PAR 10/UC 11/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=masc|num=pl
380712832528306176	neutral	RT @mischmerz : @blackjoschka @AfD_MR @steinbock41 Nö . Wir setzen auf souveräne Nationalstaaten in einem europäischen Verbund . #afd +	RT @mischmerz : @blackjoschka @AfD_MR @steinbock41 Nö . wir setzen auf souverän Nationalstaat in eine europäisch Verbund . #afd +	NE NN $. NE NN NN NE $. PPER VVFIN APPR ADJA NN APPR ART ADJA NN $. NN KON	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 6/-- 7/-- 10/SB 8/-- 10/MO 13/NK 11/NK 10/MO 17/NK 17/NK 14/NK 17/-- 18/-- 19/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
354209149447438337	negative	niemand spricht davon , die gezielte ( ! ) datenerfasssung zum ermitteln von tätern oder dergleichen verbieten zu ... http://t.co/ZqqRCFYv8C	niemand sprechen davon , die gezielt ( ! ) datenerfasssung zu ermitteln von Täter oder dergleichen verbieten zu ... http://t.co/ZqqRCFYv8C	PIS VVFIN PAV $, ART ADJA $( $. $( NN APPRART VVFIN APPR NN KON PIS VVFIN PTKVZ $. NE	2/SB 0/-- 4/NK 2/-- 6/NK 2/OA 6/-- 7/-- 10/-- 17/SB 10/MNR 11/NK 12/MO 13/NK 11/CD 15/CJ 8/-- 17/SVP 18/-- 19/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True _ _ _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=dat|EmoExpression::markable_10409981::EmoExpression=True|EmoExpression::markable_10409981::Uncertain=false|gender=masc|EmoExpression::markable_10409981::Polarity=negative|EmoExpression::markable_10409981::Intensity=medium|EmoExpression::markable_10409981::Sarcasm=false|num=pl|EmoExpression::markable_10409981::SubjectiveFact=false _ case=dat|gender=masc|num=pl|pos=True _ _ _ case=nom|*=True|num=sg
358843338104913921	positive	EU - Programmentwurf der GRÜNEN 1984 : Menschliches Überleben u. Glück ist gefährdet durch Tabus und Sexualstrafgesetze http://t.co/F8vGD69ulR	EU - Programmentwurf die grün 1984 : menschlich Überleben um Glück sein gefährden durch Tabu und Sexualstrafgesetze http://t.co/F8vGD69ulR	NN $( NN ART ADJA CARD $. ADJA NN APPR NN VAFIN VVPP APPR NN KON NN NN	12/SB 1/-- 1/CJ 9/NK 9/NK 5/NK 6/-- 9/NK 12/SB 9/MNR 10/NK 0/-- 12/PD 13/MO 14/NK 15/CD 16/CJ 13/OA	case=nom|num=sg|Sentiment::markable_160::Sarcasm=false|Sentiment::markable_160::Sentiment=True|gender=fem|Sentiment::markable_160::Intensity=medium|Sentiment::markable_160::Polarity=positive Sentiment::markable_160::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|Source::markable_161::Anaphref=empty|num=sg|Sentiment::markable_160::Sentiment=True|gender=masc|Source::markable_161::Source=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=neut|num=sg|EmoExpression::markable_164::EmoExpression=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_165::EmoExpression=True|gender=neut|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=positive|num=sg|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=acc|Target::markable_162::Target=True|EmoExpression::markable_10409982::Intensity=medium|Target::markable_162::Anaphref=empty|gender=neut|EmoExpression::markable_10409982::Sarcasm=false|EmoExpression::markable_10409982::EmoExpression=True|EmoExpression::markable_10409982::Polarity=negative|num=pl|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_10409982::SubjectiveFact=false|EmoExpression::markable_10409982::Uncertain=false Sentiment::markable_160::Sentiment=True case=acc|Target::markable_163::Anaphref=empty|num=pl|Sentiment::markable_160::Sentiment=True|Target::markable_163::Preferred=true|gender=neut|Target::markable_163::Target=True case=acc|gender=neut|num=pl
364162407117361152	negative	Der #FDP danken wir für diesen Außenminister , der so farblos ist , dass er sogar ständig durch unsere Raster fällt ! #Prism Sei Dank !	die #FDP danken wir für dies Außenminister , die so farblos sein , dass er sogar ständig durch unser Raster fallen|fällen ! #Prism sein Dank !	ART NN VVFIN PPER APPR PDAT NN $, PRELS ADV ADJD VAFIN $, KOUS PPER ADV ADJD APPR PPOSAT NN VVFIN $. NE VAFIN NN $.	2/NK 3/DA 0/-- 3/SB 3/MO 7/NK 5/NK 7/-- 12/SB 11/MO 12/PD 7/RC 12/-- 21/CP 21/SB 21/MO 21/MO 21/MO 20/NK 18/NK 12/MO 21/-- 24/SB 22/-- 24/PD 25/--	case=nom|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|gender=masc|Sentiment::markable_166::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True pers=1|Sentiment::markable_166::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|Sentiment::markable_166::Sentiment=True|pers=1 Sentiment::markable_166::Sentiment=True case=acc|Sentiment::markable_166::Sentiment=True|num=sg|Target::markable_167::Anaphref=empty|gender=masc|Target::markable_167::Target=True|Target::markable_167::Preferred=true case=acc|gender=masc|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::EmoExpression=True|pos=True|EmoExpression::markable_168::Polarity=negative|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::Uncertain=false pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|pos=True Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg _
370885546475671552	negative	RT @ronnypohle : Und hier eine weitere @fdp_de - Lüge @FDP_Fraktion ! Hier wirst du verarscht ! #Doppelpass #Optionszwang #btw13 http://t.co/72y …	RT @ronnypohle : und hier eine weit @fdp_de - Lüge @FDP_Fraktion ! hier werden du verarscht ! #Doppelpass #Optionszwang #btw13 http://t.co/72y …	NE NN $. KON ADV ART ADJA NN $( NN NN $. ADV VAFIN PPER ADJD $. NN NN CARD NN ADJD	2/SB 0/-- 2/-- 8/JU 8/MO 8/NK 8/NK 3/-- 10/-- 8/-- 10/NK 11/-- 14/MO 12/-- 14/SB 14/PD 16/-- 17/-- 18/NK 21/NK 22/AMS 18/MNR	case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ Sentiment::markable_169::Sentiment=True|Sentiment::markable_169::Polarity=negative|Sentiment::markable_169::Intensity=medium|Sentiment::markable_169::Sarcasm=false Sentiment::markable_169::Sentiment=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|num=sg|comp=True|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|gender=fem|Target::markable_170::Target=True|num=sg|Sentiment::markable_169::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|EmoExpression::markable_171::Intensity=medium|EmoExpression::markable_171::EmoExpression=True|gender=fem|EmoExpression::markable_171::SubjectiveFact=false|EmoExpression::markable_171::Uncertain=false|num=sg|EmoExpression::markable_171::Polarity=negative|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True|EmoExpression::markable_171::Sarcasm=false case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=fem|Sentiment::markable_172::Intensity=strong|num=sg|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=negative|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True pers=2|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_175::Anaphref=markable_173|Target::markable_175::Target=True|Sentiment::markable_172::Sentiment=True|*=True|pers=2|num=sg|Target::markable_175::Preferred=true EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|EmoExpression::markable_174::Intensity=strong|EmoExpression::markable_174::Polarity=negative|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false Sentiment::markable_172::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl pos=True
354122677318983680	neutral	»Partei ohne Plan« @BLZonline • Die Absage der IBA 2020  steht in der Tradition des Berliner SPD - Städtebaus . • http://t.co/os5Bp94xc1	»Partei ohne Plan« @BLZonline • die Absage die IBA @card@ stehen in die Tradition die Berliner SPD - Städtebau . • http://t.co/os5Bp94xc1	NN APPR ADJA NN NN ART NN ART NN CARD VVFIN APPR ART NN ART ADJA NE $( NN $. ADJA CARD	0/-- 1/MNR 4/NK 2/NK 11/DA 7/NK 11/SB 9/NK 7/AG 9/NK 4/-- 11/MO 14/NK 12/NK 17/NK 17/NK 14/AG 17/-- 11/SB 19/-- 20/-- 21/NK	pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _
368403765009055744	positive	RT @davesstationbus : By the way : Die #AFD - Plakate hier sind ja selten dämlich : " Mut zur Wahrheit " tolle Nullaussage	RT @davesstationbus : by the way : die #AFD - Plakat hier sein ja selten dämlich : " Mut zu Wahrheit " toll Nullaussage	NE NN $. FM FM FM $. ART ADJA $( NN ADV VAFIN ADV ADJD ADJD $. $( NN APPRART NN $( ADJA NN	2/SB 0/-- 2/-- 13/PD 4/UC 4/UC 6/-- 11/NK 11/NK 9/-- 13/SB 11/MNR 3/-- 13/MO 16/MO 13/PD 16/-- 17/-- 13/PAR 19/MNR 20/NK 21/-- 24/NK 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ _ case=nom|Target::markable_177::Target=True|gender=fem|Sentiment::markable_176::Polarity=positive|num=sg|Sentiment::markable_176::Intensity=medium|Target::markable_177::Anaphref=empty|Sentiment::markable_176::Sarcasm=false|Sentiment::markable_176::Sentiment=True|Target::markable_177::Preferred=true case=nom|num=sg|Target::markable_177::Target=True|gender=fem|Sentiment::markable_176::Sentiment=True|pos=True Sentiment::markable_176::Sentiment=True|Target::markable_177::Target=True case=acc|gender=neut|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_177::Target=True Sentiment::markable_176::Sentiment=True pers=3|Sentiment::markable_176::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_176::Sentiment=True Diminisher::markable_179::EmoExpressionRef=emo-expression:markable_178|Diminisher::markable_179::Degree=strong|Sentiment::markable_176::Sentiment=True|pos=True|Diminisher::markable_179::Diminisher=True EmoExpression::markable_178::Polarity=negative|EmoExpression::markable_178::SubjectiveFact=false|EmoExpression::markable_178::EmoExpression=True|Sentiment::markable_176::Sentiment=True|EmoExpression::markable_178::Sarcasm=false|pos=True|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Uncertain=false _ Sentiment::markable_180::Polarity=positive|Sentiment::markable_180::Sentiment=True|Sentiment::markable_180::Sarcasm=false|Sentiment::markable_180::Intensity=strong|Target::markable_181::Target=True|Target::markable_181::Anaphref=empty|Target::markable_181::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|Intensifier::markable_183::Degree=medium|Intensifier::markable_183::Intensifier=True|gender=fem|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|Intensifier::markable_183::EmoExpressionRef=emo-expression:markable_182 case=nom|EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Polarity=negative|gender=fem|EmoExpression::markable_182::Intensity=medium|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::EmoExpression=True
378071540031438848	neutral	PC Spiel | Schlag den Raab 2 Das PartySpiel | DEUTSCH NEU & OVP : EUR 7,77 ( 0 Gebote ) Angebotsende : Freitag Sep ... http://t.co/5o9gIiEIUQ	PC Spiel | Schlag die Raab 2 die PartySpiel | deutsch neu & OVP : EUR @card@ ( @card@ Gebot ) Angebotsende : Freitag Sep ... http://t.co/5o9gIiEIUQ	NN NN XY NN ART NE CARD ART NN XY ADJD ADJD KON NN $. NN CARD $( CARD NN $( NN $. NE NE $. NE	0/-- 6/PNC 6/PNC 6/PNC 6/NK 1/NK 6/NK 9/NK 6/CJ 9/NK 12/MO 9/PD 9/CD 13/CJ 14/-- 9/PAR 16/NK 17/-- 20/NK 16/PAR 20/-- 25/PNC 22/-- 25/PNC 9/APP 25/-- 26/--	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True pos=True pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ case=acc|gender=neut|num=pl _ case=nom|*=True|num=pl _ *=True case=nom|*=True|num=sg _ case=nom|*=True|num=sg
