311914253751836672	positive	Ich bi so ufgregt !! Wer isch jetzt de neui Papst ?? :))	ich bi so ufgregt !! wer isch jetzt de neui Papst ?? :))	PPER VVFIN ADV ADJA NN PWS VVFIN ADV NE ADJA NN ADJA NN	2/SB 0/-- 4/MO 5/NK 2/OA 7/SB 5/-- 7/MO 11/AG 11/NK 7/OA 11/NK 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ mood=ind|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_1::Intensity=medium|EmoExpression::markable_1::SubjectiveFact=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311869261570265088	neutral	Anruf aus dem Vatikan , man will mich als neuen Pabst . Heute mittag dann Entwarnung : man habe meinen beruflichen Hintergrund zu wenig geprüft	Anruf aus die Vatikan , man wollen ich als neu Pabst . heute mittag dann Entwarnung : man haben mein beruflich Hintergrund zu wenige geprüft	NN APPR ART NN $, PIS VMFIN PRF KOKOM ADJA NE $. ADV ADV ADV NN $. PIS VAFIN PPOSAT ADJA NN APPR PIS ADJD	0/-- 1/MNR 4/NK 2/NK 4/-- 7/SB 1/PAR 11/OA 11/CM 11/NK 7/SB 11/-- 15/MO 15/MO 19/CJ 15/NK 16/-- 19/SB 12/-- 22/NK 22/NK 25/OA 25/MO 23/NK 19/OC	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ *=True _
311933795907534848	negative	RT @Volker_Beck : Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan http://t.co/CLH1W9oTGf	RT @Volker_Beck : die Homosexuellenehe sein für die Kardinal , die jetzt Papst sein , eine Zerstörung von Gott Plan http://t.co/CLH1W9oTGf	NE NN $. ART NN VAFIN APPR ART NN $, PRELS ADV NN VAFIN $, ART NN APPR NN NN NE	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/MO 9/NK 7/NK 9/-- 14/SB 14/MO 14/PD 9/RC 14/-- 17/NK 6/SB 17/PG 20/AG 18/NK 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_100500212::Intensity=medium|Target::markable_100500213::Target=True|gender=fem|Target::markable_100500213::Anaphref=empty|num=sg|Target::markable_100500213::Preferred=true|Sentiment::markable_100500212::Sentiment=True|Sentiment::markable_100500212::Sarcasm=false|Sentiment::markable_100500212::Polarity=negative case=nom|gender=fem|Target::markable_100500213::Target=True|num=sg|Sentiment::markable_100500212::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500212::Sentiment=True Sentiment::markable_100500212::Sentiment=True case=acc|num=sg|Sentiment::markable_100500212::Sentiment=True|gender=masc|Source::markable_100500214::Source=True|Source::markable_100500214::Anaphref=empty case=acc|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500212::Sentiment=True|Source::markable_100500214::Source=True Sentiment::markable_100500212::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500212::Sentiment=True case=acc|EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=negative|gender=fem|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::Intensity=medium|EmoExpression::markable_100500215::EmoExpression=True|num=sg|EmoExpression::markable_100500215::Sarcasm=false|Sentiment::markable_100500212::Sentiment=True Sentiment::markable_100500212::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg
311881216162951169	negative	Mediengeile Möwe . Wird ihr Gefieder gleich ganz dunkel , wenn es schwarz raucht ? #Papst #Konklave http://t.co/eHE6AnzzMk	mediengeil Möwe . werden ihr Gefieder gleich ganz dunkel , wenn es schwarz rauchen ? #Papst #Konklave http://t.co/eHE6AnzzMk	ADJA NN $. VAFIN PPER NN ADJD ADV ADJD $, KOUS PPER ADJD VVFIN $. NN NN NN	2/NK 0/-- 2/-- 3/-- 6/NK 4/SB 9/MO 9/MO 4/PD 9/-- 14/CP 14/SB 14/MO 8/CC 14/-- 15/-- 16/NK 16/OA	case=acc|EmoExpression::markable_104014821::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_104014821::Uncertain=false|EmoExpression::markable_104014821::Intensity=medium|num=pl|EmoExpression::markable_104014821::EmoExpression=True|EmoExpression::markable_104014821::Polarity=negative|EmoExpression::markable_104014821::Sarcasm=false case=acc|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 case=acc|gender=neut|num=pl _ _ pos=True _ _ case=nom|gender=neut|num=sg|pers=3 pos=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311903727567126528	positive	Wir haben einen neuen Papst !	wir haben eine neu Papst !	PPER VAFIN ART ADJA NN $.	2/SB 0/-- 5/NK 5/NK 2/OA 5/--	case=nom|Sentiment::markable_111::Polarity=positive|Target::markable_112::Preferred=true|Sentiment::markable_111::Sentiment=True|*=True|Sentiment::markable_111::Sarcasm=false|pers=1|Target::markable_112::Anaphref=empty|num=pl|Sentiment::markable_111::Intensity=strong|Target::markable_112::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True|Target::markable_112::Target=True case=acc|gender=masc|num=sg|Target::markable_112::Target=True|Sentiment::markable_111::Sentiment=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|pos=True|Target::markable_112::Target=True case=acc|gender=masc|num=sg|Target::markable_112::Target=True|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True
311928585558585344	positive	. @Bioschokolade hab gehört , das Barca - Spiel war cool . Können die nicht das wiederholen , jetzt wo n Argentinier mit ital Eltern papst ist ?	. @Bioschokolade haben gehören , die Barca - Spiel sein cool . können die nicht die wiederholen , jetzt wo n Argentinier mit ital Eltern Papst sein ?	$. NN VAIMP VVFIN $, PRELS NE $( NN VAFIN ADJD $. VMFIN PDS PTKNEG PDS VVINF $, ADV PWAV ADJA NN APPR ADJA NN NN VAFIN $.	0/-- 1/-- 9/NK 9/NK 4/-- 7/NK 4/CJ 7/-- 10/SB 2/-- 10/PD 11/-- 12/-- 13/SB 13/NG 17/OA 13/OC 17/-- 27/MO 27/MO 22/NK 27/SB 22/MNR 25/NK 23/NK 27/PD 13/CJ 27/--	_ case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|Source::markable_115::Anaphref=empty|Sentiment::markable_114::Sentiment=True|gender=neut|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Intensity=medium|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Polarity=positive case=nom|gender=neut|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True|Source::markable_115::Source=True case=nom|gender=neut|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=sg|tense=past|mood=ind EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_114::Sentiment=True|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _ _ _ _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311921502264098816	neutral	RT @StefanLeifert : Der neue #Papst spricht deutsch . Bergoglio hat in Deutschland promoviert .	RT @StefanLeifert : die neu #Papst sprechen deutsch . Bergoglio haben in Deutschland promovieren .	NE ADJD $. ART ADJA NN VVFIN ADJD $. NE VAFIN APPR NE VVPP $.	0/-- 1/PD 2/-- 6/NK 6/NK 7/SB 3/-- 7/MO 8/-- 11/SB 9/-- 14/MO 12/NK 11/OC 14/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _
311913659934838785	positive	RT @raketenclemens : #papst gangam style auf dem balkon ... und die masse wäre am feiern .	RT @raketenclemens : #papst gangam style auf die Balkon ... und die maßen sein am feiern .	NE NN $. NN ADJA NN APPR ART NN $. KON PDS VVFIN VAFIN PTKA VVINF $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/SB 5/MO 9/NK 7/NK 9/-- 13/JU 13/SB 14/OC 10/-- 16/MO 14/OC 16/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ EmoExpression::markable_104014822::EmoExpression=True|EmoExpression::markable_104014822::Intensity=medium|EmoExpression::markable_104014822::Uncertain=false|EmoExpression::markable_104014822::SubjectiveFact=false|EmoExpression::markable_104014822::Polarity=positive|EmoExpression::markable_104014822::Sarcasm=false _
311904327503605760	neutral	RT @ZDF : Ok , da gehen wir mit ! Und älter als 44  Jahre ! RT @ZDFheute : Es wird ein Mann sein . ( Mg ) #papst	RT @ZDF : Ok , da gehen wir mit ! und alt als @card@ Jahr ! RT @ZDFheute : es werden eine Mann sein . ( mg ) #papst	NE NE $. NE $, ADV VVFIN PPER PTKVZ $. KON ADJD KOKOM CARD NN $. NE NN $. PPER VAFIN ART NN VAINF $. $( NN $( NN	2/PNC 0/-- 2/-- 6/RE 4/-- 7/MO 3/-- 7/SB 7/SVP 9/-- 12/JU 10/-- 15/CM 15/NK 12/CC 15/-- 18/SB 16/-- 18/-- 21/SB 19/-- 23/NK 24/PD 21/OC 24/-- 27/-- 25/-- 27/-- 27/CJ	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ comp=True _ _ case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
311952362845659136	negative	Was haben Bela Rethy und der zurückgetretene Papst gemeinsam ? Nichts , leider rein gar nichts .	was haben Bela Rethy und die zurückgetreten Papst gemeinsam ? nichts , leider rein gar nichts .	PIS VAFIN NE NE KON ART ADJA NN ADJD $. PIS $, ADV ADV ADV PIS $.	2/OA 0/-- 4/PNC 2/SB 4/CD 8/NK 8/NK 5/CJ 8/MNR 9/-- 10/-- 11/-- 14/MO 16/MO 16/MO 11/APP 16/--	case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pos=True _ gender=neut|*=True _ EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::SubjectiveFact=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Polarity=negative|EmoExpression::markable_100500216::Intensity=medium _ _ gender=neut|*=True _
311916164538310656	positive	#papst Es wird gejubelt , das Licht ist angegangen @ZDF OH !	#papst es werden jubeln , die Licht sein angehen @ZDF OH !	NN PPER VAFIN VVPP $, ART NN VAFIN VVPP NE NE $.	3/PD 3/EP 0/-- 3/OC 4/-- 7/NK 8/SB 3/CJ 8/PD 9/OA 10/-- 11/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=positive|gender=neut|Sentiment::markable_122::Intensity=medium|pers=3|num=sg pers=3|Sentiment::markable_122::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=positive|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_123::Anaphref=empty|gender=neut|Target::markable_123::Target=True|Target::markable_123::Preferred=true case=nom|gender=neut|Target::markable_123::Target=True|num=sg|Sentiment::markable_122::Sentiment=True pers=3|Sentiment::markable_122::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_123::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_123::Target=True _ case=nom|gender=neut|num=sg _
311805428646424576	negative	Papstwahl : Wieder schwarzer Rauch in Rom : Auch nach dem zweiten und dritten Wahlgang steht kein Papst fest : Ü ... http://t.co/N5OTdJa5LI	Papstwahl : wieder schwarz Rauch in Rom : auch nach die zweit und dritt Wahlgang stehen keine Papst fest : Ü ... http://t.co/N5OTdJa5LI	NN $. ADV ADJA NN APPR NE $. ADV APPR ART ADJA KON ADJA NN VVFIN PIAT NN PTKVZ $. VVFIN $. NN	0/-- 1/-- 4/MO 5/NK 1/PD 5/MNR 6/NK 7/-- 10/MO 16/MO 15/NK 15/NK 12/CD 13/CJ 10/NK 21/OC 18/NK 16/SB 16/SVP 19/-- 23/AG 21/-- 1/PD	case=nom|gender=fem|num=sg _ _ case=nom|EmoExpression::markable_104014823::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_104014823::Intensity=medium|num=sg|EmoExpression::markable_104014823::EmoExpression=True|EmoExpression::markable_104014823::Uncertain=false|EmoExpression::markable_104014823::Polarity=negative|EmoExpression::markable_104014823::Sarcasm=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014823::EmoExpression=True _ case=dat|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _
311959874160455680	negative	RT @martingiesler : Der Fake - Account vom neuen Papst @JMBergoglio hat schon über 100.000 Follower .	RT @martingiesler : die Fake - <UNKNOWN> von neu Papst @JMBergoglio haben schon über @card@ Follower .	NE NN $. ART NN $( VVPP APPRART ADJA NN NN VAFIN ADV APPR CARD NN $.	2/SB 0/-- 2/-- 5/NK 7/SB 5/-- 3/-- 7/SBP 10/NK 8/NK 7/OA 11/-- 14/MO 15/MO 16/NK 12/OA 16/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|EmoExpression::markable_104014824::Polarity=negative|EmoExpression::markable_104014824::Sarcasm=false|num=sg|EmoExpression::markable_104014824::Uncertain=false|EmoExpression::markable_104014824::Intensity=medium|EmoExpression::markable_104014824::SubjectiveFact=true|EmoExpression::markable_104014824::EmoExpression=True EmoExpression::markable_104014824::EmoExpression=True pers=3|EmoExpression::markable_104014824::EmoExpression=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=pl _
311982663697317890	negative	RT @athmatrix : Nur so zur Erinnerung : " Ein Diktatoren - Freund als Konkurrent Ratzingers " http://t.co/KJ5qS4gJZX #papst	RT @athmatrix : nur so zu Erinnerung : " eine Diktator - Freund als Konkurrent Ratzingers " http://t.co/KJ5qS4gJZX #papst	NE NN $. ADV ADV APPRART NN $. $( ART NN $( NN KOKOM NN NN $( NN NN	2/SB 0/-- 2/-- 5/MO 6/MO 3/-- 6/NK 7/-- 8/-- 11/NK 8/NK 11/-- 11/NK 13/CD 14/NK 13/CJ 16/-- 16/CJ 18/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|EmoExpression::markable_124::Uncertain=false|gender=neut|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|num=sg|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=medium case=acc|gender=neut|num=sg|EmoExpression::markable_124::EmoExpression=True EmoExpression::markable_124::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_124::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312151431798992896	negative	RT @queer_de : Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch. http:/ ...	RT @queer_de : neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch. http:/ ...	NE ADJD $. ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN NN $.	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 8/NK 6/OA 8/-- 8/NK 12/CM 10/CC 14/NK 12/AG 8/CD 17/NK 15/CJ 17/MNR 20/NK 18/NK 20/NK 21/NK 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Source::markable_100500217::Source=True|gender=masc|pos=True|Sentiment::markable_125::Polarity=negative|num=sg|Sentiment::markable_125::Sentiment=True|Source::markable_100500217::Anaphref=empty|Sentiment::markable_125::Intensity=medium|Sentiment::markable_125::Sarcasm=false case=nom|gender=masc|Source::markable_100500217::Source=True|num=sg|Sentiment::markable_125::Sentiment=True pers=3|Sentiment::markable_125::Sentiment=True|num=sg|tense=past|mood=ind case=acc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Preferred=true|gender=fem|Target::markable_126::Anaphref=empty|Target::markable_126::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Target=True Target::markable_126::Target=True|Sentiment::markable_125::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Target=True Sentiment::markable_125::Sentiment=True EmoExpression::markable_104014825::Uncertain=false|EmoExpression::markable_127::Sarcasm=false|EmoExpression::markable_104014825::SubjectiveFact=false|EmoExpression::markable_127::EmoExpression=True|num=pl|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_104014825::Sarcasm=false|EmoExpression::markable_104014825::Polarity=negative|case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_104014825::Intensity=medium|*=True|EmoExpression::markable_104014825::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_125::Sentiment=True case=gen|gender=neut|EmoExpression::markable_127::EmoExpression=True|num=sg|Sentiment::markable_125::Sentiment=True case=gen|EmoExpression::markable_104014826::Uncertain=false|gender=neut|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_104014826::Intensity=medium|num=sg|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_104014826::Sarcasm=false|EmoExpression::markable_104014826::SubjectiveFact=false|EmoExpression::markable_104014826::EmoExpression=True|EmoExpression::markable_104014826::Polarity=negative Sentiment::markable_125::Sentiment=True case=nom|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True|gender=neut case=nom|gender=neut|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_125::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True case=nom|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|gender=neut|EmoExpression::markable_129::Polarity=negative|num=sg|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_129::SubjectiveFact=false case=nom|gender=neut|num=sg _
311903779182239744	positive	RT @focusonline : + + + Weißer Rauch in Rom : Die Welt hat einen neuen #Papst - Papstwahl im Vatikan http://t.co/aFoGBHR6TP + + + #konklave	RT @focusonline : + + + weiß Rauch in Rom : die Welt haben eine neu #Papst - Papstwahl in Vatikan http://t.co/aFoGBHR6TP + + + #konklave	NE NN $. KON KON KON ADJA NN APPR NE $. ART NN VAFIN ART ADJA NN $( NN APPRART NN NN KON KON KON NN	2/SB 0/-- 2/-- 14/JU 4/CD 5/CD 8/NK 6/CJ 8/MNR 9/NK 10/-- 13/NK 14/SB 3/-- 17/NK 17/NK 14/OA 17/-- 14/OA 19/MNR 20/NK 21/NK 19/CD 23/CD 24/CD 25/CJ	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _ case=nom|EmoExpression::markable_104014827::Intensity=medium|EmoExpression::markable_104014827::Sarcasm=false|gender=masc|EmoExpression::markable_104014827::EmoExpression=True|pos=True|EmoExpression::markable_104014827::Polarity=positive|num=sg|EmoExpression::markable_104014827::SubjectiveFact=true|EmoExpression::markable_104014827::Uncertain=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014827::EmoExpression=True _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg _ _ _ _
311913395920183296	neutral	RT @SuperMarki : Meine Freundin kommt gar nicht vom Einkaufen zurück . Befürchte , sie ist jetzt Papst .	RT @SuperMarki : mein Freundin kommen gar nicht von Einkaufen zurück . befürchten , sie sein jetzt Papst .	NE NE $. PPOSAT NN VVFIN ADV PTKNEG APPRART NN PTKVZ $. VVFIN $, PPER VAFIN ADV NN $.	2/PNC 0/-- 2/-- 5/NK 6/SB 3/-- 8/MO 6/NG 6/MO 9/NK 6/SVP 11/-- 16/PD 13/-- 16/SB 12/-- 16/MO 16/PD 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _
