369517901734096896	positive	Piraten bei puls4 ! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4 ! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR CARD $. ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/MO 7/-- 7/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
376247130957963264	positive	RT @de_Wastl : Piraten kennen keine Wahltermine , sie sind immer aktiv .	RT @de_Wastl : Pirat kennen keine Wahltermin , sie sein immer aktiv .	NE NE $. NN VVFIN PIAT NN $, PPER VAFIN ADV ADJD $.	2/PNC 0/-- 2/-- 5/SB 3/-- 7/NK 5/OA 7/-- 10/SB 5/CJ 10/MO 10/PD 12/--	case=nom|*=True|num=sg case=nom|Source::markable_147::Anaphref=empty|Sentiment::markable_146::Polarity=positive|Sentiment::markable_146::Sarcasm=false|Sentiment::markable_146::Sentiment=True|*=True|Sentiment::markable_146::Intensity=medium|num=sg|Source::markable_147::Source=True Sentiment::markable_146::Sentiment=True case=nom|Target::markable_148::Preferred=true|num=pl|Target::markable_148::Anaphref=empty|gender=masc|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg Sentiment::markable_146::Sentiment=True case=nom|*=True|Sentiment::markable_146::Sentiment=True|num=pl|pers=3 pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind Intensifier::markable_150::Degree=medium|Intensifier::markable_150::Intensifier=True|Sentiment::markable_146::Sentiment=True|Intensifier::markable_150::EmoExpressionRef=emo-expression:markable_149 EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=positive|pos=True|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Intensity=medium Sentiment::markable_146::Sentiment=True
358247187253592064	positive	Dietz plädiert fürs Nichtwählen . Liebe Wähler , hat einer von Euch ein zwingendes Gegenargument ? http://t.co/WJriocBms5	Dietz plädieren fürs Nichtwählen . lieb Wähler , haben eine von ihr eine zwingend Gegenargument ? http://t.co/WJriocBms5	NE VVFIN APPRART NN $. ADJA NN $, VAFIN PIS APPR PPER ART ADJA NN $. CARD	2/SB 0/-- 2/MO 3/NK 4/-- 7/NK 9/SB 7/-- 5/-- 9/SB 10/PG 11/NK 15/NK 15/NK 9/OA 15/-- 16/--	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|gender=masc|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::SubjectiveFact=false|mood=ind|EmoExpression::markable_153::Uncertain=false|pers=3|EmoExpression::markable_153::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True case=acc|Target::markable_154::Target=True|num=sg|Target::markable_154::Preferred=true|gender=neut|Target::markable_154::Anaphref=empty|Sentiment::markable_151::Sentiment=True _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=dat|pers=3|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _
347642110629003264	negative	RT @neuthfer : @Rainer_Klute @nuklearia Der @greentecawards Skandal zeigt wie stark die Hegemonie der Grünen in den Medien ist . #DFR träfe …	RT @neuthfer : @Rainer_Klute @nuklearia die @greentecawards Skandal zeigen wie stark die Hegemonie die Grüne in die Medium sein . #DFR treffen …	NE NN $. ADJA NN ART NN NN VVFIN KOKOM ADJD ART NN ART NN APPR ART NN VAFIN $. NN VVFIN ADJD	2/SB 0/-- 2/-- 3/-- 4/-- 7/NK 5/-- 9/SB 7/-- 11/CM 9/MO 13/NK 19/SB 15/NK 13/AG 19/MO 18/NK 16/NK 9/OC 19/-- 22/SB 20/-- 22/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10409140::Uncertain=false|gender=fem|EmoExpression::markable_10409140::EmoExpression=True|EmoExpression::markable_10409140::SubjectiveFact=true|num=sg|EmoExpression::markable_10409140::Intensity=medium|EmoExpression::markable_10409140::Polarity=negative|EmoExpression::markable_10409140::Sarcasm=false case=gen|*=True|num=pl case=gen|*=True|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _
376949303513579520	positive	HBPO Marode Infrastruktur : Trittin will Lkw - Maut auf einige Landstraßen ausweiten : Wenn Lkw - Fahrer über Bundes ... http://t.co/aHlSIS2ZGb	HBPO marode Infrastruktur : Trittin wollen Lkw - Maut auf einige Landstraße ausweiten : wenn Lkw - Fahrer über Bund ... http://t.co/aHlSIS2ZGb	NN ADJA NN $. NE VMFIN NN $( VVFIN APPR PIAT NN VVINF $. KOUS NN $( NN APPR NN $. NN	0/-- 3/NK 1/NK 3/-- 6/SB 3/RS 13/MO 7/-- 13/MO 13/MO 12/NK 10/NK 6/OC 13/-- 16/CP 3/PAR 16/-- 16/CJ 16/MNR 19/NK 20/-- 21/--	case=nom|gender=neut|num=sg EmoExpression::markable_157::Uncertain=false|pos=True|Target::markable_156::Preferred=true|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::EmoExpression=True|case=nom|EmoExpression::markable_157::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_157::Polarity=negative|gender=neut|Target::markable_156::Anaphref=empty|Sentiment::markable_155::Intensity=medium|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True _ case=nom|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|*=True|Sentiment::markable_158::Intensity=medium|num=sg|Source::markable_159::Anaphref=empty|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive EmoExpression::markable_160::Sarcasm=false|mood=ind|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Target::markable_161::Target=True|num=sg|Target::markable_161::Anaphref=empty|Target::markable_161::Preferred=true|Sentiment::markable_158::Sentiment=True|gender=masc|*=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True pers=3|Target::markable_161::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg
352396694912122882	positive	RT @MEEDIA : Beispielhafter Talk zur NSA - Affäre : Markus Lanz’ Wahlhilfe für die Piraten - http://t.co/Xcg7JdWke7	RT @MEEDIA : beispielhaft Talk zu Nsa - Affäre : Markus Lanz’ Wahlhilfe für die Pirat - http://t.co/Xcg7JdWke7	NE NN $. ADJA NN APPRART NE $( NN $. NE ADJA NN APPR ART NN $( CARD	2/SB 0/-- 2/-- 5/NK 3/-- 5/MNR 6/NK 7/-- 7/PAR 9/-- 9/MO 13/NK 18/OA 13/MNR 16/NK 14/NK 16/-- 11/PNC	case=nom|*=True|num=sg case=nom|Sentiment::markable_162::Polarity=positive|Sentiment::markable_162::Sarcasm=false|*=True|Source::markable_163::Anaphref=empty|Sentiment::markable_162::Intensity=medium|num=sg|Sentiment::markable_162::Sentiment=True|Source::markable_163::Source=True Sentiment::markable_162::Sentiment=True case=nom|EmoExpression::markable_164::Polarity=positive|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Target::markable_165::Anaphref=empty|gender=masc|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True Sentiment::markable_162::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _
355994515368194049	positive	RT @queer_de : Exklusiv : CDU - Vizechefin Julia Klöckner spricht im queer.de-Interview über ihr Engagement für Lesben und Schwule. http://t.co …	RT @queer_de : exklusiv : CDU - Vizechefin Julia Klöckner sprechen in queer.de-Interview über ihr Engagement für Lesbe und Schwule. http://t.co …	NE ADJD $. ADJD $. NE $( NN NE NE VVFIN APPRART NN APPR PPOSAT NN APPR NN KON NN NE ADJA	0/-- 1/PD 2/-- 11/MO 4/-- 11/SB 6/-- 6/CJ 10/PNC 8/NK 3/-- 11/MO 12/NK 11/OP 16/NK 14/NK 16/MNR 17/NK 18/CD 19/CJ 20/NK 21/PNC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ case=nom|Source::markable_167::Source=True|gender=fem|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=positive|Source::markable_167::Anaphref=empty|Sentiment::markable_166::Intensity=medium Sentiment::markable_166::Sentiment=True|Source::markable_167::Source=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_166::Sentiment=True case=acc|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|gender=neut|EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Polarity=positive|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True case=acc|Target::markable_169::Target=True|num=pl|Target::markable_169::Preferred=true|Sentiment::markable_166::Sentiment=True|gender=masc|Target::markable_169::Anaphref=empty Sentiment::markable_166::Sentiment=True case=acc|Sentiment::markable_166::Sentiment=True|Target::markable_170::Preferred=true|num=pl|Target::markable_170::Anaphref=empty|gender=neut|Target::markable_170::Target=True case=nom|*=True|num=sg case=acc|gender=neut|num=pl|pos=True
356406304748732416	positive	SPD - Chef : Gabriel erzählt seinen besten Gerhard - Schröder - Witz : SPD - Chef Sigmar Gabriel hält wenig von den " Pol ... http://t.co/71jIczNsuJ	SPD - Chef : Gabriel erzählen sein gut Gerhard - Schröder - Witz : SPD - Chef Sigmar Gabriel halten wenige von die " Pol ... http://t.co/71jIczNsuJ	NE $( NN $. NE VVFIN PPOSAT ADJA NE $( NE $( NN $. NE $( NN NE NE VVFIN PIS APPR ART $( NN $. NE	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 13/NK 13/NK 11/PNC 9/-- 13/AG 11/-- 6/OA 13/-- 13/MO 15/-- 20/SB 19/PNC 17/NK 13/PAR 20/OA 20/OP 25/NK 23/-- 22/NK 25/-- 26/--	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Target::markable_172::Target=True|Sentiment::markable_171::Intensity=strong|Target::markable_172::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Target::markable_172::Preferred=true case=dat|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|Target::markable_172::Target=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=strong|gender=neut|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|num=sg|sup=True|Sentiment::markable_171::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind *=True _ case=dat|*=True|num=pl _ case=dat|*=True|num=pl _ _
370568273198198784	negative	@littlewisehen @NewWaver79 Na und ? Mein einem Brand - Anschlag zum Nazidatum zum Opfer gefallenes Haus findet der SPD - Bürgermeister LANGWEILIG	@littlewisehen @NewWaver79 na und ? mein eine Brand - Anschlag zu Nazidatum zu Opfer gefallen Haus finden die SPD - Bürgermeister langweilig	ADJA NN ITJ KON $. PPOSAT ART NN $( NN APPRART NN APPRART NN ADJA NN VVFIN ART NE $( NN ADJD	0/-- 1/-- 2/NK 3/NK 4/CJ 10/NK 8/NK 10/DA 8/-- 15/SB 10/MNR 11/NK 12/MNR 13/NK 16/NK 17/OA 5/-- 19/NK 21/DA 19/-- 17/SB 17/MO	_ case=nom|gender=fem|num=sg _ _ _ case=nom|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|gender=masc|Sentiment::markable_174::Intensity=medium|num=sg|Target::markable_177::Anaphref=empty|Sentiment::markable_174::Sarcasm=false|Target::markable_177::Preferred=true case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=nom|EmoExpression::markable_10409141::EmoExpression=True|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|EmoExpression::markable_10409141::SubjectiveFact=false|gender=masc|num=sg|EmoExpression::markable_10409141::Intensity=medium|EmoExpression::markable_10409141::Sarcasm=false|EmoExpression::markable_10409141::Uncertain=false|EmoExpression::markable_10409141::Polarity=negative EmoExpression::markable_10409141::EmoExpression=True|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=nom|EmoExpression::markable_10409141::EmoExpression=True|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=masc case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=acc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=neut|pos=True case=acc|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_174::Sentiment=True case=dat|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Anaphref=empty|gender=fem|Source::markable_175::Source=True case=dat|gender=fem|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True Source::markable_175::Source=True|Sentiment::markable_174::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=negative|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True
378910342698381313	negative	@PhilipPlickert für #afd - war d eh nie neutral wg spd. können aber nix mehr meckern , wahlradar chef afd mitgl. statement lucke unentschuldbar !	@PhilipPlickert für #afd - sein d eh nie neutral wg spd. können aber nix mehr meckern , wahlradar Chef afd Mitgl. <UNKNOWN> lucke unentschuldbar !	NN APPR NN $( VAFIN ADJD ADV ADV ADJD NE NE VMFIN ADV PIS ADV VVINF $, ADJA NN ADJA NN ADJD ADJD ADJD $.	0/-- 5/MO 2/NK 3/-- 1/-- 5/MO 5/MO 9/MO 5/PD 11/PNC 12/SB 5/CJ 12/MO 16/OA 14/MO 12/OC 16/-- 19/NK 5/CJ 21/NK 19/AG 23/MO 24/MO 5/PD 24/--	_ _ case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ pos=True case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ EmoExpression::markable_10409142::EmoExpression=True|EmoExpression::markable_10409142::SubjectiveFact=false|EmoExpression::markable_10409142::Intensity=medium|EmoExpression::markable_10409142::Polarity=negative|EmoExpression::markable_10409142::Uncertain=false|EmoExpression::markable_10409142::Sarcasm=false _ case=nom|gender=masc|num=sg|pos=True case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=negative|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=medium pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=past|mood=ind|Target::markable_180::Target=True Target::markable_180::Target=True|Sentiment::markable_179::Sentiment=True|*=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True|pos=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True EmoExpression::markable_181::Intensity=medium|EmoExpression::markable_181::Polarity=negative|EmoExpression::markable_181::Uncertain=false|pos=True|Sentiment::markable_179::Sentiment=True|EmoExpression::markable_181::SubjectiveFact=false|EmoExpression::markable_181::Sarcasm=false|EmoExpression::markable_181::EmoExpression=True Sentiment::markable_179::Sentiment=True
380884166185082881	neutral	RT @m_gillenberg : Klasse Aktion“ @teamdeutschland : #Linie150 schön war ' ' s im Saarland ! Auf nach Stuttgart @cdusaar @jusaar #btw13 #cdu + #mut …	RT @m_gillenberg : Klasse Aktion“ @teamdeutschland : #Linie150 schön sein ' ' s in Saarland ! auf nach Stuttgart @cdusaar @jusaar #btw13 #cdu + #mut …	NE NN $. NN ADJA NN $. NN ADJD VAFIN $( $( NN APPRART NE $. APPR APPR NE NN NN CARD NN KON NN ADJA	2/SB 0/-- 2/-- 3/-- 6/NK 4/NK 6/-- 10/SB 10/PD 7/-- 13/-- 11/-- 10/SB 13/MNR 14/NK 15/-- 16/-- 20/MNR 18/NK 17/NK 20/-- 23/NK 26/AMS 23/CD 24/CJ 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl pos=True pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True _ pos=True _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True
352373065386180609	positive	RT @netnrd : " Von den Piraten hört man ja nichts . " - Wir sitzen hier in einer Pressekonferenz . Wer ist nicht da ? Die Presse . Gut machen sie …	RT @netnrd : " von die Pirat hören man ja nichts . " - wir sitzen hier in eine Pressekonferenz . wer sein nicht da ? die Presse . gut machen sie …	NE ADJD $. $( APPR ART NN VVFIN PIS ADV PIS $. $( $( PPER VVFIN ADV APPR ART NN $. PWS VAFIN PTKNEG PTKVZ $. ART NN $. ADJD VVFIN PPER ADJA	0/-- 1/PD 2/-- 5/-- 8/MO 7/NK 5/NK 3/-- 8/SB 8/MO 8/OA 11/-- 12/-- 15/-- 16/SB 13/-- 16/MO 16/MO 20/NK 18/NK 20/-- 23/SB 21/-- 23/NG 23/SVP 25/-- 28/NK 26/-- 28/-- 31/MO 29/-- 31/SB 31/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ gender=neut|*=True _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_10409151::SubjectiveFact=false|EmoExpression::markable_10409151::Uncertain=false|EmoExpression::markable_10409151::Sarcasm=false|EmoExpression::markable_10409151::EmoExpression=True|EmoExpression::markable_10409151::Polarity=positive|EmoExpression::markable_10409151::Intensity=medium|pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 *=True|pos=True
381839093262319617	negative	Diese Wahlen von heute sind einfach nicht mehr repräsentativ . #btw13 #hundertplusx	dies Wahl von heute sein einfach nicht mehr repräsentativ . #btw13 #hundertplusx	PDAT NN APPR ADV VAFIN ADJD PTKNEG ADV ADJD $. CARD NN	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 5/NG 7/MO 5/PD 9/-- 12/NK 10/--	case=nom|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=pl|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True pers=3|Sentiment::markable_182::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_182::Sentiment=True|pos=True Sentiment::markable_182::Sentiment=True|Negation::markable_186::Negation=True|Negation::markable_186::EmoExpressionRef=emo-expression:markable_184 Intensifier::markable_185::Intensifier=True|Sentiment::markable_182::Sentiment=True|Intensifier::markable_185::Degree=medium|Intensifier::markable_185::EmoExpressionRef=emo-expression:markable_184 EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Uncertain=false|pos=True|EmoExpression::markable_184::Polarity=positive|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::EmoExpression=True|EmoExpression::markable_184::Intensity=medium _ _ case=nom|*=True|pos=True
375576087998513152	positive	Aktuelle Stunde : Realitätsverlust oder Naivität ? - CDU auf Abwegen http://t.co/0zo65Pu7j4	aktuell Stunde : Realitätsverlust oder Naivität ? - CDU auf Abweg http://t.co/0zo65Pu7j4	ADJA NN $. NN KON NN $. $( NE APPR NN CARD	2/NK 0/-- 2/-- 2/SB 4/CD 5/CJ 6/-- 9/-- 7/-- 9/MNR 10/NK 11/NK	case=nom|Sentiment::markable_187::Intensity=medium|gender=fem|Sentiment::markable_187::Sarcasm=false|pos=True|Sentiment::markable_187::Sentiment=True|num=sg|Sentiment::markable_187::Polarity=positive case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg Sentiment::markable_187::Sentiment=True case=nom|EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|gender=masc|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_189::Intensity=medium Sentiment::markable_187::Sentiment=True case=nom|EmoExpression::markable_190::Polarity=negative|EmoExpression::markable_190::Intensity=medium|gender=fem|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_190::EmoExpression=True Sentiment::markable_187::Sentiment=True Sentiment::markable_187::Sentiment=True case=nom|Sentiment::markable_187::Sentiment=True|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=fem|Target::markable_188::Anaphref=empty Sentiment::markable_187::Sentiment=True case=acc|gender=masc|Sentiment::markable_187::Sentiment=True|num=sg _
