311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 1/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311941711272226816	mixed	RT @Darth_Lehrer : " Guten Abend ! " ( Böser Verdacht : Neuer Papst ein Mainzelmännchen ? )	RT @Darth_Lehrer : " gut Abend ! " ( böse Verdacht : neu Papst eine Mainzelmännchen ? )	NE NN $. $( ADJA NN $. $( $( ADJA NN $. ADJA NN ART NN $. $(	2/SB 0/-- 2/-- 5/-- 6/NK 3/-- 6/-- 7/-- 10/-- 11/NK 8/-- 11/-- 14/NK 8/-- 16/NK 11/SB 16/-- 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=acc|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|gender=masc|EmoExpression::markable_89::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_88::EmoExpression=True|*=True|pos=True|EmoExpression::markable_88::Polarity=negative|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=dat|EmoExpression::markable_87::Polarity=negative|gender=masc|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
311921423813844992	positive	Und er nimmt Bezug auf den alten Papst . Sehr sympathisch !	und er nehmen Bezug auf die alt Papst . sehr sympathisch !	KON PPER VVFIN NN APPR ART ADJA NN $. ADV ADJD $.	3/JU 3/SB 0/-- 3/OA 3/OP 8/NK 8/NK 5/NK 8/-- 11/MO 9/-- 11/--	Sentiment::markable_90::Polarity=positive|Sentiment::markable_90::Sarcasm=false|Sentiment::markable_90::Intensity=strong|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|Target::markable_91::Preferred=true|pers=3|Target::markable_91::Target=True|num=sg|Target::markable_91::Anaphref=empty|Sentiment::markable_90::Sentiment=True pers=3|Target::markable_91::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True case=acc|Target::markable_91::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Sentiment::markable_90::Sentiment=True Intensifier::markable_93::Degree=medium|Intensifier::markable_93::EmoExpressionRef=emo-expression:markable_92|Sentiment::markable_90::Sentiment=True|Intensifier::markable_93::Intensifier=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|pos=True|EmoExpression::markable_92::Uncertain=false|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Sarcasm=false Sentiment::markable_90::Sentiment=True
311922451468668929	positive	Feuerwerk und Konfettiregen wären jetzt cool . Und dazu fetzige Musik von den Village People. http://t.co/Pxo4sfcnyr #papst	Feuerwerk und Konfettiregen sein jetzt cool . und dazu fetzige Musik von die Village People. http://t.co/Pxo4sfcnyr #papst	NN KON NN VAFIN ADV ADJD $. KON PAV ADJA NN APPR ART NN NE NN NN	4/SB 1/CD 2/CJ 0/-- 4/MO 4/PD 6/-- 16/JU 11/NK 11/NK 16/OA 11/PG 14/NK 12/NK 14/NK 7/-- 16/NK	case=nom|Target::markable_95::Target=True|gender=neut|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=positive|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True case=dat|Target::markable_96::Anaphref=empty|num=pl|Target::markable_96::Preferred=true|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=pl|tense=past|mood=subj Sentiment::markable_94::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=positive|pos=True|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311919085619388416	negative	Na toll . Da hat man den Tweet seines Lebens vorbereitet und dann ist der neue Papst kein hinkender Peruaner , dessen Name auf olov endet .	na toll . da haben man die Tweet sein Leben vorbereiten und dann sein die neu Papst keine hinkend Peruaner , die Name auf olov enden .	ITJ ADJD $. ADV VAFIN PIS ART NN PPOSAT NN VVPP KON ADV VAFIN ART ADJA NN PIAT ADJA NN $, PRELAT NN APPR NE VVFIN $.	2/DM 0/-- 2/-- 11/MO 3/-- 5/SB 8/NK 11/OA 10/NK 8/AG 5/OC 5/CD 14/MO 12/CJ 17/NK 17/NK 14/SB 20/NK 20/NK 14/PD 20/-- 23/AG 26/SB 26/MO 24/NK 20/RC 26/--	EmoExpression::markable_104012639::EmoExpression=True|EmoExpression::markable_104012639::Intensity=medium|EmoExpression::markable_104012639::Uncertain=false|EmoExpression::markable_104012639::SubjectiveFact=false|EmoExpression::markable_104012639::Polarity=negative|EmoExpression::markable_104012639::Sarcasm=false EmoExpression::markable_104012639::EmoExpression=True|pos=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _
311922928562364417	neutral	Der Papst segnet alle Menschen und Frauen , weil wir sind dann genau was ?!	die Papst segnen alle Mensch und Frau , weil wir sein dann genau was ?!	ART NN VVFIN PIAT NN KON NN $, KOUS PPER VAFIN ADV ADJD PIAT NN	2/NK 3/SB 0/-- 5/NK 3/OA 5/CD 6/CJ 7/-- 11/CP 11/SB 3/MO 11/MO 14/MO 15/NK 11/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
311955046264868864	positive	Reaktionen auf neuen Papst : " Ein Zeichen der Stärke Lateinamerikas " : Glückwünsche aus aller Welt erreichen Fra ... http://t.co/4TmBzV1lDd	Reaktion auf neu Papst : " eine Zeichen die Stärke Lateinamerika " : Glückwunsch aus alle Welt erreichen Fra ... http://t.co/4TmBzV1lDd	NN APPR ADJA NN $. $( ART NN ART NN NE $( $. NN APPR PIAT NN VVFIN NE $. NE	18/SB 1/OP 4/NK 2/NK 4/-- 5/-- 8/NK 1/PAR 10/NK 8/AG 10/AG 11/-- 12/-- 8/APP 14/MNR 17/NK 15/NK 0/-- 18/OA 19/-- 20/--	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=fem|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=gen|gender=neut|num=sg _ _ case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=masc|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=pl|EmoExpression::markable_100::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg
311918392238030850	positive	Für die alle die es wissen wollen der Papst kommt aus Argentinien D:	für die alle die es wissen wollen die Papst kommen aus Argentinien D:	APPR ART PIAT PRELS PPER VVINF VMFIN ART NN VVFIN APPR NE NE	4/MO 3/NK 1/NK 7/SB 6/OA 7/OC 0/-- 9/NK 10/DA 7/OC 10/MO 13/PNC 11/NK	_ case=acc|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=neut|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_98::Intensity=medium|gender=neut|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false
311940174688960513	negative	Solange nicht jemand mit evangelischen Glauben Papst wird interessiert es mich nicht , denn so wird sich bei den Katholiken eh nix ändern !	solange nicht jemand mit evangelisch Glaube Papst werden interessiert es ich nicht , denn so werden sich bei die Katholik eh nix ändern !	KOUS PTKNEG PIS APPR ADJA NN NN VAFIN ADJD PPER PRF PTKNEG $, KON ADV VAFIN PRF APPR ART NN ADV PIS VVINF $.	8/CP 3/NG 8/SB 3/MNR 6/NK 4/NK 6/NK 0/-- 23/MO 23/OA 23/OA 23/NG 12/-- 12/CD 23/MO 14/CJ 23/OA 23/MO 20/NK 18/NK 23/MO 16/SB 8/OC 23/--	Sentiment::markable_101::Polarity=negative|Sentiment::markable_101::Sarcasm=false|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Intensity=medium Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Uncertain=false case=nom|Sentiment::markable_101::Sentiment=True|gender=neut|Target::markable_106::Preferred=true|pers=3|Target::markable_106::Target=True|num=sg|Target::markable_106::Anaphref=empty case=acc|pers=1|num=sg|Sentiment::markable_101::Sentiment=True|*=True|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True Negation::markable_103::Negation=True|Negation::markable_103::EmoExpressionRef=emo-expression:markable_102|Sentiment::markable_101::Sentiment=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ _ _ _
311934127773454336	positive	Der Papst auf Fb , das ist schon cool : " @TorstenBeeck : Papst #Franziskus I. hat schon knapp 50.000 Fans bei Facebook https://t.co/0i0HmSJQJe"	die Papst auf Fb , die sein schon cool : " @TorstenBeeck : Papst #Franziskus I. haben schon knapp @card@ Fan bei Facebook https://t.co/0i0HmSJQJe"	ART NN APPR NN $, PDS VAFIN ADV ADJD $. $( NN $. NN NN NE VAFIN ADV ADJD CARD NN APPR NE NN	2/NK 6/RE 2/MNR 3/NK 4/-- 7/SB 0/-- 9/MO 7/PD 9/-- 10/-- 7/PAR 12/-- 17/SB 16/PNC 14/NK 13/-- 17/MO 20/MO 21/NK 17/OA 21/MNR 22/NK 17/OA	case=nom|Sentiment::markable_107::Sentiment=True|gender=masc|Target::markable_108::Preferred=true|Sentiment::markable_107::Intensity=medium|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sarcasm=false|Target::markable_108::Anaphref=empty|Sentiment::markable_107::Polarity=positive case=nom|gender=masc|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True case=acc|gender=fem|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True pers=3|Sentiment::markable_107::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_107::Sentiment=True EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=false|pos=True|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True _ _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
311923171571924992	neutral	und gleich für er noch penis und macht #gnihihi #papst	und gleich für er noch penis und machen #gnihihi #papst	KON ADJD APPR PPER ADV ADJD KON VVFIN NN NN	8/JU 6/MO 6/MO 3/NK 6/MO 8/MO 6/CD 0/-- 7/CJ 8/OA	_ pos=True _ case=nom|gender=masc|num=sg|pers=3 _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311910033673838592	negative	Da ... marschieren Uniformierte zu Marschmusik mit .... Knarren ! Und alle Kapellen spielen durcheinander . Sind die irre ? #papst #konklave	da ... marschieren Uniformierte zu Marschmusik mit .... Knarre|Knarren ! und alle Kapelle spielen durcheinander . sein die irre ? #papst #konklave	PTKVZ $. VVFIN NN APPR NN APPR ADJA NN $. KON PIAT NN VVFIN PTKVZ $. VAFIN PDS ADJD $. NN NN	0/-- 1/-- 2/-- 3/SB 3/MO 5/NK 6/MNR 7/NK 8/-- 9/-- 14/JU 13/NK 14/SB 10/-- 14/SVP 15/-- 16/-- 17/SB 17/PD 19/-- 20/-- 21/NK	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_104012640::Intensity=weak|EmoExpression::markable_104012640::SubjectiveFact=false|EmoExpression::markable_104012640::Polarity=negative|EmoExpression::markable_104012640::EmoExpression=True|EmoExpression::markable_104012640::Uncertain=false|EmoExpression::markable_104012640::Sarcasm=false _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|EmoExpression::markable_110::SubjectiveFact=false|*=True|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=negative|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=pl|EmoExpression::markable_110::EmoExpression=True _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311902080694644737	positive	Meine Nachbarin hat grade original geschrien : ' Wir ham een neuen Papst , ist das geil ! ' Schmöchtedasnich	mein Nachbarin haben grade original schreien : ' wir ham een neu Papst , sein die geil ! ' Schmöchtedasnich	PPOSAT NN VAFIN PTKVZ ADJD VVPP $. $( PPER VVFIN ADJA ADJA NN $, VAFIN PDS ADJD $. $( NN	2/NK 3/SB 0/-- 5/MO 6/MO 3/OC 6/-- 7/-- 10/SB 15/OC 13/NK 13/NK 10/OA 13/-- 3/CJ 15/SB 15/PD 17/-- 18/-- 19/--	case=nom|Source::markable_112::Source=True|Sentiment::markable_111::Sentiment=True|Source::markable_112::Anaphref=empty|gender=fem|Sentiment::markable_111::Polarity=positive|Sentiment::markable_111::Sarcasm=false|num=sg|Sentiment::markable_111::Intensity=strong case=nom|gender=fem|Source::markable_112::Source=True|num=sg|Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True|pos=True Sentiment::markable_111::Sentiment=True|pos=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|Sentiment::markable_111::Sentiment=True|Target::markable_113::Preferred=true|Target::markable_113::Anaphref=empty|*=True|pers=1|num=pl|Target::markable_113::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_113::Target=True|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_111::Sentiment=True EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True _ case=nom|gender=masc|num=sg
311921206586650625	neutral	RT @Dr_Fisheye : Chabos wissen wer der Papo ist ! #Papst	RT @Dr_Fisheye : Chabos wissen wer die Papo sein ! #Papst	NE ADJD $. NE VVFIN PWS ART NN VAFIN $. NN	0/-- 1/PD 2/-- 5/SB 3/-- 9/SB 8/NK 9/PD 5/OC 9/-- 10/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311906840311103488	negative	Mist . Nicht genug Geld bezahlt . Papst zu früh gewählt .	Mist . nicht genug Geld bezahlen . Papst zu früh wählen .	NN $. PTKNEG ADV NN VVPP $. NN PTKA ADJD VVPP $.	0/-- 1/-- 5/NG 3/MO 6/SB 2/-- 6/-- 7/-- 10/MO 11/MO 8/OC 11/--	case=nom|EmoExpression::markable_115::Uncertain=false|Sentiment::markable_116::Sentiment=True|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_116::Polarity=negative|num=sg|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Intensity=medium Sentiment::markable_116::Sentiment=True Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=neut|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|pos=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True
311940649014423552	negative	Die fünf dringendsten Aufgaben des neuen Kirchenführers – Papst Franzikus I. übernimmt ein schweres Erbe http://t.co/31YWVGYFPH	die fünf dringend Aufgabe die neu Kirchenführers – Papst Franzikus I. übernehmen eine schwer Erbe http://t.co/31YWVGYFPH	ART CARD ADJA NN ART ADJA NN ADJA NN NN NE VVFIN ART ADJA NN NE	9/NK 4/NK 4/NK 8/OA 7/NK 7/NK 4/AG 9/NK 12/SB 11/PNC 9/NK 0/-- 15/NK 15/NK 12/OA 15/NK	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_104012643::Sarcasm=false|EmoExpression::markable_104012643::Polarity=negative|gender=neut|EmoExpression::markable_104012643::Uncertain=false|pos=True|EmoExpression::markable_104012643::Intensity=medium|num=sg|EmoExpression::markable_104012643::EmoExpression=True|EmoExpression::markable_104012643::SubjectiveFact=false case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg
311920566384877568	neutral	Wat macht der Papst da oben dat ist nicht mein bf mein bf ist der Papst ich bin Jesus . What the fuck	Wat machen die Papst da oben dat sein nicht mein bf mein bf sein die Papst ich sein Jesus . what the fuck	NN VVFIN ART NN ADV ADV ADJD VAFIN PTKNEG PPOSAT NE PPOSAT NE VAFIN ART NN PPER VAFIN NE $. FM FM NN	2/SB 0/-- 4/NK 2/SB 2/MO 7/MO 2/MO 2/CJ 8/NG 13/NK 13/PNC 13/NK 14/SB 2/CJ 16/NK 14/SB 18/SB 14/CJ 18/PD 19/-- 22/PNC 20/-- 22/UC	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ *=True *=True *=True
312124030587113472	positive	Neuer Papst : Franziskus will Vorgänger Benedikt schnell treffen : Den Vormittag seines ersten Tages als Papst h ... http://t.co/2UTirmhrDB	neu Papst : Franziskus wollen Vorgänger Benedikt schnell treffen : die Vormittag sein erst Tag als Papst h ... http://t.co/2UTirmhrDB	ADJA NN $. NE VMFIN NN NE ADJD VVINF $. ART NN PPOSAT ADJA NN KOKOM NN NN $. NN	2/NK 5/PD 2/-- 5/SB 0/-- 9/OA 6/NK 9/MO 5/OC 9/-- 12/NK 9/OC 15/NK 15/NK 12/AG 9/MO 16/NK 17/NK 18/-- 17/PAR	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|*=True|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=sg|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Target::markable_121::Target=True|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_121::Preferred=true|Target::markable_121::Anaphref=empty|gender=masc|*=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True|pos=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=pl
