317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 2/-- 6/-- 4/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
332971229864656897	positive	So eine echte Wahl ist allemal spannender als ein kryptisches PC - Programm . #frapira #bpt131	so eine echt Wahl sein allemal spannender als eine kryptisches PC - Programm . #frapira #bpt131	ADV ART ADJA NN VAFIN ADV ADJD KOKOM ART ADJA NN $( NN $. NE NN	4/MO 4/NK 4/NK 5/SB 0/-- 7/MO 5/PD 11/CM 11/NK 11/NK 7/CC 11/-- 11/CJ 13/-- 16/AG 14/--	Sentiment::markable_54::Polarity=comparison|Sentiment::markable_54::Sarcasm=false|Sentiment::markable_54::Intensity=medium|Sentiment::markable_54::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_55::Target=True|gender=fem|pos=True|Sentiment::markable_54::Sentiment=True|num=sg|Target::markable_55::Anaphref=empty|Target::markable_55::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_55::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_54::Sentiment=True Intensifier::markable_100500150::EmoExpressionRef=emo-expression:markable_56|Intensifier::markable_100500150::Intensifier=True|Intensifier::markable_100500150::Degree=medium|Sentiment::markable_54::Sentiment=True EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|comp=True|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false Sentiment::markable_54::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_57::Target=True|gender=neut|pos=True|Sentiment::markable_54::Sentiment=True|Target::markable_57::Preferred=false|num=sg|Target::markable_57::Anaphref=empty case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_57::Target=True Sentiment::markable_54::Sentiment=True|Target::markable_57::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_57::Target=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
337437747025412097	mixed	+ + + Eil + + + Merkel drängt den Verteidigungsminister zum Rücktritt . Sie spricht De Maizière Ihr vollstes Vertrauen aus . + + + Eil + + +	+ + + eilen + + + Merkel drängen die Verteidigungsminister zu Rücktritt . Sie sprechen De Maizière ihr voll Vertrauen aus . + + + eilen + + +	KON KON KON VVIMP KON KON KON NE VVFIN ART NN APPRART NN $. PPER VVFIN NE NN PPOSAT ADJA NN PTKVZ $. KON KON KON VVIMP KON KON KON	9/JU 5/CD 2/CD 3/CJ 9/MO 5/CD 6/CD 7/CJ 0/-- 11/NK 9/OA 11/MNR 12/NK 13/-- 16/SB 14/-- 18/PNC 15/APP 21/NK 21/NK 16/OA 16/SVP 22/-- 23/-- 24/CD 28/CD 26/CJ 25/CD 28/CD 29/CD	_ _ _ _ _ _ _ case=nom|Source::markable_100500152::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500151::Sarcasm=false|Sentiment::markable_100500151::Intensity=medium|Source::markable_100500152::Source=True|Sentiment::markable_100500151::Polarity=negative|Sentiment::markable_100500151::Sentiment=True EmoExpression::markable_100500154::EmoExpression=True|EmoExpression::markable_100500154::Uncertain=false|EmoExpression::markable_100500154::Sarcasm=false|mood=ind|EmoExpression::markable_100500154::SubjectiveFact=false|EmoExpression::markable_100500154::Polarity=negative|pers=3|EmoExpression::markable_100500154::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500151::Sentiment=True case=acc|num=sg|Target::markable_100500155::Target=True|Target::markable_100500155::Anaphref=empty|gender=masc|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True case=dat|EmoExpression::markable_100500220::SubjectiveFact=true|EmoExpression::markable_100500220::Polarity=negative|gender=masc|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false|Sentiment::markable_100500151::Sentiment=True Sentiment::markable_100500151::Sentiment=True case=nom|Source::markable_100500157::Source=True|Sentiment::markable_100500156::Polarity=positive|Sentiment::markable_100500156::Intensity=strong|gender=fem|Sentiment::markable_100500156::Sentiment=True|pers=3|num=sg|Sentiment::markable_100500156::Sarcasm=false|Source::markable_100500157::Anaphref=markable_100500152 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500156::Sentiment=True Target::markable_100500158::Preferred=true|*=True|Target::markable_100500158::Anaphref=empty|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500156::Sentiment=True case=acc|Intensifier::markable_100500160::Degree=strong|gender=neut|Intensifier::markable_100500160::EmoExpressionRef=emo-expression:markable_100500159|pos=True|Sentiment::markable_100500156::Sentiment=True|num=sg|Intensifier::markable_100500160::Intensifier=True case=acc|EmoExpression::markable_100500159::Uncertain=false|gender=neut|EmoExpression::markable_100500159::Intensity=medium|Sentiment::markable_100500156::Sentiment=True|EmoExpression::markable_100500159::Sarcasm=false|EmoExpression::markable_100500159::SubjectiveFact=false|num=sg|EmoExpression::markable_100500159::Polarity=positive|EmoExpression::markable_100500159::EmoExpression=True Sentiment::markable_100500156::Sentiment=True Sentiment::markable_100500156::Sentiment=True _ _ _ _ _ _ _
332685697481842688	negative	Erdogan drängt USA zu Flugverbotszone in Syrien - DIE WELT http://t.co/uCvJnuJB3r	Erdogan drängen USA zu Flugverbotszone in Syrien - die WELT http://t.co/uCvJnuJB3r	NE VVFIN NE APPR NN APPR NE $( ART NE NN	2/SB 0/-- 2/OA 2/OP 4/NK 5/MNR 6/NK 9/-- 10/NK 7/-- 10/PNC	case=nom|Sentiment::markable_100500161::Intensity=medium|Sentiment::markable_100500161::Sarcasm=false|gender=neut|Source::markable_100500162::Anaphref=empty|num=sg|Sentiment::markable_100500161::Sentiment=True|Sentiment::markable_100500161::Polarity=negative|Source::markable_100500162::Source=True EmoExpression::markable_100500163::SubjectiveFact=false|EmoExpression::markable_100500163::Polarity=negative|mood=ind|EmoExpression::markable_100500163::Sarcasm=false|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|pers=3|EmoExpression::markable_100500163::EmoExpression=True|num=sg|tense=pres|Sentiment::markable_100500161::Sentiment=True case=acc|Target::markable_100500164::Anaphref=empty|num=pl|Target::markable_100500164::Preferred=true|Sentiment::markable_100500161::Sentiment=True|*=True|Target::markable_100500164::Target=True Sentiment::markable_100500161::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500161::Sentiment=True Sentiment::markable_100500161::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500161::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl
337359710816706561	mixed	RT @karstenstrasser : Lieber Schwarz - Gelb #BVB Sieg in #Wembley als #SPD #Rot #Grüne Mehrheit in #Hamburg #Altona mit #Personalabbau #Sozial …	RT @karstenstrasser : lieb Schwarz - Gelb #BVB Sieg in #Wembley als #SPD #Rot #Grüne Mehrheit in #Hamburg #Altona mit #Personalabbau #Sozial …	NE NN $. ADJD NE $( NN ADJA NN APPR NE KOKOM ADJA NN ADJA NN APPR NN NE APPR NN ADJD ADJD	2/SB 0/-- 2/-- 7/NK 7/NK 5/-- 3/-- 9/NK 7/MNR 9/MNR 10/NK 16/PAR 14/NK 12/NK 16/NK 9/CC 16/MNR 17/NK 18/NK 23/MO 20/NK 23/MO 16/PD	case=nom|*=True|num=sg comp=True _ EmoExpression::markable_100500193::Intensity=medium|EmoExpression::markable_100500193::SubjectiveFact=false|EmoExpression::markable_100500193::EmoExpression=True|EmoExpression::markable_100500193::Polarity=positive|comp=True|EmoExpression::markable_100500193::Sarcasm=false|EmoExpression::markable_100500193::Uncertain=false case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|EmoExpression::markable_100500221::SubjectiveFact=true|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=negative|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium case=dat|gender=neut|num=sg _
322849831913656320	mixed	Menschen wie @DennisP78 versuchen mit Informationen von @euroweld die Reputation anderer zu Zerstören . Ein Held , den die FDP Feiern wird	Mensch wie @DennisP78 versuchen mit Information von @euroweld die Reputation andere zu Zerstören . eine Held , die die FDP Feier|Feiern werden	NN KOKOM NN VVFIN APPR NN APPR NN ART NN PIS APPR NN $. ART NN $, PRELS ART NE NN VAFIN	0/-- 1/CD 2/CJ 3/-- 4/MO 5/NK 6/PG 7/NK 10/NK 8/-- 10/AG 10/MO 12/NK 13/-- 16/NK 22/SB 16/-- 16/CJ 20/NK 18/CC 20/NK 14/--	case=nom|num=pl|Sentiment::markable_100500165::Intensity=medium|gender=masc|Sentiment::markable_100500165::Sentiment=True|Sentiment::markable_100500165::Polarity=negative|Sentiment::markable_100500165::Sarcasm=false Sentiment::markable_100500165::Sentiment=True case=nom|num=pl|Target::markable_100500166::Anaphref=empty|Target::markable_100500166::Target=True|gender=masc|Sentiment::markable_100500165::Sentiment=True|Target::markable_100500166::Preferred=true pers=3|Sentiment::markable_100500165::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500165::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500165::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|EmoExpression::markable_100500167::Uncertain=false|gender=masc|EmoExpression::markable_100500167::Intensity=medium|EmoExpression::markable_100500167::Sarcasm=false|EmoExpression::markable_100500167::SubjectiveFact=false|EmoExpression::markable_100500167::Polarity=negative|num=pl|EmoExpression::markable_100500167::EmoExpression=True|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=nom|num=sg|Sentiment::markable_100500168::Sarcasm=false|Sentiment::markable_100500168::Intensity=medium|gender=neut|Sentiment::markable_100500168::Sentiment=True|Sentiment::markable_100500168::Polarity=positive case=nom|gender=neut|Sentiment::markable_100500168::Sentiment=True|EmoExpression::markable_100500171::SubjectiveFact=false|EmoExpression::markable_100500171::Sarcasm=false|num=sg|EmoExpression::markable_100500171::Polarity=positive|EmoExpression::markable_100500171::EmoExpression=True|EmoExpression::markable_100500171::Uncertain=false|EmoExpression::markable_100500171::Intensity=medium Sentiment::markable_100500168::Sentiment=True case=acc|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=markable_100500166|gender=masc|Sentiment::markable_100500168::Sentiment=True|Target::markable_100500172::Target=True case=nom|Source::markable_100500169::Anaphref=empty|num=sg|Source::markable_100500169::Source=True|gender=fem|Sentiment::markable_100500168::Sentiment=True case=nom|gender=fem|Source::markable_100500169::Source=True|num=sg|Sentiment::markable_100500168::Sentiment=True case=dat|EmoExpression::markable_100500170::SubjectiveFact=false|EmoExpression::markable_100500170::Polarity=positive|gender=neut|Sentiment::markable_100500168::Sentiment=True|EmoExpression::markable_100500170::Uncertain=false|EmoExpression::markable_100500170::Intensity=medium|EmoExpression::markable_100500170::EmoExpression=True|num=pl|EmoExpression::markable_100500170::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500168::Sentiment=True
319606228454080512	positive	#de85x #854ed Das CSU - Team ist komplett - Merkur Online http://t.co/JwGaByUukz	#de85x #854ed die CSU - Team sein komplett - Merkur Online http://t.co/JwGaByUukz	ADJA NN ART NE $( NN VAFIN ADJD $( NN NE NN	2/NK 7/PD 6/NK 6/NK 4/-- 7/SB 0/-- 7/PD 8/-- 11/PNC 7/CJ 11/PNC	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg EmoExpression::markable_100500222::Intensity=medium|mood=ind|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True|pos=True _ *=True *=True *=True
319560296077332481	neutral	Kein Nazi käme auch nur ansatzweise auf die Idee , in die #Linke einzutreten . Das fehlt mir bei den #Piraten ein büschen .	keine Nazi kommen auch nur ansatzweise auf die Idee , in die #Linke eintreten . die fehlen ich bei die #Piraten eine Busch .	PIAT NN VVFIN ADV ADV ADJD APPR ART NN $, APPR ART NN VVIZU $. PDS VVFIN PPER APPR ART NN ART NN $.	2/NK 3/SB 0/-- 3/MO 6/MO 3/MO 3/MO 9/NK 7/NK 9/-- 14/MO 13/NK 11/NK 9/OC 14/-- 17/SB 15/-- 17/DA 17/MO 21/NK 19/NK 23/NK 17/SB 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
322801442744307713	mixed	Trauerdemo für tote Rentnerin : Nur die Ruhe ( Die Tageszeitung ): Share With Friends : | | Politik - Deutschlan ... http://t.co/lQU5hYcRmy	Trauerdemo für tot Rentnerin : nur die Ruhe ( die Tageszeitung ): Share With Friends : | | Politik - Deutschlan ... http://t.co/lQU5hYcRmy	NN APPR ADJA NN $. ADV ART NN $( ART NN ADJA NN NE NN $. XY XY NN $( NN $. NE	0/-- 1/MNR 4/NK 2/NK 4/-- 8/MO 8/NK 1/CJ 8/-- 11/NK 8/APP 13/NK 11/NK 13/NK 11/PAR 15/-- 18/PNC 19/NK 15/PAR 19/-- 1/PAR 21/-- 22/--	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500223::Polarity=negative|pos=True|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium case=nom|gender=fem|num=sg _ EmoExpression::markable_100500224::Polarity=positive|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg *=True *=True _ _ case=gen|*=True|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ _
318149519411908608	negative	@SulzToTheMan @gparadise2010 ... nicht übel :D Aber das ist echt ne Frechheit . Und Merkel hat gesagt , 2012  gäbe es überall DSL -2000  :P	@SulzToTheMan @gparadise2010 ... nicht übel :D aber die sein echt eine Frechheit . und Merkel haben sagen , @card@ geben es überall DSL @card@ :P	NN CARD $. PTKNEG ADJD ADJD KON PDS VAFIN ADJD ART NN $. KON NE VAFIN VVPP $, CARD VVFIN PPER ADV NN CARD NN	0/-- 1/-- 2/-- 5/NG 6/MO 9/PD 9/JU 9/SB 3/-- 9/MO 12/NK 9/PD 12/-- 16/JU 16/SB 13/-- 16/OC 17/-- 20/MO 17/OC 20/EP 20/MO 24/OA 25/NK 20/OA	case=nom|gender=neut|num=sg _ _ EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Uncertain=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True EmoExpression::markable_58::EmoExpression=True|pos=True EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=strong|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Sentiment::markable_60::Polarity=negative|Sentiment::markable_60::Sentiment=True case=nom|Target::markable_62::Target=True|num=sg|Target::markable_62::Preferred=true|Sentiment::markable_60::Sentiment=True|gender=neut|Target::markable_62::Anaphref=empty pers=3|Sentiment::markable_60::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_60::Sentiment=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_60::Sentiment=True case=nom|EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|num=sg|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::EmoExpression=True _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg _ case=acc|EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500173::Polarity=positive|num=sg|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Intensity=medium
332611305108295680	positive	Ich bin ja so gespannt ob die FDP im September erst den Zahnärzten und dann den Apothekern mit Geschenken dankt , oder anders rum …	ich sein ja so gespannt ob die FDP in September erst die Zahnarzt und dann die Apotheker mit Geschenk danken , oder anders rum …	PPER VAFIN ADV ADV ADJD APPR ART NE APPRART NN ADV ART NN KON ADV ART NN APPR NN VVFIN $, KON ADV ADV ADJA	2/SB 0/-- 2/MO 5/MO 2/PD 2/MO 8/NK 6/NK 2/MO 9/NK 2/MO 13/NK 2/PD 2/CD 20/MO 17/NK 20/DA 20/MO 18/NK 14/CJ 20/-- 2/CD 25/MO 25/MO 22/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=neut|num=pl mood=ind|EmoExpression::markable_100500225::Uncertain=false|EmoExpression::markable_100500225::Intensity=medium|EmoExpression::markable_100500225::EmoExpression=True|pers=3|EmoExpression::markable_100500225::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::SubjectiveFact=false _ _ _ _ _
324621270895439872	negative	@oberbaum7 Keine / r der lebenden Kanzler / innen könnte von mir großes Mitleid erwarten ! Aber bei #Kohl &amp; #Merkel gäbe es die größten Feiern !	@oberbaum7 keine / r die lebend Kanzler / innen können von ich groß Mitleid erwarten ! aber bei #Kohl &amp; #Merkel geben es die groß Feier|Feiern !	CARD PIAT $( NE ART ADJA NN $( ADV VMFIN APPR PPER ADJA NN VVINF $. KON APPR NN $( NN VVFIN PPER ART ADJA NN $.	0/-- 4/NK 2/-- 10/SB 7/NK 7/NK 4/AG 7/-- 4/MO 1/-- 15/MO 11/NK 14/NK 10/SB 10/OC 15/-- 22/JU 22/MO 18/NK 19/-- 22/PNC 16/-- 22/EP 26/NK 26/NK 22/OA 26/--	_ case=acc|Sentiment::markable_63::Intensity=medium|gender=masc|Negation::markable_65::EmoExpressionRef=empty|Sentiment::markable_63::Sentiment=True|Sentiment::markable_63::Sarcasm=false|num=pl|Sentiment::markable_63::Polarity=negative|Negation::markable_65::Negation=True Sentiment::markable_63::Sentiment=True|Negation::markable_65::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=gen|Target::markable_64::Preferred=true|gender=masc|Sentiment::markable_63::Sentiment=True|pos=True|Target::markable_64::Anaphref=empty|num=pl|Target::markable_64::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_63::Sentiment=True|Target::markable_64::Target=True Target::markable_64::Target=True|Sentiment::markable_63::Sentiment=True Target::markable_64::Target=True|Sentiment::markable_63::Sentiment=True pers=3|Sentiment::markable_63::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_63::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_63::Sentiment=True|pers=1 case=acc|EmoExpression::markable_66::EmoExpression=True|gender=neut|Sentiment::markable_63::Sentiment=True|pos=True|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=acc|gender=neut|num=sg|Sentiment::markable_63::Sentiment=True|EmoExpression::markable_66::EmoExpression=True Sentiment::markable_63::Sentiment=True Sentiment::markable_63::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=pl case=dat|gender=fem|num=sg|sup=True case=dat|EmoExpression::markable_100500226::SubjectiveFact=false|EmoExpression::markable_100500226::Sarcasm=false|EmoExpression::markable_100500226::EmoExpression=True|gender=neut|EmoExpression::markable_100500226::Uncertain=false|EmoExpression::markable_100500226::Intensity=medium|EmoExpression::markable_100500226::Polarity=positive|num=pl _
317795597300162560	negative	Der Begriff " liberal " * * Das Wort " liberal " * * Die politische Gesinnung " liberal " * * Ist nicht Schuld an der FDP !!! * * *	die Begriff " liberal " * * die Wort " liberal " * * die politisch Gesinnung " liberal " * * sein nicht Schuld an die FDP !!! * * *	ART NN $( ADJD $( XY XY ART NN $( ADJD $( XY XY ART ADJA NN $( ADJD $( XY XY VAFIN PTKNEG NN APPR ART NE ADJA XY XY XY	2/NK 23/SB 2/-- 2/PAR 4/-- 7/PNC 2/NK 9/NK 23/SB 9/-- 9/NK 11/-- 14/PNC 9/NK 17/NK 17/NK 23/SB 17/-- 23/PD 19/-- 22/PNC 23/SB 0/-- 25/NG 23/SB 25/MNR 28/NK 26/NK 23/MO 29/-- 29/-- 29/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pos=True _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ pos=True _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|EmoExpression::markable_100500227::Intensity=medium|gender=fem|EmoExpression::markable_100500227::SubjectiveFact=false|EmoExpression::markable_100500227::EmoExpression=True|EmoExpression::markable_100500227::Uncertain=false|num=sg|EmoExpression::markable_100500227::Polarity=negative|EmoExpression::markable_100500227::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg|pos=True _ _ _
