324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... :(	NN APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ADJA	0/-- 5/MO 4/NK 2/NK 1/-- 7/NK 5/SB 7/-- 5/CJ 9/SB 9/CJ 14/OA 11/NG 11/OC 14/-- 15/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
337372840657551360	neutral	@ThomasOppermann Die Erfahrung mit der Personalpolitik von Frau Merkel bestätigt dies .	@ThomasOppermann die Erfahrung mit die Personalpolitik von Frau Merkel bestätigen dies .	NN ART NN APPR ART NN APPR NN NE VVFIN PDS $.	0/-- 3/NK 10/SB 3/MNR 6/NK 4/NK 6/PG 7/NK 8/NK 1/-- 10/OA 11/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _
322872297549606912	neutral	Politik aktuell : die Kandidaten zur Landtagswahl 2013  im Wahlkreis Oldenburg Mitte - Süd http://t.co/4ej8PkIM2J	Politik aktuell : die Kandidat zu Landtagswahl @card@ in Wahlkreis Oldenburg Mitte - Süd http://t.co/4ej8PkIM2J	NN ADJD $. ART NN APPRART NN CARD APPRART NN NE NN $( NN NE	2/SB 5/PD 2/-- 5/NK 0/-- 5/MNR 6/NK 7/NK 7/MNR 9/NK 10/NK 10/MNR 12/-- 12/PAR 14/NK	case=nom|gender=fem|num=sg pos=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg gender=fem|*=True|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
337332684894371841	negative	@bootboss klar jemand der die #linke wählt hat keine 7€  für ein Mittagessen , tut mir leid mein Fehler .	@bootboss klar jemand die die #linke wählen haben keine 7€_ für eine Mittagesse , tun ich leid mein Fehler .	NN ADJD PIS ART ART NN VVFIN VAFIN PIAT NN APPR ART NN $, VVFIN PPER ADJD PPOSAT NN $.	0/-- 3/MO 8/SB 7/NK 6/NK 7/OA 3/RC 15/OC 10/NK 8/OA 10/MNR 13/NK 11/NK 13/-- 1/-- 15/DA 15/MO 19/NK 15/OA 19/--	_ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ Sentiment::markable_58::Intensity=medium|mood=ind|EmoExpression::markable_60::SubjectiveFact=false|Sentiment::markable_58::Sarcasm=false|EmoExpression::markable_60::Uncertain=false|pers=3|EmoExpression::markable_60::Polarity=negative|Sentiment::markable_58::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_60::EmoExpression=True|Sentiment::markable_58::Polarity=negative|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Intensity=medium case=dat|*=True|pers=1|Source::markable_100500245::Source=True|Sentiment::markable_58::Sentiment=True|num=sg|EmoExpression::markable_60::EmoExpression=True|Source::markable_100500245::Anaphref=empty Sentiment::markable_58::Sentiment=True|pos=True|EmoExpression::markable_60::EmoExpression=True case=nom|Sentiment::markable_58::Sentiment=True|num=sg|Target::markable_59::Anaphref=empty|gender=masc|Target::markable_59::Preferred=true|Target::markable_59::Target=True case=nom|EmoExpression::markable_100500246::EmoExpression=True|gender=masc|Sentiment::markable_58::Sentiment=True|EmoExpression::markable_100500246::SubjectiveFact=false|num=sg|EmoExpression::markable_100500246::Polarity=negative|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Uncertain=false|Target::markable_59::Target=True|EmoExpression::markable_100500246::Intensity=medium _
332630679043072000	positive	Mein Anti - Belästigungs - Konzept für die Piratenpartei : http://t.co/dHvBhI1Duv Wer mag mich dabei unterstützen ? http://t.co/cImT0ag09V	mein Anti - Belästigungs - Konzept für die Piratenpartei : http://t.co/dHvBhI1Duv wer mögen ich dabei unterstützen ? http://t.co/cImT0ag09V	PPOSAT ADJA $( NN $( NN APPR ART NN $. NN PWS VMFIN PRF PAV VVINF $. NE	4/NK 4/NK 2/-- 13/CJ 4/-- 4/NK 6/MNR 9/NK 7/NK 9/-- 13/SB 13/SB 0/-- 16/OA 11/NK 13/OC 16/-- 17/--	case=nom|num=sg|Sentiment::markable_100500247::Polarity=positive|gender=masc|Sentiment::markable_100500247::Intensity=medium|Sentiment::markable_100500247::Sentiment=True|Sentiment::markable_100500247::Sarcasm=false case=nom|num=sg|Negation::markable_100500250::EmoExpressionRef=empty|gender=masc|Negation::markable_100500250::Negation=True|pos=True|Sentiment::markable_100500247::Sentiment=True Sentiment::markable_100500247::Sentiment=True case=gen|EmoExpression::markable_100500249::EmoExpression=True|gender=neut|EmoExpression::markable_100500249::Polarity=negative|EmoExpression::markable_100500249::Sarcasm=false|num=sg|EmoExpression::markable_100500249::SubjectiveFact=false|EmoExpression::markable_100500249::Uncertain=false|Sentiment::markable_100500247::Sentiment=True|EmoExpression::markable_100500249::Intensity=medium Sentiment::markable_100500247::Sentiment=True case=nom|Target::markable_100500248::Anaphref=empty|num=sg|Target::markable_100500248::Preferred=true|Target::markable_100500248::Target=True|gender=neut|Sentiment::markable_100500247::Sentiment=True Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500247::Sentiment=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _ _
324973110950494209	positive	RT @ingrid_o_x : Hamburg - Atemberaubende Porträtfotografie http://t.co/NyUVqCssFp via @welt Versteigerung zu Gunsten von @msf_de #syrien	RT @ingrid_o_x : Hamburg - atemberaubend Porträtfotografie http://t.co/NyUVqCssFp via @welt Versteigerung zu Gunst von @msf_de #syrien	NE ADJD $. NE $( ADJA NN NN APPR NN NN APPR NN APPR ADJA NN	0/-- 1/PD 2/-- 3/-- 4/-- 7/NK 4/CJ 7/NK 4/MO 9/NK 10/-- 11/MNR 12/NK 13/PG 14/NK 15/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500254::Polarity=positive|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=neut|EmoExpression::markable_100500254::SubjectiveFact=false|pos=True|Sentiment::markable_100500252::Intensity=strong|num=pl|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=strong|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Sarcasm=false|EmoExpression::markable_100500254::EmoExpression=True case=nom|Target::markable_100500253::Preferred=true|num=pl|Target::markable_100500253::Anaphref=empty|gender=neut|Sentiment::markable_100500252::Sentiment=True|Target::markable_100500253::Target=True case=nom|gender=neut|num=pl _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ case=dat|gender=fem|num=pl|pos=True _
335136875205509120	positive	Lohnerhöhung : CDU fordert mehr Geld für Berliner Beamte Die CDU - Fraktion will den öffentlichen Dienst attraktiver http://t.co/gEH50c18N3	Lohnerhöhung : CDU fordern mehr Geld für Berliner Beamter die CDU - Fraktion wollen die öffentlich Dienst attraktiv http://t.co/gEH50c18N3	NN $. NE VVFIN PIAT NN APPR ADJA NN ART NE $( NN VMFIN ART ADJA NN ADJA NN	4/PD 1/-- 4/SB 0/-- 6/NK 4/OA 6/MNR 9/NK 7/NK 13/NK 13/NK 11/-- 14/SB 4/CJ 17/NK 17/NK 4/OA 19/NK 17/AG	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind *=True case=acc|gender=neut|num=sg _ *=True|pos=True case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=gen|EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|pos=True|num=sg|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True case=gen|gender=fem|num=sg
325844292465737728	positive	#Telmi #Internet | #web | Sonntagsfrage : Union legt weiter zu : Die Union kann in der Gunst der Wähler weiter ... http://t.co/M9a9hNFGYc	#Telmi #Internet | #web | Sonntagsfrage : Union legen weiter zu : die Union können in die Gunst die Wähler weiter ... http://t.co/M9a9hNFGYc	NN NN XY ADJA XY NN $. NE VVFIN ADV PTKVZ $. ART NN VMFIN APPR ART NN ART NN PTKVZ $. NE	9/SB 8/PNC 0/-- 6/NK 0/-- 8/VO 6/-- 1/NK 0/-- 9/MO 9/SVP 11/-- 14/NK 15/SB 9/CJ 15/MO 18/NK 16/NK 20/NK 18/AG 15/MO 21/-- 22/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|pers=3|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500255::Polarity=positive|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ case=nom|*=True|num=sg
335168924498944001	negative	ja er hatte keine andere wahl , als sie ANAL zu vergewaltigen #domian #determinismus	ja er haben keine andere wahl , als sie anal zu vergewaltigen #domian #determinismus	ADV PPER VAFIN PIAT PIS ADJD $, KOUS PPER ADJD PTKZU VVINF NN NN	2/MO 3/SB 0/-- 5/NK 6/OA 3/OC 6/-- 13/CM 13/SB 12/MO 12/PM 13/NK 5/CC 13/NK	_ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _ _ case=nom|*=True|num=pl|pers=3 pos=True _ EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=negative|EmoExpression::markable_100500256::Sarcasm=false|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
317745780247113729	negative	Nordkorea - Krise : Kim droht " US - Imperialisten " mit Raketen - Bereitschaft #crazy http://t.co/JYo3IZ4nA7	Nordkorea - Krise : Kim drohen " US - Imperialist " mit Rakete - Bereitschaft #crazy http://t.co/JYo3IZ4nA7	NE $( NN $. NE VVFIN $( NE $( NN $( APPR NN $( NN ADJD CARD	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 6/-- 10/NK 8/-- 6/CJ 10/-- 10/MNR 12/NK 13/-- 13/APP 17/MO 15/NK	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500257::Intensity=weak|EmoExpression::markable_100500257::Polarity=negative|gender=fem|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=sg|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false _ case=nom|Sentiment::markable_100500258::Polarity=negative|Source::markable_100500259::Source=True|Sentiment::markable_100500258::Sarcasm=false|*=True|Sentiment::markable_100500258::Intensity=medium|num=sg|Sentiment::markable_100500258::Sentiment=True|Source::markable_100500259::Anaphref=empty EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=negative|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|Sentiment::markable_100500258::Sentiment=True|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false Sentiment::markable_100500258::Sentiment=True Target::markable_100500261::Target=True|Target::markable_100500261::Preferred=true|Sentiment::markable_100500258::Sentiment=True|Target::markable_100500261::Anaphref=empty Target::markable_100500261::Target=True|Sentiment::markable_100500258::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500258::Sentiment=True|Target::markable_100500261::Target=True Sentiment::markable_100500258::Sentiment=True Sentiment::markable_100500258::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500258::Sentiment=True Sentiment::markable_100500258::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500258::Sentiment=True pos=True _
338025027586883584	negative	RT @sechsdreinuller : Was bekommt ein BWL - Student , der das dritte Mal durch die Diplomarbeit gefallen ist ? Die FDP - Mitgliedschaft .	RT @sechsdreinuller : was bekommen eine BWL - Student , die die dritt Mal durch die Diplomarbeit fallen|gefallen sein ? die FDP - Mitgliedschaft .	NE NN $. PWS VVFIN ART NN $( NN $, PRELS ART ADJA NN APPR ART NN VVPP VAFIN $. ART NE $( NN $.	2/SB 0/-- 2/-- 5/OA 3/-- 7/NK 5/SB 7/-- 7/APP 9/-- 19/SB 14/NK 14/NK 18/MO 18/MO 17/NK 15/NK 19/PD 9/RC 19/-- 22/NK 20/-- 22/-- 22/APP 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|num=sg|Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Polarity=negative|Sentiment::markable_100500262::Sarcasm=false|gender=neut|Sentiment::markable_100500262::Intensity=medium pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True|pos=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|EmoExpression::markable_100500264::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Preferred=true|gender=fem|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True
335495033228754944	positive	RT @DeePrinzessin : 68%  glauben nicht , das die BundReg. die anstehenden Probleme löst , aber 60%  würden Merkel wieder wählen ? So sieht Dummhe…	RT @DeePrinzessin : @card@ glauben nicht , die die BundReg. die anstehend Problem lösen , aber @card@ werden Merkel wieder wählen ? so sehen Dummhe…	NE NN $. CARD VVFIN PTKNEG $, PRELS ART NN ART ADJA NN VVFIN $, ADV CARD VAFIN NE ADV VVINF $. ADV VVFIN ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 5/NG 6/-- 14/SB 10/NK 14/SB 13/NK 13/NK 14/OA 5/OC 14/-- 17/MO 18/SB 14/CJ 18/SB 21/MO 18/OC 21/-- 24/MO 22/-- 24/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Source::markable_100500266::Anaphref=empty|Sentiment::markable_100500265::Polarity=positive|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=medium|Source::markable_100500266::Source=True mood=ind|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pers=3|num=pl|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Intensity=medium Negation::markable_100500271::EmoExpressionRef=emo-expression:markable_100500270|Negation::markable_100500271::Negation=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=nom|num=sg|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500272::Anaphref=empty|gender=neut|Target::markable_100500272::Target=True|Target::markable_100500272::Preferred=true case=acc|gender=fem|num=sg|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|gender=fem|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=acc|num=pl|Sentiment::markable_100500265::Sentiment=True|gender=neut|Target::markable_100500272::Target=True|pos=True case=acc|EmoExpression::markable_100500349::Intensity=medium|EmoExpression::markable_100500349::Polarity=positive|Target::markable_100500272::Target=True|gender=neut|EmoExpression::markable_100500349::SubjectiveFact=false|num=pl|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500349::EmoExpression=True|EmoExpression::markable_100500349::Uncertain=false|EmoExpression::markable_100500349::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_100500349::EmoExpression=True|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True _ _ Source::markable_100500274::Anaphref=empty|Sentiment::markable_100500273::Polarity=positive|Sentiment::markable_100500273::Intensity=medium|Sentiment::markable_100500273::Sarcasm=false|Source::markable_100500274::Source=True|Sentiment::markable_100500273::Sentiment=True pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_100500273::Sentiment=True case=nom|Target::markable_100500275::Preferred=true|num=sg|Target::markable_100500275::Anaphref=empty|*=True|Target::markable_100500275::Target=True|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True EmoExpression::markable_100500276::EmoExpression=True|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::SubjectiveFact=false|EmoExpression::markable_100500276::Sarcasm=false|EmoExpression::markable_100500276::Polarity=positive|Sentiment::markable_100500273::Sentiment=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=negative|EmoExpression::markable_100500278::Sarcasm=false|*=True|num=sg|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True
333345725964484608	negative	RT @TilHuber : Landesparteitag der #AfD Bayern im Chaos versunken . Wahl des neuen Vorstands ungültig . Fortsetzung folgt irgendwann ...	RT @TilHuber : Landesparteitag die #AfD Bayer in Chaos versinken . Wahl die neu Vorstand ungültig . Fortsetzung folgen irgendwann ...	NE NE $. NN ART ADJA NN APPRART NN VVPP $. NN ART ADJA NN ADJD $. NN VVFIN ADV $.	2/PNC 0/-- 2/-- 3/-- 7/NK 7/NK 4/AG 10/MO 8/NK 4/OC 10/-- 11/-- 15/NK 15/NK 12/AG 12/PD 16/-- 19/SB 17/-- 19/MO 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Target::markable_100500280::Target=True|gender=masc|Target::markable_100500280::Anaphref=empty|Sentiment::markable_100500279::Polarity=negative|Sentiment::markable_100500279::Sentiment=True|num=sg|Target::markable_100500280::Preferred=true|Sentiment::markable_100500279::Intensity=medium|Sentiment::markable_100500279::Sarcasm=false case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=gen|num=sg|Target::markable_100500280::Target=True|gender=fem|Sentiment::markable_100500279::Sentiment=True|pos=True case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=dat|EmoExpression::markable_100500281::Uncertain=false|gender=neut|EmoExpression::markable_100500281::Intensity=medium|Sentiment::markable_100500279::Sentiment=True|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=sg|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True case=dat|gender=neut|EmoExpression::markable_100500281::EmoExpression=True|num=sg|Sentiment::markable_100500279::Sentiment=True EmoExpression::markable_100500281::EmoExpression=True|Sentiment::markable_100500279::Sentiment=True Sentiment::markable_100500279::Sentiment=True case=acc|Target::markable_100500283::Preferred=true|Sentiment::markable_100500282::Sentiment=True|gender=fem|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500282::Polarity=negative|Sentiment::markable_100500282::Intensity=medium|Target::markable_100500283::Target=True|Sentiment::markable_100500282::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|Sentiment::markable_100500282::Sentiment=True|num=sg|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True EmoExpression::markable_100500284::Intensity=medium|Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500284::Polarity=negative|pos=True|EmoExpression::markable_100500284::SubjectiveFact=false|EmoExpression::markable_100500284::Sarcasm=false|EmoExpression::markable_100500284::EmoExpression=True|EmoExpression::markable_100500284::Uncertain=false Sentiment::markable_100500282::Sentiment=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
326209718743887873	negative	Rücktritt wegen Doppelbelastung ? : Wie Familienministerin Schröder die ... - FOCUS Online : BILDRücktritt wegen ... http://t.co/g0p9aqj7cX	Rücktritt wegen Doppelbelastung ? : wie Familienministerin Schröder die ... - Focus Online : BILDRücktritt wegen ... http://t.co/g0p9aqj7cX	NN APPR NN $. $. KOKOM NN NE ART $. $( NE NE $. NN APPO $. NN	0/-- 1/MNR 2/NK 3/-- 7/-- 7/CM 4/-- 7/NK 7/APP 9/-- 12/-- 13/PNC 10/-- 13/-- 16/NK 13/NK 16/-- 17/--	case=nom|EmoExpression::markable_100500350::Uncertain=true|EmoExpression::markable_100500350::Intensity=medium|EmoExpression::markable_100500350::Sarcasm=false|EmoExpression::markable_100500350::Polarity=negative|gender=masc|EmoExpression::markable_100500350::EmoExpression=True|num=sg|EmoExpression::markable_100500350::SubjectiveFact=true _ gender=fem|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ _ *=True *=True _ case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg
335842160190554112	mixed	RT @DrSiHansen : Heute 5 Stunden im strömenden Regen Flyer verteilt . Total im Eimer aber glücklich . 80- jährige CDU Stammwählerin : Diesmal wä…	RT @DrSiHansen : heute 5 Stunde|Stunden in strömend Regen Flyer verteilen . total in Eimer aber glücklich . 80- jährige CDU Stammwählerin : diesmal wä…	NE ADJD $. ADV CARD NN APPRART ADJA NN NN VVPP $. ADJD APPRART NN ADV ADJD $. TRUNC ADJA NE NN $. ADV ADJA	0/-- 1/PD 2/-- 5/MO 6/NK 11/OA 6/MNR 9/NK 7/NK 9/NK 3/-- 11/-- 14/MO 12/-- 14/NK 14/MO 14/PD 17/-- 20/CJ 18/-- 20/SB 20/OA 22/-- 25/MO 20/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=acc|gender=fem|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg _ _ Intensifier::markable_100500286::EmoExpressionRef=emo-expression:markable_100500285|Intensifier::markable_100500286::Degree=strong|Intensifier::markable_100500286::Intensifier=True|pos=True case=dat|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_100500285::EmoExpression=True _ EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Intensity=medium|pos=True|EmoExpression::markable_62::Uncertain=false _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _
