311924950309163010	positive	Neuer Papst sogar ein sehr netter !! :) ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett !! :) ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJA ADJA NN PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 6/MO 6/NK 6/MO 7/PD 2/AG 10/VO 10/SB 7/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=masc|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|mood=subj|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311958766113406976	positive	Reaktionen auf neuen Papst : " Ein Zeichen der Stärke Lateinamerikas " http://t.co/dIdFv3NzpT March 13,  2013  at 10:34 PM	Reaktion auf neu Papst : " eine Zeichen die Stärke Lateinamerika " http://t.co/dIdFv3NzpT marchen @card@ @card@ at @card@ PM	NN APPR ADJA NN $. $( ART NN ART NN NE $( NN VVIMP CARD CARD ADJA CARD NE	0/-- 1/OP 4/NK 2/NK 4/-- 5/-- 8/NK 14/OA 10/NK 8/AG 10/AG 11/-- 11/APP 4/PAR 18/NMC 18/NMC 18/MO 19/NK 14/OA	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=acc|Sentiment::markable_123::Intensity=medium|num=sg|Sentiment::markable_123::Polarity=positive|gender=neut|Sentiment::markable_123::Sentiment=True|Sentiment::markable_123::Sarcasm=false case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg case=gen|gender=fem|Sentiment::markable_123::Sentiment=True|num=sg case=gen|EmoExpression::markable_125::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=gen|num=sg|Target::markable_124::Anaphref=empty|gender=neut|Sentiment::markable_123::Sentiment=True|Target::markable_124::Preferred=true|Target::markable_124::Target=True _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _ _ _
311944799878008832	neutral	RT @Denkland : Ein Argentienier wird #Papst . Kurz darauf nimmt die US - Ratingagentur Fitch ein Kreuz weg und stuft Vatikan nur noch mit A + ...	RT @Denkland : eine Argentienier werden #Papst . kurz darauf nehmen die US - Ratingagentur Fitch eine Kreuz weg und stufen Vatikan nur noch mit A + ...	NE NN $. ART NN VAFIN NN $. ADJD PAV VVFIN ART NE $( NN NN ART NN PTKVZ KON VVFIN NN ADV ADV APPR FM KON $.	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/SB 7/-- 11/MO 22/NK 8/-- 15/NK 15/NK 13/-- 11/SB 15/NK 18/NK 11/OA 11/SVP 11/CD 20/CJ 21/OA 25/MO 23/MO 21/MO 25/NK 26/CD 27/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ _ _ _ _
311917552311885824	neutral	RT @Darth_Lehrer : Bitte , bitte ! Jemand tritt auf den Balkon , bitzdingst die Menge und spricht : " Ihr hattet nie einen Papst . Seid nett zu ...	RT @Darth_Lehrer : bitte , bitten ! jemand treten auf die Balkon , bitzdingst die Menge und sprechen : " sie haben nie eine Papst . sein nett zu ...	NE NN $. PTKANT $, VVFIN $. PIS VVFIN APPR ART NN $, VVFIN ART NN KON VVFIN $. $( PPER VAFIN ADV ART NN $. VAFIN ADJD PTKVZ $.	2/SB 0/-- 2/-- 6/OC 4/-- 3/-- 6/-- 9/SB 7/-- 9/MO 12/NK 10/NK 12/-- 9/CJ 16/NK 14/OA 14/CD 17/CJ 18/-- 19/-- 22/SB 18/RS 22/MO 25/NK 22/OA 25/-- 26/-- 27/MO 27/SVP 29/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg pos=True _ _
311926214141030400	negative	Habe Angst vor #franziskus " Gotteskrieg " gegen Gleichberechtigung der Homosexuellen dieser Welt ! #papst #bergoglio http://t.co/OauIFDgYBo	haben Angst vor #franziskus " Gotteskrieg " gegen Gleichberechtigung die Homosexuelle dies Welt ! #papst #bergoglio http://t.co/OauIFDgYBo	VAFIN NN APPR NN $( NN $( APPR NN ART NN PDAT NN $. NN NN NN	0/-- 1/SB 2/MNR 3/NK 4/-- 4/NK 6/-- 6/MNR 8/NK 11/NK 9/AG 13/NK 4/AG 13/-- 14/-- 15/NK 15/PD	case=nom|Sentiment::markable_126::Polarity=negative|num=sg|Sentiment::markable_126::Sentiment=True|Sentiment::markable_126::Sarcasm=false|Sentiment::markable_126::Intensity=medium|gender=fem case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Sarcasm=false|gender=fem|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|num=sg|EmoExpression::markable_127::Polarity=negative|EmoExpression::markable_127::Uncertain=false|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True case=dat|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True|gender=neut Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True case=dat|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_10408088::SubjectiveFact=true|gender=masc|EmoExpression::markable_10408088::Uncertain=false|num=sg|EmoExpression::markable_10408088::Intensity=medium|Target::markable_128::Target=True|EmoExpression::markable_10408088::Sarcasm=false|EmoExpression::markable_10408088::EmoExpression=True|EmoExpression::markable_10408088::Polarity=negative Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True case=acc|EmoExpression::markable_10408087::Polarity=positive|Sentiment::markable_126::Sentiment=True|gender=fem|num=sg|Target::markable_128::Target=True|EmoExpression::markable_10408087::EmoExpression=True|EmoExpression::markable_10408087::SubjectiveFact=false|EmoExpression::markable_10408087::Intensity=medium|EmoExpression::markable_10408087::Sarcasm=false|EmoExpression::markable_10408087::Uncertain=false case=gen|gender=fem|num=pl|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=pl|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True Sentiment::markable_126::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311920744298852352	mixed	Also Ratzinger hat sich damals mehr gefreut .. Jorge is so kalt o. O #papst	also Ratzinger haben sich damals mehr freuen .. Jorge is so kalt oder O #papst	ADV NN VAFIN PRF ADV ADV VVPP NN NE NE ADV ADJD APPRART NN NN	2/MO 3/SB 0/-- 7/OA 7/MO 7/MO 3/OC 7/OA 10/PNC 8/-- 12/MO 10/PD 12/MO 13/NK 14/NK	_ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|EmoExpression::markable_129::Polarity=positive|pers=3|num=sg|EmoExpression::markable_129::SubjectiveFact=false _ _ EmoExpression::markable_129::EmoExpression=True gender=masc|*=True|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_10408089::Uncertain=false|EmoExpression::markable_10408089::Polarity=negative|EmoExpression::markable_10408089::EmoExpression=True|EmoExpression::markable_10408089::Sarcasm=false|EmoExpression::markable_10408089::Intensity=medium|pos=True|EmoExpression::markable_10408089::SubjectiveFact=false case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg
311912387387219971	mixed	BITTE , srf ! das gelaber interessiert niemanden - alles was man über den neuen papst wissen muss ist , dass er existiert &amp; wie er heisst .	bitten , srf ! die Gelaber interessieren niemand - alle was man über die neu Papst wissen müssen sein , dass er existiert &amp; wie er heißen .	VVFIN $, VVFIN $. ART NN VVFIN PIS $( PIAT PRELS PIS APPR ART ADJA NN VVINF VMFIN VAFIN $, KOUS PPER ADJD $( KOUS PPER VVFIN $.	3/MO 1/-- 0/-- 3/-- 6/NK 7/SB 4/-- 7/OA 8/-- 7/OA 19/PD 18/SB 17/OP 16/NK 16/NK 13/NK 18/OC 6/RC 7/SB 19/-- 27/CP 27/SB 27/PD 23/-- 27/CP 27/SB 17/OC 27/--	_ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|gender=neut|EmoExpression::markable_130::EmoExpression=True|EmoExpression::markable_130::Intensity=medium|num=sg|EmoExpression::markable_130::Polarity=negative|EmoExpression::markable_130::Uncertain=false mood=ind|EmoExpression::markable_131::EmoExpression=True|pers=3|EmoExpression::markable_131::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_131::Polarity=positive|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Intensity=medium case=acc|gender=masc|num=sg|Negation::markable_132::Negation=True|Negation::markable_132::EmoExpressionRef=emo-expression:markable_131 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
311922287802732544	positive	Papst hin oder her besser macht er diese Welt nicht !	Papst hin oder her gut machen er dies Welt nicht !	NN PTKVZ KON ADV ADJD VVFIN PPER PDAT NN PTKNEG $.	2/NK 6/MO 2/CD 5/MO 3/CJ 0/-- 6/SB 9/NK 6/OA 6/NG 10/--	case=nom|gender=masc|num=sg _ _ _ EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::Polarity=positive|comp=True|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
311930778978234370	positive	RT @philipproesler : #Papst Glückwunsch an Papst Franziskus . Ich hoffe sehr , dass die kath Kirche die Stärke findet , um Missstände konseq ...	RT @philipproesler : #Papst Glückwunsch an Papst Franziskus . ich hoffen sehr , dass die kath Kirche die Stärke finden , um Missstand konseq ...	NE NN $. NN NN APPR NN NE $. PPER VVFIN ADV $, KOUS ART ADJA NN ART NN VVFIN $, KOUI NN NE $.	2/SB 0/-- 2/-- 3/-- 4/NK 4/MNR 6/NK 7/NK 8/-- 11/SB 9/-- 22/MO 12/-- 20/CP 17/NK 17/NK 20/SB 19/NK 20/OA 12/MNR 20/-- 11/OP 22/NK 23/NK 24/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_134::Intensity=medium|*=True|Source::markable_136::Anaphref=empty|num=sg|Sentiment::markable_134::Polarity=positive|Source::markable_136::Source=True|Sentiment::markable_134::Sentiment=True|Sentiment::markable_134::Sarcasm=false Sentiment::markable_134::Sentiment=True case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg case=nom|gender=neut|EmoExpression::markable_137::EmoExpression=True|EmoExpression::markable_137::Intensity=medium|num=sg|EmoExpression::markable_137::Sarcasm=false|EmoExpression::markable_137::Uncertain=false|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_137::Polarity=positive|EmoExpression::markable_137::SubjectiveFact=false Sentiment::markable_134::Sentiment=True case=nom|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_138::Target=True case=nom|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_138::Target=True Sentiment::markable_134::Sentiment=True case=nom|*=True|num=sg|pers=1 mood=ind|EmoExpression::markable_139::Intensity=medium|pers=1|num=sg|tense=pres|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|EmoExpression::markable_10408090::SubjectiveFact=false|num=pl|EmoExpression::markable_10408090::Polarity=negative|EmoExpression::markable_10408090::Intensity=medium|EmoExpression::markable_10408090::Sarcasm=false|EmoExpression::markable_10408090::Uncertain=false|EmoExpression::markable_10408090::EmoExpression=True case=nom|*=True|num=sg _
311922638895333376	negative	@ruehrfisch Ganz ehrlich , Sch **** auf den Papst ...	@ruehrfisch ganz ehrlich , Sch **** auf die Papst ...	NN ADV ADJD $, ADJA NN APPR ART NN $.	0/-- 3/MO 6/MO 3/-- 6/NK 1/-- 6/MNR 9/NK 7/NK 9/--	Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|Sentiment::markable_140::Polarity=negative|Source::markable_141::Source=True|Source::markable_141::Anaphref=empty|pos=True|Sentiment::markable_140::Intensity=strong Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|pos=True Sentiment::markable_140::Sentiment=True case=acc|EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_142::SubjectiveFact=false|Sentiment::markable_140::Sentiment=True|num=sg|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=strong case=acc|gender=masc|EmoExpression::markable_142::EmoExpression=True|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True case=acc|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_140::Sentiment=True|gender=masc|Target::markable_143::Target=True|Target::markable_143::Preferred=true case=acc|gender=masc|num=sg|Target::markable_143::Target=True|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True
312191602779099136	positive	Liebe Medien , die hiesige Ration Papst in nun aufgebraucht . ( Nein , keine Ausnahme für Ostern. )	Liebe Medium , die hiesig Ration Papst in nun aufbrauchen . ( nein , keine Ausnahme für Ostern. )	NN NN $, ART ADJA NN NN APPR ADV VVPP $. $( PTKANT $, PIAT NN APPR NE $(	0/-- 1/NK 2/-- 6/NK 6/NK 1/CJ 6/NK 10/MO 8/NK 1/OC 10/-- 13/-- 16/MO 13/-- 16/NK 11/-- 16/MNR 17/NK 18/--	case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=neut|EmoExpression::markable_144::SubjectiveFact=false|num=pl|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|*=True|num=sg _
311791352688025600	negative	Kommt jetzt ernsthaft jedes Mal eine Eilmeldung , wenn KEIN neuer Papst gefunden wurde ? #papst #konklave	kommen jetzt ernsthaft jede Mal eine Eilmeldung , wenn keine neu Papst finden werden ? #papst #konklave	VVFIN ADV ADJD PIAT NN ART NN $, KOUS PIAT ADJA NN VVPP VAFIN $. NN NN	0/-- 1/MO 1/MO 5/NK 13/MO 7/NK 1/SB 7/-- 14/CP 12/NK 12/NK 14/SB 14/OC 1/MO 14/-- 15/-- 16/NK	pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_10408091::Sarcasm=false|EmoExpression::markable_10408091::Polarity=negative|EmoExpression::markable_10408091::EmoExpression=True|EmoExpression::markable_10408091::Intensity=medium|EmoExpression::markable_10408091::Uncertain=false|EmoExpression::markable_10408091::SubjectiveFact=false pos=True|EmoExpression::markable_10408091::EmoExpression=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311924289970511872	positive	Papst ? Ähm nee ... Auf geht ' s #Arsenal kämpfen und siegen ! Leider ohne Poldi :(	Papst ? Ähm nee ... auf gehen ' s #Arsenal kämpfen und siegen ! leider ohne Poldi :(	NN $. ADJD ADJD $. ADV VVFIN $( NN NN VVINF KON VVFIN $. ADV APPR NE ADJA	0/-- 1/-- 4/MO 2/-- 4/-- 7/MO 5/-- 7/-- 7/SB 9/NK 7/SVP 7/CD 12/CJ 13/-- 16/MO 18/MO 16/NK 14/--	case=nom|gender=masc|num=sg _ pos=True _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 pos=True _ _ EmoExpression::markable_10408093::SubjectiveFact=false|EmoExpression::markable_10408093::Uncertain=false|EmoExpression::markable_10408093::Sarcasm=false|EmoExpression::markable_10408093::EmoExpression=True|EmoExpression::markable_10408093::Polarity=positive|EmoExpression::markable_10408093::Intensity=medium _ Sentiment::markable_146::Polarity=positive|Sentiment::markable_146::Sarcasm=false|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Sentiment::markable_146::Intensity=medium|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_147::EmoExpression=True Target::markable_148::Preferred=true|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True|Target::markable_148::Anaphref=empty case=dat|*=True|Sentiment::markable_146::Sentiment=True|num=sg|Target::markable_148::Target=True case=dat|EmoExpression::markable_145::Intensity=medium|EmoExpression::markable_145::Polarity=negative|EmoExpression::markable_145::Uncertain=false|Sentiment::markable_146::Sentiment=True|*=True|pos=True|EmoExpression::markable_145::SubjectiveFact=false|num=sg|EmoExpression::markable_145::Sarcasm=false|EmoExpression::markable_145::EmoExpression=True
312104795722891264	positive	Tja liebe Falkland Inseln , das wäre eure Chance gewesen #Papst zu werden .	Tja lieb Falkland Insel , die sein euer Chance sein #Papst zu werden .	NE ADJA NN NN $, PDS VAFIN PPOSAT NN VAPP NN PTKZU VAINF $.	10/PD 3/NK 6/RE 3/NK 4/-- 7/SB 0/-- 9/NK 7/SB 7/OC 13/PD 13/PM 9/OC 13/--	case=nom|*=True|num=sg case=nom|EmoExpression::markable_10408094::Polarity=positive|*=True|num=sg|EmoExpression::markable_10408094::EmoExpression=True|EmoExpression::markable_10408094::SubjectiveFact=false|EmoExpression::markable_10408094::Intensity=medium|EmoExpression::markable_10408094::Sarcasm=false|EmoExpression::markable_10408094::Uncertain=false case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ pos=True _ _ _
311935591828844544	positive	@arschhaarzopf das schöne an dem neuen Papst ist , dass die Chancen sehr gut stehen , dass wir nochmal eine Papstwahl miterleben dürfen . amen	@arschhaarzopf die schön an die neu Papst sein , dass die Chance sehr gut stehen , dass wir nochmal eine Papstwahl miterleben dürfen . amen	NN ART ADJA APPR ART ADJA NN VAFIN $, KOUS ART NN ADV ADJD VVFIN $, KOUS PPER ADV ART NN VVINF VMINF $. ADV	0/-- 3/NK 8/PD 3/MNR 7/NK 7/NK 4/NK 1/-- 8/-- 15/CP 12/NK 15/SB 14/MO 15/MO 8/MO 15/-- 23/CP 23/SB 23/MO 21/NK 22/OA 23/OC 15/MO 23/-- 23/MO	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_149::Sentiment=True|num=sg|Sentiment::markable_149::Sarcasm=false|gender=neut|Sentiment::markable_149::Intensity=medium|Sentiment::markable_149::Polarity=positive case=nom|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_149::Sentiment=True|gender=neut|EmoExpression::markable_150::Intensity=medium|pos=True|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=positive|num=sg Sentiment::markable_149::Sentiment=True case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|pos=True case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=pl case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=pl Sentiment::markable_149::Sentiment=True EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|EmoExpression::markable_152::Sarcasm=false|pos=True|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Uncertain=false pers=1|Sentiment::markable_149::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True case=nom|Sentiment::markable_149::Sentiment=True|Target::markable_151::Target=True|*=True|pers=1|Target::markable_151::Anaphref=empty|Target::markable_151::Preferred=true|num=pl Target::markable_151::Target=True|Sentiment::markable_149::Sentiment=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_151::Target=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_151::Target=True Target::markable_151::Target=True|Sentiment::markable_149::Sentiment=True pers=3|Sentiment::markable_149::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_151::Target=True Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True
311919495755210752	positive	RT @oullr : Die Katholiban haben einen neuen Papst ? Na dann - öhm - herzlichen Glückwunsch ! ( ? )	RT @oullr : die Katholiban haben eine neu Papst ? na dann - öhm - herzlich Glückwunsch ! ( ? )	NE NN $. ART NN VAFIN ART ADJA NN $. ITJ ADV $( NE $( ADJA NN $. $( $. $(	2/SB 0/-- 2/-- 5/NK 6/OA 3/-- 9/NK 9/NK 6/OA 9/-- 12/DM 14/NK 12/-- 10/-- 14/-- 17/NK 14/OA 17/-- 20/-- 18/-- 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ pos=True _ case=acc|EmoExpression::markable_10408095::Polarity=positive|EmoExpression::markable_10408095::EmoExpression=True|EmoExpression::markable_10408095::Sarcasm=true|gender=masc|EmoExpression::markable_10408095::SubjectiveFact=false|pos=True|EmoExpression::markable_10408095::Uncertain=false|num=sg|EmoExpression::markable_10408095::Intensity=medium case=acc|gender=masc|EmoExpression::markable_10408095::EmoExpression=True|num=sg _ _ _ _
