334042502166347776	positive	Obama ' s " red line " und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama ' s " red line " und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN $( NN $( NE ADJD $( KON NN $( ART NN APPR NE NE $( NE $(	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 9/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/--	_ _ _ _ _ _ _ _ case=dat|gender=masc|*=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
323880126720917505	positive	#Piratenpartei RV _ DOS unterstützt “Holi” - Festival in Beeskow : Vielfarbig und bunt ist nicht nur d ... http://t.co/BVamOxAIxX #Piraten #bb	#Piratenpartei RV _ DOS unterstützen “Holi” - Festival in Beeskow : vielfarbig und bunt sein nicht nur d ... http://t.co/BVamOxAIxX #Piraten #bb	NN NN XY NE VVFIN ADJA $( NN APPR NE $. ADJD KON ADJD VAFIN PTKNEG ADV ADJD $. NN NN ADJD	5/SB 4/PNC 4/PNC 1/NK 0/-- 8/NK 6/-- 5/OA 8/MNR 9/NK 10/-- 15/PD 12/CD 13/CJ 10/RS 17/NG 20/MO 20/MO 18/-- 15/SB 20/NK 8/PD	case=nom|Sentiment::markable_100500178::Polarity=positive|gender=fem|Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True|Sentiment::markable_100500178::Intensity=medium|num=sg|Source::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sarcasm=false case=nom|gender=fem|Sentiment::markable_100500178::Sentiment=True|num=sg|Source::markable_100500179::Source=True Sentiment::markable_100500178::Sentiment=True|*=True|Source::markable_100500179::Source=True case=nom|*=True|Sentiment::markable_100500178::Sentiment=True|num=sg|Source::markable_100500179::Source=True EmoExpression::markable_100500180::Uncertain=false|mood=ind|EmoExpression::markable_100500180::SubjectiveFact=false|Sentiment::markable_100500178::Sentiment=True|pers=3|EmoExpression::markable_100500180::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_100500180::Sarcasm=false|EmoExpression::markable_100500180::Polarity=positive|EmoExpression::markable_100500180::Intensity=medium case=acc|Target::markable_100500181::Preferred=true|gender=masc|Target::markable_100500181::Anaphref=empty|pos=True|Target::markable_100500181::Target=True|num=pl|Sentiment::markable_100500178::Sentiment=True Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=nom|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=dat|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True _ pos=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ _ gender=masc|*=True _
334758065008160768	positive	Lavendelblog | Produkttests und Shopvorstellungen : Zwei Shirts nach Wahl von Likoli zu gewinnen http://t.co/UFTijLTXIV	Lavendelblog | Produkttests und Shopvorstellungen : zwei Shirt nach Wahl von Likoli zu gewinnen http://t.co/UFTijLTXIV	NN XY NN KON NN $. CARD NN APPR NN APPR NE PTKZU VVINF ADJD	0/-- 1/NK 14/OA 3/CD 4/CJ 5/-- 8/NK 9/MO 14/MO 9/NK 10/PG 11/NK 14/PM 15/OC 1/PD	case=nom|gender=masc|num=sg *=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive _
323875554665308163	positive	RT @femInsist : Warum die #CDU freiwillige Selbstverpflichtungen so toll findet ? Weil sich dann nichts ändert #quotejetzt http://t.co/3IH ...	RT @femInsist : warum die #CDU freiwillig Selbstverpflichtung so toll finden ? weil sich dann nichts ändern #quotejetzt http://t.co/3IH ...	NE NN $. PWAV ART NN ADJA NN ADV ADJD VVFIN $. KOUS PRF ADV PIS VVFIN ADJA NN $.	2/SB 0/-- 2/-- 11/MO 6/NK 11/SB 8/NK 11/OA 10/MO 11/MO 3/-- 11/-- 17/CP 17/OA 17/MO 17/OA 12/-- 19/NK 17/DA 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Polarity=positive|gender=fem|Sentiment::markable_101::Intensity=medium|num=sg|Source::markable_102::Source=True|Source::markable_102::Anaphref=empty|Sentiment::markable_101::Sarcasm=false case=nom|gender=fem|num=sg|Source::markable_102::Source=True|Sentiment::markable_101::Sentiment=True case=acc|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=pl|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=acc|gender=fem|num=pl|Target::markable_103::Target=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True _ _ case=acc|pers=3|num=sg _ gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _
334043546384478209	neutral	@HanneloreKraft Sagt mir bitte , dass das nicht stimmt ! RT “ @Jan_Wagner : Am 22.9 . die SPD weiträumig umfahren. https://t.co/maJ1rr66QH”	@HanneloreKraft sagen ich bitte , dass die nicht stimmen ! RT “ @Jan_Wagner : an @card@ . die SPD weiträumig umfahren. https://t.co/maJ1rr66QH”	NN VVFIN PPER ADV $, KOUS PDS PTKNEG VVFIN $. NE ADJA NN $. APPRART CARD $. ART NE ADJD ADJA NN	0/-- 1/-- 2/DA 2/MO 4/-- 9/CP 9/SB 9/NG 2/OC 9/-- 10/-- 13/NK 10/-- 13/-- 14/-- 21/MO 16/-- 19/NK 16/UC 21/MO 22/NK 15/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
323885003392053250	neutral	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit ?	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit ?	NN NN VAFIN PPER ADJD ART NN APPR NN $.	3/VO 1/NK 0/-- 3/SB 3/MO 7/NK 3/OA 7/MNR 8/NK 9/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _
323150587971661824	mixed	@brakmic ... Steuerrecht , Datenschutz , Warondrugs usw. brauchen dringend liberale Ideen - die Ehe mit der oft zu konservativen #CDU hat uns ..	@brakmic ... Steuerrecht , Datenschutz , Warondrugs usw. brauchen dringend liberal Idee - die Ehe mit die oft zu konservativ #CDU haben wir ..	NN $. NN $, NN $, NN ADV VVFIN ADJD ADJA NN $( ART NN APPR ART ADV PTKZU ADJA NN VAFIN PPER ADJA	0/-- 1/-- 9/SB 3/-- 3/CJ 5/-- 5/CJ 7/MNR 2/-- 9/MO 12/NK 9/SB 12/-- 15/NK 22/SB 15/MNR 21/NK 20/MO 20/PM 21/NK 16/NK 9/CJ 22/SB 22/RS	case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind pos=True Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|pos=True|num=pl|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|Target::markable_106::Anaphref=empty|EmoExpression::markable_107::Polarity=positive|Sentiment::markable_105::Intensity=medium|case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_107::SubjectiveFact=false|gender=fem|Target::markable_106::Target=True|Sentiment::markable_105::Sarcasm=false|EmoExpression::markable_107::Sarcasm=false case=nom|gender=fem|Sentiment::markable_105::Sentiment=True|num=pl|Target::markable_106::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sentiment=True|Sentiment::markable_108::Sarcasm=false|Intensifier::markable_112::Degree=medium|Sentiment::markable_108::Intensity=medium|Intensifier::markable_112::Intensifier=True|Intensifier::markable_112::EmoExpressionRef=emo-expression:markable_111 case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false case=dat|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl|pos=True
332940662196539392	neutral	@GJGBTL231 @ZDF Sie ist unsere neue Politische Geschäftsführerin Vorsitz steht nicht zur Wahl	@GJGBTL231 @ZDF Sie sein unser neu politisch Geschäftsführerin Vorsitz stehen nicht zu Wahl	CARD NN PPER VAFIN PPOSAT ADJA ADJA NN NN VVFIN PTKNEG APPRART NN	0/-- 1/-- 4/SB 2/-- 8/NK 8/NK 8/NK 10/SB 8/NK 4/PD 10/NG 10/CVC 12/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
332644961554137088	negative	SPD - Chef Gabriel lenkt im Streit ums Tempolimit ein : Die SPD pfeift ihren Chef zurück , doch der Totalschaden i ... http://t.co/hQrkVKR5Bj	SPD - Chef Gabriel lenken in Streit ums Tempolimit ein : die SPD pfeifen ihr Chef zurück , doch die Totalschaden i ... http://t.co/hQrkVKR5Bj	NE $( NN NE VVFIN APPRART NN APPRART NN PTKVZ $. ART NE VVFIN PPOSAT NN PTKVZ $, KON ART NN NE $. NE	5/SB 1/-- 1/PAR 3/NK 0/-- 5/MO 6/NK 5/MO 8/NK 5/SVP 10/-- 13/NK 14/SB 5/CJ 16/NK 14/OA 14/SVP 17/-- 13/CD 21/NK 19/CJ 21/NK 22/-- 22/PNC	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500183::Uncertain=false|gender=masc|EmoExpression::markable_100500183::Intensity=medium|num=sg|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|*=True|num=sg _ case=nom|*=True|num=sg
332219941849800705	negative	@thalertom Auf alle Fälle interessant ! Die grünen Spitzenfunktionäre scheinen jedenfalls sehr selbstbewusst . Alles Zauberlehrlinge ... ;-)	@thalertom auf alle Fall interessant ! die grün Spitzenfunktionär scheinen jedenfalls sehr selbstbewusst . alle Zauberlehrling ... ;-)	NN APPR PIAT NN ADJD $. ART ADJA NN VVFIN ADV ADV ADJD $. PIAT NN $. $(	0/-- 5/MO 4/NK 2/NK 1/-- 5/-- 9/NK 9/NK 10/SB 6/-- 10/MO 13/MO 10/MO 13/-- 16/NK 14/-- 16/-- 17/--	_ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::Polarity=positive|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Intensity=medium _ case=nom|Sentiment::markable_114::Intensity=weak|num=pl|Sentiment::markable_114::Sentiment=True|gender=masc|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Polarity=negative case=nom|Sentiment::markable_114::Sentiment=True|gender=masc|Target::markable_115::Preferred=true|pos=True|Target::markable_115::Target=True|num=pl|Target::markable_115::Anaphref=empty case=nom|gender=masc|num=pl|Target::markable_115::Target=True|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True EmoExpression::markable_100500219::SubjectiveFact=true|Sentiment::markable_114::Sentiment=True|pos=True|EmoExpression::markable_100500219::Uncertain=false|EmoExpression::markable_100500219::Intensity=medium|EmoExpression::markable_100500219::Sarcasm=false|EmoExpression::markable_100500219::Polarity=negative|EmoExpression::markable_100500219::EmoExpression=True Sentiment::markable_114::Sentiment=True case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::Polarity=positive|gender=masc|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Sarcasm=false|num=pl|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium _ EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false
318833905627193344	negative	RT @gruene_berlin : “Diese #Bundesregierung ist die erfolgreichste seit der #Wiedervereinigung . ” April , April ! - #200Gründe noch #174Tage ...	RT @gruene_berlin : “Diese #Bundesregierung sein die erfolgreich seit die #Wiedervereinigung . ” April , April ! - #200Gründe noch #174Tage ...	NE NE $. NN NN VAFIN ART ADJA APPR ART NN $. ADJA NN $, NN $. $( NN KON NN $.	2/PNC 0/-- 2/-- 6/SB 4/NK 3/-- 8/NK 6/PD 8/MNR 11/NK 9/NK 11/-- 14/NK 12/-- 14/-- 14/CJ 16/-- 19/-- 17/-- 19/CD 20/CJ 21/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=fem|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=true|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=strong|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::SubjectiveFact=false case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::EmoExpression=True|pos=True Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|pos=True case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=masc|Negation::markable_121::Negation=True|Negation::markable_121::EmoExpressionRef=empty Negation::markable_121::Negation=True|Sentiment::markable_118::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True Sentiment::markable_118::Sentiment=True _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _
334792335688884224	positive	@bigliel @cloudista Acht Jahre !? Da fehlt nach der Wahl ja jegliche politische Kontrolle . Finde Legislaturen von über 5 Jahren heikel .	@bigliel @cloudista acht Jahr !? da fehlen nach die Wahl ja jegliche politisch Kontrolle . finden Legislaturen von über 5 Jahr heikel .	NN NE ADJA NN ADJD ADV VVFIN APPR ART NN ADV PIAT ADJA NN $. VVFIN NN APPR APPR CARD NN ADJD $.	0/-- 1/-- 4/NK 2/-- 4/PD 7/MO 5/-- 7/MO 10/NK 8/NK 7/MO 14/NK 14/NK 7/OA 14/-- 15/-- 16/OA 17/PG 20/MO 21/NK 18/NK 16/MO 22/--	_ case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl pos=True _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|mood=subj|Sentiment::markable_122::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_122::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|num=pl|Target::markable_124::Anaphref=empty|gender=fem|Target::markable_124::Preferred=true|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True case=dat|gender=neut|num=pl|Target::markable_124::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_123::SubjectiveFact=false|EmoExpression::markable_123::Intensity=medium|EmoExpression::markable_123::Uncertain=false|pos=True|EmoExpression::markable_123::Polarity=negative|EmoExpression::markable_123::EmoExpression=True|EmoExpression::markable_123::Sarcasm=false Sentiment::markable_122::Sentiment=True
335861407377661952	neutral	“ @Knuddelbacke : Gott stehe uns bei , die Politik wird es nach dem € - Crash nicht können . Die sind alle auf der Flucht Mach mal Werkzeugkiste zu	“ @Knuddelbacke : Gott stehen wir bei , die Politik werden es nach die € - crashen nicht können . die sein alle auf die Flucht machen mal Werkzeugkiste zu	ADJA NN $. NN VVFIN PPER PTKVZ $, ART NN VAFIN PPER APPR ART NN $( VVIMP PTKNEG VMINF $. PDS VAFIN PIS APPR ART NN VVIMP ADV NN APPR	2/NK 0/-- 2/-- 5/SB 3/-- 5/DA 5/SVP 7/-- 10/NK 11/SB 5/CJ 11/EP 19/MO 15/NK 13/NK 15/-- 15/NK 19/NG 11/OC 19/-- 22/SB 20/-- 22/PD 23/MNR 26/NK 24/NK 22/OC 27/MO 27/OA 27/MO	case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ _ _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl _
337431143852957696	negative	Debakel um Projekt „Euro Hawk“ : Merkel steht bei Drohnen - Affäre hinter De ... - FOCUS Online - http://t.co/fbgF1PgQ4b	Debakel um Projekt „Euro Hawk“ : Merkel stehen bei Drohn - Affäre hinter De ... - Focus Online - http://t.co/fbgF1PgQ4b	NN APPR NN NN NE $. NE VVFIN APPR NN $( NN APPR NE $. $( NE NE $( NN	8/MO 1/MNR 2/NK 5/PNC 3/NK 5/-- 8/SB 0/-- 8/MO 9/NK 10/-- 10/APP 12/MNR 13/NK 14/-- 17/-- 18/PNC 20/NK 18/-- 15/--	case=nom|gender=masc|EmoExpression::markable_100500184::Uncertain=false|EmoExpression::markable_100500184::Intensity=strong|num=sg|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ case=dat|EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=negative|gender=fem|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false _ case=dat|gender=fem|num=sg _ _ *=True *=True _ *=True
337331809085956096	positive	Die Zeiten des Friedens sind fast gezählt ... http://t.co/hBeIXgRRko via @wordpressdotcom #Syrien #Israel	die Zeit die Frieden sein fast zählen ... http://t.co/hBeIXgRRko via @wordpressdotcom #Syrien #Israel	ART NN ART NN VAFIN ADV VVPP $. NN APPR NN ADJA NN	2/NK 5/SB 4/NK 2/AG 0/-- 7/MO 5/PD 7/-- 8/-- 9/MNR 10/NK 13/NK 11/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|EmoExpression::markable_100500185::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg
317813242380554240	neutral	Bundesregierung will offenbar ACTA - Fehler bei TAFTA wiederholen » GrünDigital http://t.co/mSTBdeh2z1	Bundesregierung wollen offenbar ACTA - Fehler bei TAFTA wiederholen » GrünDigital http://t.co/mSTBdeh2z1	NN VMFIN ADJD NN $( NN APPR NN VVFIN ADJA NN CARD	2/SB 0/-- 2/MO 2/OA 4/-- 9/SB 6/MNR 7/NK 2/OC 11/NK 9/MO 11/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _
324650398679977984	neutral	REGIME - HETZE = = = = = = = = = Noch vor Bundestagswahl #AfD Verbot ? #Spiegel " entdeckt " strategische Unterwanderung durch #NPD http://t.co/hAt96QipmD	Regime - hetzen = = = = = = = = = noch vor Bundestagswahl #AfD Verbot ? #Spiegel " entdecken " strategisch Unterwanderung durch #NPD http://t.co/hAt96QipmD	NN $( VVFIN $( $( $( $( $( $( $( $( $( KON APPR NN ADJA NN $. NN $( VVFIN $( ADJA NN APPR ADJA NN	3/SB 1/-- 0/-- 3/-- 4/-- 5/-- 6/-- 7/-- 8/-- 9/-- 10/-- 11/-- 14/MO 3/PAR 14/NK 17/NK 15/AG 17/-- 21/SB 19/-- 18/-- 21/-- 24/NK 21/OA 24/MNR 27/NK 25/NK	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ _ _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl
326079547697143808	mixed	Wenn im Fall #Hoeneß ausgerechnet #Daum und #Steinbrück zur moralischen Instanz werden , dann kann ' s ja heiter werden	wenn in Fall #Hoeneß ausgerechnet #Daum und #Steinbrück zu moralisch Instanz werden , dann können ' s ja heiter werden	KOUS APPRART NN NN ADJD NN KON NN APPRART ADJA NN VAINF $, ADV VMFIN $( NN ADV ADJD VAFIN	12/CP 12/MO 2/NK 3/NK 6/MO 12/PD 6/CD 7/CJ 6/MNR 11/NK 9/NK 14/RE 12/-- 15/MO 0/-- 15/-- 15/SB 15/MO 20/PD 15/OC	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg gender=masc|*=True|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500186::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_100500186::Intensity=medium|num=sg|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false case=dat|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ EmoExpression::markable_100500222::Intensity=medium|comp=True|EmoExpression::markable_100500187::Sarcasm=false|EmoExpression::markable_100500222::Sarcasm=false|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Uncertain=false|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Polarity=negative|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=positive|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True
