373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN $(	0/-- 5/NK 5/NK 5/NK 16/SB 16/PD 16/SB 16/MO 8/UC 16/CP 10/-- 11/-- 16/SB 13/-- 14/-- 1/-- 16/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
382870043639701504	neutral	Neuer Artikel der Piraten _ BS Bruchstraße demnächst ohne Rotlicht ? http://t.co/aVwrrvm34z	neu Artikel die Pirat _ BS Bruchstraße demnächst ohne Rotlicht ? http://t.co/aVwrrvm34z	ADJA NN ART NN XY NE NN ADV APPR NN $. NN	2/NK 0/-- 4/NK 2/AG 0/-- 7/NK 2/APP 9/MO 7/MNR 9/NK 10/-- 11/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=nom|*=True|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg
379514462593490944	positive	DTN Germany : Rot - Grün schwächelt : Für die SPD geht es nur noch um die Große Koalition : Rückenwind fühlt sich a ... http://t.co/ZkmamlaUhu	DTN Germany : Rot - Grün schwächelt : für die SPD gehen es nur noch um die groß Koalition : Rückenwind fühlen sich a ... http://t.co/ZkmamlaUhu	NE NE $. NE $( NE VVFIN $. APPR ART NE VVFIN PPER ADV ADV APPR ART ADJA NN $. NN VVFIN PRF FM $. NN	6/PNC 6/PNC 2/-- 6/PNC 6/PNC 7/SB 0/-- 7/-- 12/MO 11/NK 9/NK 7/SB 12/EP 16/MO 14/MO 12/OP 19/NK 19/NK 16/NK 19/-- 22/SB 12/CJ 22/OA 22/SB 24/-- 24/PNC	Sentiment::markable_100500284::Sarcasm=false|Sentiment::markable_100500284::Intensity=medium|*=True|Sentiment::markable_100500284::Sentiment=True|Source::markable_100500285::Source=True|Sentiment::markable_100500284::Polarity=positive|Source::markable_100500285::Anaphref=empty case=nom|*=True|num=sg|Sentiment::markable_100500284::Sentiment=True|Source::markable_100500285::Source=True Sentiment::markable_100500284::Sentiment=True case=nom|num=sg|Target::markable_100500286::Target=True|*=True|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Preferred=true|Target::markable_100500286::Anaphref=empty Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=nom|*=True|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True EmoExpression::markable_100500287::Polarity=negative|mood=ind|EmoExpression::markable_100500287::Sarcasm=false|EmoExpression::markable_100500287::SubjectiveFact=false|Sentiment::markable_100500284::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _
359207971063996418	positive	RT @maennerstreik : Liebe #Piraten : " Eine weitere feministische Partei ist nicht das , wonach sich zahllose Wähler sehnen . " http://t.co/1VRe8 …	RT @maennerstreik : lieb #Piraten : " eine weit feministisch Partei sein nicht die , wonach sich zahllos Wähler sehnen . " http://t.co/1VRe8 …	NE NN $. ADJA NN $. $( ART ADJA ADJA NN VAFIN PTKNEG PDS $, PWAV PRF ADJA NN VVINF $. $( CARD ADJA	2/SB 0/-- 2/-- 5/NK 12/PD 5/-- 6/-- 11/NK 11/NK 11/NK 12/SB 3/-- 14/NG 12/SB 14/-- 20/MO 20/OA 19/NK 20/SB 12/OC 20/-- 21/-- 24/MO 22/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::EmoExpression=True|*=True|EmoExpression::markable_100500288::SubjectiveFact=false|pos=True|EmoExpression::markable_100500288::Polarity=positive|num=pl|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Intensity=medium case=nom|*=True|num=pl _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ _ case=acc|pers=3|num=pl case=nom|gender=neut|num=pl|pos=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100500421::Uncertain=false|EmoExpression::markable_100500421::Polarity=positive|EmoExpression::markable_100500421::Sarcasm=false|EmoExpression::markable_100500421::Intensity=medium|EmoExpression::markable_100500421::SubjectiveFact=false|EmoExpression::markable_100500421::EmoExpression=True _ _ _
375605897751719936	positive	Sind jetzt die " rechten " #AfD stärker als die #piratenpartei ?!? Dass die nichtmal 3%  schaffen ?!? Krass hätt ich ... http://t.co/Mgbo3jgQca	sein jetzt die " recht|rechts " #AfD stark als die #piratenpartei ?!? dass die nichtmal @card@ schaffen ?!? krass hätt ich ... http://t.co/Mgbo3jgQca	VAFIN ADV ART $( ADJA $( NN ADJD KOKOM ART NN NN KOUS ART ADV CARD VVFIN ADJD ADJD VVFIN PPER $. NE	0/-- 1/MO 7/NK 3/-- 7/NK 5/-- 1/SB 1/PD 11/CM 11/NK 8/CC 1/PD 17/MO 16/NK 16/MO 13/NK 12/-- 17/MO 20/MO 18/-- 20/SB 21/-- 22/--	pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg|pos=True _ case=dat|gender=masc|num=sg EmoExpression::markable_100500289::Intensity=medium|EmoExpression::markable_100500289::SubjectiveFact=false|EmoExpression::markable_100500289::Sarcasm=false|comp=True|EmoExpression::markable_100500289::Polarity=positive|EmoExpression::markable_100500289::EmoExpression=True|EmoExpression::markable_100500289::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl _ _ _ _ EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|EmoExpression::markable_100500290::Polarity=positive|pos=True|EmoExpression::markable_100500290::Sarcasm=false|EmoExpression::markable_100500290::Uncertain=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _
368430872174669824	positive	@Nachtfalke_de Ich danke Ihnen für Ihre Antwort . Sie sind der erste , der antwortet . Das ist eben echt " Piraten " .	@Nachtfalke_de ich danken Sie für ihr Antwort . Sie sein die erst , die antworten . die sein eben echt " Pirat " .	NN PPER VVFIN PPER APPR PPOSAT NN $. PPER VAFIN ART ADJA $, PRELS VVFIN $. PDS VAFIN ADV ADJD $( NN $( $.	0/-- 3/SB 1/-- 3/DA 3/OP 7/NK 5/NK 7/-- 10/SB 8/-- 12/NK 10/PD 12/-- 15/SB 12/RC 15/-- 18/SB 16/-- 18/MO 18/PD 20/-- 18/PAR 22/-- 23/--	case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 EmoExpression::markable_100500422::Polarity=positive|mood=ind|EmoExpression::markable_100500422::Uncertain=false|EmoExpression::markable_100500422::Intensity=medium|EmoExpression::markable_100500422::Sarcasm=false|EmoExpression::markable_100500422::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500422::EmoExpression=True case=dat|*=True|num=pl|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ _
380454656230440960	negative	RT @StopPaedoGruene : #Grüne - + #SPD - Netzpolitiker fordern via FR " Klappe halten ! " statt #Trittin-Rücktritt + beleidigen Kritiker als " Heuc…	RT @StopPaedoGruene : #Grüne - + #SPD - Netzpolitiker fordern via FR " Klappe halten ! " statt #Trittin-Rücktritt + beleidigen Kritiker als " Heuc…	NE NN $. NN $( KON ADJA $( NN VVFIN APPR NE $( NN VVINF $. $( APPR NN KON VVFIN NN KOKOM $( ADJA	2/SB 0/-- 2/-- 10/SB 4/-- 4/CD 9/NK 7/-- 6/CJ 3/-- 10/MO 11/NK 12/-- 15/OA 10/OC 15/-- 16/-- 21/CJ 18/NK 21/CD 17/-- 21/OA 25/CM 25/-- 22/CC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl _ _ gender=masc|*=True _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|gender=fem|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false EmoExpression::markable_100500291::EmoExpression=True _ _ _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True
367967044781625345	mixed	RT @AlexCasino : @NewelMedia Haha ... die Grünen machen einen pragmatischen und sinnvollen Vorschlag ! Und der Türkenlobbyist Schmiedel ist nat…	RT @AlexCasino : @NewelMedia Haha ... die Grüne machen eine pragmatisch und sinnvoll Vorschlag ! und die Türkenlobbyist Schmiedel sein nat…	NE NN $. NN NE $. ART NN VVFIN ART ADJA KON ADJA NN $. KON ART NN NE VAFIN ADJA	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 8/NK 9/SB 6/-- 14/NK 14/NK 11/CD 12/CJ 9/OA 14/-- 20/JU 18/NK 20/SB 18/NK 15/-- 20/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Source::markable_100500313::Source=True|Source::markable_100500313::Anaphref=empty|*=True|num=pl|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive case=nom|*=True|Source::markable_100500313::Source=True|num=pl|Sentiment::markable_100500312::Sentiment=True pers=3|Sentiment::markable_100500312::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True|gender=masc|Target::markable_100500314::Preferred=true|Target::markable_100500314::Anaphref=empty case=acc|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=false|Target::markable_100500314::Target=True|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|pos=True|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=positive|num=sg|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500314::Target=True case=acc|Target::markable_100500314::Target=True|EmoExpression::markable_100500315::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_100500315::EmoExpression=True|EmoExpression::markable_100500315::Polarity=positive|num=sg|EmoExpression::markable_100500315::Sarcasm=false|EmoExpression::markable_100500315::Intensity=medium|Sentiment::markable_100500312::Sentiment=True|EmoExpression::markable_100500315::SubjectiveFact=false case=acc|gender=masc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True _ case=nom|Sentiment::markable_100500317::Intensity=weak|Target::markable_100500318::Preferred=true|gender=masc|Target::markable_100500318::Anaphref=empty|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|Sentiment::markable_100500317::Sarcasm=false|Sentiment::markable_100500317::Polarity=negative case=nom|EmoExpression::markable_100500319::Uncertain=false|EmoExpression::markable_100500319::Intensity=weak|EmoExpression::markable_100500319::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500319::EmoExpression=True|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_100500319::Sarcasm=false|EmoExpression::markable_100500319::Polarity=negative case=nom|gender=masc|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg
365559316104749056	negative	" Noch 45  Tage und wir sind die los " , rief Steinbrück ! Einfach niveaulos ! #SPD #CDU ich erwarte Respekt + Wertschätzung !	" noch @card@ Tag und wir sein die los " , rufen Steinbrück ! einfach niveaulos ! #SPD #CDU ich erwarten Respekt + Wertschätzung !	$( ADV CARD NN KON PPER VAFIN PDS ADJD $( $, VVFIN NN $. ADJD ADJD $. ADJA NN PPER VVFIN NN KON NN $.	2/-- 4/MO 4/NK 7/SB 4/CD 5/CJ 12/OC 7/PD 7/PD 9/-- 10/-- 0/-- 12/SB 13/-- 16/MO 14/-- 16/-- 19/NK 21/SB 21/SB 17/-- 21/OA 22/CD 23/CJ 24/--	Sentiment::markable_100500308::Polarity=negative|Sentiment::markable_100500308::Sarcasm=false|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Intensity=strong|Sentiment::markable_100500308::Sentiment=True|Sentiment::markable_100500304::Intensity=strong|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500304::Sarcasm=false|Target::markable_100500304::Anaphref=empty|Target::markable_100500304::Preferred=true|Sentiment::markable_100500304::Polarity=negative Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=acc|num=pl|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=masc|Sentiment::markable_100500308::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=nom|pers=1|num=pl|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Sentiment=True|*=True EmoExpression::markable_100500308::Intensity=medium|mood=ind|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500308::Polarity=negative|pers=1|num=pl|tense=pres|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500308::SubjectiveFact=false|EmoExpression::markable_100500308::Uncertain=false|Target::markable_100500304::Target=True case=nom|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|*=True|Target::markable_100500308::Target=True|Target::markable_100500308::Preferred=true|num=pl|Target::markable_100500308::Anaphref=empty|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|EmoExpression::markable_100500308::EmoExpression=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True case=nom|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|*=True|Source::markable_100500308::Anaphref=empty|num=sg|Sentiment::markable_100500304::Sentiment=True|Source::markable_100500308::Source=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500306::EmoExpressionRef=emo-expression:markable_100500305|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500306::Degree=medium|Intensifier::markable_100500306::Intensifier=True EmoExpression::markable_100500304::Intensity=medium|pos=True|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=negative|EmoExpression::markable_100500304::Sarcasm=false|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500304::EmoExpression=True Sentiment::markable_100500304::Sentiment=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=positive|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium _ case=acc|EmoExpression::markable_100500303::SubjectiveFact=false|EmoExpression::markable_100500303::Polarity=positive|gender=fem|EmoExpression::markable_100500303::Uncertain=false|EmoExpression::markable_100500303::Intensity=medium|EmoExpression::markable_100500303::EmoExpression=True|num=sg|EmoExpression::markable_100500303::Sarcasm=false _
377699292766818304	negative	Grüne auf Vierjahrestief Mit dem Sympathieträger an der Spitze gibts nun mal nur eine Richtung @FOCUSLive http://t.co/gJZj9EyiyE	Grüne auf Vierjahrestief mit die Sympathieträger an die spitz gibts nun mal nur eine Richtung @FOCUSLive http://t.co/gJZj9EyiyE	NN APPR NN APPR ART NN APPR ART ADJA NN ADV ADV ADV ART NN ADJA NN	0/-- 1/MO 2/NK 3/MNR 6/NK 4/NK 6/MNR 10/NK 10/NK 7/NK 16/MO 16/MO 15/MO 15/NK 16/OA 1/CJ 16/--	case=nom|Sentiment::markable_100500298::Sentiment=True|Target::markable_100500299::Preferred=true|Target::markable_100500299::Anaphref=empty|Sentiment::markable_100500298::Sarcasm=false|*=True|Sentiment::markable_100500298::Polarity=negative|num=pl|Sentiment::markable_100500298::Intensity=medium|Target::markable_100500299::Target=True Sentiment::markable_100500298::Sentiment=True case=acc|EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500298::Sentiment=True|gender=fem|EmoExpression::markable_100500300::SubjectiveFact=false|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500297::Sarcasm=false|gender=masc|EmoExpression::markable_100500297::SubjectiveFact=false|EmoExpression::markable_100500297::Polarity=positive|EmoExpression::markable_100500297::EmoExpression=True|num=sg|EmoExpression::markable_100500297::Uncertain=false|EmoExpression::markable_100500297::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
372629686071070720	negative	RT @popkulturjunkie : FDP , NPD und ein finnischer Quark . Wie sich eine Wahlkampf - Panne aus Facebook heraus ausbreitete. http://t.co/IRdyszVN …	RT @popkulturjunkie : FDP , NPD und eine finnisch Quark . wie sich eine Wahlkampf - Panne aus Facebook heraus ausbreitete. http://t.co/IRdyszVN …	NE ADJD $. NE $, NE KON ART ADJA NN $. KOUS PRF ART NN $( NN APPR NE ADV ADJA NN ADJA	0/-- 1/PD 2/-- 3/-- 4/-- 4/CJ 6/CD 10/NK 10/NK 7/CJ 10/-- 23/MO 23/OA 15/NK 23/OA 15/-- 15/APP 17/MNR 18/NK 23/MO 22/NK 23/OA 11/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500296::EmoExpression=True|gender=fem|EmoExpression::markable_100500296::Uncertain=false|num=sg|EmoExpression::markable_100500296::SubjectiveFact=false|EmoExpression::markable_100500296::Sarcasm=false|EmoExpression::markable_100500296::Polarity=negative|EmoExpression::markable_100500296::Intensity=weak _ case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True
379939815678304257	neutral	Links - Interessante Seiten zu den Themen Nachrichten und Politik POLITBAROMETER WAHL - O - MAT CDU SPD GRUENE FDP LINKE http://goo.glZ5SQEL	Link - interessant Seite zu die Thema Nachricht und Politik POLITBAROMETER Wahl - O - MAT CDU SPD GRUENE FDP links http://goo.glZ5SQEL	NE $( ADJA NN APPR ART NN NN KON NN NN NN $( NN $( NE NE NE NN NE ADJA NN	0/-- 1/-- 4/NK 0/-- 4/MNR 7/NK 5/NK 7/NK 8/CD 9/CJ 7/NK 11/NK 12/-- 12/CJ 14/-- 18/PNC 18/PNC 14/NK 14/CJ 19/NK 22/NK 19/PD	case=nom|*=True|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
381723901140541440	negative	#AfD sagt : Die neue „GEZ“ kommt einer Zwangssteuer sehr nahe . #cdu #csu #spd #grüne #fdp #linke #piraten #afd #BTW13	#AfD sagen : die neu „GEZ“ kommen eine Zwangssteuer sehr nahe . #cdu #csu #spd #grüne #fdp #linke #piraten #afd #BTW13	NN VVFIN $. ART ADJA NN VVFIN ART NN ADV PTKVZ $. NN NN ADJD ADJA NN ADJA NN ADJD CARD	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 2/OC 9/NK 7/SB 7/MO 7/SVP 11/-- 12/-- 13/NK 17/NK 17/NK 13/CJ 19/NK 17/MNR 21/MO 19/NK	case=nom|Sentiment::markable_100500341::Sentiment=True|Sentiment::markable_100500341::Polarity=negative|*=True|Sentiment::markable_100500341::Intensity=medium|Source::markable_100500342::Source=True|num=sg|Sentiment::markable_100500341::Sarcasm=false|Source::markable_100500342::Anaphref=empty pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500341::Sentiment=True case=nom|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Anaphref=empty|gender=fem|Target::markable_100500343::Preferred=true|Target::markable_100500343::Target=True case=nom|num=sg|Sentiment::markable_100500341::Sentiment=True|gender=fem|pos=True|Target::markable_100500343::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Target=True pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500341::Sentiment=True case=acc|EmoExpression::markable_100500344::EmoExpression=True|Sentiment::markable_100500341::Sentiment=True|gender=fem|EmoExpression::markable_100500344::Uncertain=false|num=sg|EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::Polarity=negative Sentiment::markable_100500341::Sentiment=True Sentiment::markable_100500341::Sentiment=True Sentiment::markable_100500341::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
369376824016785408	neutral	RT @TravelbugDE : Parteien sollten nicht an ihren aktuellen Wahlversprechen gemessen werden , sondern an denen der letzten Wahlen . #Piraten	RT @TravelbugDE : Partei sollen nicht an ihr aktuell Wahlversprechen messen werden , sondern an die die letzt Wahl . #Piraten	NE NN $. NN VMFIN PTKNEG APPR PPOSAT ADJA NN VVPP VAINF $, KON APPR PDS ART ADJA NN $. NN	2/SB 0/-- 2/-- 5/SB 3/-- 5/NG 11/MO 10/NK 10/NK 7/NK 12/OC 5/OC 12/-- 7/CD 14/CJ 15/NK 19/NK 19/NK 16/AG 19/-- 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl _ _ _ _ _ case=dat|*=True|num=pl case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ _
380268581537062912	neutral	RT @LINKE_HEI : Auf die Lobby - FDP von heute kann Deutschland verzichten http://t.co/qQ7MvG4ypU #FDP #BTW13 #LINKE +	RT @LINKE_HEI : auf die Lobby - FDP von heute können Deutschland verzichten http://t.co/qQ7MvG4ypU #FDP #BTW13 #LINKE +	NE ADJD $. APPR ART NN $( NE APPR ADV VMFIN NE VVFIN NN NN CARD NN KON	0/-- 1/PD 2/-- 11/MO 6/NK 4/NK 6/-- 6/PAR 8/MNR 9/NK 3/-- 11/SB 11/OC 13/OA 14/NK 17/NK 13/MO 13/MO	case=nom|*=True|num=sg pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ gender=neut|*=True _
