322366239513141248	positive	@knorx100 ja das stimmt , aber bislang hab ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV PDS VVFIN $, KON ADV VAIMP PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJA	0/-- 3/MO 4/SB 1/-- 4/-- 4/CD 17/MO 17/NK 17/SB 17/OA 13/MO 13/MO 17/NG 17/MO 16/NK 14/NK 18/MO 6/CJ	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=neut|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
327333262563344384	positive	Noch ein mal schlafen bis zum MEGA geilen Auftritt von Blackstreet ! Beste Musik der 90 ´s Jahre ! Zieht euch das ... http://t.co/7bDpSWscZF	noch eine mal schlafen bis zu MEGA geil Auftritt von Blackstreet ! gut Musik die 90 ´s Jahr ! zeihen|ziehen ihr die ... http://t.co/7bDpSWscZF	ADV ART ADV VVINF KON APPRART NN ADJA NN APPR NE $. ADJA NN ART CARD ADJA NN $. VVFIN PPER PDS $. NE	2/MO 9/NK 4/MO 9/NK 4/CD 8/MO 6/NK 5/CJ 0/-- 9/PG 10/NK 11/-- 14/NK 12/-- 18/NK 18/NK 18/NK 14/AG 18/-- 19/-- 20/DA 20/OA 22/-- 23/--	_ case=nom|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|Intensifier::markable_116::Intensifier=True|gender=masc|Sentiment::markable_113::Sentiment=True|Sentiment::markable_113::Sarcasm=false|num=sg|Sentiment::markable_113::Polarity=positive|Sentiment::markable_113::Intensity=strong|Intensifier::markable_116::EmoExpressionRef=emo-expression:markable_115|Intensifier::markable_116::Degree=strong case=acc|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|pos=True|Sentiment::markable_113::Sentiment=True|num=sg case=acc|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty|gender=masc|Sentiment::markable_113::Sentiment=True Target::markable_114::Target=True|Sentiment::markable_113::Sentiment=True case=dat|*=True|num=sg|Target::markable_114::Target=True|Sentiment::markable_113::Sentiment=True _ EmoExpression::markable_119::Sarcasm=false|Sentiment::markable_117::Intensity=strong|EmoExpression::markable_119::Polarity=positive|Sentiment::markable_117::Sentiment=True|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::Intensity=strong|Target::markable_100500238::Target=True|Target::markable_100500238::Preferred=true|Target::markable_100500238::Anaphref=empty|EmoExpression::markable_119::SubjectiveFact=false|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=positive|EmoExpression::markable_119::EmoExpression=True case=dat|gender=fem|num=sg|Target::markable_100500238::Target=True|Sentiment::markable_117::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_117::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=neut|num=sg _ _
327317030741098496	positive	Wow , der @WDR2 folgt mir ! Das ist ja fast schon wie ein Ritterschlag , danke !	Wow , die @WDR2 folgen ich ! die sein ja fast schon wie eine Ritterschlag , danken !	NE $, ART NN VVFIN PPER $. PDS VAFIN ADV ADV ADV KOKOM ART NN $, VVFIN $.	0/-- 1/-- 4/NK 1/CJ 4/-- 5/DA 6/-- 9/SB 7/-- 9/MO 12/MO 9/MO 15/CM 15/NK 9/PD 15/-- 15/OC 17/--	EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=positive|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=nom|Target::markable_122::Preferred=true|num=sg|Target::markable_122::Anaphref=empty|gender=masc|Target::markable_122::Target=True case=nom|gender=masc|num=sg|Target::markable_122::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_122::Target=True case=dat|*=True|Target::markable_122::Target=True|num=sg|pers=1 _ case=nom|Target::markable_100500240::Target=True|Target::markable_100500240::Anaphref=empty|gender=neut|Sentiment::markable_100500239::Sentiment=True|Sentiment::markable_100500239::Intensity=medium|Sentiment::markable_100500239::Polarity=positive|num=sg|Sentiment::markable_100500239::Sarcasm=false|Target::markable_100500240::Preferred=true pers=3|Sentiment::markable_100500239::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|Sentiment::markable_100500239::Sentiment=True|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_100500239::Sentiment=True|EmoExpression::markable_100500241::EmoExpression=True Sentiment::markable_100500239::Sentiment=True pers=3|Sentiment::markable_100500239::Sentiment=True|num=sg|tense=pres|mood=subj Sentiment::markable_100500239::Sentiment=True
327475866101751808	positive	@Tur_Bor Und WP132 https://t.co/6KGe6oMGJT OER an Hochschulen . Falls der Antrag so akzeptiert wird ;)	@Tur_Bor und WP132 https://t.co/6KGe6oMGJT OER an Hochschule . falls die Antrag so akzeptiert werden ;)	NN KON CARD NN NN APPR NN $. KOUS ART NN ADV ADJD VAFIN ADJA	0/-- 4/JU 4/NK 1/-- 4/NK 4/MO 6/NK 7/-- 14/CP 11/NK 14/SB 13/MO 14/PD 8/-- 14/MO	case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=dat|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_123::Polarity=positive|EmoExpression::markable_123::EmoExpression=True|EmoExpression::markable_123::SubjectiveFact=false|EmoExpression::markable_123::Intensity=medium|EmoExpression::markable_123::Sarcasm=false|EmoExpression::markable_123::Uncertain=false
327500694955380736	positive	@GedankenKreisel Quatsch . Du bist wie du bist und du bist Klasse .	@GedankenKreisel Quatsch . du sein wie du sein und du sein Klasse .	NN NN $. PPER VAFIN KOKOM PPER VAFIN KON PPER VAFIN NN $.	0/-- 1/-- 2/-- 5/SB 3/-- 7/CM 8/SB 5/OC 8/CD 11/SB 9/CJ 11/PD 12/--	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500237::Uncertain=false|gender=masc|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|Sentiment::markable_124::Sentiment=True|Target::markable_126::Preferred=true|*=True|Sentiment::markable_124::Polarity=positive|pers=2|num=sg|Sentiment::markable_124::Sarcasm=false|Target::markable_126::Target=True|Target::markable_126::Anaphref=empty|Sentiment::markable_124::Intensity=strong pers=2|Sentiment::markable_124::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_124::Sentiment=True|EmoExpression::markable_125::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false _
328026282552082432	positive	@stiuvou @dialogine ja , sieht so aus wie wenns grad in dem moment fertig wäre ^ ^	@stiuvou @dialogine ja , sehen so aus wie wenns Grad in die Moment fertig sein ^ ^	NN ADJD ADV $, VVFIN ADV PTKVZ KOKOM ADJA NN APPR ART NN ADJD VAFIN XY XY	0/-- 1/-- 5/MO 3/-- 2/-- 5/MO 5/SVP 10/CM 10/NK 6/CC 5/MO 13/NK 11/NK 15/PD 5/OC 17/PNC 15/SB	_ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_100500236::Polarity=positive|EmoExpression::markable_100500236::Sarcasm=false|EmoExpression::markable_100500236::Uncertain=false|EmoExpression::markable_100500236::Intensity=medium|EmoExpression::markable_100500236::SubjectiveFact=false|EmoExpression::markable_100500236::EmoExpression=True EmoExpression::markable_100500236::EmoExpression=True
323752014075019266	positive	RT @der_handwerk : „Mein Gott . Du riechst inzwischen manchmal schon wie dein Vater . “ „Mein Vater ist tot . “ „Drei Jahre im Mai . “	RT @der_handwerk : „Mein Gott . du riechen inzwischen manchmal schon wie dein Vater . “ „Mein Vater sein tot . “ „Drei Jahr in Mai . “	NE NN $. ADJA NN $. PPER VVFIN ADV ADV ADV KOKOM PPOSAT NN $. ADJA ADJA NN VAFIN ADJD $. ADJA ADJA NN APPRART NN $. ADJA	2/SB 0/-- 2/-- 5/NK 3/-- 5/-- 8/SB 6/-- 8/MO 8/MO 8/MO 14/CM 14/NK 8/MO 14/-- 18/NK 18/NK 19/SB 15/-- 19/PD 20/-- 21/-- 24/NK 22/MO 22/MO 25/NK 26/-- 27/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_127::Sarcasm=false|gender=masc|Sentiment::markable_127::Polarity=positive|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|Sentiment::markable_127::Intensity=medium|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=positive|EmoExpression::markable_128::Sarcasm=false|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|EmoExpression::markable_128::EmoExpression=True|num=sg|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|Target::markable_129::Anaphref=empty|*=True|Target::markable_129::Target=True|pers=2|num=sg|Target::markable_129::Preferred=true|Sentiment::markable_127::Sentiment=True pers=2|num=sg|tense=pres|mood=ind|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_100500264::Sarcasm=false|EmoExpression::markable_100500264::EmoExpression=True|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|pos=True _ _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
323790807612149760	neutral	Zahl der Fixierungen nimmt zu - Aktuelle Nachrichten aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K http://t.co/k35Kmojavj	Zahl die Fixierung nehmen zu - aktuell Nachricht aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K http://t.co/k35Kmojavj	NN ART NN VVFIN APPR $( ADJA NN APPR NN $( NN NE $( NN NN NE	4/SB 3/NK 1/AG 0/-- 4/OP 5/-- 8/NK 5/NK 8/MNR 9/NK 10/-- 8/PAR 12/NK 13/-- 8/PAR 17/PNC 15/NK	case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
327355471356895232	positive	@Maxk88 hahaha ne ich will nur spaß haben :D können auch gerne jemand anderes grillen dann hast du auch was davon ^ ^	@Maxk88 hahaha eine ich wollen nur Spaß haben :D können auch gerne jemand andere grillen dann haben du auch was davon ^ ^	CARD NN ART PPER VMFIN ADV NN VAFIN NN VMFIN ADV ADV PIS PIS VVFIN ADV VAFIN PPER ADV PIS PAV XY XY	0/-- 5/SB 4/NK 2/SB 1/-- 7/MO 8/OA 5/OC 10/SB 8/OC 10/MO 13/MO 10/SB 15/OA 10/OC 15/MO 10/CJ 17/SB 20/MO 10/MO 20/NK 23/PNC 20/NK	_ case=nom|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500258::Uncertain=false|Sentiment::markable_100500257::Intensity=medium|gender=masc|EmoExpression::markable_100500258::Sarcasm=false|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500258::Polarity=positive|Sentiment::markable_100500257::Polarity=positive|num=sg|EmoExpression::markable_100500258::Intensity=medium|EmoExpression::markable_100500258::SubjectiveFact=false|Sentiment::markable_100500257::Sarcasm=false pers=1|Sentiment::markable_100500257::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Source::markable_100500259::Source=True|Source::markable_100500259::Anaphref=empty|*=True|Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=positive|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false Sentiment::markable_100500257::Sentiment=True case=acc|EmoExpression::markable_100500300::Sarcasm=false|Target::markable_100500261::Target=True|EmoExpression::markable_100500300::EmoExpression=True|EmoExpression::markable_100500300::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500300::Polarity=positive|Sentiment::markable_100500257::Sentiment=True|num=sg|EmoExpression::markable_100500300::Uncertain=false|Target::markable_100500261::Anaphref=empty|EmoExpression::markable_100500300::Intensity=medium|Target::markable_100500261::Preferred=true pers=3|Sentiment::markable_100500257::Sentiment=True|num=pl|tense=pres|mood=ind EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::Uncertain=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_130::Intensity=medium pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_100500263::SubjectiveFact=false|EmoExpression::markable_100500263::EmoExpression=True|EmoExpression::markable_100500263::Uncertain=false|EmoExpression::markable_100500263::Polarity=positive|EmoExpression::markable_100500263::Sarcasm=false|EmoExpression::markable_100500263::Intensity=medium case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ case=acc|gender=neut|num=sg _ EmoExpression::markable_100500262::EmoExpression=True|EmoExpression::markable_100500262::Intensity=medium|EmoExpression::markable_100500262::Uncertain=false|EmoExpression::markable_100500262::SubjectiveFact=false|EmoExpression::markable_100500262::Polarity=positive|EmoExpression::markable_100500262::Sarcasm=false EmoExpression::markable_100500262::EmoExpression=True
328086189376679936	negative	#Moyamoya ist nicht ein Spiel oder ein köstliches Kraut Arten . Es ist eine ernste Krankheit , in deinem Kopf . 🙏 #Medical via @ikkex12	#Moyamoya sein nicht eine Spiel oder eine köstlich Kraut Art . es sein eine ernst Krankheit , in dein Kopf . 🙏 #Medical via @ikkex12	NN VAFIN PTKNEG ART NN KON ART ADJA NN NN $. PPER VAFIN ART ADJA NN $, APPR PPOSAT NN $. ADJD ADJD APPR CARD	2/SB 0/-- 2/NG 5/NK 2/PD 5/CD 9/NK 9/NK 6/CJ 2/PD 10/-- 13/SB 11/-- 16/NK 16/NK 13/PD 16/-- 13/MO 20/NK 18/NK 20/-- 23/MO 21/-- 23/MO 24/NK	case=nom|Target::markable_132::Preferred=true|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Intensity=medium|gender=neut|Target::markable_132::Anaphref=empty|Target::markable_132::Target=True|Sentiment::markable_131::Polarity=negative|num=sg|Sentiment::markable_131::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_131::Sentiment=True Negation::markable_134::Negation=True|Sentiment::markable_131::Sentiment=True|Negation::markable_134::EmoExpressionRef=empty case=nom|Sentiment::markable_131::Sentiment=True|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_133::EmoExpression=True Sentiment::markable_131::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_100500270::EmoExpression=True|gender=neut|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_131::Sentiment=True Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|Sentiment::markable_136::Polarity=negative|gender=neut|pers=3|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Target::markable_137::Target=True|Sentiment::markable_136::Intensity=medium|Sentiment::markable_136::Sarcasm=false pers=3|Sentiment::markable_136::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|gender=fem|pos=True|Intensifier::markable_100500269::Intensifier=True|num=sg|Intensifier::markable_100500269::Degree=medium|Intensifier::markable_100500269::EmoExpressionRef=emo-expression:markable_100500268 case=nom|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_100500268::EmoExpression=True|gender=fem|EmoExpression::markable_100500268::Sarcasm=false|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Polarity=negative|EmoExpression::markable_100500268::SubjectiveFact=false Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True _ pos=True _ _
328110318251294720	positive	@x34_manuela geil !! Wir wurden geschminkt und uns wurden die haare gemacht :D	@x34_manuela geil !! wir werden schminken und wir werden die haaren gemacht :D	NN ADJD ADJD PPER VAFIN VVPP KON PPER VAFIN ART VVFIN ADJD ADJD	0/-- 3/MO 1/-- 5/SB 3/-- 5/OC 5/CD 13/DA 7/CJ 11/SB 9/OC 11/MO 11/MO	case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=subj _ EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::Polarity=positive
323733483551862784	mixed	Frühlingsgefühle - Und trotzdem Eiszeit in der Partnerschaft ? http://t.co/koW9gAY7ci	Frühlingsgefühl - und trotzdem Eiszeit in die Partnerschaft ? http://t.co/koW9gAY7ci	NN $( KON PAV NN APPR ART NN $. NE	0/-- 3/-- 5/CD 5/NK 1/-- 5/MNR 8/NK 6/NK 8/-- 9/--	case=nom|EmoExpression::markable_100500265::EmoExpression=True|gender=fem|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=positive|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false _ _ _ case=nom|EmoExpression::markable_100500266::Sarcasm=false|gender=fem|EmoExpression::markable_100500266::SubjectiveFact=false|EmoExpression::markable_100500266::Polarity=negative|EmoExpression::markable_100500266::Intensity=medium|num=sg|EmoExpression::markable_100500266::Uncertain=false|EmoExpression::markable_100500266::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg
323832851772633088	negative	RT @Selenator : @lifemeangomez ICH GRAD AUCH ! Find ' s echt Mega unfair das sie nicht nach Deutschland kommt !!!	RT @Selenator : @lifemeangomez ich Grad auch ! Find ' s echt Mega unfair die sie nicht nach Deutschland kommen !!!	NE NN $. NN PPER NN ADV $. NN $( NN ADJD NN ADJD PDS PPER PTKNEG APPR NE VVFIN ADJD	2/SB 0/-- 2/-- 3/-- 6/SB 4/-- 6/MO 7/-- 20/SB 9/-- 9/CJ 11/MO 11/OA 15/MO 20/SB 20/SB 20/NG 20/MO 18/NK 8/-- 20/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|num=sg|Sentiment::markable_140::Polarity=negative|gender=masc|Sentiment::markable_140::Intensity=strong Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|Target::markable_144::Anaphref=markable_145|Target::markable_144::Preferred=true|Target::markable_144::Target=True Sentiment::markable_140::Sentiment=True|Intensifier::markable_143::Intensifier=True|Intensifier::markable_143::Degree=strong|pos=True|Intensifier::markable_143::EmoExpressionRef=emo-expression:markable_141 case=acc|Sentiment::markable_140::Sentiment=True|num=sg|Intensifier::markable_142::Intensifier=True|Intensifier::markable_142::Degree=strong|gender=neut|Intensifier::markable_142::EmoExpressionRef=emo-expression:markable_141 EmoExpression::markable_141::Polarity=positive|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|EmoExpression::markable_141::Sarcasm=false|pos=True|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Uncertain=false case=acc|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True case=nom|Target::markable_145::Anaphref=empty|*=True|Target::markable_145::Preferred=true|pers=3|Sentiment::markable_140::Sentiment=True|num=pl|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True case=dat|gender=neut|num=sg|Target::markable_145::Target=True|Sentiment::markable_140::Sentiment=True pers=3|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_145::Target=True EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=positive|EmoExpression::markable_146::Intensity=medium|pos=True|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True
327402830803636224	positive	@Exitussan Hrm D: dunno mang ... da verweis ich Leute irgendwie lieber auf die Twitchaufnahmen	@Exitussan Hrm D: dunno mang ... da verweisen ich Leute irgendwie lieb auf die Twitchaufnahmen	NN NE NE NE NE $. KOUS VVIMP PPER NN ADV ADJD APPR ART NN	0/-- 5/PNC 5/PNC 5/PNC 1/-- 5/-- 12/CP 6/-- 8/OA 8/OA 12/MO 6/-- 12/MO 15/NK 13/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|*=True|num=pl _ EmoExpression::markable_100500271::EmoExpression=True|EmoExpression::markable_100500271::Intensity=medium|EmoExpression::markable_100500271::Uncertain=false|EmoExpression::markable_100500271::SubjectiveFact=false|comp=True|EmoExpression::markable_100500271::Polarity=positive|EmoExpression::markable_100500271::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
323586654302531584	neutral	Ich habe ein Video zu einer @YouTube - Playlist hinzugefügt : http://t.co/Nr5oCerrNo deutsche chemtrails Doku Low	ich haben eine Video zu eine @YouTube - Playlist hinzufügen : http://t.co/Nr5oCerrNo deutsch chemtrails Doku Low	PPER VAFIN ART NN APPR ART NN $( NN VVPP $. NN ADJA ADJA NN NN	2/SB 0/-- 4/NK 2/OA 4/MNR 7/NK 5/NK 9/-- 10/OA 7/-- 10/-- 10/PAR 15/NK 15/NK 12/AG 10/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
328100359413317632	positive	Neue Boxen und gleich auch wieder neues Headset ^ ^	neu Box|Boxen und gleich auch wieder neu Headset ^ ^	ADJA NN KON ADJD ADV ADV ADJA NN XY XY	2/NK 0/-- 2/CD 8/MO 8/MO 8/MO 8/NK 3/CJ 0/-- 0/--	case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg EmoExpression::markable_100500272::Intensity=medium|EmoExpression::markable_100500272::SubjectiveFact=false|EmoExpression::markable_100500272::EmoExpression=True|EmoExpression::markable_100500272::Polarity=positive|EmoExpression::markable_100500272::Sarcasm=false|EmoExpression::markable_100500272::Uncertain=false EmoExpression::markable_100500272::EmoExpression=True
