311972225265836033	positive	:-))) Der neue Papst : Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst : es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN $. PPER VAFIN ART NN NN APPR NN	7/PD 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311926568828145664	negative	Jetzt hat mir der neue Papst das Abendprogramm vermasselt . Der fängt ja gut an ... ;)	jetzt haben ich die neu Papst die Abendprogramm vermasseln . die fangen ja gut an ... ;)	ADV VAFIN PPER ART ADJA NN ART NN VVPP $. PDS VVFIN ADV ADJD PTKVZ $. ADJA	9/MO 0/-- 9/DA 6/NK 6/NK 2/SB 8/NK 9/OA 2/OC 9/-- 12/SB 10/-- 12/MO 12/MO 12/SVP 15/-- 16/--	Sentiment::markable_102::Polarity=negative|Sentiment::markable_102::Sarcasm=false|Sentiment::markable_102::Sentiment=True|Sentiment::markable_102::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_102::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_102::Sentiment=True|pers=1 case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True case=nom|num=sg|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True|pos=True case=nom|gender=masc|num=sg|Target::markable_103::Target=True|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::SubjectiveFact=false|mood=ind|EmoExpression::markable_104::EmoExpression=True|Sentiment::markable_102::Sentiment=True|EmoExpression::markable_104::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104::Polarity=negative|EmoExpression::markable_104::Sarcasm=false _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|pos=True|EmoExpression::markable_105::EmoExpression=True _ _ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false
311919821438726146	positive	Nach dem besten Fußballer der Welt präsentieren die Argentinier nun auch den Papst .	nach die gut Fußballer die Welt präsentieren die Argentinier nun auch die Papst .	APPR ART ADJA NN ART NN VVFIN ART NN ADV ADV ART NN $.	7/MO 4/NK 4/NK 1/NK 6/NK 4/AG 0/-- 9/NK 7/OA 7/MO 13/MO 13/NK 7/OA 13/--	_ case=dat|Sentiment::markable_107::Sentiment=True|gender=neut|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true|Sentiment::markable_107::Intensity=strong|num=sg|Target::markable_109::Target=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=positive case=gen|EmoExpression::markable_108::Sarcasm=false|EmoExpression::markable_108::Uncertain=false|EmoExpression::markable_108::Polarity=positive|Sentiment::markable_107::Sentiment=True|gender=masc|EmoExpression::markable_108::SubjectiveFact=false|num=pl|EmoExpression::markable_108::Intensity=strong|Target::markable_109::Target=True|sup=True|EmoExpression::markable_108::EmoExpression=True case=gen|gender=masc|num=pl|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311923091540426753	negative	RT @onlinegott : Ich hatte schon Angst , dass wir den Papst nicht zu Gesicht bekommen . Hat Tom Hanks den Tag doch noch gerettet !	RT @onlinegott : ich haben schon Angst , dass wir die Papst nicht zu Gesicht bekommen . haben Tom Hanks die Tag doch noch retten !	NE NN $. PPER VAFIN ADV NN $, KOUS PPER ART NN PTKNEG APPR NN VVINF $. VAFIN NE NN ART NN ADV ADV VVPP $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 5/OA 7/-- 16/CP 16/SB 12/NK 16/OA 16/NG 16/MO 14/NK 7/OC 16/-- 17/-- 20/PNC 18/SB 22/NK 25/OA 25/MO 25/MO 18/OC 25/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_110::Polarity=negative|*=True|num=sg|Sentiment::markable_110::Intensity=medium|Source::markable_111::Source=True|Sentiment::markable_110::Sarcasm=false|Source::markable_111::Anaphref=empty|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=nom|pers=1|Source::markable_112::Source=True|num=sg|Source::markable_112::Anaphref=markable_111|*=True|Sentiment::markable_110::Sentiment=True pers=1|Sentiment::markable_110::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_110::Sentiment=True case=acc|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=fem|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::Polarity=negative|num=sg|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_113::Intensity=medium Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=nom|*=True|pers=1|num=pl|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True Target::markable_114::Target=True|Sentiment::markable_110::Sentiment=True Target::markable_114::Target=True|Sentiment::markable_110::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True Target::markable_114::Target=True|Sentiment::markable_110::Sentiment=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ EmoExpression::markable_10404356::Uncertain=false|EmoExpression::markable_10404356::SubjectiveFact=false|EmoExpression::markable_10404356::Intensity=medium|EmoExpression::markable_10404356::Polarity=positive|EmoExpression::markable_10404356::EmoExpression=True|EmoExpression::markable_10404356::Sarcasm=false _
311921269966786560	positive	Super Nummer . Er kann erstmal das Gebet nicht auf italienisch :D #Papst	Super Nummer . er können erstmal die Gebet nicht auf italienisch :D #Papst	NN NN $. PPER VMFIN ADV ART NN PTKNEG APPR ADJD ADJA NN	0/-- 1/NK 2/-- 5/SB 3/-- 5/MO 8/NK 12/OA 5/NG 5/MO 12/MO 13/NK 10/NK	case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=strong|gender=fem|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pos=True case=dat|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::Polarity=positive|gender=masc|pos=True|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Sarcasm=false|num=sg|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=dat|gender=masc|num=sg
311795029989548032	mixed	Solange kein rosa Rauch aufsteigt und endlich ein offen schwuler Papst auf den Balkon tritt , ist es doch auch nicht wirklich spannend , oder ?	solange keine rosa Rauch aufsteigen und endlich eine offen schwul Papst auf die Balkon treten , sein es doch auch nicht wirklich spannend , oder ?	KOUS PIAT ADJD NE VVFIN KON ADV ART ADJD ADJA NN APPR ART NN VVFIN $, VAFIN PPER ADV ADV PTKNEG ADJD ADJD $, KON $.	5/CP 5/SB 5/MO 5/OA 17/MO 5/CD 15/MO 11/NK 10/MO 11/NK 15/SB 15/MO 14/NK 12/NK 6/CJ 15/-- 0/-- 17/SB 17/MO 17/MO 17/NG 23/MO 17/PD 23/-- 17/CD 25/CJ	Sentiment::markable_120::Sarcasm=false|Target::markable_121::Target=True|Target::markable_121::Preferred=true|Sentiment::markable_120::Polarity=negative|Target::markable_121::Anaphref=empty|Sentiment::markable_120::Intensity=medium|Sentiment::markable_120::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True *=True|Target::markable_121::Target=True|pos=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True EmoExpression::markable_10404357::Intensity=medium|EmoExpression::markable_10404357::Sarcasm=false|EmoExpression::markable_10404357::Uncertain=false|EmoExpression::markable_10404357::Polarity=positive|Sentiment::markable_120::Sentiment=True|EmoExpression::markable_10404357::EmoExpression=True|Target::markable_121::Target=True|EmoExpression::markable_10404357::SubjectiveFact=false case=nom|Sentiment::markable_117::Intensity=medium|gender=neut|Target::markable_119::Target=True|Sentiment::markable_120::Sentiment=True|num=sg|Target::markable_121::Target=True|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|Target::markable_119::Anaphref=empty|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=positive Sentiment::markable_117::Sentiment=True|Sentiment::markable_120::Sentiment=True|Target::markable_121::Target=True|pos=True|Target::markable_119::Target=True case=nom|gender=masc|pos=True|Target::markable_119::Target=True|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True|Sentiment::markable_120::Sentiment=True case=nom|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True|gender=masc|Target::markable_119::Target=True|Sentiment::markable_120::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True Sentiment::markable_120::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_120::Sentiment=True case=nom|gender=neut|Sentiment::markable_120::Sentiment=True|num=sg|pers=3 Sentiment::markable_120::Sentiment=True Sentiment::markable_120::Sentiment=True Negation::markable_125::Negation=True|Negation::markable_125::EmoExpressionRef=emo-expression:markable_122|Sentiment::markable_120::Sentiment=True Intensifier::markable_124::Degree=medium|Intensifier::markable_124::Intensifier=True|Intensifier::markable_124::EmoExpressionRef=emo-expression:markable_122|pos=True|Sentiment::markable_120::Sentiment=True EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True|pos=True|Sentiment::markable_120::Sentiment=True|EmoExpression::markable_122::Uncertain=false _ _ _
311906212683862017	neutral	RT @_ungenau_ : " Schatz ! Schatz ! Wir haben einen neuen Papst ! " - " Dich darf man auch echt nicht alleine einkaufen lassen . "	RT @_ungenau_ : " Schatz ! Schatz ! wir haben eine neu Papst ! " - " du dürfen man auch echt nicht alleine einkaufen lassen . "	NE ADJD $. $( NN $. NN $. PPER VAFIN ART ADJA NN $. $( $( $( PPER VMFIN PIS ADV ADJD PTKNEG ADV VVINF VVINF $. $(	0/-- 1/PD 2/-- 5/-- 3/-- 5/-- 6/-- 7/-- 10/SB 8/-- 13/NK 13/NK 10/OA 13/-- 14/-- 18/-- 16/-- 19/SB 15/-- 19/SB 22/MO 19/MO 19/NG 25/MO 26/OC 19/OC 26/-- 27/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ case=acc|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ pos=True _ _ _ _ _ _
312096145964933122	positive	RT @GoeringEckardt : Gleich im Deutschlandfunk und dann MoMa zum neuen Papst . Franziskus war Anwalt der Armen und der Natur . Hoffnung	RT @GoeringEckardt : gleich in Deutschlandfunk und dann MoMa zu neu Papst . Franziskus sein Anwalt die Arm|Arme und die Natur . Hoffnung	NE NE $. ADJD APPRART NN KON ADV NN APPRART ADJA NN $. NE VAFIN NN ART NN KON ART NN $. NN	2/PNC 0/-- 2/-- 5/MO 3/-- 5/NK 6/CD 9/MO 7/CJ 9/MNR 12/NK 10/NK 12/-- 15/SB 13/-- 15/PD 18/NK 16/AG 18/CD 21/NK 19/CJ 21/-- 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|EmoExpression::markable_126::Intensity=medium|gender=fem|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Sarcasm=false|num=sg|EmoExpression::markable_126::Polarity=positive|EmoExpression::markable_126::SubjectiveFact=false
311806339443720192	neutral	Ich leg mich fest : Der nächste Papst wird ein Mann !	ich legen ich fest : die nah Papst werden eine Mann !	PPER VVIMP PRF ADJD $. ART ADJA NN VAFIN ART NN $.	9/SB 9/OC 4/DA 9/PD 4/-- 8/NK 8/NK 9/SB 0/-- 11/NK 9/SB 11/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|*=True|num=sg|pers=1 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311919445054472194	neutral	Von wegen Rente mit 67 ! Der neue Papst ist mit 76  auch schon alt !	von wegen Rente mit @card@ ! die neu Papst sein mit @card@ auch schon alt !	APPR APPR NN APPR CARD $. ART ADJA NN VAFIN APPR CARD ADV ADV ADJD $.	0/-- 1/NK 2/NK 3/MNR 4/NK 5/-- 9/NK 9/NK 10/SB 6/-- 10/MO 11/NK 15/MO 15/MO 10/PD 15/--	_ _ gender=fem|*=True|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ pos=True _
311921981211697152	neutral	1 Millionen Menschen zum schweigen bringen . Das muss man erstmal schaffen #papst	1 Million Mensch zu schweigen bringen . die müssen man erstmal schaffen #papst	CARD NN NN APPRART VVINF VVINF $. PDS VMFIN PIS ADV VVFIN NN	2/NMC 6/OA 2/NK 6/CVC 4/NK 0/-- 6/-- 9/SB 7/-- 9/SB 9/MO 9/OC 12/OA	_ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ pers=2|num=sg|tense=pres|mood=ind
311917052103372800	positive	Was wäre ein Fortschritt für die Kirche ? Wenn der Papst Schwul wäre , dann wäre die Kirche vielleicht mal weltoffener .	was sein eine Fortschritt für die Kirche ? wenn die Papst schwul sein , dann sein die Kirche vielleicht mal weltoffen .	PIS VAFIN ART NN APPR ART NN $. KOUS ART NN ADJD VAFIN $, ADV VAFIN ART NN ADV ADV ADJD $.	2/SB 0/-- 4/NK 2/PD 4/MNR 7/NK 5/NK 7/-- 13/CP 11/NK 13/SB 13/PD 15/RE 13/-- 16/MO 8/-- 18/NK 16/SB 16/MO 16/MO 16/PD 21/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Sarcasm=false|gender=masc|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|num=sg|EmoExpression::markable_127::Polarity=positive|EmoExpression::markable_127::Uncertain=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pers=3|num=sg|tense=past|mood=subj _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::Uncertain=false|comp=True|EmoExpression::markable_130::EmoExpression=True|EmoExpression::markable_130::Intensity=medium _
311926562117275648	neutral	Wenn der #Papst in Deutschland #promoviert hat und Merkel ihm dann morgen ihr Vertrauen ausspricht , bleibt der ja nicht lang .	wenn die #Papst in Deutschland #promoviert haben und Merkel er dann morgen ihr Vertrauen aussprechen , bleiben die ja nicht lang .	KOUS ART NN APPR NE ADJD VAFIN KON NE PPER ADV ADV PPOSAT NN VVFIN $, VVFIN PDS ADV PTKNEG ADJD $.	7/CP 3/NK 7/SB 3/MNR 4/NK 7/MO 17/MO 7/CD 15/SB 15/DA 15/MO 15/MO 14/NK 15/OA 8/CJ 15/-- 0/-- 17/SB 17/MO 17/NG 17/PD 21/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=dat|gender=masc|num=sg|pers=3 _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ pos=True _
311915787906580480	neutral	Liebe Christenheit ! Mein Name ist ... und ich bin Pirat ... äh ... #Papst .	Liebe Christenheit ! mein Name sein ... und ich sein Pirat ... äh ... #Papst .	NN NN $. PPOSAT NN VAFIN $. KON PPER VAFIN NN $. VVFIN $. NN $.	0/-- 1/NK 2/-- 5/NK 6/PD 3/-- 6/-- 10/JU 10/SB 7/-- 10/PD 11/-- 12/-- 13/-- 14/-- 15/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ _ _ _
312192280419241984	negative	Der neue #Papst hat Humor ? Die Homo - Ehe als eine Intrige Satans und deren Adoptionsrecht als Kindesmissbrauch zu bezeichnen ist also Humor ?	die neu #Papst haben Humor ? die Homo - Ehe als eine Intrige Satan und die Adoptionsrecht als Kindesmissbrauch zu bezeichnen sein also Humor ?	ART ADJA NN VAFIN NN $. ART NN $( NN KOKOM ART NN NN KON PDAT NN KOKOM NN PTKZU VVINF VAFIN ADV NN $.	3/NK 3/NK 4/SB 0/-- 4/OA 5/-- 8/NK 22/SB 8/-- 21/OA 13/CM 13/NK 10/CC 13/NK 14/CD 17/NK 15/CJ 13/CD 18/NK 21/PM 22/OC 6/-- 22/MO 22/PD 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=neut|num=sg _ case=gen|gender=fem|num=sg case=dat|gender=neut|num=sg _ case=acc|EmoExpression::markable_10404358::Uncertain=false|EmoExpression::markable_10404358::EmoExpression=True|gender=masc|EmoExpression::markable_10404358::Intensity=medium|EmoExpression::markable_10404358::SubjectiveFact=false|num=sg|EmoExpression::markable_10404358::Polarity=negative|EmoExpression::markable_10404358::Sarcasm=false _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _
311912684457181184	positive	RT @bangpowwww : Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	RT @bangpowwww : gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	NE ADJD $. ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	0/-- 1/PD 2/-- 5/MO 3/-- 5/SB 5/MO 9/NK 7/NK 5/CD 10/CJ 14/NK 14/NK 11/OA 14/MNR 17/NK 15/NK 14/CD 20/NK 18/CJ 23/NK 23/NK 20/AG 20/PD 11/SVP 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=neut|num=sg case=gen|EmoExpression::markable_10404359::Intensity=medium|EmoExpression::markable_10404359::Polarity=positive|gender=neut|EmoExpression::markable_10404359::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_10404359::SubjectiveFact=false|EmoExpression::markable_10404359::Uncertain=false|EmoExpression::markable_10404359::Sarcasm=false case=gen|gender=neut|num=sg _ _ _
311942870326198272	neutral	Chabos wissen wer der Babo ist ... #papst	Chabos wissen wer die Babo sein ... #papst	NE VVFIN PWS ART NE VAFIN $. NN	2/SB 0/-- 6/SB 5/NK 6/SB 2/OC 6/-- 7/--	case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
311919177835347970	negative	Während N24 den Wikipedia Eintrag von Franziskus dem I. runterrattert , überleg ich noch , ob Bergoglio nicht irgendne Krankheit ist . #Papst	während N24 die Wikipedia Eintrag von Franziskus die I. runterrattert , überlegen ich noch , ob Bergoglio nicht irgendne Krankheit sein . #Papst	APPR NN ART NN NN APPR NE ART NE VVPP $, VVIMP PPER ADV $, KOUS NE PTKNEG ADV NN VAFIN $. NN	10/MO 1/NK 4/NK 10/OA 4/NK 10/SBP 6/NK 9/NK 10/DA 21/PD 10/-- 10/OC 21/SB 21/MO 14/-- 21/CP 21/SB 21/NG 21/MO 21/PD 0/-- 21/-- 22/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|EmoExpression::markable_10404360::Polarity=negative|gender=fem|EmoExpression::markable_10404360::EmoExpression=True|EmoExpression::markable_10404360::Intensity=medium|num=sg|EmoExpression::markable_10404360::SubjectiveFact=true|EmoExpression::markable_10404360::Uncertain=false|EmoExpression::markable_10404360::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind _ _
311937352576675841	positive	weißer rauch ... gut : lateinamerikanischer #papst - was werden die beiden ( foto ) wohl in diesem augenblick denken	weiß rauchen ... gut : lateinamerikanisch #papst - was werden die beide ( Foto ) wohl in dies Augenblick denken	ADJA VVIMP $. ADJD $. ADJA NN $( PWS VAFIN ART PIAT $( NN $( ADV APPR PDAT NN VVFIN	0/-- 1/NK 2/-- 6/MO 4/-- 7/NK 9/RE 7/-- 10/PD 3/-- 14/NK 14/NK 12/-- 10/SB 14/-- 20/MO 20/MO 19/NK 17/NK 10/OC	Target::markable_132::Preferred=true|EmoExpression::markable_10404361::Uncertain=false|EmoExpression::markable_10404361::EmoExpression=True|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Intensity=medium|Target::markable_132::Anaphref=empty|Target::markable_132::Target=True|EmoExpression::markable_10404361::Intensity=medium|EmoExpression::markable_10404361::SubjectiveFact=true|Sentiment::markable_131::Polarity=positive|EmoExpression::markable_10404361::Sarcasm=false|Sentiment::markable_131::Sarcasm=false|EmoExpression::markable_10404361::Polarity=positive Target::markable_132::Target=True|EmoExpression::markable_10404361::EmoExpression=True|pos=True|Sentiment::markable_131::Sentiment=True Sentiment::markable_131::Sentiment=True EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ gender=neut|*=True pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=acc|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind
