328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen :)	gleich in Braunschweig mit Kamaraden Treffen :)	ADJD APPR NE APPR ADJA NN ADJD	0/-- 1/MO 2/NK 7/MO 6/NK 4/NK 1/PD	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
328130320580882433	positive	RT @Mini_Styles1D : @jaquisolucky dieser pulli hat einfach mal unser Leben verändert .. haha	RT @Mini_Styles1D : @jaquisolucky dies Pulli haben einfach mal unser Leben verändert .. haha	NE ADJD $. NN PDAT NN VAFIN ADJD ADV PPOSAT NN ADJD ADJA NN	0/-- 1/PD 2/-- 3/-- 6/NK 7/SB 4/-- 13/MO 8/MO 11/NK 8/OA 13/MO 7/OC 13/--	case=nom|*=True|num=sg case=nom|num=sg|Sentiment::markable_87::Sarcasm=false|Sentiment::markable_87::Intensity=medium|Sentiment::markable_87::Sentiment=True|*=True|Sentiment::markable_87::Polarity=positive Sentiment::markable_87::Sentiment=True Sentiment::markable_87::Sentiment=True case=nom|num=sg|Target::markable_88::Anaphref=empty|Target::markable_88::Preferred=true|gender=masc|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|pos=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|pos=True EmoExpression::markable_86::Sarcasm=false|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Intensity=medium|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
329264281222778881	positive	Meine neuen Hasis *___* ♥ rechts von meiner Mama als Geburtstagsgeschenk ♥ links von einem netten Mädchen aus FB. http://t.co/Vvf76mXAnG	mein neu Hasis *___* ♥ rechts von mein Mama als Geburtstagsgeschenk ♥ links von eine nett Mädchen aus FB. http://t.co/Vvf76mXAnG	PPOSAT ADJA NN ADJA NN ADV APPR PPOSAT NN KOKOM NN ADJD ADV APPR ART ADJA NN APPR NN NN	3/NK 3/NK 0/-- 5/NK 3/APP 7/MO 5/MNR 9/NK 7/NK 13/CM 13/PNC 13/MO 5/MNR 13/MO 17/NK 17/NK 14/NK 17/MNR 18/NK 19/NK	case=nom|Sentiment::markable_248::Sentiment=True|Sentiment::markable_248::Polarity=positive|gender=masc|Target::markable_249::Anaphref=empty|Target::markable_249::Preferred=true|num=pl|Target::markable_249::Target=True|Sentiment::markable_248::Intensity=medium|Sentiment::markable_248::Sarcasm=false case=nom|Sentiment::markable_248::Sentiment=True|num=pl|Target::markable_249::Target=True|gender=masc|pos=True case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_104012291::SubjectiveFact=false|gender=masc|EmoExpression::markable_104012291::Uncertain=false|EmoExpression::markable_104012291::Intensity=medium|num=pl|EmoExpression::markable_104012291::Sarcasm=false|Target::markable_249::Target=True|EmoExpression::markable_104012291::Polarity=positive|EmoExpression::markable_104012291::EmoExpression=True case=nom|Sentiment::markable_248::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_247::Intensity=medium|num=pl|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=masc|EmoExpression::markable_157::SubjectiveFact=false|num=pl|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::SubjectiveFact=false|EmoExpression::markable_158::Polarity=positive _ _ case=dat|Sentiment::markable_89::Sentiment=True|Sentiment::markable_89::Polarity=positive|num=sg|gender=masc|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Intensity=medium case=dat|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_90::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_90::Intensity=medium|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=dat|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_91::Anaphref=empty|gender=masc|Target::markable_91::Preferred=true|Target::markable_91::Target=True Sentiment::markable_89::Sentiment=True case=dat|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg case=dat|gender=masc|num=sg
327476224278552576	positive	Gesundheitspolitik - " Das Pflegesystem ist unmenschlich und überaltert " http://t.co/ynKybNkmfb	Gesundheitspolitik - " die Pflegesystem sein unmenschlich und überaltert " http://t.co/ynKybNkmfb	NN $( $( ART NN VAFIN ADJD KON ADJD $( NN	6/SB 1/-- 2/-- 5/NK 1/NK 0/-- 6/PD 7/CD 8/CJ 9/-- 9/PAR	case=nom|gender=fem|num=sg _ _ case=nom|Target::markable_93::Preferred=true|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|gender=neut|Target::markable_93::Anaphref=empty|num=sg|Target::markable_93::Target=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_92::Sentiment=True|Target::markable_93::Target=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Polarity=negative|EmoExpression::markable_94::Sarcasm=false|pos=True|EmoExpression::markable_94::Intensity=medium|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false Sentiment::markable_92::Sentiment=True EmoExpression::markable_95::Sarcasm=false|pos=True|EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Uncertain=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_95::Polarity=negative|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _ _
327475613487230976	positive	Pfingstzeltcamp mit der ganzen Stufe . So muss das . Abriss !	Pfingstzeltcamp mit die ganz Stufe . so müssen die . Abriß !	NN APPR ART ADJA NN $. ADV VMFIN PDS $. NN $.	0/-- 1/OP 5/NK 5/NK 2/NK 5/-- 8/MO 6/-- 8/SB 9/-- 10/-- 11/--	case=nom|Target::markable_251::Preferred=true|Target::markable_251::Anaphref=empty|Target::markable_251::Target=True|*=True|Sentiment::markable_250::Polarity=positive|num=sg|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|Sentiment::markable_250::Sarcasm=false Sentiment::markable_250::Sentiment=True|Target::markable_251::Target=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True case=dat|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_251::Target=True|pos=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True EmoExpression::markable_104012292::SubjectiveFact=false|EmoExpression::markable_104012292::Uncertain=false|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_104012292::Polarity=positive|EmoExpression::markable_104012292::Sarcasm=false|EmoExpression::markable_104012292::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=nom|gender=neut|num=sg|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True
325393540358213632	neutral	Angebot des Tages mit 50%  Rabatt beim Designer Outlet : 3/4 Hose von Lynne im buntem 70 ' s Muster http://t.co/RFXPcGiTHI Mode miss50percent	Angebot die Tag mit @card@ Rabatt bei Designer Outlet : 3/4 Hose von Lynne in bunt 70 ' s Muster http://t.co/RFXPcGiTHI Mode miss50percent	NN ART NN APPR CARD NN APPRART NN ADJD $. CARD NN APPR NE APPRART ADJA CARD $( NN NN NE NN ADJD	0/-- 3/NK 1/AG 1/MNR 6/NK 4/NK 6/MNR 7/NK 11/MO 9/-- 12/NK 6/APP 12/PG 13/NK 12/MNR 19/NK 19/NK 17/-- 15/NK 1/CJ 20/NK 20/CJ 22/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ gender=neut|*=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True _ _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg pos=True
328472317116166144	positive	@Matthias_aus_Do @SPORT1_Dopa Respekt . Das war ein sehr sympathischer und professioneller Auftritt und tat der Sendung gut .	@Matthias_aus_Do @SPORT1_Dopa Respekt . die sein eine sehr sympathisch und professionell Auftritt und tun die Sendung gut .	NN NN NN $. PDS VAFIN ART ADV ADJA KON ADJA NN KON VVFIN ART NN ADJD $.	0/-- 1/-- 2/-- 3/-- 6/SB 4/-- 12/NK 9/MO 12/NK 9/CD 10/CJ 6/PD 6/CD 13/CJ 16/NK 14/DA 14/MO 17/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=acc|EmoExpression::markable_253::Intensity=medium|EmoExpression::markable_253::Uncertain=false|EmoExpression::markable_253::Sarcasm=false|EmoExpression::markable_253::EmoExpression=True|gender=masc|EmoExpression::markable_253::Polarity=positive|Sentiment::markable_252::Sentiment=True|Sentiment::markable_252::Sarcasm=false|Sentiment::markable_252::Intensity=medium|num=sg|EmoExpression::markable_253::SubjectiveFact=false|Sentiment::markable_252::Polarity=positive Sentiment::markable_252::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_252::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_252::Sentiment=True case=nom|Target::markable_100::Anaphref=empty|Target::markable_100::Preferred=true|Sentiment::markable_252::Sentiment=True|gender=neut|Sentiment::markable_96::Sarcasm=false|Sentiment::markable_96::Intensity=medium|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_100::Target=True|Sentiment::markable_96::Polarity=positive Sentiment::markable_96::Sentiment=True|Intensifier::markable_98::Degree=strong|Intensifier::markable_98::Intensifier=True|Sentiment::markable_252::Sentiment=True|Intensifier::markable_98::EmoExpressionRef=emo-expression:markable_97|Target::markable_100::Target=True case=gen|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|pos=True|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_252::Sentiment=True|Target::markable_100::Target=True Target::markable_100::Target=True|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|Target::markable_100::Target=True|EmoExpression::markable_99::Uncertain=false case=gen|num=sg|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|Target::markable_100::Target=True Sentiment::markable_252::Sentiment=True EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|mood=ind|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|pers=3|num=sg|tense=past|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True EmoExpression::markable_104012306::Polarity=positive|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_104012306::Sarcasm=false|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_104012306::SubjectiveFact=false|pos=True|EmoExpression::markable_104012306::Uncertain=false|EmoExpression::markable_104012306::Intensity=medium|EmoExpression::markable_104012306::EmoExpression=True Sentiment::markable_252::Sentiment=True
320661075429318656	negative	#ksta Mühlheimer Straße - Mehrere Verletzte bei Wohnungsbrand Bei einem Feuer am späten Samstagnachmittag in einem M http://t.co/PdWy76b4xS	#ksta Mühlheimer Straße - mehrere Verletzte bei Wohnungsbrand bei eine Feuer an spät Samstagnachmittag in eine M http://t.co/PdWy76b4xS	NN ADJA NN $( PIAT NN APPR NE APPR ART NN APPRART ADJA NN APPR ART NE NN	0/-- 3/NK 1/NK 3/-- 6/NK 1/CJ 6/MNR 7/NK 1/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 14/MNR 17/NK 15/NK 17/PNC	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_104012293::Sarcasm=false|*=True|EmoExpression::markable_104012293::EmoExpression=True|EmoExpression::markable_104012293::Intensity=medium|EmoExpression::markable_104012293::Uncertain=false|num=pl|EmoExpression::markable_104012293::SubjectiveFact=false|EmoExpression::markable_104012293::Polarity=negative _ case=dat|gender=neut|EmoExpression::markable_104012295::Polarity=negative|EmoExpression::markable_104012295::Sarcasm=false|num=sg|EmoExpression::markable_104012295::Uncertain=false|EmoExpression::markable_104012295::Intensity=medium|EmoExpression::markable_104012295::SubjectiveFact=false|EmoExpression::markable_104012295::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_104012296::Intensity=medium|EmoExpression::markable_104012296::Sarcasm=false|gender=neut|EmoExpression::markable_104012296::Polarity=negative|num=sg|EmoExpression::markable_104012296::SubjectiveFact=true|EmoExpression::markable_104012296::EmoExpression=True|EmoExpression::markable_104012296::Uncertain=false case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321337882944094208	positive	Ich habe ein @YouTube - Video von @mathehilfe24 positiv bewertet : http://t.co/lVnUecqfDU e - Funktion Kurvendiskussion 1	ich haben eine @YouTube - Video von @mathehilfe24 positiv bewerten : http://t.co/lVnUecqfDU e - Funktion Kurvendiskussion 1	PPER VAFIN ART NN $( NN APPR CARD ADJD VVPP $. NN ADJA $( NN NN CARD	2/SB 0/-- 4/NK 2/OA 6/-- 4/-- 6/MNR 7/NK 10/MO 13/MO 10/-- 13/MO 8/-- 13/-- 13/PAR 15/NK 16/NK	case=nom|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_105::Source=True|pers=1|Source::markable_105::Anaphref=empty|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_104::Preferred=true|num=sg|Target::markable_104::Anaphref=empty|gender=neut|Target::markable_104::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false Sentiment::markable_103::Sentiment=True _ pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
328592314173882368	negative	@verleyxoxo : o oookay cool ! Ich bin mit englisch und Französisch schon vollkommen überfordert	@verleyxoxo : o oookay cool ! ich sein mit englisch und französisch schon vollkommen überfordern	NN $. ADJA NE ADJD $. PPER VAFIN APPR ADJD KON ADJD ADV ADJD VVFIN	0/-- 1/-- 4/NK 2/NK 4/UC 5/-- 8/SB 6/-- 15/MO 9/NK 10/CD 14/MO 14/MO 11/CJ 8/OC	_ _ _ _ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false _ case=nom|Source::markable_160::Anaphref=empty|Sentiment::markable_159::Intensity=strong|Sentiment::markable_159::Sarcasm=false|*=True|Source::markable_160::Source=True|Sentiment::markable_159::Polarity=negative|pers=1|num=sg|Sentiment::markable_159::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_162::Anaphref=empty|Target::markable_162::Target=True|Target::markable_162::Preferred=true|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Intensifier::markable_164::EmoExpressionRef=emo-expression:markable_163|Sentiment::markable_159::Sentiment=True|Intensifier::markable_164::Degree=medium|pos=True|Intensifier::markable_164::Intensifier=True EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|pos=True|EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::EmoExpression=True
323374811399213056	positive	@raz0rback2 Danke , ich habe nachgefragt . Anscheinend bist du genau während den Schulferien dort hingegangen .. :D Juni soll leer sein	@raz0rback2 Dank , ich haben nachfragen . anscheinend sein du genau während die Schulferien dort hingehen .. :D Juni sollen leer sein	CARD NN $, PPER VAFIN VVPP $. ADJD VAFIN PPER ADJD APPR ART NN ADV VVPP ADJA ADJA NN VMFIN ADJD PPOSAT	0/-- 5/VO 2/-- 5/SB 1/-- 5/OC 6/-- 9/PD 7/-- 9/SB 16/MO 16/MO 14/NK 12/NK 16/MO 9/PD 16/MO 19/NK 20/SB 17/-- 22/PD 20/OC	_ EmoExpression::markable_104012297::Uncertain=false|EmoExpression::markable_104012297::Sarcasm=false|EmoExpression::markable_104012297::EmoExpression=True|EmoExpression::markable_104012297::SubjectiveFact=false|EmoExpression::markable_104012297::Intensity=medium|EmoExpression::markable_104012297::Polarity=positive _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ pos=True pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 pos=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ _ gender=fem|*=True case=nom|EmoExpression::markable_107::SubjectiveFact=false|gender=masc|pos=True|num=sg|EmoExpression::markable_107::Intensity=strong|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::Sarcasm=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=positive case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _
321260487314661376	neutral	@kingmassiv Hey Bro , wäre es möglich mir mal zu folgen , nur kurz , will dich mal was ernstes fragen und da kann ich wenigstens mehr schreiben	@kingmassiv Hey Bro , sein es möglich ich mal zu folgen , nur kurz , wollen du mal was ernst fragen und da können ich wenigstens mehr schreiben	NN NE NE $, VAFIN PPER ADJD PPER ADV PTKZU VVINF $, ADV ADJD $, VMFIN PPER ADV PIAT ADJA VVINF KON ADV VMFIN PPER ADV ADV VVFIN	0/-- 3/PNC 5/SB 3/-- 1/-- 5/SB 11/MO 11/DA 11/MO 11/PM 6/RE 11/-- 14/MO 5/PD 14/-- 5/MO 21/OA 21/MO 20/NK 21/OA 16/OC 16/CD 24/MO 22/CJ 24/SB 24/MO 24/MO 24/OC	pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 pos=True case=dat|*=True|num=sg|pers=1 _ _ _ _ _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _
318667322804023296	positive	RT @TheMsMania : Unglaublich locker und sympathisch der Boris :) und frohe Ostern wünsche ich euch ❤ #borisentrup … http://t.co/qOSnIRWQDj	RT @TheMsMania : unglaublich locker und sympathisch die Boris :) und froh Ostern wünschen ich ihr ❤ #borisentrup … http://t.co/qOSnIRWQDj	NE NN $. ADJD ADJD KON ADJD ART NE ADJA KON ADJA NN VVFIN PPER PPER ADJA NN ADJA NN	2/SB 0/-- 2/-- 5/MO 14/MO 5/CD 6/CJ 13/NK 10/PNC 13/NK 10/CD 11/CJ 14/SB 3/-- 14/SB 14/DA 18/NK 14/MO 20/NK 14/OA	case=nom|*=True|num=sg case=nom|Sentiment::markable_108::Polarity=positive|Source::markable_254::Source=True|Sentiment::markable_108::Sarcasm=false|Source::markable_254::Anaphref=empty|*=True|Sentiment::markable_108::Intensity=medium|num=sg|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True Intensifier::markable_113::Degree=medium|Intensifier::markable_113::Intensifier=True|pos=True|Intensifier::markable_113::EmoExpressionRef=emo-expression:markable_112|Sentiment::markable_108::Sentiment=True case=gen|EmoExpression::markable_112::EmoExpression=True|gender=masc|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|pos=True|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=pl|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_108::Sentiment=True EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|pos=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Uncertain=false case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=masc|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=acc|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::SubjectiveFact=false|gender=neut|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=positive|pers=3|EmoExpression::markable_110::Uncertain=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_110::EmoExpression=True _ EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_100500289::Intensity=medium|pos=True|Target::markable_100500292::Preferred=true|num=sg|Sentiment::markable_100500289::Sarcasm=false|Target::markable_100500292::Target=True|case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_100500289::Polarity=positive|Target::markable_100500292::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_100500292::Target=True|Sentiment::markable_100500289::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|mood=ind|EmoExpression::markable_100500291::Polarity=positive|EmoExpression::markable_100500291::EmoExpression=True|pers=1|num=sg|tense=pres|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500291::Sarcasm=false case=nom|pers=1|Source::markable_100500290::Source=True|num=sg|*=True|Source::markable_100500290::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500289::Sentiment=True|pers=2 mood=ind|EmoExpression::markable_114::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Polarity=positive case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl
328830510568726528	neutral	Wird #Effenberg neuer Trainer bei @s04 ? Es gibt keine Bestätigung - aber auch kein Dementi. http://t.co/wtwLETT0Bq	werden #Effenberg neu Trainer bei @s04 ? es geben keine Bestätigung - aber auch keine Dementi. http://t.co/wtwLETT0Bq	VAFIN NN ADJA NN APPR CARD $. PPER VVFIN PIAT NN $( ADV ADV PIAT ADJA NN	0/-- 1/SB 4/NK 2/AG 2/MO 5/NK 6/-- 9/EP 7/-- 11/NK 9/OA 11/-- 9/MO 17/MO 17/NK 17/NK 9/OA	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl
