311903717236555777	positive	RT @GERLittleMix : Wir haben einen neuen Papst :)	RT @GERLittleMix : wir haben eine neu Papst :)	NE ADJD $. PPER VAFIN ART ADJA NN ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 8/NK 8/NK 5/OA 5/MO	case=nom|*=True|num=sg Sentiment::markable_1::Sarcasm=false|Source::markable_2::Source=True|Sentiment::markable_1::Polarity=positive|Source::markable_2::Anaphref=empty|Sentiment::markable_1::Intensity=medium|pos=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311921677867048961	positive	RT @Sky_Carolin : Konkurrenz für #LionelMessi . Die Argentinier haben einen 2.  Papst ;) #Franziskus #ssnhd	RT @Sky_Carolin : Konkurrenz für #LionelMessi . die Argentinier haben eine @card@ Papst ;) #Franziskus #ssnhd	NE NE $. NN APPR NN $. ART NN VAFIN ART CARD NN ADJA NN NE	2/PNC 0/-- 2/-- 3/-- 4/MNR 5/NK 6/-- 9/NK 10/SB 7/-- 15/NK 13/NK 14/AMS 15/NK 10/OA 15/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_119::Sarcasm=false|EmoExpression::markable_119::Polarity=positive|gender=masc|EmoExpression::markable_119::Intensity=medium|pos=True|num=sg|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::SubjectiveFact=false|EmoExpression::markable_119::EmoExpression=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
312096753958674432	positive	Moin @bosch Okay , wir haben einen neuen Papst . Aber was noch schlimmer ist http://t.co/iMUnhxmxzZ #Google will den Reader zum 1.7 . einstellen	Moin @bosch Okay , wir haben eine neu Papst . aber was noch schlimm sein http://t.co/iMUnhxmxzZ #Google wollen die Reader zu @card@ . einstellen	NE NE NE $, PPER VAFIN ART ADJA NN $. KON PRELS ADV ADJD VAFIN NN NN VMFIN ART NN APPRART CARD $. VVFIN	2/PNC 0/-- 6/VO 3/-- 6/SB 2/-- 9/NK 9/NK 6/OA 9/-- 18/JU 15/SB 14/MO 15/PD 18/OC 15/SB 16/NK 10/-- 20/NK 24/OA 20/MNR 21/NK 22/-- 18/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _ EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|comp=True|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::SubjectiveFact=false|EmoExpression::markable_120::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|Sentiment::markable_121::Sentiment=True|Sentiment::markable_121::Sarcasm=false|Sentiment::markable_121::Polarity=positive|gender=masc|num=sg|Source::markable_122::Source=True|Sentiment::markable_121::Intensity=medium|Source::markable_122::Anaphref=empty pers=3|Sentiment::markable_121::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_121::Sentiment=True|num=sg|Target::markable_124::Anaphref=empty|gender=masc|Target::markable_124::Preferred=true|Target::markable_124::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True
311921188991533056	positive	Schön , wie ihr alle über den Papst redet . Mich interessiert es nicht , hab eh nix davon	schön , wie ihr alle über die Papst reden . ich interessieren es nicht , haben eh nix davon	PTKVZ $, KOUS PPER PIS APPR ART NN VVFIN $. PPER VVFIN PPER PTKNEG $, VAIMP ADV PIS PAV	0/-- 1/-- 9/CP 9/SB 4/NK 9/OP 8/NK 6/NK 1/CC 9/-- 12/SB 10/-- 12/OA 12/NG 14/-- 18/NK 18/MO 14/PD 18/NK	EmoExpression::markable_126::Intensity=medium|EmoExpression::markable_126::EmoExpression=True|Sentiment::markable_125::Polarity=positive|EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_126::Polarity=positive|Sentiment::markable_125::Sarcasm=false|Sentiment::markable_125::Intensity=medium|EmoExpression::markable_126::SubjectiveFact=false Sentiment::markable_125::Sentiment=True Target::markable_127::Anaphref=empty|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True|Target::markable_127::Preferred=true case=dat|pers=3|num=sg|Sentiment::markable_125::Sentiment=True|gender=fem|Target::markable_127::Target=True case=nom|*=True|num=pl|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True _ case=acc|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ _ _ _
311938365551411200	positive	Mich interessiert weder Fußball noch der Papst !	ich interessieren weder Fußball noch die Papst !	PPER VVPP KON NN ADV ART NN $.	2/SB 0/-- 4/CD 2/OA 4/CD 7/NK 5/CJ 7/--	case=acc|*=True|num=sg|pers=1 EmoExpression::markable_104011544::SubjectiveFact=false|EmoExpression::markable_104011544::Polarity=positive|EmoExpression::markable_104011544::Sarcasm=false|EmoExpression::markable_104011544::Uncertain=false|EmoExpression::markable_104011544::EmoExpression=True|EmoExpression::markable_104011544::Intensity=medium _ case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311954891633487873	positive	Es wäre sehr schön , wenn #Papst Franziskus I. mal in Deutschland die Tafel besuchen würde . In Berlin z. B. #cdu , #csu , #spd , #gruene	Es sein sehr schön , wenn #Papst Franziskus I. mal in Deutschland die Tafel besuchen werden . in Berlin z. B. #cdu , #csu , #spd , #gruene	NN VAFIN ADV ADJD $, KOUS NN NE NE ADV APPR NE ART NN VVINF VAFIN $. APPR NE APPRART NN NN $, NN $, NN $, ADJA	2/SB 0/-- 4/MO 2/PD 4/-- 16/CP 16/SB 9/PNC 7/NK 11/MO 15/MO 11/NK 14/NK 15/OA 16/OC 2/SB 16/-- 22/MO 18/NK 22/MO 20/NK 17/-- 22/-- 22/CJ 24/-- 24/CJ 26/-- 26/CJ	case=nom|Target::markable_143::Anaphref=markable_144|Sentiment::markable_141::Polarity=positive|gender=neut|Sentiment::markable_141::Sentiment=True|Target::markable_143::Target=True|Sentiment::markable_141::Sarcasm=false|pers=3|Sentiment::markable_141::Intensity=medium|num=sg|Target::markable_143::Preferred=true pers=3|Sentiment::markable_141::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_141::Sentiment=True EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|Sentiment::markable_141::Sentiment=True|pos=True|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=medium Sentiment::markable_141::Sentiment=True Sentiment::markable_141::Sentiment=True case=nom|num=sg|Target::markable_144::Target=True|gender=masc|Sentiment::markable_141::Sentiment=True|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True case=dat|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True
311905735430787074	positive	Was soll es schon für wichtige Neuigkeiten oder drängende Probleme geben auf der Welt . Hauptsache der #Papst wird gefeiert .	was sollen es schon für wichtig Neuigkeit oder drängend Problem geben auf die Welt . Hauptsache die #Papst werden feiern .	PWS VMFIN PPER ADV APPR ADJA NN KON ADJA NN VVFIN APPR ART NN $. NN ART NN VAFIN VVPP $.	2/OA 0/-- 2/EP 5/MO 11/MO 7/NK 5/NK 7/CD 10/NK 8/CJ 2/OC 11/MO 14/NK 12/NK 14/-- 19/SB 18/NK 16/AG 15/-- 19/OC 20/--	case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|EmoExpression::markable_148::Intensity=medium|EmoExpression::markable_148::EmoExpression=True|gender=fem|EmoExpression::markable_148::SubjectiveFact=false|pos=True|EmoExpression::markable_148::Uncertain=false|num=pl|EmoExpression::markable_148::Polarity=positive|EmoExpression::markable_148::Sarcasm=false case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl|pos=True case=acc|EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=negative|gender=neut|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|num=pl|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Intensity=medium pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|Sentiment::markable_145::Polarity=positive|Sentiment::markable_145::Intensity=medium|EmoExpression::markable_146::Polarity=positive|gender=fem|EmoExpression::markable_146::Intensity=medium|EmoExpression::markable_146::Sarcasm=false|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True case=gen|Target::markable_147::Target=True|num=sg|Target::markable_147::Preferred=true|gender=fem|Target::markable_147::Anaphref=empty|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_147::Target=True|Sentiment::markable_145::Sentiment=True Target::markable_147::Target=True|EmoExpression::markable_104011545::Sarcasm=false|mood=ind|EmoExpression::markable_104011545::Uncertain=false|EmoExpression::markable_104011545::Intensity=medium|Sentiment::markable_145::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_104011545::EmoExpression=True|EmoExpression::markable_104011545::SubjectiveFact=false|EmoExpression::markable_104011545::Polarity=positive Target::markable_147::Target=True|EmoExpression::markable_104011545::EmoExpression=True|Sentiment::markable_145::Sentiment=True Sentiment::markable_145::Sentiment=True
311921303500247040	neutral	“ @EtienneToGo : Was macht Willi Lemke auf dem Balkon vom #Papst ? ” Hahaha bei Werder läufts halt nicht #zweitesstandbein	“ @EtienneToGo : was machen Willi Lemke auf die Balkon von #Papst ? ” Hahaha bei Werder läufts halt nicht #zweitesstandbein	NN NE $. PWS VVFIN NE NE APPR ART NN APPRART NN $. ADJA NN APPR NE NN ADV PTKNEG NN	0/-- 1/NK 2/-- 5/SB 3/-- 7/PNC 5/SB 5/MO 10/NK 8/NK 10/MNR 11/NK 12/-- 15/NK 13/-- 15/MNR 18/PNC 16/NK 15/MO 21/NG 15/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg
311940936928215041	positive	Ich hätte es gefeiert , wenn der neue Papst Gühnter geheißen würde . Papst Gühnter der 1.  ;D	ich haben es feiern , wenn die neu Papst Gühnter heißen werden . Papst Gühnter die @card@ ;D	PPER VAFIN PPER VVPP $, KOUS ART ADJA NN NE VVPP VAFIN $. NN NE ART CARD ADJA	2/SB 0/-- 4/OA 2/OC 4/-- 12/CP 9/NK 9/NK 12/SB 9/NK 12/OC 3/RE 12/-- 13/-- 14/NK 17/NK 14/PAR 17/MO	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|*=True|pers=1|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_151::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True|pers=3 EmoExpression::markable_153::Polarity=positive|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Intensity=medium|EmoExpression::markable_153::EmoExpression=True|Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True Target::markable_154::Target=True|Target::markable_154::Preferred=true|Target::markable_154::Anaphref=empty|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True case=nom|Target::markable_154::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True Target::markable_154::Target=True|Sentiment::markable_151::Sentiment=True pers=3|Target::markable_154::Target=True|num=sg|tense=past|mood=subj|Sentiment::markable_151::Sentiment=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::EmoExpression=True|EmoExpression::markable_150::Polarity=positive|EmoExpression::markable_150::Intensity=medium|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false
311922867086446593	neutral	Gleich macht er die Sektflasche offen #Papst	gleich machen er die Sektflasche offen #Papst	ADJD VVFIN PPER ART NN ADJD NN	2/MO 0/-- 2/SB 5/NK 2/OA 2/MO 2/OA	pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _
311926666593189889	neutral	@laRossa05 Nein , das ist einer , der streng nach den Gesetzen Gottes lebt . Und nur einer hat das Sagen ! Das ist der Papst .	@laRossa05 Nein , die sein eine , die streng nach die Gesetz Gott leben . und nur eine haben die Sage|Sagen ! die sein die Papst .	CARD NN $, PDS VAFIN PIS $, PRELS ADJD APPR ART NN NN VVFIN $. KON ADV PIS VAFIN ART NN $. PDS VAFIN ART NN $.	0/-- 4/RE 2/-- 5/SB 1/-- 5/PD 6/-- 14/SB 14/MO 14/MO 12/NK 10/NK 12/AG 6/RC 14/-- 19/JU 18/MO 19/SB 15/-- 21/NK 19/OA 21/-- 24/SB 22/-- 26/NK 24/PD 26/--	_ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pos=True _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
312020391499554816	positive	http://t.co/LirKLBe4K3 #ch Reaktionen auf Papst - Wahl : Ein Zeichen der Stärke Lateinamerikas - Spiegel… http://t.co/SK7hMrniud	http://t.co/LirKLBe4K3 #ch Reaktion auf Papst - Wahl : eine Zeichen die Stärke Lateinamerika - Spiegel… http://t.co/SK7hMrniud	NN ADJA NN APPR NN $( NN $. ART NN ART NN NE $( NN NN	0/-- 3/NK 1/PAR 3/OP 4/NK 5/-- 3/PAR 7/-- 10/NK 7/APP 12/NK 10/AG 12/AG 13/-- 10/APP 15/NK	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_104011546::Polarity=positive|gender=fem|EmoExpression::markable_104011546::Uncertain=false|num=sg|EmoExpression::markable_104011546::SubjectiveFact=false|EmoExpression::markable_104011546::EmoExpression=True|EmoExpression::markable_104011546::Intensity=medium|EmoExpression::markable_104011546::Sarcasm=false case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311914419456200704	positive	RT @BILD : . @GobiMagob " Ich verkündige euch große Freude : Wir haben einen Papst ! Den herausragendsten und hochwürdigsten Herrn … "	RT @BILD : . @GobiMagob " ich verkündige ihr groß Freude : wir haben eine Papst ! die herausragendsten und hochwürdigsten Herr … "	NE NN $. $. NE $( PPER VVFIN PPER ADJA NN $. PPER VAFIN ART NN $. ART ADJA KON ADJA NN ADJA $(	2/SB 0/-- 2/-- 3/-- 4/-- 7/-- 8/SB 5/-- 8/DA 11/NK 8/SB 11/-- 14/SB 8/OC 16/NK 14/OA 16/-- 22/NK 22/NK 19/CD 20/CJ 23/OA 17/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_156::Polarity=positive|Source::markable_157::Source=True|Sentiment::markable_156::Intensity=medium|*=True|Sentiment::markable_156::Sentiment=True|pers=1|Sentiment::markable_156::Sarcasm=false|num=sg|Source::markable_157::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_156::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_156::Sentiment=True|pers=2 case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_156::Sentiment=True case=nom|EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=positive|gender=fem|EmoExpression::markable_155::Intensity=medium|Sentiment::markable_156::Sentiment=True|num=sg|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True Sentiment::markable_156::Sentiment=True case=nom|*=True|Sentiment::markable_156::Sentiment=True|pers=1|num=pl|Target::markable_158::Target=True|Target::markable_158::Preferred=true|Target::markable_158::Anaphref=empty pers=1|num=pl|tense=pres|mood=ind|Target::markable_158::Target=True|Sentiment::markable_156::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_158::Target=True|Sentiment::markable_156::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_158::Target=True|Sentiment::markable_156::Sentiment=True Sentiment::markable_156::Sentiment=True case=acc|Sentiment::markable_159::Intensity=strong|num=sg|Sentiment::markable_159::Sentiment=True|Sentiment::markable_159::Sarcasm=false|gender=masc|Sentiment::markable_159::Polarity=positive case=acc|EmoExpression::markable_160::Sarcasm=false|EmoExpression::markable_160::Polarity=positive|gender=masc|EmoExpression::markable_160::Intensity=strong|Sentiment::markable_159::Sentiment=True|num=sg|EmoExpression::markable_160::Uncertain=false|sup=True|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Sentiment::markable_159::Sentiment=True case=dat|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=strong|gender=masc|EmoExpression::markable_161::Uncertain=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::SubjectiveFact=false|num=pl|EmoExpression::markable_161::EmoExpression=True|sup=True case=acc|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True case=acc|gender=masc|num=sg|pos=True _
311948106080067584	mixed	@miinaaa @ruhepuls Ich will damit sagen : In diesem Punkt kein Fortschritt vom alten zum neuen Papst , aber auch kein Rückschritt .	@miinaaa @ruhepuls ich wollen damit sagen : in dies Punkt keine Fortschritt von alt zu neu Papst , aber auch keine Rückschritt .	NN NN PPER VMFIN PAV VVINF $. APPR PDAT NN PIAT NN APPRART ADJA APPRART ADJA NN $, KON ADV PIAT NN $.	0/-- 1/-- 4/SB 2/-- 6/NK 4/OC 6/-- 12/MO 10/NK 8/NK 12/NK 6/OC 12/MNR 13/NK 12/MNR 17/NK 15/NK 17/-- 17/CD 22/MO 22/NK 19/CJ 22/--	case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|Negation::markable_163::Negation=True|num=sg|Negation::markable_163::EmoExpressionRef=emo-expression:markable_164 case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|gender=masc|EmoExpression::markable_164::SubjectiveFact=false|num=sg|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ case=nom|gender=masc|Negation::markable_166::EmoExpressionRef=emo-expression:markable_165|num=sg|Negation::markable_166::Negation=True case=nom|EmoExpression::markable_165::EmoExpression=True|gender=masc|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=sg _
311933691490365441	negative	Erst schaue ich ob ' s weißen Rauch gibt , dann wer der Papst ist und jetzt Fußball . Dieses Bayern tut mir nicht gut .	erst schauen ich ob ' s weiß Rauch geben , dann wer die Papst sein und jetzt Fußball . dies Bayer tun ich nicht gut .	ADV VVFIN PPER ADV $( NN ADJA NN VVFIN $, ADV PWS ART NN VAFIN KON ADV NN $. PDAT NN VVFIN PPER PTKNEG ADJD $.	2/MO 0/-- 2/SB 9/MO 4/-- 9/OA 8/NK 6/NK 2/OC 9/-- 15/MO 15/SB 14/NK 15/SB 9/CJ 15/CD 18/MO 16/CJ 18/-- 21/NK 22/SB 19/-- 22/DA 25/NG 22/MO 25/--	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|EmoExpression::markable_104011547::Uncertain=false|gender=masc|EmoExpression::markable_104011547::Intensity=medium|pos=True|EmoExpression::markable_104011547::Sarcasm=false|EmoExpression::markable_104011547::SubjectiveFact=true|num=sg|EmoExpression::markable_104011547::Polarity=positive|EmoExpression::markable_104011547::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_104011547::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_167::Polarity=negative|Target::markable_168::Preferred=true|gender=neut|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=medium|num=sg|Target::markable_168::Target=True case=nom|gender=neut|Sentiment::markable_167::Sentiment=True|num=sg|Target::markable_168::Target=True pers=3|Sentiment::markable_167::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=1|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|Sentiment::markable_167::Sentiment=True|*=True Sentiment::markable_167::Sentiment=True|Negation::markable_170::Negation=True|Negation::markable_170::EmoExpressionRef=emo-expression:markable_171 EmoExpression::markable_171::Intensity=medium|EmoExpression::markable_171::EmoExpression=True|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_171::SubjectiveFact=false|pos=True|EmoExpression::markable_171::Uncertain=false|EmoExpression::markable_171::Polarity=positive|EmoExpression::markable_171::Sarcasm=false _
312001680243826690	positive	Papst - Begeisterung in Rom : Polonäse über den Petersplatz : " Viva , viva il Papa Francesco ! " Tausende Gläubige be ... http://t.co/QSo4mbBjVB	Papst - Begeisterung in Rom : Polonäse über die Petersplatz : " Viva , Viva il Papa Francesco ! " <UNKNOWN> Gläubige be ... http://t.co/QSo4mbBjVB	NN $( NN APPR NE $. NN APPR ART NN $. $( NE $, NE NE NN NE $. $( ADJA NN NE $. NN	0/-- 1/-- 1/CJ 3/MNR 4/NK 5/-- 3/CJ 7/MNR 10/NK 8/NK 10/-- 11/-- 7/NK 13/-- 16/PNC 13/CJ 18/PNC 16/CC 18/-- 19/-- 22/NK 20/-- 22/NK 23/-- 24/--	case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|num=sg|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True|Target::markable_173::Target=True case=nom|Target::markable_173::Target=True|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|gender=fem|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Uncertain=false|num=sg|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false Sentiment::markable_172::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ case=nom|*=True|num=sg *=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|*=True|num=sg _ case=nom|gender=fem|num=pl
