383645778335789056	positive	@wom_75 @ProSieben Geiiilll !!! Ist so die Geile Serie !! :)	@wom_75 @ProSieben Geiiilll !!! sein so die geil Serie !! :)	NN ADJD ADJA NN VAFIN ADV ART ADJA NN ADJD ADJA	0/-- 1/-- 4/NK 2/-- 4/-- 10/MO 9/NK 9/NK 5/SB 5/PD 10/--	case=nom|gender=masc|num=sg _ Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=strong|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=strong|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
366318215749574657	mixed	RT @ahoi_polloi : In der SPD regt sich Widerstand gegen die Parteispitze , weil sie .. .. zu aktiv gegen Prism ist . ROFL. http://t.co/U9xs2B …	RT @ahoi_polloi : in die SPD regen sich Widerstand gegen die Parteispitze , weil sie .. .. zu aktiv gegen Prism sein . ROFL. http://t.co/U9xs2B …	NE NN $. APPR ART NE VVFIN PRF NN APPR ART NN $, KOUS PPER ADJA NN PTKA ADJD APPR NE VAFIN $. ADJA NN ADJA	2/SB 0/-- 2/-- 7/MO 6/NK 4/NK 3/-- 7/OA 7/SB 9/MNR 12/NK 10/NK 12/-- 16/CP 16/SB 9/PAR 16/-- 19/MO 22/PD 19/MO 20/NK 17/-- 22/-- 25/NK 26/OA 23/--	case=nom|*=True|num=sg case=nom|Source::markable_147::Anaphref=empty|Sentiment::markable_146::Polarity=positive|Sentiment::markable_146::Sarcasm=false|Sentiment::markable_146::Sentiment=True|*=True|Sentiment::markable_146::Intensity=medium|num=sg|Source::markable_147::Source=True Sentiment::markable_146::Sentiment=True Sentiment::markable_146::Sentiment=True case=dat|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg pers=3|Sentiment::markable_146::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|Sentiment::markable_146::Sentiment=True|num=sg case=acc|EmoExpression::markable_148::Intensity=medium|EmoExpression::markable_148::EmoExpression=True|gender=masc|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_148::SubjectiveFact=true|EmoExpression::markable_148::Uncertain=false|num=sg|EmoExpression::markable_148::Polarity=negative|EmoExpression::markable_148::Sarcasm=false EmoExpression::markable_104013221::EmoExpression=True|EmoExpression::markable_104013221::Intensity=medium|EmoExpression::markable_104013221::Uncertain=false|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_104013221::SubjectiveFact=false|EmoExpression::markable_104013221::Polarity=negative|EmoExpression::markable_104013221::Sarcasm=false case=acc|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty|Source::markable_150::Source=True|gender=masc|Sentiment::markable_146::Sentiment=True|num=pl|Source::markable_150::Anaphref=empty|Target::markable_149::Target=True case=acc|num=pl|Source::markable_150::Source=True|gender=masc|Target::markable_149::Target=True|Sentiment::markable_146::Sentiment=True _ _ case=nom|Sentiment::markable_150::Sentiment=True|Source::markable_153::Anaphref=empty|Source::markable_153::Source=True|Sentiment::markable_150::Intensity=medium|gender=fem|Sentiment::markable_150::Sarcasm=false|pers=3|num=sg|Sentiment::markable_150::Polarity=negative case=acc|gender=fem|Sentiment::markable_150::Sentiment=True|num=pl|pos=True case=nom|gender=fem|Sentiment::markable_150::Sentiment=True|num=sg Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True|pos=True Sentiment::markable_150::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Intensity=medium case=acc|Sentiment::markable_150::Sentiment=True|Target::markable_152::Target=True|num=sg|*=True|Target::markable_152::Preferred=true|Target::markable_152::Anaphref=empty pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl|pos=True
363942820362465280	negative	Pofalla kann Zweifel in NSA - Affäre nicht ausräumen - wsj.de http://t.co/qzANiemYO1 via @WSJDeutschland	Pofalla können Zweifel in Nsa - Affäre nicht ausräumen - wsj.de http://t.co/qzANiemYO1 via @WSJDeutschland	NE VMFIN NN APPR NE $( NN PTKNEG VVINF $( ADJA NN APPR NN	2/SB 0/-- 2/SB 3/MNR 4/NK 5/-- 9/OA 2/NG 2/OC 9/-- 12/NK 2/PAR 12/MNR 13/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_156::Intensity=medium|Sentiment::markable_155::Polarity=negative|EmoExpression::markable_156::Polarity=negative|EmoExpression::markable_156::Uncertain=false|gender=masc|Sentiment::markable_155::Sentiment=True|Sentiment::markable_155::Intensity=medium|EmoExpression::markable_156::SubjectiveFact=false|num=sg|EmoExpression::markable_156::Sarcasm=false|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_156::EmoExpression=True Sentiment::markable_155::Sentiment=True case=dat|Target::markable_157::Target=True|EmoExpression::markable_158::SubjectiveFact=false|gender=fem|Sentiment::markable_155::Sentiment=True|Target::markable_157::Preferred=true|num=sg|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Polarity=negative|Target::markable_157::Anaphref=empty EmoExpression::markable_158::EmoExpression=True|Sentiment::markable_155::Sentiment=True|Target::markable_157::Target=True case=dat|num=sg|Target::markable_157::Target=True|EmoExpression::markable_158::EmoExpression=True|gender=fem|Sentiment::markable_155::Sentiment=True _ _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg
367720443194523648	neutral	. @JTrittin Können Die #Grünen Einen Demokratischen Wahlkampf Führen ? Via @faz_net : http://t.co/Ns41QCZ3Uh #GrünerJugend #AfD #BTW13	. @JTrittin Können die #Grünen Eine demokratisch Wahlkampf Führe ? via @faz_net : http://t.co/Ns41QCZ3Uh #GrünerJugend #AfD #BTW13	$. NN NN ART ADJA NN ADJA NN NN $. APPR NN $. NN NN ADJD CARD	0/-- 1/-- 2/-- 6/NK 6/NK 9/SB 8/NK 6/AG 3/AG 9/-- 10/-- 11/NK 12/-- 13/-- 14/NK 17/MO 15/NK	_ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
378547083772690432	negative	CDU in #Schleswig-Holstein scheitert mit dem Versuch , sich nach verlorener Landtagswahl an die #Macht zu klagen , recht so ! #SSW	CDU in #Schleswig-Holstein scheitern mit die Versuch , sich nach verloren Landtagswahl an die #Macht zu klagen , recht so ! #SSW	NE APPR NE VVFIN APPR ART NN $, PRF APPR ADJA NN APPR ART NN PTKZU VVINF $, ADJD ADV $. ADJA	4/SB 1/MNR 2/NK 0/-- 4/MO 7/NK 5/NK 7/-- 17/OA 17/MO 12/NK 10/NK 17/MO 15/NK 13/NK 17/PM 7/OC 17/-- 20/MO 7/CJ 20/-- 21/--	case=nom|Sentiment::markable_159::Intensity=medium|Target::markable_160::Target=True|Sentiment::markable_159::Sarcasm=false|gender=fem|Sentiment::markable_159::Polarity=negative|num=sg|Target::markable_160::Anaphref=empty|Sentiment::markable_159::Sentiment=True|Target::markable_160::Preferred=true Target::markable_160::Target=True|Sentiment::markable_159::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_160::Target=True|Sentiment::markable_159::Sentiment=True mood=ind|EmoExpression::markable_161::Polarity=negative|EmoExpression::markable_161::Intensity=medium|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::EmoExpression=True Sentiment::markable_159::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True case=nom|EmoExpression::markable_162::Sarcasm=false|EmoExpression::markable_162::Uncertain=false|EmoExpression::markable_162::Polarity=negative|gender=masc|pos=True|EmoExpression::markable_162::SubjectiveFact=false|num=sg|EmoExpression::markable_162::Intensity=medium|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_162::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_159::Sentiment=True case=acc|gender=fem|EmoExpression::markable_104013222::Uncertain=false|EmoExpression::markable_104013222::Intensity=medium|num=sg|EmoExpression::markable_104013222::EmoExpression=True|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_104013222::SubjectiveFact=false|EmoExpression::markable_104013222::Polarity=positive|EmoExpression::markable_104013222::Sarcasm=false Sentiment::markable_159::Sentiment=True EmoExpression::markable_104013223::Uncertain=false|EmoExpression::markable_104013223::Intensity=medium|EmoExpression::markable_104013223::Sarcasm=false|EmoExpression::markable_104013223::SubjectiveFact=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_104013223::Polarity=negative|EmoExpression::markable_104013223::EmoExpression=True Sentiment::markable_159::Sentiment=True EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=positive|EmoExpression::markable_163::Uncertain=false|pos=True|EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::EmoExpression=True Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True _
381893298086232065	positive	RT @rfc2460 : Mal krass Formuliert : Das Wahlergebnis zeigt , das zu viele Deutschen wieder einen " Führer " suchen . Das macht mir Angst . #pirat …	RT @rfc2460 : mal krass formulieren : die Wahlergebnis zeigen , die zu viele Deutsche wieder eine " Führer " suchen . die machen ich Angst . #pirat …	NE NN $. ADV ADJD VVPP $. ART NN VVFIN $, PRELS APPR PIAT NN ADV ART $( NN $( VVINF $. PDS VVFIN PPER NN $. NN ADJD	2/SB 0/-- 2/-- 6/MO 6/MO 10/MO 6/-- 9/NK 10/SB 3/-- 10/-- 21/SB 21/MO 15/NK 13/NK 21/MO 19/NK 17/-- 21/OA 19/-- 9/RC 21/-- 24/SB 22/-- 24/DA 24/OA 26/-- 27/-- 28/PD	case=nom|*=True|num=sg case=nom|Sentiment::markable_164::Sarcasm=false|Source::markable_168::Source=True|Sentiment::markable_164::Polarity=positive|Source::markable_168::Anaphref=empty|*=True|num=sg|Sentiment::markable_164::Intensity=medium|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True pos=True|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True Target::markable_165::Anaphref=empty|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Sentiment::markable_164::Sentiment=True case=nom|*=True|num=pl|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=nom|*=True|num=pl|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=acc|num=sg|Target::markable_165::Target=True|gender=masc|pos=True|Sentiment::markable_164::Sentiment=True case=acc|Target::markable_165::Target=True|EmoExpression::markable_166::Uncertain=false|gender=masc|EmoExpression::markable_166::Polarity=negative|num=sg|EmoExpression::markable_166::Sarcasm=false|EmoExpression::markable_166::EmoExpression=True|EmoExpression::markable_166::Intensity=medium|EmoExpression::markable_166::SubjectiveFact=false|Sentiment::markable_164::Sentiment=True Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_164::Sentiment=True case=dat|pers=1|num=sg|Source::markable_167::Source=True|Source::markable_167::Anaphref=markable_168|*=True|Sentiment::markable_164::Sentiment=True case=acc|EmoExpression::markable_169::SubjectiveFact=false|EmoExpression::markable_169::Sarcasm=false|gender=fem|EmoExpression::markable_169::Polarity=negative|EmoExpression::markable_169::Intensity=medium|EmoExpression::markable_169::Uncertain=false|num=sg|EmoExpression::markable_169::EmoExpression=True|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=nom|gender=masc|num=sg pos=True
367781286741823488	positive	@sven4153 Schade . Ich war heit 24/7 zuhause . ^ ^ Hab mich lieber mit Zocken , Musik und Wahlprogramm der Linken beschäftigt . ^ ^	@sven4153 schade . ich sein heit @card@ zuhause . ^ ^ Hab ich lieb mit Zocken , Musik und Wahlprogramm die Linke beschäftigen . ^ ^	NN ADJD $. PPER VAFIN NN CARD ADV $. XY XY NN PRF ADJD APPR NN $, NN KON NN ART NN VVPP $. XY XY	0/-- 1/-- 2/-- 5/SB 3/-- 5/PD 6/NK 6/MNR 8/-- 11/PNC 9/-- 23/SB 23/OA 23/MO 23/MO 15/NK 16/-- 16/CJ 18/CD 19/CJ 22/NK 16/AG 9/-- 23/-- 24/-- 24/--	case=nom|gender=fem|num=sg Sentiment::markable_171::Intensity=medium|EmoExpression::markable_172::SubjectiveFact=false|Sentiment::markable_171::Sentiment=True|pos=True|Sentiment::markable_171::Polarity=positive|EmoExpression::markable_172::Intensity=medium|EmoExpression::markable_172::Uncertain=false|EmoExpression::markable_172::Sarcasm=false|EmoExpression::markable_172::EmoExpression=True|EmoExpression::markable_172::Polarity=negative|Sentiment::markable_171::Sarcasm=false Sentiment::markable_171::Sentiment=True case=nom|Source::markable_175::Source=True|Sentiment::markable_171::Sentiment=True|Source::markable_181::Source=True|*=True|pers=1|num=sg|Source::markable_175::Anaphref=empty|Source::markable_181::Anaphref=empty Target::markable_174::Anaphref=empty|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True|pers=1|num=sg|tense=past|Target::markable_174::Preferred=true case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True Sentiment::markable_171::Sentiment=True EmoExpression::markable_170::Sarcasm=false|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Polarity=positive|*=True|EmoExpression::markable_170::Intensity=medium *=True|EmoExpression::markable_170::EmoExpression=True Sentiment::markable_175::Polarity=positive|*=True|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|Sentiment::markable_175::Intensity=medium case=acc|pers=1|num=sg|Sentiment::markable_175::Sentiment=True EmoExpression::markable_179::Uncertain=false|comp=True|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_179::Polarity=positive|EmoExpression::markable_179::SubjectiveFact=false|EmoExpression::markable_179::Sarcasm=false|EmoExpression::markable_179::Intensity=medium|EmoExpression::markable_179::EmoExpression=True Sentiment::markable_175::Sentiment=True case=dat|num=pl|Target::markable_176::Anaphref=empty|Target::markable_176::Preferred=true|Target::markable_176::Target=True|gender=neut|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=dat|num=sg|Target::markable_177::Target=True|gender=fem|Sentiment::markable_175::Sentiment=True|Target::markable_177::Preferred=true|Target::markable_177::Anaphref=empty Sentiment::markable_175::Sentiment=True case=dat|Target::markable_178::Target=True|num=sg|gender=neut|Target::markable_178::Preferred=true|Sentiment::markable_175::Sentiment=True|Target::markable_178::Anaphref=empty case=gen|*=True|Target::markable_178::Target=True|num=pl|Sentiment::markable_175::Sentiment=True case=gen|*=True|Target::markable_178::Target=True|num=pl|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::SubjectiveFact=false|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_180::Polarity=positive EmoExpression::markable_180::EmoExpression=True|Sentiment::markable_175::Sentiment=True
373452938233925633	positive	RT @politwi : #btw13 : Die politischen Top - Themen am 30.08 . 13  von 15:00 - 15:59 1.  #scheissverein 2.  #günther 3.  #om13gate 4.  #fdp-bundestags …	RT @politwi : #btw13 : die politisch Top - Thema an @card@ . @card@ von @card@ - @card@ @card@ #scheissverein @card@ #günther @card@ #om13gate @card@ #fdp-bundestags …	NE NN $. NN $. ART ADJA NE $( NN APPRART CARD $. CARD APPR CARD $( CARD CARD NN CARD NN CARD ADJD CARD NN ADJA	2/SB 0/-- 2/-- 3/-- 4/-- 10/NK 10/NK 10/NK 8/-- 14/SB 10/MNR 11/NK 12/-- 5/NK 14/PG 15/NK 16/-- 19/NMC 20/NK 15/CJ 20/NK 27/MO 22/NK 27/MO 26/NK 27/AMS 20/NK	case=nom|*=True|num=sg case=nom|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Sarcasm=false|*=True|Source::markable_183::Source=True|Sentiment::markable_182::Intensity=medium|Source::markable_183::Anaphref=empty|Sentiment::markable_182::Sentiment=True|num=sg Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=nom|gender=fem|num=pl|Sentiment::markable_182::Sentiment=True case=nom|gender=fem|num=pl|pos=True|Sentiment::markable_182::Sentiment=True case=nom|EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Uncertain=false|gender=fem|EmoExpression::markable_184::Polarity=positive|num=pl|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::EmoExpression=True|EmoExpression::markable_184::Intensity=strong|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_182::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=nom|Sentiment::markable_182::Sentiment=True|Target::markable_185::Target=True|num=sg|gender=masc|Target::markable_185::Preferred=true|Target::markable_185::Anaphref=empty Sentiment::markable_182::Sentiment=True case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|gender=masc|pos=True|Sentiment::markable_182::Sentiment=True|num=sg|Target::markable_186::Target=True Sentiment::markable_182::Sentiment=True case=nom|Target::markable_187::Anaphref=empty|gender=masc|pos=True|Target::markable_187::Preferred=true|Sentiment::markable_182::Sentiment=True|num=sg|Target::markable_187::Target=True Sentiment::markable_182::Sentiment=True case=gen|Sentiment::markable_182::Sentiment=True|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|Target::markable_188::Anaphref=empty|*=True case=nom|gender=fem|num=sg|pos=True
373805625933070336	positive	Wir haben gerade in Babelsberg vorbei geschaut . Unser Studio für #wiegehts wird so langsam ! http://t.co/GSGFmA9rqW	wir haben gerade in Babelsberg vorbei schauen . unser Studio für #wiegehts werden so langsam ! http://t.co/GSGFmA9rqW	PPER VAFIN ADV APPR NE ADV VVPP $. PPOSAT NN APPR NN VAFIN ADV ADJD $. NN	2/SB 0/-- 4/MO 7/MO 4/NK 7/MO 2/OC 7/-- 10/NK 13/SB 10/MNR 11/NK 8/-- 15/MO 13/PD 15/-- 16/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=pl EmoExpression::markable_104013224::Intensity=medium|mood=ind|EmoExpression::markable_104013224::Sarcasm=false|EmoExpression::markable_104013224::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_104013224::SubjectiveFact=false|EmoExpression::markable_104013224::EmoExpression=True|EmoExpression::markable_104013224::Uncertain=false _ EmoExpression::markable_104013224::EmoExpression=True|pos=True _ case=nom|gender=masc|num=pl
380771318854991872	negative	RT @RAStadler : Neu im Blog : Landgericht Berlin untersagt Jungen Piraten Äußerungen über die #AfD http://t.co/z71VjxwO8f #piraten	RT @RAStadler : neu in Blog : Landgericht Berlin untersagen jung Pirat Äußerung über die #AfD http://t.co/z71VjxwO8f #piraten	NE NN $. ADJD APPRART NN $. NN NE VVFIN ADJA NN NN APPR ART ADJA NN NN	2/SB 0/-- 2/-- 10/MO 4/MO 5/NK 6/-- 10/SB 8/NK 3/-- 12/NK 10/DA 10/OA 13/OP 17/NK 17/NK 14/NK 17/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=negative|gender=neut|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|Source::markable_190::Anaphref=empty|num=sg|Sentiment::markable_189::Sarcasm=false case=acc|gender=neut|num=sg|Source::markable_190::Source=True|Sentiment::markable_189::Sentiment=True EmoExpression::markable_191::Sarcasm=false|mood=ind|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_191::Polarity=negative|EmoExpression::markable_191::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True case=dat|gender=masc|num=pl|pos=True|Sentiment::markable_189::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|num=pl|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True|gender=fem|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True case=acc|num=sg|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True|gender=fem|pos=True case=acc|gender=fem|num=sg _
379200575033733120	positive	RT @Wahlalternativ1 : Über 200.000 Euro ! Danke ! Unsere Server erleben gerade ihr #BlauesWunder , und sind teilweise überlastet . #AfD + #btw13 …	RT @Wahlalternativ1 : über @card@ Euro ! danke ! unser Server erleben gerade ihr #BlauesWunder , und sein teilweise überlasten . #AfD + #btw13 …	NE NN $. APPR CARD NN $. PTKANT $. PPOSAT NN VVFIN ADV PPOSAT NN $, KON VAFIN ADV VVPP $. NN KON NN ADJA	2/SB 0/-- 2/-- 3/-- 6/NK 4/NK 6/-- 7/-- 8/-- 11/NK 12/SB 9/-- 12/MO 15/NK 12/OA 15/-- 12/CD 17/CJ 20/MO 18/PD 20/-- 25/MO 22/CD 23/CJ 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ *=True _ EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=positive|EmoExpression::markable_193::SubjectiveFact=false|EmoExpression::markable_193::EmoExpression=True|EmoExpression::markable_193::Intensity=medium _ case=nom|Target::markable_195::Anaphref=empty|Target::markable_195::Preferred=true|Sentiment::markable_194::Intensity=medium|gender=fem|Sentiment::markable_194::Sarcasm=false|Sentiment::markable_194::Sentiment=True|num=sg|Sentiment::markable_194::Polarity=positive|Target::markable_195::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_194::Sentiment=True|Target::markable_195::Target=True EmoExpression::markable_196::Polarity=negative|Sentiment::markable_194::Sentiment=True|mood=ind|EmoExpression::markable_196::EmoExpression=True|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_196::SubjectiveFact=false|EmoExpression::markable_196::Uncertain=false Sentiment::markable_194::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_194::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_194::Sentiment=True|EmoExpression::markable_196::EmoExpression=True Sentiment::markable_194::Sentiment=True Sentiment::markable_194::Sentiment=True pers=3|Sentiment::markable_194::Sentiment=True|num=pl|tense=pres|mood=ind Diminisher::markable_198::Degree=medium|Diminisher::markable_198::Diminisher=True|Diminisher::markable_198::EmoExpressionRef=emo-expression:markable_197|Sentiment::markable_194::Sentiment=True Sentiment::markable_194::Sentiment=True|EmoExpression::markable_197::Polarity=negative|EmoExpression::markable_197::SubjectiveFact=false|EmoExpression::markable_197::EmoExpression=True|EmoExpression::markable_197::Sarcasm=false|EmoExpression::markable_197::Uncertain=false|EmoExpression::markable_197::Intensity=medium Sentiment::markable_194::Sentiment=True _ _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl|pos=True
