375349415168724992	positive	@ZDF Die beiden sehen sich ja auch so ähnlich :-)	@ZDF die beide sehen sich ja auch so ähnlich :-)	NN ART PIS VVFIN PRF ADV ADV ADV ADJD $(	0/-- 3/NK 4/SB 1/-- 4/OA 4/MO 9/MO 9/MO 4/MO 9/--	case=nom|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
381376287085842432	negative	politik der lügen : löcher in straße : infrastruktur kaputt : erfolgreiche wirtschaft von #merkel : deshalb NULL STIMME für #cdu , #csu & #fdp	Politik die lügen : löchern in Straße : infrastruktur kaputt : erfolgreich Wirtschaft von #merkel : deshalb null stimmen für #cdu , #csu & #fdp	NN ART VVINF $. VVIMP APPR NN $. ADJD ADJD $. ADJA NN APPR NN $. PAV CARD VVFIN APPR NN $, NN KON NN	19/SB 13/NK 5/OC 3/-- 13/NK 12/MO 6/NK 7/-- 10/MO 12/MO 10/-- 13/NK 1/AG 13/PG 14/NK 15/-- 1/NK 17/NK 0/-- 19/MO 20/NK 21/-- 21/CJ 23/CD 24/CJ	case=nom|Target::markable_100500141::Preferred=true|Target::markable_100500141::Target=True|gender=fem|Sentiment::markable_100500140::Intensity=medium|Target::markable_100500141::Anaphref=empty|Sentiment::markable_100500140::Sentiment=True|num=sg|Sentiment::markable_100500140::Sarcasm=false|Sentiment::markable_100500140::Polarity=negative case=gen|gender=fem|num=pl|Target::markable_100500141::Target=True|Sentiment::markable_100500140::Sentiment=True Sentiment::markable_100500140::Sentiment=True|Target::markable_100500141::Target=True|EmoExpression::markable_100500142::Intensity=medium|EmoExpression::markable_100500142::SubjectiveFact=false|EmoExpression::markable_100500142::EmoExpression=True|EmoExpression::markable_100500142::Uncertain=false|EmoExpression::markable_100500142::Polarity=negative|EmoExpression::markable_100500142::Sarcasm=false _ case=gen|Target::markable_100500144::Anaphref=empty|gender=fem|pos=True|Target::markable_100500144::Target=True|Target::markable_100500144::Preferred=true|num=pl|Sentiment::markable_100500143::Intensity=medium|Sentiment::markable_100500143::Sarcasm=false|Sentiment::markable_100500143::Sentiment=True|Sentiment::markable_100500143::Polarity=negative Sentiment::markable_100500143::Sentiment=True|Target::markable_100500144::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_100500143::Sentiment=True|Target::markable_100500144::Target=True _ Sentiment::markable_100500145::Sarcasm=false|Sentiment::markable_100500145::Polarity=negative|Target::markable_100500146::Target=True|Sentiment::markable_100500145::Intensity=medium|pos=True|Target::markable_100500146::Anaphref=empty|Sentiment::markable_100500145::Sentiment=True|Target::markable_100500146::Preferred=true EmoExpression::markable_100500147::SubjectiveFact=false|EmoExpression::markable_100500147::Intensity=medium|pos=True|EmoExpression::markable_100500147::Sarcasm=false|Sentiment::markable_100500145::Sentiment=True|EmoExpression::markable_100500147::Polarity=negative|EmoExpression::markable_100500147::EmoExpression=True|EmoExpression::markable_100500147::Uncertain=false _ case=nom|EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::EmoExpression=True|Sentiment::markable_57::Sarcasm=true|gender=fem|Sentiment::markable_57::Polarity=negative|pos=True|EmoExpression::markable_59::Sarcasm=true|num=sg|EmoExpression::markable_59::Intensity=medium|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false case=nom|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|gender=fem|Sentiment::markable_57::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True _ _ EmoExpression::markable_100500149::SubjectiveFact=false|Sentiment::markable_100500148::Sentiment=True|Sentiment::markable_100500148::Sarcasm=false|Sentiment::markable_100500148::Intensity=medium|EmoExpression::markable_100500149::Uncertain=false|EmoExpression::markable_100500149::Intensity=medium|Sentiment::markable_100500148::Polarity=negative|EmoExpression::markable_100500149::Polarity=negative|EmoExpression::markable_100500149::EmoExpression=True|EmoExpression::markable_100500149::Sarcasm=false pers=3|Sentiment::markable_100500148::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_100500148::Sentiment=True case=acc|num=sg|Target::markable_100500150::Target=True|Sentiment::markable_100500148::Sentiment=True|gender=masc|Target::markable_100500150::Preferred=true|Target::markable_100500150::Anaphref=empty Sentiment::markable_100500148::Sentiment=True case=acc|Target::markable_100500151::Target=True|num=sg|Sentiment::markable_100500148::Sentiment=True|gender=neut|Target::markable_100500151::Preferred=true|Target::markable_100500151::Anaphref=empty Sentiment::markable_100500148::Sentiment=True case=acc|Target::markable_100500152::Anaphref=empty|num=sg|Sentiment::markable_100500148::Sentiment=True|gender=masc|Target::markable_100500152::Target=True|Target::markable_100500152::Preferred=true
378239063137865728	positive	Schöne Grüße von der FDP , am 22.09 . ist Bundestagswahl : ... http://t.co/v38clZKXgw	schön Gruß von die FDP , an @card@ . sein Bundestagswahl : ... http://t.co/v38clZKXgw	ADJA NN APPR ART NE $, APPRART CARD $. VAFIN NN $. $. NN	2/NK 10/PD 2/PG 5/NK 3/NK 5/-- 2/OP 7/NK 8/-- 0/-- 10/SB 11/-- 12/-- 13/--	case=nom|EmoExpression::markable_104010179::Uncertain=false|EmoExpression::markable_104010179::Polarity=positive|EmoExpression::markable_104010179::Sarcasm=false|gender=neut|pos=True|num=pl|EmoExpression::markable_104010179::Intensity=medium|EmoExpression::markable_104010179::SubjectiveFact=false|EmoExpression::markable_104010179::EmoExpression=True case=nom|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ _ _
376231638633820160	positive	@Astrid_RB PS : Dem NSU UA Bericht war die Leerstelle Gender auch keine Zeile wert . Nur die FDP ( ! ) macht es in ihrem Sondervotum zum Thema !	@Astrid_RB PS : die NSU UA Bericht sein die Leerstelle Gender auch keine Zeile wert . nur die FDP ( ! ) machen es in ihr Sondervotum zu Thema !	NN NE $. ART NE ADJA NN VAFIN ART NN NN ADV PIAT NN ADJD $. ADV ART NE $( $. $( VVFIN PPER APPR PPOSAT NN APPRART NN $.	0/-- 1/-- 2/-- 5/NK 7/AG 7/NK 8/SB 2/RS 10/NK 8/SB 10/NK 14/MO 14/NK 15/OA 8/PD 15/-- 19/MO 19/NK 16/-- 19/-- 20/-- 23/-- 21/-- 23/OA 23/MO 27/NK 25/NK 27/MNR 28/NK 29/--	case=nom|gender=neut|num=sg case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104010180::Sarcasm=false|EmoExpression::markable_104010180::SubjectiveFact=false|EmoExpression::markable_104010180::EmoExpression=True|EmoExpression::markable_104010180::Uncertain=false|EmoExpression::markable_104010180::Polarity=positive|EmoExpression::markable_104010180::Intensity=medium|pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
359618338382553090	negative	RT @Piratenpartei : #xkeyscore überführt Regierung , #BND und #BfV der Lüge . Bitte zieh die Reißleine Deutschland ! http://t.co/AXaEprynCM #pr …	RT @Piratenpartei : #xkeyscore überführen Regierung , #BND und #BfV die Lüge . Bitte zeihen die Reißleine Deutschland ! http://t.co/AXaEprynCM #pr …	NE NN $. NN VVFIN NN $, NE KON NE ART NN $. ADV VVFIN ART NE NE $. NE NN ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 5/OA 6/-- 6/CJ 8/CD 9/CJ 12/NK 6/APP 12/-- 15/MO 13/-- 17/NK 15/SB 15/OA 18/-- 21/PNC 19/-- 21/PD	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|*=True|num=sg _ case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104010181::Polarity=negative|gender=masc|EmoExpression::markable_104010181::Uncertain=false|num=sg|EmoExpression::markable_104010181::Intensity=medium|EmoExpression::markable_104010181::SubjectiveFact=false|EmoExpression::markable_104010181::EmoExpression=True|EmoExpression::markable_104010181::Sarcasm=false _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
381027387418230785	negative	RT @SPIEGELONLINE : Die #Pädophilie-Debatte verfolgt die #Grünen weiter : Volker Beck soll die Öffentlichkeit getäuscht haben http://t.co/RlU …	RT @SPIEGELONLINE : die #Pädophilie-Debatte verfolgen die #Grünen weiter : Volker Beck sollen die Öffentlichkeit täuschen haben http://t.co/RlU …	NE NN $. ART NN VVFIN ART NN PTKVZ $. NE NE VMFIN ART NN VVPP VAFIN NE ADJA	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 8/NK 6/OA 6/SVP 9/-- 12/PNC 13/SB 6/CJ 15/NK 16/OA 17/OC 13/OC 19/DA 17/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104010182::Sarcasm=false|EmoExpression::markable_104010182::Polarity=negative|EmoExpression::markable_104010182::EmoExpression=True|EmoExpression::markable_104010182::Uncertain=false|EmoExpression::markable_104010182::Intensity=medium|EmoExpression::markable_104010182::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg|comp=True case=nom|gender=fem|num=pl|pos=True
381068485625118720	positive	RT @AfD_Saarland : Über den #Euro wird bei der #btw auffallend wenig diskutiert . Nur die #AfD + müht sich redlich , aber so richtig ... http://…	RT @AfD_Saarland : über die #Euro werden bei die #btw auffallend wenige diskutieren . nur die #AfD + müht sich redlich , aber so richtig ... http://…	NE NN $. APPR ART NN VAFIN APPR ART NN ADJD PIS VVPP $. ADV ART NN KON VVFIN PRF ADJD $, KON ADV ADJD $. NN	2/SB 0/-- 2/-- 13/OP 6/NK 4/NK 3/-- 13/MO 10/NK 8/NK 13/MO 7/SB 7/OC 13/-- 17/MO 17/NK 19/SB 17/MO 14/-- 19/OA 19/MO 21/-- 21/CD 25/MO 23/CJ 25/-- 26/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pos=True *=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_104010183::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_104010183::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_104010183::Sarcasm=false|EmoExpression::markable_104010183::Polarity=positive|EmoExpression::markable_104010183::Uncertain=false|EmoExpression::markable_104010183::Intensity=medium case=acc|pers=3|EmoExpression::markable_104010183::EmoExpression=True|num=sg pos=True _ _ _ pos=True _ _
374973014603210752	positive	Wie geht´s Deutschland auf @zdf gefällt mir mal sehr gut ! Gibt es dazu auch einen offiziellen Hashtag ?	wie geht´s Deutschland auf @zdf gefallen ich mal sehr gut ! geben es dazu auch eine offiziell Hashtag ?	KOKOM ADJA NE APPR NE VVFIN PPER ADV ADV ADJD $. VVFIN PPER PAV ADV ART ADJA NN $.	2/MO 0/-- 2/SB 2/MO 4/NK 5/-- 6/DA 6/MO 10/MO 6/MO 10/-- 11/-- 12/EP 18/NK 18/MO 18/NK 18/NK 12/OA 18/--	Target::markable_61::Target=True|Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Target::markable_61::Anaphref=empty|Sentiment::markable_60::Polarity=positive|Target::markable_61::Preferred=true|Sentiment::markable_60::Sentiment=True case=nom|Target::markable_61::Target=True|num=sg|Sentiment::markable_60::Sentiment=True|gender=neut|pos=True case=nom|gender=neut|num=sg|Target::markable_61::Target=True|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=acc|*=True|num=sg|Sentiment::markable_60::Sentiment=True EmoExpression::markable_65::Uncertain=false|mood=ind|EmoExpression::markable_65::Intensity=medium|EmoExpression::markable_65::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_65::Sarcasm=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::SubjectiveFact=false case=dat|pers=1|num=sg|Source::markable_62::Source=True|Sentiment::markable_60::Sentiment=True|*=True|Source::markable_62::Anaphref=empty Sentiment::markable_60::Sentiment=True Intensifier::markable_64::EmoExpressionRef=emo-expression:markable_63|Sentiment::markable_60::Sentiment=True|Intensifier::markable_64::Degree=medium|Intensifier::markable_64::Intensifier=True EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|pos=True|EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_63::SubjectiveFact=false Sentiment::markable_60::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _
351039930773942275	positive	#FREIE WÄHLER kritisieren Draghi / Aiwanger : Mit EZB - Chef Draghi wurde der Bock zum Gärtner ... http://t.co/mm2hWKO0ms #Bundespresseportal	#FREIE Wähler kritisieren Draghi / Aiwanger : mit EZB - Chef Draghi werden die Bock zu Gärtner ... http://t.co/mm2hWKO0ms #Bundespresseportal	ADJA NN VVFIN NE $( NE $. APPR NE $( NN NE VAFIN ART NN APPRART NN $. NN NN	2/NK 3/SB 0/-- 3/OA 4/-- 4/CJ 6/-- 3/MO 8/NK 9/-- 9/PAR 11/NK 3/CJ 15/NK 13/SB 13/MO 16/NK 17/-- 18/-- 19/NK	Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Anaphref=empty|Sentiment::markable_100500136::Polarity=positive|Sentiment::markable_100500136::Intensity=medium|Source::markable_100500137::Source=True|Sentiment::markable_100500136::Sarcasm=false case=nom|gender=masc|num=pl|Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Source=True Sentiment::markable_100500136::Sentiment=True|EmoExpression::markable_100500138::Polarity=negative|mood=ind|EmoExpression::markable_100500138::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500138::Uncertain=false|EmoExpression::markable_100500138::Intensity=medium|EmoExpression::markable_100500138::Sarcasm=false|EmoExpression::markable_100500138::SubjectiveFact=false case=acc|Sentiment::markable_100500136::Sentiment=True|num=sg|Target::markable_100500139::Anaphref=empty|gender=neut|Target::markable_100500139::Target=True|Target::markable_100500139::Preferred=true Sentiment::markable_100500136::Sentiment=True|Target::markable_100500139::Target=True case=nom|*=True|Target::markable_100500139::Target=True|num=sg|Sentiment::markable_100500136::Sentiment=True _ _ case=dat|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
364479523469139968	neutral	@fschreckenbach @vincNW Steht überraschenderweise auch genau so im grünen Wahlprogramm : http://t.co/RtJDAevWwu , S. 164  unten	@fschreckenbach @vincNW stehen überraschenderweise auch genau so in grün Wahlprogramm : http://t.co/RtJDAevWwu , S. @card@ unten	NN NN VVFIN ADV ADV ADJD ADV APPRART ADJA NN $. NN $, NN CARD ADV	0/-- 1/-- 2/-- 3/MO 3/MO 7/MO 8/MO 3/MO 10/NK 8/NK 10/-- 3/SB 12/-- 12/CJ 14/NK 14/MNR	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _
379956422257434624	neutral	Warum bei der #berlinerrunde z. B. AfD oder Piraten nicht vertreten sind , erklärt @ZDF ( cont ) http://t.co/Zi3NxZTqNh	warum bei die #berlinerrunde z. B. AfD oder Pirat nicht vertreten sein , erklären @ZDF ( cont ) http://t.co/Zi3NxZTqNh	PWAV APPR ART NN APPRART NN NN KON NN PTKNEG VVPP VAFIN $, VVFIN NE $( ADJA $( NN	11/MO 11/MO 4/NK 2/NK 7/MO 5/NK 4/AG 7/CD 8/CJ 11/NG 12/PD 14/OC 12/-- 0/-- 14/OA 17/-- 15/-- 17/-- 17/PAR	_ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ _
370456260795449344	positive	RT @udovetter : Thema Nichtwähler . Keine leichte Kost am Morgen , dennoch lesenswert. http://t.co/gaxMsrHbRy	RT @udovetter : Thema Nichtwähler . keine leicht Kost an Morgen , dennoch lesenswert. http://t.co/gaxMsrHbRy	NE NN $. NN NN $. PIAT ADJA NN APPRART NN $, ADV ADJA NN	2/SB 0/-- 2/-- 3/-- 4/NK 5/-- 9/NK 9/NK 6/-- 9/MNR 10/NK 11/-- 14/MO 15/NK 10/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_66::Sarcasm=false|Target::markable_67::Anaphref=empty|gender=neut|Target::markable_67::Preferred=true|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Polarity=positive|Sentiment::markable_66::Sentiment=True|Sentiment::markable_66::Intensity=medium case=nom|*=True|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True case=nom|Negation::markable_100500153::EmoExpressionRef=emo-expression:markable_69|num=sg|Sentiment::markable_66::Sentiment=True|gender=fem|Negation::markable_100500153::Negation=True case=nom|EmoExpression::markable_69::Polarity=negative|gender=fem|pos=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::EmoExpression=True|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True case=dat|EmoExpression::markable_68::Sarcasm=false|gender=masc|EmoExpression::markable_68::Uncertain=false|pos=True|EmoExpression::markable_68::Intensity=medium|num=sg|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false case=dat|gender=masc|num=sg
361786392101126144	neutral	Ausnahmsweise sagt Fietz etwas richtiges : Merkel kann über die Abhöraffäre straucheln . Fietz liefert aber in ... http://t.co/MmViPpL8ET	ausnahmsweise sagen Fietz etwas richtig : Merkel können über die Abhöraffäre straucheln . Fietz liefern aber in ... http://t.co/MmViPpL8ET	ADV VVFIN NN ADV ADJA $. NE VMFIN APPR ART NN VVINF $. NN VVFIN ADV APPR $. NE	2/MO 0/-- 2/SB 5/MO 2/MO 5/-- 8/SB 2/OC 12/MO 11/NK 9/NK 8/OC 12/-- 15/SB 13/-- 15/MO 15/MO 17/-- 18/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pos=True _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg
375337293021577216	negative	#Horst redet sich alles schön und betreibt mal wieder Realitätsverzerrung ... und blendet damit die Bürger ! #tvduell #UDE #SPD + #brwahl	#Horst reden sich alle schön und betreiben mal wieder Realitätsverzerrung ... und blenden damit die Bürger ! #tvduell #UDE #SPD + #brwahl	NN VVFIN PRF PIS ADJD KON VVFIN ADV ADV NN $. KON VVFIN PAV ART NN $. NN NN NN KON NN	2/SB 0/-- 2/OA 2/SB 2/MO 2/CD 6/CJ 7/MO 7/MO 7/OA 10/-- 13/JU 11/-- 11/NK 16/NK 13/OA 16/-- 17/-- 18/NK 19/NK 20/CD 21/CJ	case=nom|*=True|num=sg EmoExpression::markable_104010184::Uncertain=false|EmoExpression::markable_104010184::Polarity=negative|EmoExpression::markable_104010184::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_104010184::Intensity=medium|EmoExpression::markable_104010184::SubjectiveFact=false|EmoExpression::markable_104010184::EmoExpression=True case=acc|pers=3|num=sg case=nom|gender=neut|num=sg pos=True|EmoExpression::markable_104010184::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|EmoExpression::markable_104010185::Intensity=medium|EmoExpression::markable_104010185::Polarity=negative|gender=fem|EmoExpression::markable_104010185::SubjectiveFact=false|EmoExpression::markable_104010185::Sarcasm=false|num=sg|EmoExpression::markable_104010185::EmoExpression=True|EmoExpression::markable_104010185::Uncertain=false _ _ EmoExpression::markable_104010186::Polarity=negative|mood=ind|EmoExpression::markable_104010186::Sarcasm=false|EmoExpression::markable_104010186::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104010186::Uncertain=false|EmoExpression::markable_104010186::Intensity=medium|EmoExpression::markable_104010186::EmoExpression=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
380441090484338689	positive	RT @Isarmatrose : #CSU-Sonnencreme bei #TVtotal mit Aufdruck : " Damit Sie uns nicht rot werden . " - Raab ergänzt : " Sondern schön braun . " :-)	RT @Isarmatrose : #CSU-Sonnencreme bei #TVtotal mit Aufdruck : " damit Sie wir nicht rot werden . " - Raab ergänzen : " sondern schön braun . " :-)	NE NN $. NN APPR NN APPR NN $. $( KOUS PPER PRF PTKNEG ADJD VAINF $. $( $( NE VVFIN $. $( KON ADJD ADJD $. $( $(	2/SB 0/-- 2/-- 3/-- 4/MNR 5/NK 6/MNR 7/NK 8/-- 9/-- 16/CP 16/SB 15/DA 16/NG 16/PD 8/MNR 16/-- 17/-- 20/-- 21/SB 18/-- 21/-- 24/-- 21/CD 26/MO 24/CJ 26/-- 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl _ case=dat|*=True|num=sg _ case=dat|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg|pers=3 case=dat|*=True|num=pl|pers=1 _ pos=True _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=pl EmoExpression::markable_104010187::Polarity=positive|EmoExpression::markable_104010187::EmoExpression=True|EmoExpression::markable_104010187::Uncertain=false|EmoExpression::markable_104010187::Intensity=medium|pos=True|EmoExpression::markable_104010187::SubjectiveFact=false|EmoExpression::markable_104010187::Sarcasm=false pos=True _ _ EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Uncertain=false|EmoExpression::markable_70::Sarcasm=false
