322366239513141248	positive	ja das stimmt , aber bislang habe ich dich auch noch nicht auf ein foto gesehen %PosSmiley	ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen %PosSmiley	ADV PDS VVFIN $, KON ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ITJ	2/MO 3/SB 0/-- 3/-- 3/CD 16/MO 5/CJ 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
327317030741098496	positive	Wow , der %User folgt mir ! Das ist ja fast schon wie ein Ritterschlag , danke !	Wow , die %User folgen ich ! die sein ja fast schon wie eine Ritterschlag , danken !	NN $, PRELS NE VVFIN PPER $. PDS VAFIN ADV ADV ADV KOKOM ART NN $, VVFIN $.	5/SB 1/-- 4/NK 1/APP 0/-- 5/DA 6/-- 9/SB 0/-- 9/MO 12/MO 9/MO 15/CM 15/NK 9/PD 15/-- 15/OC 17/--	case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=positive|gender=masc|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=nom|Target::markable_122::Preferred=true|num=sg|Target::markable_122::Anaphref=empty|gender=masc|Target::markable_122::Target=True case=nom|gender=masc|num=sg|Target::markable_122::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_122::Target=True case=dat|*=True|Target::markable_122::Target=True|num=sg|pers=1 _ case=nom|Target::markable_100500240::Target=True|Target::markable_100500240::Anaphref=empty|gender=neut|Sentiment::markable_100500239::Sentiment=True|Sentiment::markable_100500239::Intensity=medium|Sentiment::markable_100500239::Polarity=positive|num=sg|Sentiment::markable_100500239::Sarcasm=false|Target::markable_100500240::Preferred=true pers=3|Sentiment::markable_100500239::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|Sentiment::markable_100500239::Sentiment=True|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_100500239::Sentiment=True|EmoExpression::markable_100500241::EmoExpression=True Sentiment::markable_100500239::Sentiment=True pers=3|Sentiment::markable_100500239::Sentiment=True|num=sg|tense=pres|mood=subj Sentiment::markable_100500239::Sentiment=True
327475866101751808	positive	Und WP132 %Link ÖR an Hochschulen . Falls der Antrag so akzeptiert wird %PosSmiley	und WP132 %Link ÖR an Hochschule . falls die Antrag so akzeptieren werden %PosSmiley	KON NN XY NN APPR NN $. KOUS ART NN ADV VVPP VAFIN ITJ	2/JU 0/-- 4/NK 2/NK 2/MO 5/NK 6/-- 13/CP 10/NK 13/SB 12/MO 13/OC 0/-- 11/DM	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_123::Polarity=positive|EmoExpression::markable_123::EmoExpression=True|EmoExpression::markable_123::SubjectiveFact=false|EmoExpression::markable_123::Intensity=medium|EmoExpression::markable_123::Sarcasm=false|EmoExpression::markable_123::Uncertain=false
327500694955380736	positive	Quatsch . Du bist wie du bist und du bist Klasse .	Quatsch . du sein wie du sein und du sein Klasse .	NN $. PPER VAFIN KOKOM PPER VAFIN KON PPER VAFIN NN $.	0/-- 1/-- 4/SB 0/-- 6/CM 7/SB 4/OC 7/CD 10/SB 8/CJ 10/PD 11/--	case=nom|EmoExpression::markable_100500237::Uncertain=false|gender=masc|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|Sentiment::markable_124::Sentiment=True|Target::markable_126::Preferred=true|*=True|Sentiment::markable_124::Polarity=positive|pers=2|num=sg|Sentiment::markable_124::Sarcasm=false|Target::markable_126::Target=True|Target::markable_126::Anaphref=empty|Sentiment::markable_124::Intensity=strong pers=2|Sentiment::markable_124::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_124::Sentiment=True|EmoExpression::markable_125::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false _
328026282552082432	neutral	ja , sieht so aus wie wenn es gerade in dem moment fertig wäre %PosSmiley	ja , sehen so aus wie wenn es gerade in die Moment fertig sein %PosSmiley	ADV $, VVFIN ADV PTKVZ KOKOM KOUS PPER ADV APPR ART NN ADJD VAFIN ITJ	3/MO 1/-- 0/-- 3/MO 3/SVP 14/CM 14/CP 14/SB 10/MO 14/MO 12/NK 10/NK 14/PD 3/OC 1/DM	_ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_100500236::EmoExpression=True
323752014075019266	positive	" Mein Gott . Du riechst inzwischen manchmal schon wie dein Vater . " " Mein Vater ist tot . " " Drei Jahre im Mai . "	" mein Gott . du riechen inzwischen manchmal schon wie dein Vater . " " mein Vater sein tot . " " drei Jahr in Mai . "	$( PPOSAT NN $. PPER VVFIN ADV ADV ADV KOKOM PPOSAT NN $. $( $( PPOSAT NN VAFIN ADJD $. $( $( CARD NN APPRART NN $. $(	2/-- 3/NK 0/-- 3/-- 6/SB 0/-- 6/MO 6/MO 6/MO 12/CM 12/NK 6/MO 12/-- 13/-- 14/-- 17/NK 18/SB 0/-- 18/PD 19/-- 20/-- 21/-- 24/NK 0/-- 24/MNR 25/NK 26/-- 27/--	_ case=nom|Sentiment::markable_127::Sarcasm=false|gender=masc|Sentiment::markable_127::Polarity=positive|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|Sentiment::markable_127::Intensity=medium|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=positive|EmoExpression::markable_128::Sarcasm=false|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|EmoExpression::markable_128::EmoExpression=True|num=sg|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|Target::markable_129::Anaphref=empty|*=True|Target::markable_129::Target=True|pers=2|num=sg|Target::markable_129::Preferred=true|Sentiment::markable_127::Sentiment=True pers=2|num=sg|tense=pres|mood=ind|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_100500264::Sarcasm=false|EmoExpression::markable_100500264::EmoExpression=True|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|pos=True _ _ _ _ case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
323790807612149760	neutral	Zahl der Fixierungen nimmt zu - Aktuelle Nachrichten aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K	Zahl die Fixierung nehmen zu - aktuell Nachricht aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K	NN ART NN VVFIN APPR $( ADJA NN APPR NN $( NN NE $( NN NN	4/SB 3/NK 1/AG 0/-- 4/OP 5/-- 8/NK 5/NK 8/MNR 9/NK 10/-- 8/PAR 12/NK 13/-- 8/PAR 15/NK	case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
327355471356895232	positive	%PosSmiley eine ich will nur spass haben %PosSmiley können auch gerne jemand anderes grillen dann hast du auch was davon %PosSmiley	%PosSmiley eine ich wollen nur Spaß haben %PosSmiley können auch gerne jemand andere grillen dann haben du auch was davon %PosSmiley	ITJ ART PPER VMFIN ADV NN VAINF ITJ VMFIN ADV ADV PIS PIS VVFIN ADV VAFIN PPER ADV PIS PAV ITJ	4/DM 13/NK 4/SB 0/-- 6/MO 7/OA 4/OC 9/DM 4/CJ 9/MO 12/MO 9/SB 14/OA 9/OC 14/MO 9/CJ 16/SB 19/MO 9/MO 19/NK 19/NK	EmoExpression::markable_100500258::EmoExpression=True|Sentiment::markable_100500257::Intensity=medium|EmoExpression::markable_100500258::Sarcasm=false|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500258::Polarity=positive|Sentiment::markable_100500257::Polarity=positive|EmoExpression::markable_100500258::Uncertain=false|EmoExpression::markable_100500258::Intensity=medium|EmoExpression::markable_100500258::SubjectiveFact=false|Sentiment::markable_100500257::Sarcasm=false case=acc|gender=fem|num=sg|Sentiment::markable_100500257::Sentiment=True case=nom|pers=1|num=sg|Source::markable_100500259::Source=True|Source::markable_100500259::Anaphref=empty|*=True|Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=positive|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::SubjectiveFact=false|Target::markable_100500261::Target=True|EmoExpression::markable_100500300::Polarity=positive|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500300::Uncertain=false|Target::markable_100500261::Anaphref=empty|EmoExpression::markable_100500300::Intensity=medium|Target::markable_100500261::Preferred=true Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::Uncertain=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_130::Intensity=medium pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_100500263::SubjectiveFact=false|EmoExpression::markable_100500263::EmoExpression=True|EmoExpression::markable_100500263::Uncertain=false|EmoExpression::markable_100500263::Polarity=positive|EmoExpression::markable_100500263::Sarcasm=false|EmoExpression::markable_100500263::Intensity=medium case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ case=acc|gender=neut|num=sg _ EmoExpression::markable_100500262::EmoExpression=True
328086189376679936	negative	Moyamoya ist nicht ein Spiel oder ein köstliches Kraut Arten . Es ist eine ernst du Krankheit , in deinem Kopf . %PosSmiley Medical via %User	Moyamoya sein nicht eine Spiel oder eine köstlich Kraut Art . es sein eine ernst du Krankheit , in dein Kopf . %PosSmiley Medical via %User	NE VAFIN PTKNEG ART NN KON ART ADJA NN NN $. PPER VAFIN PIS ADJD PPER NN $, APPR PPOSAT NN $. ITJ NE APPR NE	2/SB 0/-- 2/NG 5/NK 2/PD 5/CD 9/NK 9/NK 6/CJ 5/AG 10/-- 13/SB 0/-- 17/NK 17/MO 17/SB 13/PD 17/-- 13/MO 21/NK 19/NK 21/-- 24/NK 0/-- 24/MO 25/NK	case=nom|Target::markable_132::Preferred=true|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Intensity=medium|gender=neut|Target::markable_132::Anaphref=empty|Target::markable_132::Target=True|Sentiment::markable_131::Polarity=negative|num=sg|Sentiment::markable_131::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_131::Sentiment=True Negation::markable_134::Negation=True|Sentiment::markable_131::Sentiment=True|Negation::markable_134::EmoExpressionRef=empty case=nom|Sentiment::markable_131::Sentiment=True|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_133::EmoExpression=True Sentiment::markable_131::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_100500270::EmoExpression=True|gender=neut|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_131::Sentiment=True Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|Sentiment::markable_136::Polarity=negative|gender=neut|pers=3|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Target::markable_137::Target=True|Sentiment::markable_136::Intensity=medium|Sentiment::markable_136::Sarcasm=false pers=3|Sentiment::markable_136::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True pos=True case=nom|Sentiment::markable_136::Sentiment=True|gender=fem|pos=True|Intensifier::markable_100500269::Intensifier=True|num=sg|Intensifier::markable_100500269::Degree=medium|Intensifier::markable_100500269::EmoExpressionRef=emo-expression:markable_100500268 case=nom|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_100500268::EmoExpression=True|gender=fem|EmoExpression::markable_100500268::Sarcasm=false|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Polarity=negative|EmoExpression::markable_100500268::SubjectiveFact=false Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg
328110318251294720	positive	geil ! Wir wurden geschminkt und uns wurden die haare gemacht %PosSmiley	geil ! wir werden schminken und wir werden die haaren machen %PosSmiley	ADJD $. PPER VAFIN VVPP KON PPER VAFIN ART VVFIN VVPP ITJ	0/-- 1/-- 4/SB 0/-- 4/OC 4/CD 11/DA 6/CJ 10/SB 11/MO 8/OC 7/NK	_ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=subj _ EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::Polarity=positive
323733483551862784	mixed	Frühlingsgefühle - Und trotzdem Eiszeit in der Partnerschaft ?	Frühlingsgefühl - und trotzdem Eiszeit in die Partnerschaft ?	NN $( KON PAV NN APPR ART NN $.	0/-- 3/-- 5/CD 5/NK 0/-- 5/MNR 8/NK 6/NK 8/--	case=nom|EmoExpression::markable_100500265::EmoExpression=True|gender=fem|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=positive|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false _ _ _ case=nom|EmoExpression::markable_100500266::Sarcasm=false|gender=fem|EmoExpression::markable_100500266::SubjectiveFact=false|EmoExpression::markable_100500266::Polarity=negative|EmoExpression::markable_100500266::Intensity=medium|num=sg|EmoExpression::markable_100500266::Uncertain=false|EmoExpression::markable_100500266::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
323832851772633088	positive	ICH GERADE AUCH ! Finde es echt Mega unfair das sie nicht nach Deutschland kommt !	ich gerade auch ! finden es echt Mega unfair die sie nicht nach Deutschland kommen !	PPER ADV ADV $. VVFIN PPER ADJD NN ADJD PDS PPER PTKNEG APPR NE VVFIN $.	2/SB 0/-- 2/MO 3/-- 15/MO 5/EP 5/MO 5/OA 15/MO 15/SB 15/SB 15/NG 15/MO 13/NK 0/-- 15/--	case=nom|*=True|num=sg|pers=1 _ _ _ pers=3|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=neut|Target::markable_144::Preferred=true|pers=3|Sentiment::markable_140::Sentiment=True|num=sg|Target::markable_144::Anaphref=markable_145|Target::markable_144::Target=True Sentiment::markable_140::Sentiment=True|Intensifier::markable_143::Intensifier=True|Intensifier::markable_143::Degree=strong|pos=True|Intensifier::markable_143::EmoExpressionRef=emo-expression:markable_141 case=acc|Sentiment::markable_140::Sentiment=True|num=sg|Intensifier::markable_142::Intensifier=True|Intensifier::markable_142::Degree=strong|gender=neut|Intensifier::markable_142::EmoExpressionRef=emo-expression:markable_141 EmoExpression::markable_141::Polarity=positive|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|EmoExpression::markable_141::Sarcasm=false|pos=True|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Uncertain=false case=acc|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True case=nom|Target::markable_145::Anaphref=empty|*=True|Target::markable_145::Preferred=true|pers=3|Sentiment::markable_140::Sentiment=True|num=pl|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True case=dat|gender=neut|num=sg|Target::markable_145::Target=True|Sentiment::markable_140::Sentiment=True pers=3|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_145::Target=True EmoExpression::markable_146::Sarcasm=false|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::Polarity=positive|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::Intensity=medium|EmoExpression::markable_146::EmoExpression=True
327402830803636224	positive	Hrm D: dunno mang ... da verweise ich Leute irgendwie lieber auf die Twitchaufnahmen	Hrm D: dunno mang ... da verweisen ich Leute irgendwie lieb auf die Twitchaufnahmen	NE NE NE NE $. ADV VVFIN PPER NN ADV ADJD APPR ART NN	4/PNC 4/PNC 4/PNC 0/-- 4/-- 7/MO 0/-- 7/SB 7/OA 11/MO 7/MO 7/OP 14/NK 12/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|*=True|num=pl _ EmoExpression::markable_100500271::EmoExpression=True|EmoExpression::markable_100500271::Intensity=medium|EmoExpression::markable_100500271::Uncertain=false|EmoExpression::markable_100500271::SubjectiveFact=false|comp=True|EmoExpression::markable_100500271::Polarity=positive|EmoExpression::markable_100500271::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
323586654302531584	neutral	Ich habe ein Video zu einer %User-Playlist hinzugefügt : %Link deutsche chemtrails Doku Low	ich haben eine Video zu eine %User-Playlist hinzufügen : %Link deutsch chemtrails Doku Low	PPER VAFIN ART NN APPR ART NN VVPP $. XY ADJA ADJA NN NN	2/SB 0/-- 4/NK 8/OA 4/MNR 7/NK 5/NK 2/OC 8/-- 13/NK 13/NK 13/NK 14/NK 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=pl|pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
328100359413317632	neutral	Neue Boxen und gleich auch wieder neues Headset %PosSmiley	neu Box|Boxen und gleich auch wieder neu Headset %PosSmiley	ADJA NN KON ADJD ADV ADV ADJA NN ITJ	2/NK 0/-- 2/CD 8/MO 8/MO 8/MO 8/NK 3/CJ 8/NK	case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg EmoExpression::markable_100500272::EmoExpression=True
323839361324044288	negative	Wegen Islambeleidigung in Tweets ist der Pianist Fazil Say zu 10 Monaten auf Bewährung verurteilt worden . ...	wegen Islambeleidigung in Tweets sein die Pianist Fazil Say zu 10 Monat auf Bewährung verurteilen werden . ...	APPR NN APPR NN VAFIN ART NN NE FM APPR CARD NN APPR NN VVPP VAPP $. $.	15/MO 1/NK 2/MNR 3/NK 0/-- 7/NK 5/SB 9/PNC 7/NK 15/OP 12/NK 10/NK 15/OP 13/NK 16/OC 5/OC 16/-- 0/--	Sentiment::markable_100500273::Sarcasm=false|Sentiment::markable_100500273::Polarity=negative|Sentiment::markable_100500273::Sentiment=True|Sentiment::markable_100500273::Intensity=medium EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=negative|gender=fem|*=True|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Sarcasm=false|num=sg|EmoExpression::markable_149::SubjectiveFact=false|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_149::Intensity=medium Sentiment::markable_100500273::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_100500273::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=sg|Target::markable_100500274::Anaphref=empty|gender=neut|Sentiment::markable_100500273::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500273::Sentiment=True|Target::markable_100500274::Target=True Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500273::Sentiment=True EmoExpression::markable_100500275::EmoExpression=True|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::Polarity=negative _ _ _
322412219591708673	positive	Der hat so ein gesicht , auf den ersten blick meh , aber das wird immer heisser. sorrybinauchnureinmädchen	die haben so eine Gesicht , auf die erst blicken meh , aber die werden immer heisser. sorrybinauchnureinmädchen	PDS VAFIN ADV ART NN $, APPR ART ADJA VVIMP NE $, KON PDS VAFIN ADV NE NN	2/SB 0/-- 5/MO 5/NK 2/OA 5/-- 2/MO 11/NK 11/NK 11/PAR 7/NK 11/-- 2/CD 15/SB 13/CJ 17/MO 15/SB 15/PD	case=nom|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_150::Polarity=positive|Sentiment::markable_150::Intensity=medium|gender=masc|Sentiment::markable_150::Sarcasm=false pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True case=nom|Sentiment::markable_150::Sentiment=True|Target::markable_151::Preferred=true|num=sg|Target::markable_151::Target=True|Target::markable_151::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg|Target::markable_151::Target=True Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg EmoExpression::markable_152::Polarity=negative|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|EmoExpression::markable_152::Sarcasm=false|*=True|Sentiment::markable_150::Sentiment=True|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Uncertain=false Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True case=nom|gender=neut|Sentiment::markable_150::Sentiment=True|num=sg pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True _ case=gen|*=True|num=sg|pos=True
