373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
379514462593490944	positive	DTN Germany : Rot - Grün schwächelt : Für die SPD geht es nur noch um die Grosse Koalition : Rückenwind fühlt sich a ...	DTN Germany : Rot - Grün schwächelt : für die SPD gehen es nur noch um die groß Koalition : Rückenwind fühlen sich a ...	NE NE $. NE $( NE VVFIN $. APPR ART NE VVFIN PPER ADV ADV APPR ART ADJA NN $. NN VVFIN PRF FM $.	6/PNC 6/PNC 2/-- 6/PNC 6/PNC 7/SB 0/-- 7/-- 12/MO 11/NK 9/NK 7/SB 12/EP 16/MO 14/MO 12/OP 19/NK 19/NK 16/NK 19/-- 22/SB 12/CJ 22/OA 22/MO 24/--	Sentiment::markable_100500284::Sarcasm=false|Sentiment::markable_100500284::Intensity=medium|*=True|Sentiment::markable_100500284::Sentiment=True|Source::markable_100500285::Source=True|Sentiment::markable_100500284::Polarity=positive|Source::markable_100500285::Anaphref=empty case=nom|*=True|num=sg|Sentiment::markable_100500284::Sentiment=True|Source::markable_100500285::Source=True Sentiment::markable_100500284::Sentiment=True case=nom|num=sg|Target::markable_100500286::Target=True|*=True|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Preferred=true|Target::markable_100500286::Anaphref=empty Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=nom|*=True|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True EmoExpression::markable_100500287::Polarity=negative|mood=ind|EmoExpression::markable_100500287::Sarcasm=false|EmoExpression::markable_100500287::SubjectiveFact=false|Sentiment::markable_100500284::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _
359207971063996418	positive	Liebe Piraten : " Eine weitere feministische Partei ist nicht das , wonach sich zahllose Wähler sehnen . " ...	Liebe Pirat : " eine weit feministisch Partei sein nicht die , wonach sich zahllos Wähler sehnen . " ...	NN NN $. $( ART ADJA ADJA NN VAFIN PTKNEG PDS $, PWAV PRF ADJA NN VVINF $. $( $.	2/NK 9/SB 2/-- 3/-- 8/NK 8/NK 8/NK 9/SB 0/-- 11/NG 9/SB 11/-- 17/MO 17/OA 16/NK 17/SB 9/OC 17/-- 18/-- 0/--	case=nom|EmoExpression::markable_100500288::Sarcasm=false|gender=fem|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=positive|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ _ case=acc|pers=3|num=pl case=nom|gender=neut|num=pl|pos=True case=nom|gender=masc|num=pl mood=ind|EmoExpression::markable_100500421::Intensity=medium|EmoExpression::markable_100500421::SubjectiveFact=false|EmoExpression::markable_100500421::EmoExpression=True|pers=3|EmoExpression::markable_100500421::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_100500421::Polarity=positive|EmoExpression::markable_100500421::Sarcasm=false _ _ _
375605897751719936	positive	Sind jetzt die " rechten " AfD stärker als die piratenpartei ?! Dass die nichtmal 3% schaffen ?! Krass hätte ich ...	sein jetzt die " recht|rechts " AfD stark als die piratenpartei ?! dass die nichtmal @card@ schaffen ?! krass haben ich ...	VAFIN ADV ART $( ADJA $( NN ADJD KOKOM ART NN NN KOUS ART ADV CARD VVFIN ADJD ADJD VAFIN PPER $.	0/-- 1/MO 7/NK 3/-- 7/NK 5/-- 1/SB 1/PD 11/CM 11/NK 8/CC 1/PD 17/MO 16/NK 16/MO 13/NK 0/-- 17/MO 20/MO 0/-- 20/SB 21/--	pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg|pos=True _ case=dat|gender=masc|num=sg EmoExpression::markable_100500289::Intensity=medium|EmoExpression::markable_100500289::SubjectiveFact=false|EmoExpression::markable_100500289::Sarcasm=false|comp=True|EmoExpression::markable_100500289::Polarity=positive|EmoExpression::markable_100500289::EmoExpression=True|EmoExpression::markable_100500289::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl _ _ _ _ EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|EmoExpression::markable_100500290::Polarity=positive|pos=True|EmoExpression::markable_100500290::Sarcasm=false|EmoExpression::markable_100500290::Uncertain=false pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 _
368430872174669824	positive	Ich danke Ihnen für Ihre Antwort . Sie sind der erste , der antwortet . Das ist eben echt " Piraten " .	ich danken Sie für ihr Antwort . Sie sein die erst , die antworten . die sein eben echt " Pirat " .	PPER VVFIN PPER APPR PPOSAT NN $. PPER VAFIN ART ADJA $, PRELS VVFIN $. PDS VAFIN ADV ADJD $( NN $( $.	2/SB 0/-- 2/DA 2/OP 6/NK 4/NK 6/-- 9/SB 0/-- 11/NK 9/PD 11/-- 14/SB 11/RC 14/-- 17/SB 0/-- 17/MO 17/PD 19/-- 17/PAR 21/-- 22/--	case=nom|*=True|num=sg|pers=1 EmoExpression::markable_100500422::Polarity=positive|mood=ind|EmoExpression::markable_100500422::Uncertain=false|EmoExpression::markable_100500422::Intensity=medium|EmoExpression::markable_100500422::Sarcasm=false|EmoExpression::markable_100500422::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500422::EmoExpression=True case=dat|*=True|num=pl|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ _
380454656230440960	negative	Grüne - + SPD - Netzpolitiker fordern via FR " Klappe halten ! " statt Trittin - Rücktritt + beleidigen Kritiker als " Heuc ...	Grüne - + SPD - Netzpolitiker fordern via FR " Klappe halten ! " statt Trittin - Rücktritt + beleidigen Kritiker als " Heuc ...	NN $( KON NE $( NN VVFIN APPR NE $( NN VVINF $. $( APPR NN $( NN KON VVFIN NN KOKOM $( NE $.	7/SB 1/-- 1/CD 6/NK 4/-- 3/CJ 0/-- 7/MO 8/NK 9/-- 12/OA 7/OC 12/-- 13/-- 20/CJ 15/NK 16/-- 16/CJ 20/CD 0/-- 20/OA 24/CM 24/-- 21/CC 24/--	case=nom|*=True|num=pl _ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|gender=fem|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false EmoExpression::markable_100500291::EmoExpression=True _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ case=nom|*=True|num=sg _
367967044781625345	mixed	Haha ... die Grünen machen einen pragmatischen und sinnvollen Vorschlag ! Und der Türkenlobbyist Schmiedel ist nat ...	Haha ... die Grüne machen eine pragmatisch und sinnvoll Vorschlag ! und die Türkenlobbyist Schmiedel sein nat ...	NN $. ART NN VVFIN ART ADJA KON ADJA NN $. KON ART NN NE VAFIN ADJD $.	0/-- 1/-- 4/NK 5/SB 0/-- 10/NK 10/NK 7/CD 8/CJ 5/OA 10/-- 16/JU 14/NK 16/SB 14/NK 0/-- 16/PD 17/--	case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Source::markable_100500313::Source=True|Source::markable_100500313::Anaphref=empty|*=True|num=pl|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive case=nom|*=True|Source::markable_100500313::Source=True|num=pl|Sentiment::markable_100500312::Sentiment=True pers=3|Sentiment::markable_100500312::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True|gender=masc|Target::markable_100500314::Preferred=true|Target::markable_100500314::Anaphref=empty case=acc|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=false|Target::markable_100500314::Target=True|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|pos=True|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=positive|num=sg|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500314::Target=True case=acc|Target::markable_100500314::Target=True|EmoExpression::markable_100500315::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_100500315::EmoExpression=True|EmoExpression::markable_100500315::Polarity=positive|num=sg|EmoExpression::markable_100500315::Sarcasm=false|EmoExpression::markable_100500315::Intensity=medium|Sentiment::markable_100500312::Sentiment=True|EmoExpression::markable_100500315::SubjectiveFact=false case=acc|gender=masc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True _ case=nom|Sentiment::markable_100500317::Intensity=weak|Target::markable_100500318::Preferred=true|gender=masc|Target::markable_100500318::Anaphref=empty|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|Sentiment::markable_100500317::Sarcasm=false|Sentiment::markable_100500317::Polarity=negative case=nom|EmoExpression::markable_100500319::Uncertain=false|EmoExpression::markable_100500319::Intensity=weak|EmoExpression::markable_100500319::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500319::EmoExpression=True|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_100500319::Sarcasm=false|EmoExpression::markable_100500319::Polarity=negative case=nom|gender=masc|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True pers=3|num=sg|tense=pres|mood=ind pos=True _
365559316104749056	negative	" Noch 45 Tage und wir sind die los " , rief Steinbrück ! Einfach niveaulos ! SPD CDU ich erwarte Respekt + Wertschätzung !	" noch 45 Tag und wir sein die los " , rufen Steinbrück ! einfach niveaulos ! SPD CDU ich erwarten Respekt + Wertschätzung !	$( ADV CARD NN KON PPER VAFIN PDS ADJD $( $, VVFIN NN $. ADJD ADJD $. NE NE PPER VVFIN NN KON NN $.	2/-- 4/MO 4/NK 7/SB 4/CD 5/CJ 12/OC 7/PD 7/PD 9/-- 10/-- 0/-- 12/SB 13/-- 16/MO 0/-- 16/-- 19/PNC 21/SB 21/SB 0/-- 21/OA 22/CD 23/CJ 24/--	Sentiment::markable_100500308::Polarity=negative|Sentiment::markable_100500308::Sarcasm=false|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Intensity=strong|Sentiment::markable_100500308::Sentiment=True|Sentiment::markable_100500304::Intensity=strong|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500304::Sarcasm=false|Target::markable_100500304::Anaphref=empty|Target::markable_100500304::Preferred=true|Sentiment::markable_100500304::Polarity=negative Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=acc|num=pl|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=masc|Sentiment::markable_100500308::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=nom|pers=1|num=pl|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Sentiment=True|*=True EmoExpression::markable_100500308::Intensity=medium|mood=ind|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500308::Polarity=negative|pers=1|num=pl|tense=pres|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500308::SubjectiveFact=false|EmoExpression::markable_100500308::Uncertain=false|Target::markable_100500304::Target=True case=nom|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|*=True|Target::markable_100500308::Target=True|Target::markable_100500308::Preferred=true|num=pl|Target::markable_100500308::Anaphref=empty|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|EmoExpression::markable_100500308::EmoExpression=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True case=nom|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|*=True|Source::markable_100500308::Anaphref=empty|num=sg|Sentiment::markable_100500304::Sentiment=True|Source::markable_100500308::Source=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500306::EmoExpressionRef=emo-expression:markable_100500305|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500306::Degree=medium|Intensifier::markable_100500306::Intensifier=True EmoExpression::markable_100500304::Intensity=medium|pos=True|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=negative|EmoExpression::markable_100500304::Sarcasm=false|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500304::EmoExpression=True Sentiment::markable_100500304::Sentiment=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=positive|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium _ case=acc|EmoExpression::markable_100500303::SubjectiveFact=false|EmoExpression::markable_100500303::Polarity=positive|gender=fem|EmoExpression::markable_100500303::Uncertain=false|EmoExpression::markable_100500303::Intensity=medium|EmoExpression::markable_100500303::EmoExpression=True|num=sg|EmoExpression::markable_100500303::Sarcasm=false _
377699292766818304	negative	Grüne auf Vierjahrestief Mit dem Sympathieträger an der Spitze gibt es nun mal nur eine Richtung %User	Grüne auf Vierjahrestief mit die Sympathieträger an die Spitze geben es nun mal nur eine Richtung %User	NN APPR NN APPR ART NN APPR ART NN VVFIN PPER ADV ADV ADV ART NN NE	10/OA 1/MO 2/NK 3/MNR 6/NK 4/NK 6/MNR 9/NK 7/NK 0/-- 10/EP 10/MO 10/MO 16/MO 16/NK 10/OA 16/NK	case=nom|Sentiment::markable_100500298::Sentiment=True|Target::markable_100500299::Preferred=true|Target::markable_100500299::Anaphref=empty|Sentiment::markable_100500298::Sarcasm=false|*=True|Sentiment::markable_100500298::Polarity=negative|num=pl|Sentiment::markable_100500298::Intensity=medium|Target::markable_100500299::Target=True Sentiment::markable_100500298::Sentiment=True case=acc|EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500298::Sentiment=True|gender=fem|EmoExpression::markable_100500300::SubjectiveFact=false|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500297::Sarcasm=false|gender=masc|EmoExpression::markable_100500297::SubjectiveFact=false|EmoExpression::markable_100500297::Polarity=positive|EmoExpression::markable_100500297::EmoExpression=True|num=sg|EmoExpression::markable_100500297::Uncertain=false|EmoExpression::markable_100500297::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
372629686071070720	negative	FDP , NPD und ein finnischer Quark . Wie sich eine Wahlkampf - Panne aus Facebook heraus ausbreitete ....	FDP , NPD und eine finnisch Quark . wie sich eine Wahlkampf - Panne aus Facebook heraus ausbreiten ....	NE $, NE KON ART ADJA NN $. KOUS PRF ART NN $( NN APPR NE ADV VVFIN ADJA	0/-- 1/-- 1/CJ 3/CD 7/NK 7/NK 4/CJ 7/-- 19/MO 18/OA 12/NK 18/SB 12/-- 12/APP 14/MNR 15/NK 12/MNR 0/-- 18/SB	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500296::EmoExpression=True|gender=fem|EmoExpression::markable_100500296::Uncertain=false|num=sg|EmoExpression::markable_100500296::SubjectiveFact=false|EmoExpression::markable_100500296::Sarcasm=false|EmoExpression::markable_100500296::Polarity=negative|EmoExpression::markable_100500296::Intensity=weak _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind pos=True
379939815678304257	neutral	Links - Interessante Seiten zu den Themen Nachrichten und Politik POLITBAROMETER WAHL - O - MAT CDU SPD GRÜNE FDP LINKE	Link - interessant Seite zu die Thema Nachricht und Politik POLITBAROMETER Wahl - O - MAT CDU SPD grünen FDP links	NE $( ADJA NN APPR ART NN NN KON NN NN NN $( NN $( NE NE NE VVFIN NE ADJA	19/SB 1/-- 4/NK 19/OA 4/MNR 7/NK 5/NK 7/NK 8/CD 9/CJ 7/NK 11/NK 12/-- 12/CJ 14/-- 11/APP 18/PNC 16/NK 0/-- 21/DA 19/SB	case=nom|*=True|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
381723901140541440	negative	AfD sagt : Die neue " GEZ " kommt einer Zwangssteuer sehr nahe. cdu csu spd grüne fdp linke piraten afd BTW13	AfD sagen : die neu " GEZ " kommen eine Zwangssteuer sehr nahe. cdu csu spd grün fdp links Pirat afd BTW13	NN VVFIN $. ART ADJA $( NE $( VVFIN ART NN ADV ADJA NN NN ADJA ADJA NN ADJA NN ADJA NN	2/SB 0/-- 2/-- 7/NK 7/NK 5/-- 9/SB 7/-- 2/CJ 11/NK 9/DA 13/MO 9/MO 15/PNC 19/MO 18/NK 18/NK 15/NK 9/CJ 19/SB 22/NK 19/OA	case=nom|Sentiment::markable_100500341::Sentiment=True|Sentiment::markable_100500341::Polarity=negative|*=True|Sentiment::markable_100500341::Intensity=medium|Source::markable_100500342::Source=True|num=sg|Sentiment::markable_100500341::Sarcasm=false|Source::markable_100500342::Anaphref=empty pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500341::Sentiment=True case=nom|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Anaphref=empty|gender=fem|Target::markable_100500343::Preferred=true|Target::markable_100500343::Target=True case=nom|num=sg|Sentiment::markable_100500341::Sentiment=True|gender=fem|pos=True|Target::markable_100500343::Target=True _ case=nom|gender=fem|num=sg Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Target=True pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500341::Sentiment=True case=acc|EmoExpression::markable_100500344::EmoExpression=True|Sentiment::markable_100500341::Sentiment=True|gender=fem|EmoExpression::markable_100500344::Uncertain=false|num=sg|EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::Polarity=negative Sentiment::markable_100500341::Sentiment=True Sentiment::markable_100500341::Sentiment=True|pos=True _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|gender=masc|num=pl|pos=True pers=3|num=pl|tense=pres|mood=subj case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl
369376824016785408	neutral	Parteien sollten nicht an ihren aktuellen Wahlversprechen gemessen werden , sondern an denen der letzten Wahlen . Piraten	Partei sollen nicht an ihr aktuell Wahlversprechen messen werden , sondern an die die letzt Wahl . Pirat	NN VMFIN PTKNEG APPR PPOSAT ADJA NN VVPP VAINF $, KON APPR PDS ART ADJA NN $. NN	2/SB 0/-- 2/NG 8/MO 7/NK 7/NK 4/NK 9/OC 2/OC 9/-- 4/CD 11/CJ 12/NK 16/NK 16/NK 13/AG 16/-- 0/--	case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl _ _ _ _ _ case=dat|*=True|num=pl case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ case=nom|gender=masc|num=pl
380268581537062912	neutral	Auf die Lobby - FDP von heute kann Deutschland verzichten %Link FDP BTW13 LINKE +	auf die Lobby - FDP von heute können Deutschland verzichten %Link FDP BTW13 links +	APPR ART NN $( NE APPR ADV VMFIN NE VVINF XY NE CARD ADJA KON	10/OP 3/NK 1/NK 3/-- 3/PAR 5/MNR 6/NK 0/-- 8/SB 8/OC 13/PNC 13/PNC 10/MO 13/UC 10/MO	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _
