317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 0/-- 6/-- 0/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
337434730247106561	mixed	Westerwelle fordert besseren Schutz der Grundwerte in der EU %Link Keine Sorge , er meint nicht das Recht auf Asyl	Westerwelle fordern gut Schutz die Grundwert in die EU %Link keine Sorge , er meinen nicht die Recht auf Asyl	NN VVFIN ADJA NN ART NN APPR ART NN XY PIAT NN $, PPER VVFIN PTKNEG ART NN APPR NN	2/SB 0/-- 4/NK 2/OA 6/NK 4/AG 6/MNR 9/NK 7/NK 9/NK 12/NK 4/PAR 12/-- 15/SB 2/CJ 15/NG 18/NK 15/OA 18/MNR 19/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|comp=True case=acc|EmoExpression::markable_100500209::Uncertain=false|gender=masc|EmoExpression::markable_100500209::Intensity=medium|EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|EmoExpression::markable_100500209::Polarity=positive|EmoExpression::markable_100500209::EmoExpression=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500210::Uncertain=false|gender=fem|EmoExpression::markable_100500210::EmoExpression=True|EmoExpression::markable_100500210::Polarity=negative|num=sg|EmoExpression::markable_100500210::Sarcasm=false|EmoExpression::markable_100500210::Intensity=medium|EmoExpression::markable_100500210::SubjectiveFact=false _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
318119417445761024	neutral	So funktioniert das von der FDP - Bundestagsfraktion für eine EEG - Reform vorgeschlagene Mengenmodell	so funktionieren die von die FDP - Bundestagsfraktion für eine EEG - Reform vorgeschlagen Mengenmodell	ADV VVFIN PDS APPR ART NE $( NN APPR ART NE $( NN ADJA NN	2/MO 0/-- 2/SB 14/SBP 6/NK 4/NK 6/-- 6/APP 8/MNR 13/NK 13/NK 11/-- 9/NK 15/NK 2/OA	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
324620460081946624	positive	Kermit von der antieuropäischen Partei AfD hat keine Lust zum Verantwortung übernehmen : " Koalition mit niemandem ! "	Kermit von die antieuropäisch Partei AfD haben keine Lust zu Verantwortung übernehmen : " Koalition mit niemand ! "	NE APPR ART ADJA NN NN VAFIN PIAT NN APPRART NN VVINF $. $( NN APPR PIS $. $(	7/SB 1/MNR 5/NK 5/NK 2/NK 5/NK 0/-- 9/NK 12/OA 9/MNR 10/NK 7/OC 12/-- 13/-- 13/NK 15/MNR 16/NK 17/-- 18/--	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True EmoExpression::markable_100500211::Polarity=positive|mood=ind|EmoExpression::markable_100500211::Uncertain=false|EmoExpression::markable_100500211::Intensity=medium|EmoExpression::markable_100500211::Sarcasm=false|EmoExpression::markable_100500211::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500211::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|EmoExpression::markable_100500211::EmoExpression=True case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_100500212::Intensity=medium|gender=neut|EmoExpression::markable_100500212::SubjectiveFact=true|EmoExpression::markable_100500212::EmoExpression=True|EmoExpression::markable_100500212::Uncertain=false|num=sg|EmoExpression::markable_100500212::Sarcasm=false|EmoExpression::markable_100500212::Polarity=positive _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _
332269749591482368	positive	Gute Wahl beim Aachener Friedenspreis : Schulen , die sich Besuchen der Bundeswehr verweigern , werden ausgezeichnet	gut Wahl bei Aachener Friedenspreis : Schule , die sich Besuch|Besuchen die Bundeswehr verweigern , werden ausgezeichnet	ADJA NN APPRART ADJA NN $. NN $, PRELS PRF NN ART NN VVINF $, VAFIN ADJD	2/NK 16/SB 2/MNR 5/NK 3/NK 5/-- 2/SB 7/-- 14/SB 14/OA 14/OA 13/NK 11/AG 7/RC 14/-- 0/-- 16/PD	case=acc|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_53::EmoExpression=True|gender=fem|Sentiment::markable_51::Sarcasm=false|pos=True|Sentiment::markable_51::Polarity=positive|EmoExpression::markable_53::Sarcasm=false|num=sg|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Intensity=medium|Sentiment::markable_51::Intensity=medium|EmoExpression::markable_53::Polarity=positive case=acc|Sentiment::markable_51::Sentiment=True|Target::markable_52::Anaphref=empty|num=sg|Target::markable_52::Preferred=true|gender=fem|Target::markable_52::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|*=True|pos=True case=dat|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl case=acc|pers=3|num=pl case=nom|gender=neut|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg EmoExpression::markable_100500213::SubjectiveFact=false|EmoExpression::markable_100500213::Intensity=medium|EmoExpression::markable_100500213::Sarcasm=false|mood=ind|EmoExpression::markable_100500213::EmoExpression=True|EmoExpression::markable_100500213::Uncertain=false|pers=3|EmoExpression::markable_100500213::Polarity=negative|num=pl|tense=pres _ pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100500214::Sarcasm=false|EmoExpression::markable_100500214::Polarity=positive|EmoExpression::markable_100500214::EmoExpression=True|EmoExpression::markable_100500214::Uncertain=false|EmoExpression::markable_100500214::Intensity=medium|EmoExpression::markable_100500214::SubjectiveFact=false
332594680338464769	neutral	Jakob Augstein : Die Grünen haben Recht Illner	Jakob Augstein : die Grüne haben Recht Illner	NE NE $. ART NN VAFIN NN NE	2/PNC 0/-- 2/-- 5/NK 6/SB 2/RS 6/OA 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg
332675917145063424	positive	Reichtum nach Politik : Al Gore verdiente 75 Millionen Euro im Monat %Link via %User	Reichtum nach Politik : Al Gore verdienen 75 Million Euro in Monat %Link via %User	NN APPR NN $. NE NE VVFIN CARD NN NN APPRART NN XY APPR NE	7/SB 1/MNR 2/NK 3/-- 6/PNC 1/NK 0/-- 9/NMC 7/OA 9/NK 7/MO 11/NK 12/NK 12/MNR 14/NK	case=nom|EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=positive|gender=masc|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::Intensity=medium|EmoExpression::markable_100500215::EmoExpression=True|num=sg|EmoExpression::markable_100500215::Sarcasm=false _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::SubjectiveFact=true|mood=ind|EmoExpression::markable_100500216::Polarity=positive|EmoExpression::markable_100500216::EmoExpression=True|pers=3|num=sg|tense=past|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=acc|gender=fem|num=pl gender=masc|*=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
319214077408849921	negative	Kanzlerin Merkel müht sich gar nicht mehr darum , die vielen Widersprüche in ihrer Europolitik - ihr ständiges Hin un ...	Kanzlerin Merkel müht sich gar nicht mehr darum , die viele Widerspruch in ihr Europolitik - ihr ständig hin un ...	NN NE VVFIN PRF ADV PTKNEG ADV PAV $, PRELS PIAT NN APPR PPOSAT NN $( PPOSAT ADJA ADV NE $.	3/SB 1/NK 0/-- 3/OA 6/MO 3/NG 6/MO 20/NK 7/-- 12/NK 12/NK 3/OA 3/MO 15/NK 13/NK 15/-- 20/NK 20/NK 20/MO 15/APP 20/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ _ _ case=nom|gender=fem|num=pl case=dat|gender=masc|num=pl case=acc|EmoExpression::markable_100500217::Intensity=medium|gender=masc|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=pl|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=false|EmoExpression::markable_100500217::Uncertain=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500219::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500219::Uncertain=false|EmoExpression::markable_100500219::Intensity=medium|num=sg|EmoExpression::markable_100500219::Sarcasm=false|EmoExpression::markable_100500219::Polarity=negative|EmoExpression::markable_100500219::EmoExpression=True case=acc|gender=neut|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=false|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false EmoExpression::markable_100500218::EmoExpression=True _
332237126995427329	neutral	Syrien jetzt Thema bei %User ... " hat Israel richtig gehandelt ? " ... mit JörgArmbruster und AviPrimor %User ...	Syrien jetzt Thema bei %User ... " haben Israel richtig handeln ? " ... mit JörgArmbruster und AviPrimor %User ...	NE ADV NN APPR NE $. $( VAFIN NE ADJD VVPP $. $( $. APPR NE KON NE NE $.	3/SB 1/MO 0/-- 3/MNR 4/NK 5/-- 9/-- 0/-- 8/SB 11/MO 8/OC 11/-- 12/-- 0/-- 0/-- 15/NK 16/CD 19/PNC 17/CJ 19/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg pos=True _ _ _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
332971229864656897	positive	So eine echte Wahl ist allemal spannender als ein kryptisches PC - Programm. frapira bpt131	so eine echt Wahl sein allemal spannender als eine kryptisches PC - Programm. frapira bpt131	ADV ART ADJA NN VAFIN ADV ADJD KOKOM ART ADJA NN $( NE NE CARD	4/MO 4/NK 4/NK 5/SB 0/-- 7/MO 5/PD 11/CM 11/NK 11/NK 7/CC 11/-- 14/PNC 11/APP 14/PNC	Sentiment::markable_54::Polarity=comparison|Sentiment::markable_54::Sarcasm=false|Sentiment::markable_54::Intensity=medium|Sentiment::markable_54::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_55::Target=True|gender=fem|pos=True|Sentiment::markable_54::Sentiment=True|num=sg|Target::markable_55::Anaphref=empty|Target::markable_55::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_55::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_54::Sentiment=True Intensifier::markable_100500150::EmoExpressionRef=emo-expression:markable_56|Intensifier::markable_100500150::Intensifier=True|Intensifier::markable_100500150::Degree=medium|Sentiment::markable_54::Sentiment=True EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|comp=True|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false Sentiment::markable_54::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_57::Target=True|gender=neut|pos=True|Sentiment::markable_54::Sentiment=True|Target::markable_57::Preferred=false|num=sg|Target::markable_57::Anaphref=empty case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_57::Target=True Sentiment::markable_54::Sentiment=True|Target::markable_57::Target=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
337437747025412097	mixed	+ + + Eil + + + Merkel drängt den Verteidigungsminister zum Rücktritt . Sie spricht De Maizière Ihr vollstes Vertrauen aus . + + + Eil + + +	+ + + eilen + + + Merkel drängen die Verteidigungsminister zu Rücktritt . Sie sprechen De Maizière ihr voll Vertrauen aus . + + + eilen + + +	KON KON KON VVIMP KON KON KON NE VVFIN ART NN APPRART NN $. PPER VVFIN NE NN PPOSAT ADJA NN PTKVZ $. KON KON KON VVIMP KON KON KON	9/JU 5/CD 2/CD 3/CJ 9/MO 5/CD 6/CD 7/CJ 0/-- 11/NK 9/OA 11/MNR 12/NK 13/-- 16/SB 0/-- 18/PNC 15/APP 21/NK 21/NK 16/OA 16/SVP 22/-- 0/-- 24/CD 28/CD 26/CJ 25/CD 28/CD 29/CD	_ _ _ _ _ _ _ case=nom|Source::markable_100500152::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500151::Sarcasm=false|Sentiment::markable_100500151::Intensity=medium|Source::markable_100500152::Source=True|Sentiment::markable_100500151::Polarity=negative|Sentiment::markable_100500151::Sentiment=True EmoExpression::markable_100500154::EmoExpression=True|EmoExpression::markable_100500154::Uncertain=false|EmoExpression::markable_100500154::Sarcasm=false|mood=ind|EmoExpression::markable_100500154::SubjectiveFact=false|EmoExpression::markable_100500154::Polarity=negative|pers=3|EmoExpression::markable_100500154::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500151::Sentiment=True case=acc|num=sg|Target::markable_100500155::Target=True|Target::markable_100500155::Anaphref=empty|gender=masc|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True case=dat|EmoExpression::markable_100500220::SubjectiveFact=true|EmoExpression::markable_100500220::Polarity=negative|gender=masc|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false|Sentiment::markable_100500151::Sentiment=True Sentiment::markable_100500151::Sentiment=True case=nom|Source::markable_100500157::Source=True|Sentiment::markable_100500156::Polarity=positive|Sentiment::markable_100500156::Intensity=strong|gender=fem|Sentiment::markable_100500156::Sentiment=True|pers=3|num=sg|Sentiment::markable_100500156::Sarcasm=false|Source::markable_100500157::Anaphref=markable_100500152 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500156::Sentiment=True Target::markable_100500158::Preferred=true|*=True|Target::markable_100500158::Anaphref=empty|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500156::Sentiment=True case=acc|Intensifier::markable_100500160::Degree=strong|gender=neut|Intensifier::markable_100500160::EmoExpressionRef=emo-expression:markable_100500159|pos=True|Sentiment::markable_100500156::Sentiment=True|num=sg|Intensifier::markable_100500160::Intensifier=True case=acc|EmoExpression::markable_100500159::Uncertain=false|gender=neut|EmoExpression::markable_100500159::Intensity=medium|Sentiment::markable_100500156::Sentiment=True|EmoExpression::markable_100500159::Sarcasm=false|EmoExpression::markable_100500159::SubjectiveFact=false|num=sg|EmoExpression::markable_100500159::Polarity=positive|EmoExpression::markable_100500159::EmoExpression=True Sentiment::markable_100500156::Sentiment=True Sentiment::markable_100500156::Sentiment=True _ _ _ _ _ _ _
332685697481842688	negative	Erdogan drängt USA zu Flugverbotszone in Syrien - DIE WELT	Erdogan drängen USA zu Flugverbotszone in Syrien - die WELT	NE VVFIN NE APPR NN APPR NE $( ART NE	2/SB 0/-- 2/OA 2/OP 4/NK 5/MNR 6/NK 9/-- 10/NK 0/--	case=nom|Sentiment::markable_100500161::Intensity=medium|Sentiment::markable_100500161::Sarcasm=false|gender=neut|Source::markable_100500162::Anaphref=empty|num=sg|Sentiment::markable_100500161::Sentiment=True|Sentiment::markable_100500161::Polarity=negative|Source::markable_100500162::Source=True EmoExpression::markable_100500163::SubjectiveFact=false|EmoExpression::markable_100500163::Polarity=negative|mood=ind|EmoExpression::markable_100500163::Sarcasm=false|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|pers=3|EmoExpression::markable_100500163::EmoExpression=True|num=sg|tense=pres|Sentiment::markable_100500161::Sentiment=True case=acc|Target::markable_100500164::Anaphref=empty|num=pl|Target::markable_100500164::Preferred=true|Sentiment::markable_100500161::Sentiment=True|*=True|Target::markable_100500164::Target=True Sentiment::markable_100500161::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500161::Sentiment=True Sentiment::markable_100500161::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500161::Sentiment=True _ *=True *=True
337359710816706561	mixed	Lieber Schwarz - Gelb BVB Sieg in Wembley als SPD Rot Grüne Mehrheit in Hamburg Altona mit Personalabbau Sozial ...	Liebe Schwarz - Gelb BVB Sieg in Wembley als SPD Rot grün Mehrheit in Hamburg Altona mit Personalabbau sozial ...	NN NE $( NN NE NN APPR NE KON NE NE ADJA NN APPR NE NE APPR NN ADJD $.	0/-- 1/NK 2/-- 2/APP 6/PNC 4/NK 4/MNR 7/NK 2/CD 11/PNC 9/CJ 13/NK 11/PAR 13/MNR 16/PNC 14/NK 13/MNR 17/NK 11/PAR 19/--	case=nom|gender=masc|EmoExpression::markable_100500193::Uncertain=false|EmoExpression::markable_100500193::Intensity=medium|num=sg|EmoExpression::markable_100500193::EmoExpression=True|EmoExpression::markable_100500193::Polarity=positive|EmoExpression::markable_100500193::SubjectiveFact=false|EmoExpression::markable_100500193::Sarcasm=false case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|EmoExpression::markable_100500221::SubjectiveFact=true|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=negative|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium pos=True _
322849831913656320	mixed	Menschen wie %User versuchen mit Informationen von %User die Reputation anderer zu Zerstören . Ein Held , den die FDP Feiern wird	Mensch wie %User versuchen mit Information von %User die Reputation andere zu Zerstören . eine Held , die die FDP Feier|Feiern werden	NN KOKOM NE VVFIN APPR NN APPR NE ART NN PIS APPR NN $. ART NN $, PRELS ART NE NN VAFIN	4/SB 3/CM 1/CC 0/-- 4/MO 5/NK 6/PG 7/NK 10/NK 4/OA 10/AG 4/CVC 12/NK 13/-- 16/NK 22/SB 16/-- 16/CJ 20/NK 18/CC 20/NK 0/--	case=nom|num=pl|Sentiment::markable_100500165::Intensity=medium|gender=masc|Sentiment::markable_100500165::Sentiment=True|Sentiment::markable_100500165::Polarity=negative|Sentiment::markable_100500165::Sarcasm=false Sentiment::markable_100500165::Sentiment=True case=nom|num=sg|Target::markable_100500166::Anaphref=empty|Target::markable_100500166::Target=True|Target::markable_100500166::Preferred=true|*=True|Sentiment::markable_100500165::Sentiment=True pers=3|Sentiment::markable_100500165::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500165::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500165::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|EmoExpression::markable_100500167::Uncertain=false|gender=masc|EmoExpression::markable_100500167::Intensity=medium|EmoExpression::markable_100500167::Sarcasm=false|EmoExpression::markable_100500167::SubjectiveFact=false|EmoExpression::markable_100500167::Polarity=negative|num=pl|EmoExpression::markable_100500167::EmoExpression=True|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=nom|num=sg|Sentiment::markable_100500168::Sarcasm=false|Sentiment::markable_100500168::Intensity=medium|gender=neut|Sentiment::markable_100500168::Sentiment=True|Sentiment::markable_100500168::Polarity=positive case=nom|gender=neut|Sentiment::markable_100500168::Sentiment=True|EmoExpression::markable_100500171::SubjectiveFact=false|EmoExpression::markable_100500171::Sarcasm=false|num=sg|EmoExpression::markable_100500171::Polarity=positive|EmoExpression::markable_100500171::EmoExpression=True|EmoExpression::markable_100500171::Uncertain=false|EmoExpression::markable_100500171::Intensity=medium Sentiment::markable_100500168::Sentiment=True case=acc|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=markable_100500166|gender=masc|Sentiment::markable_100500168::Sentiment=True|Target::markable_100500172::Target=True case=nom|Source::markable_100500169::Anaphref=empty|num=sg|Source::markable_100500169::Source=True|gender=fem|Sentiment::markable_100500168::Sentiment=True case=nom|gender=fem|Source::markable_100500169::Source=True|num=sg|Sentiment::markable_100500168::Sentiment=True case=dat|EmoExpression::markable_100500170::SubjectiveFact=false|EmoExpression::markable_100500170::Polarity=positive|gender=neut|Sentiment::markable_100500168::Sentiment=True|EmoExpression::markable_100500170::Uncertain=false|EmoExpression::markable_100500170::Intensity=medium|EmoExpression::markable_100500170::EmoExpression=True|num=pl|EmoExpression::markable_100500170::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500168::Sentiment=True
319606228454080512	positive	de85x 854 ed Das CSU - Team ist komplett - Merkur Online	de85x @card@ ed die CSU - Team sein komplett - Merkur Online	ADJA CARD VVFIN ART NE $( NN VAFIN ADJD $( NN NE	3/SB 1/NK 0/-- 5/NK 3/SB 5/-- 8/SB 0/OC 8/PD 9/-- 9/PAR 11/UC	case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg EmoExpression::markable_100500222::Intensity=medium|mood=ind|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True|pos=True _ *=True *=True
319560296077332481	neutral	Kein Nazi käme auch nur ansatzweise auf die Idee , in die Linke einzutreten . Das fehlt mir bei den Piraten ein büschen .	keine Nazi kommen auch nur ansatzweise auf die Idee , in die Linke eintreten . die fehlen ich bei die Pirat eine Busch .	PIAT NN VVFIN ADV ADV ADJD APPR ART NN $, APPR ART NN VVIZU $. PDS VVFIN PPER APPR ART NN ART NN $.	2/NK 3/SB 0/-- 3/MO 6/MO 3/MO 3/MO 9/NK 7/NK 9/-- 14/MO 13/NK 11/NK 9/OC 14/-- 17/SB 0/-- 17/DA 17/MO 21/NK 19/NK 23/NK 17/SB 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
322801442744307713	mixed	Trauerdemo für tote Rentnerin : Nur die Ruhe ( Die Tageszeitung ): Share With Friends : | | Politik - Deutschlan ...	Trauerdemo für tot Rentnerin : nur die Ruhe ( die Tageszeitung ): Share With Friends : | | Politik - Deutschlan ...	NN APPR ADJA NN $. ADV ART NN $( ART NN ADJA NN NE NN $. XY XY NN $( NN $.	0/-- 1/MNR 4/NK 2/NK 4/-- 8/MO 8/NK 1/CJ 8/-- 11/NK 8/APP 13/NK 11/NK 13/NK 11/PAR 15/-- 18/PNC 19/NK 15/PAR 19/-- 1/PAR 21/--	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500223::Polarity=negative|pos=True|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium case=nom|gender=fem|num=sg _ EmoExpression::markable_100500224::Polarity=positive|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg *=True *=True _ _ case=gen|*=True|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _
