311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311940174688960513	negative	Solange nicht jemand mit evangelischen Glauben Papst wird interessiert es mich nicht , denn so wird sich bei den Katholiken eh nichts ändern !	solange nicht jemand mit evangelisch Glaube Papst werden interessiert es ich nicht , denn so werden sich bei die Katholik eh nichts ändern !	KOUS PTKNEG PIS APPR ADJA NN NN VAFIN ADJD PPER PRF PTKNEG $, KON ADV VAFIN PRF APPR ART NN ADV PIS VVINF $.	8/CP 3/NG 8/SB 3/MNR 6/NK 4/NK 6/NK 0/-- 23/MO 23/OA 23/OA 23/NG 12/-- 12/CD 23/MO 14/CJ 23/OA 23/MO 20/NK 18/NK 23/MO 16/SB 8/OC 23/--	Sentiment::markable_101::Polarity=negative|Sentiment::markable_101::Sarcasm=false|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Intensity=medium Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Uncertain=false case=nom|Sentiment::markable_101::Sentiment=True|gender=neut|Target::markable_106::Preferred=true|pers=3|Target::markable_106::Target=True|num=sg|Target::markable_106::Anaphref=empty case=acc|pers=1|num=sg|Sentiment::markable_101::Sentiment=True|*=True|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True Negation::markable_103::Negation=True|Negation::markable_103::EmoExpressionRef=emo-expression:markable_102|Sentiment::markable_101::Sentiment=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ gender=neut|*=True _ _
311934127773454336	positive	Der Papst auf Fb , das ist schon cool : " Papst Franziskus I. hat schon knapp 50.000 Fans bei Facebook	die Papst auf Fb , die sein schon cool : " Papst Franziskus I. haben schon knapp @card@ Fan bei Facebook	ART NN APPR NN $, PDS VAFIN ADV ADJD $. $( NN NE NE VAFIN ADV ADJD CARD NN APPR NE	2/NK 6/RE 2/MNR 3/NK 4/-- 7/SB 0/-- 9/MO 7/PD 9/-- 10/-- 15/SB 14/PNC 12/NK 7/CJ 15/MO 18/MO 19/NK 15/OA 19/MNR 20/NK	case=nom|Sentiment::markable_107::Sentiment=True|gender=masc|Target::markable_108::Preferred=true|Sentiment::markable_107::Intensity=medium|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sarcasm=false|Target::markable_108::Anaphref=empty|Sentiment::markable_107::Polarity=positive case=nom|gender=masc|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True case=acc|gender=fem|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True pers=3|Sentiment::markable_107::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_107::Sentiment=True EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=false|pos=True|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ case=dat|*=True|num=sg
311923171571924992	neutral	und gleich für er noch penis und macht gnihihi papst	und gleich für er noch penis und machen gnihihi papst	KON ADJD APPR PPER ADV ADJD KON VVFIN NE ADJA	8/JU 6/MO 6/MO 3/NK 6/MO 8/MO 6/CD 0/-- 7/CJ 8/MO	_ pos=True _ case=nom|gender=masc|num=sg|pers=3 _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _
311910033673838592	negative	Da ... marschieren Uniformierte zu Marschmusik mit ... Knarren ! Und alle Kapellen spielen durcheinander . Sind die irre ? papst konklave	da ... marschieren Uniformierte zu Marschmusik mit ... Knarre|Knarren ! und alle Kapelle spielen durcheinander . sein die irre ? papst Konklave	ADV $. VVFIN NN APPR NN PTKVZ $. NN $. KON PIAT NN VVFIN PTKVZ $. VAFIN PDS ADJD $. ADJA NN	0/-- 1/-- 0/-- 3/SB 3/MO 5/NK 3/SVP 7/-- 0/-- 9/-- 14/JU 13/NK 14/SB 0/-- 14/SVP 15/-- 0/-- 17/SB 17/PD 19/-- 22/NK 0/--	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_104012640::Intensity=weak|EmoExpression::markable_104012640::SubjectiveFact=false|EmoExpression::markable_104012640::Polarity=negative|EmoExpression::markable_104012640::EmoExpression=True|EmoExpression::markable_104012640::Uncertain=false|EmoExpression::markable_104012640::Sarcasm=false _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|EmoExpression::markable_110::SubjectiveFact=false|*=True|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=negative|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=pl|EmoExpression::markable_110::EmoExpression=True _ _ case=nom|gender=neut|num=pl
311902080694644737	positive	Meine Nachbarin hat gerade original geschrien : ' Wir ham een neuen Papst , ist das geil ! ' Schmöchtedasnich	mein Nachbarin haben gerade original schreien : ' wir ham een neu Papst , sein die geil ! ' Schmöchtedasnich	PPOSAT NN VAFIN ADV ADJD VVPP $. $( PPER VVFIN ADJA ADJA NN $, VAFIN PDS ADJD $. $( NN	2/NK 3/SB 0/-- 6/MO 6/MO 3/OC 6/-- 7/-- 10/SB 15/OC 13/NK 13/NK 10/OA 13/-- 3/CJ 15/SB 15/PD 17/-- 18/-- 0/--	case=nom|Source::markable_112::Source=True|Sentiment::markable_111::Sentiment=True|Source::markable_112::Anaphref=empty|gender=fem|Sentiment::markable_111::Polarity=positive|Sentiment::markable_111::Sarcasm=false|num=sg|Sentiment::markable_111::Intensity=strong case=nom|gender=fem|Source::markable_112::Source=True|num=sg|Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True|pos=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|Sentiment::markable_111::Sentiment=True|Target::markable_113::Preferred=true|Target::markable_113::Anaphref=empty|*=True|pers=1|num=pl|Target::markable_113::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_113::Target=True|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_111::Sentiment=True EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True _ case=nom|gender=masc|num=sg
311921206586650625	neutral	Chabos wissen wer der Papo ist ! Papst	Chabos wissen wer die Papo sein ! Papst	NE VVFIN PWS ART NN VAFIN $. NN	2/SB 0/-- 6/SB 5/NK 6/PD 2/OC 6/-- 0/--	case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
311906840311103488	negative	Mist . Nicht genug Geld bezahlt . Papst zu früh gewählt .	Mist . nicht genug Geld bezahlen . Papst zu früh wählen .	NN $. PTKNEG ADV NN VVPP $. NN PTKA ADJD VVPP $.	0/-- 1/-- 5/NG 3/MO 6/SB 0/-- 6/-- 0/-- 10/MO 11/MO 8/OC 11/--	case=nom|EmoExpression::markable_115::Uncertain=false|Sentiment::markable_116::Sentiment=True|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_116::Polarity=negative|num=sg|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Intensity=medium Sentiment::markable_116::Sentiment=True Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=neut|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|pos=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True
311940649014423552	negative	Die fünf dringendsten Aufgaben des neuen Kirchenführers - Papst Franzikus I. übernimmt ein schweres Erbe	die fünf dringend Aufgabe die neu Kirchenführers - Papst Franzikus I. übernehmen eine schwer Erbe	ART CARD ADJA NN ART ADJA NN $( NN NN NE VVFIN ART ADJA NN	4/NK 4/NK 4/NK 12/OA 7/NK 7/NK 4/AG 7/-- 7/NK 11/PNC 9/NK 0/-- 15/NK 15/NK 12/OA	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_104012643::Sarcasm=false|EmoExpression::markable_104012643::Polarity=negative|gender=neut|EmoExpression::markable_104012643::Uncertain=false|pos=True|EmoExpression::markable_104012643::Intensity=medium|num=sg|EmoExpression::markable_104012643::EmoExpression=True|EmoExpression::markable_104012643::SubjectiveFact=false case=acc|gender=neut|num=sg
311920566384877568	neutral	Was macht der Papst da oben das ist nicht mein bf mein bf ist der Papst ich bin Jesus . What the fuck	was machen die Papst da oben die sein nicht mein bf mein bf sein die Papst ich sein Jesus . what the fuck	PIS VVFIN ART NN ADV ADV PDS VAFIN PTKNEG PPOSAT NE PPOSAT NE VAFIN ART NN PPER VAFIN NE $. FM FM NN	2/SB 0/-- 4/NK 2/SB 2/MO 2/MO 8/SB 2/CJ 8/NG 19/NK 13/PNC 13/NK 14/SB 19/RS 16/NK 14/SB 18/SB 16/OC 8/PD 19/-- 22/PNC 0/-- 22/UC	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ *=True *=True *=True
312124030587113472	positive	Neuer Papst : Franziskus will Vorgänger Benedikt schnell treffen : Den Vormittag seines ersten Tages als Papst h ...	neu Papst : Franziskus wollen Vorgänger Benedikt schnell treffen : die Vormittag sein erst Tag als Papst h ...	ADJA NN $. NE VMFIN NN NE ADJD VVINF $. ART NN PPOSAT ADJA NN KOKOM NN NN $.	2/NK 0/-- 2/-- 5/SB 2/RS 9/OA 6/NK 9/MO 5/OC 9/-- 12/NK 2/PAR 15/NK 15/NK 12/AG 17/CM 15/CC 17/NK 18/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|*=True|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=sg|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Target::markable_121::Target=True|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_121::Preferred=true|Target::markable_121::Anaphref=empty|gender=masc|*=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True|pos=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311956225657024512	negative	Ich bin mit %User einer Meinung : Ich glaube auch , dass der Papst ein trauriges Leben führt . / cc %User	ich sein mit %User eine Meinung : ich glauben auch , dass die Papst eine traurig Leben führen . / cc %User	PPER VAFIN APPR NE ART NN $. PPER VVFIN ADV $, KOUS ART NN ART ADJA NN VVFIN $. $( NE NE	2/SB 0/-- 2/MO 3/NK 6/NK 2/OG 6/-- 9/SB 2/CJ 18/MO 10/-- 18/CP 14/NK 18/SB 17/NK 17/NK 18/OA 9/OC 18/-- 21/-- 22/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Target::markable_127::Preferred=true|gender=neut|Sentiment::markable_126::Polarity=negative|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_126::Sarcasm=false|Target::markable_127::Target=True case=acc|Sentiment::markable_126::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false|Target::markable_127::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_127::Target=True pers=3|num=sg|tense=pres|mood=ind _ _ _ _
311915916533309440	negative	Irgenwie geht mir das mit dem Papst gerade auf die Eier .	Irgenwie gehen ich die mit die Papst gerade auf die Ei .	ADV VVFIN PPER PDS APPR ART NN ADV APPR ART NN $.	2/MO 0/-- 2/DA 2/SB 2/MO 7/NK 5/NK 2/MO 2/MO 11/NK 9/NK 11/--	Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=negative|Sentiment::markable_122::Intensity=strong EmoExpression::markable_124::Sarcasm=false|mood=ind|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=strong|EmoExpression::markable_124::Uncertain=false case=dat|pers=1|num=sg|Source::markable_123::Source=True|Sentiment::markable_122::Sentiment=True|Source::markable_123::Anaphref=empty|*=True case=acc|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=neut Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True
312102458765746176	neutral	Deutschland | Deutsche Kardinäle : " Ich hatte mir einen anderen vorgestellt " : Die Wahl von Papst Franziskus ka ...	Deutschland | deutsch Kardinal : " ich haben ich eine andere vorstellen " : die Wahl von Papst Franziskus ka ...	NE XY ADJA NN $. $( PPER VAFIN PPER ART PIS VVPP $( $. ART NN APPR NN NE VVFIN $.	4/SB 4/NK 4/NK 8/VO 4/-- 5/-- 8/SB 0/-- 12/DA 11/NK 12/DA 8/OC 12/-- 13/-- 16/NK 20/OA 16/PG 17/NK 18/AG 12/MO 20/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=gen|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _
311947987121221633	neutral	Der Papst ist jünger als Frank Stronach	die Papst sein jung als Frank Stronach	ART NN VAFIN ADJD KOKOM NE ADV	2/NK 3/SB 0/-- 3/PD 6/CM 4/CC 6/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ case=nom|gender=masc|num=sg _
311878815343316993	neutral	Da guckst du in die Timeline und was ist Thema ? Papst Konklave Kardinäle und S04 Dramatische Mischung .	da gucken du in die Timeline und was sein Thema ? Papst Konklave Kardinal und S04 dramatisch Mischung .	ADV VVFIN PPER APPR ART NN KON PIS VAFIN NN $. NN NN NN KON NN ADJA NN $.	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 2/CD 9/SB 7/CJ 9/PD 10/-- 0/-- 12/NK 12/CJ 14/CD 15/CJ 18/NK 12/PAR 18/--	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
311917290532790272	negative	Vielleicht der Sohn vom Papst ... der ist doch vie zu jung .	vielleicht die Sohn von Papst ... die sein doch vie zu jung .	ADV ART NN APPRART NN $. PDS VAFIN ADV ADJD APPR ADJD $.	3/MO 3/NK 0/-- 3/MNR 4/NK 5/-- 8/SB 0/-- 8/MO 12/MO 12/MO 8/PD 12/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_104012644::SubjectiveFact=false|EmoExpression::markable_104012644::Intensity=medium|EmoExpression::markable_104012644::Polarity=negative|EmoExpression::markable_104012644::Sarcasm=false|EmoExpression::markable_104012644::EmoExpression=True|EmoExpression::markable_104012644::Uncertain=false EmoExpression::markable_104012644::EmoExpression=True|pos=True _
311909610544037890	neutral	Habemus Papam ! Live im ORF - jetzt ZIB , dann wieder Sondersendung. konklave Papst	Habemus Papam ! live in ORF - jetzt ZIB , dann wieder Sondersendung. Konklave Papst	NN NN $. ADJD APPRART NE $( ADV NE $, ADV ADV NN NN NN	0/-- 1/NK 2/-- 11/RE 4/MO 5/NK 6/-- 9/MO 4/APP 9/-- 13/MO 13/MO 0/-- 13/NK 13/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311955697187307520	neutral	+ + + + Habemus Batman : Neuer Papst entscheidet sich für ungewöhnlichen Namen + + + + newstweet	+ + + + Habemus Batman : neu Papst entscheiden sich für ungewöhnlich Name + + + + newstweet	KON KON KON KON NN NE $. ADJA NN VVFIN PRF APPR ADJA NN KON KON KON KON ADJA	10/JU 1/CD 2/CD 3/CD 4/CJ 5/NK 6/-- 9/NK 10/SB 0/-- 10/OA 10/MO 14/NK 12/NK 10/MO 15/CD 16/CD 17/CD 18/CJ	_ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _
311988532614938625	neutral	Eine Berichtigung zur Papstberichterstattung im TA : Der Papst heisst nur Franziskus , nicht Franziskus I. Bei Johannes Paul I. war das anders	eine Berichtigung zu Papstberichterstattung in TA : die Papst heißen nur Franziskus , nicht Franziskus I. bei Johannes Paul I. sein die anders	ART NN APPRART NN APPRART NE $. ART NN VVFIN ADV NE $, PTKNEG NE NE APPR NE NE NE VAFIN PDS ADV	2/NK 21/SB 2/MNR 3/NK 4/MNR 5/NK 6/-- 9/NK 10/SB 6/RS 12/MO 10/MO 12/-- 21/NG 16/PNC 21/SB 16/MNR 19/PNC 17/NK 19/PNC 0/-- 21/SB 21/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg _
311908865094590464	neutral	" Der abgetretene Papst " . Na , na . Man muss ihn ja nicht gleich mit einer Fussmatte vergleichen .	" die abgetreten Papst " . na , na . man müssen er ja nicht gleich mit eine Fussmatte vergleichen .	$( ART ADJA NN $( $. ITJ $, ITJ $. PIS VMFIN PPER ADV PTKNEG ADJD APPR ART NN VVINF $.	2/-- 4/NK 4/NK 0/-- 4/-- 5/-- 9/NK 7/-- 10/NK 0/-- 12/SB 0/-- 20/OA 12/MO 12/NG 20/MO 20/OP 19/NK 17/NK 12/OC 20/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
311917220794093568	neutral	GZSZ soll jetzt vorbei sein ! Ich muss den neuen Papst sehen !	GZSZ sollen jetzt vorbei sein ! ich müssen die neu Papst sehen !	NN VMFIN ADV ADV VAINF $. PPER VMFIN ART ADJA NN VVINF $.	2/SB 0/-- 2/MO 5/MO 2/OC 5/-- 8/SB 0/-- 11/NK 11/NK 12/OA 8/OC 12/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _
311949413125849089	neutral	Kommentar aus dem Jahr 2011 über den neuen Papst : %Link klingtnichtgut	Kommentar aus die Jahr @card@ über die neu Papst : %Link klingtnichtgut	NN APPR ART NN CARD APPR ART ADJA NN $. XY NN	0/-- 1/MNR 4/NK 2/NK 4/NK 1/MNR 9/NK 9/NK 6/NK 9/-- 0/-- 1/PD	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ pos=True
