311914253751836672	positive	Ich bi so ufgregt ! Wer isch jetzt de neui Papst ? ? %PosSmiley	ich bi so ufgregt ! wer isch jetzt de neui Papst ? ? %PosSmiley	PPER VVFIN ADV ADJD $. PWS VVFIN ADV NE ADJA NN $. $. ITJ	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 0/-- 7/MO 7/SB 11/NK 7/OA 11/-- 12/-- 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311933795907534848	negative	Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan	die Homosexuellenehe sein für die Kardinal , die jetzt Papst sein , eine Zerstörung von Gott Plan	ART NN VAFIN APPR ART NN $, PRELS ADV NN VAFIN $, ART NN APPR NN NN	2/NK 3/SB 0/-- 3/MO 6/NK 4/NK 6/-- 11/SB 11/MO 11/PD 6/RC 11/-- 14/NK 3/SB 14/PG 17/AG 15/NK	case=nom|Sentiment::markable_100500212::Intensity=medium|Target::markable_100500213::Target=True|gender=fem|Target::markable_100500213::Anaphref=empty|num=sg|Target::markable_100500213::Preferred=true|Sentiment::markable_100500212::Sentiment=True|Sentiment::markable_100500212::Sarcasm=false|Sentiment::markable_100500212::Polarity=negative case=nom|gender=fem|Target::markable_100500213::Target=True|num=sg|Sentiment::markable_100500212::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500212::Sentiment=True Sentiment::markable_100500212::Sentiment=True case=acc|num=sg|Sentiment::markable_100500212::Sentiment=True|gender=masc|Source::markable_100500214::Source=True|Source::markable_100500214::Anaphref=empty case=acc|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_100500214::Source=True|Sentiment::markable_100500212::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500212::Sentiment=True|Source::markable_100500214::Source=True Sentiment::markable_100500212::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500212::Sentiment=True case=acc|EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=negative|gender=fem|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::Intensity=medium|EmoExpression::markable_100500215::EmoExpression=True|num=sg|EmoExpression::markable_100500215::Sarcasm=false|Sentiment::markable_100500212::Sentiment=True Sentiment::markable_100500212::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_100500212::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500212::Sentiment=True
311881216162951169	negative	Mediengeile Möwe . Wird ihr Gefieder gleich ganz dunkel , wenn es schwarz raucht ? Papst Konklave	mediengeil Möwe . werden ihr Gefieder gleich ganz dunkel , wenn es schwarz rauchen ? Papst Konklave	ADJA NN $. VAFIN PPER NN ADJD ADV ADJD $, KOUS PPER ADJD VVFIN $. NN NN	2/NK 0/-- 2/-- 0/-- 6/NK 4/SB 9/MO 9/MO 4/PD 9/-- 14/CP 14/SB 14/MO 8/CC 14/-- 0/-- 16/NK	case=acc|EmoExpression::markable_104014821::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_104014821::Uncertain=false|EmoExpression::markable_104014821::Intensity=medium|num=pl|EmoExpression::markable_104014821::EmoExpression=True|EmoExpression::markable_104014821::Polarity=negative|EmoExpression::markable_104014821::Sarcasm=false case=acc|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 case=acc|gender=neut|num=pl _ _ pos=True _ _ case=nom|gender=neut|num=sg|pers=3 pos=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311903727567126528	positive	Wir haben einen neuen Papst !	wir haben eine neu Papst !	PPER VAFIN ART ADJA NN $.	2/SB 0/-- 5/NK 5/NK 2/OA 5/--	case=nom|Sentiment::markable_111::Polarity=positive|Target::markable_112::Preferred=true|Sentiment::markable_111::Sentiment=True|*=True|Sentiment::markable_111::Sarcasm=false|pers=1|Target::markable_112::Anaphref=empty|num=pl|Sentiment::markable_111::Intensity=strong|Target::markable_112::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True|Target::markable_112::Target=True case=acc|gender=masc|num=sg|Target::markable_112::Target=True|Sentiment::markable_111::Sentiment=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|pos=True|Target::markable_112::Target=True case=acc|gender=masc|num=sg|Target::markable_112::Target=True|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True
311928585558585344	positive	habe gehört , das Barca - Spiel war cool . Können die nicht das wiederholen , jetzt wo n Argentinier mit ital Eltern papst ist ?	haben gehören|hören , die Barca - Spiel sein cool . können die nicht die wiederholen , jetzt wo n Argentinier mit ital Eltern Papst sein ?	VAFIN VVPP $, PRELS NE $( NN VAFIN ADJD $. VMFIN PDS PTKNEG PDS VVINF $, ADV PWAV ADJA NN APPR ADJA NN NN VAFIN $.	0/-- 1/OC 2/-- 7/NK 7/NK 5/-- 8/SB 1/CJ 8/PD 9/-- 0/-- 11/SB 11/NG 15/OA 11/OC 15/-- 25/MO 25/MO 20/NK 25/SB 20/MNR 23/NK 21/NK 25/PD 11/CJ 25/--	pers=3|num=sg|tense=pres|mood=subj _ _ case=nom|Source::markable_115::Anaphref=empty|Sentiment::markable_114::Sentiment=True|gender=neut|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Intensity=medium|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Polarity=positive case=nom|gender=neut|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True|Source::markable_115::Source=True case=nom|gender=neut|Source::markable_115::Source=True|num=sg|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=sg|tense=past|mood=ind EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_114::Sentiment=True|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _ _ _ _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311921502264098816	neutral	Der neue Papst spricht deutsch . Bergoglio hat in Deutschland promoviert .	die neu Papst sprechen deutsch . Bergoglio haben in Deutschland promovieren .	ART ADJA NN VVFIN ADJD $. NE VAFIN APPR NE VVPP $.	3/NK 3/NK 4/SB 0/-- 4/MO 5/-- 8/SB 0/-- 11/MO 9/NK 8/OC 11/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _
311913659934838785	positive	papst gangam style auf dem balkon ... und die masse wäre am feiern .	Papst gangam style auf die Balkon ... und die maßen sein am feiern .	NN ADJA NN APPR ART NN $. KON PDS VVFIN VAFIN PTKA VVINF $.	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 6/-- 10/JU 10/SB 11/OC 0/-- 13/MO 11/OC 13/--	_ _ case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ EmoExpression::markable_104014822::EmoExpression=True|EmoExpression::markable_104014822::Intensity=medium|EmoExpression::markable_104014822::Uncertain=false|EmoExpression::markable_104014822::SubjectiveFact=false|EmoExpression::markable_104014822::Polarity=positive|EmoExpression::markable_104014822::Sarcasm=false _
311904327503605760	neutral	Ok , da gehen wir mit ! Und älter als 44 Jahre ! Es wird ein Mann sein . ( Mg ) papst	Ok , da gehen wir mit ! und alt als 44 Jahr ! es werden eine Mann sein . ( mg ) papst	NE $, ADV VVFIN PPER PTKVZ $. KON ADJD KOKOM CARD NN $. PPER VAFIN ART NN VAINF $. $( NN $( ADJA	3/RE 1/-- 4/MO 0/-- 4/SB 4/SVP 6/-- 9/JU 0/-- 12/CM 12/NK 9/CC 12/-- 15/SB 0/-- 17/NK 18/PD 15/OC 18/-- 21/-- 0/-- 21/-- 21/MO	_ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ comp=True _ _ case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
311952362845659136	negative	Was haben Bela Rethy und der zurückgetretene Papst gemeinsam ? Nichts , leider rein gar nichts .	was haben Bela Rethy und die zurückgetreten Papst gemeinsam ? nichts , leider rein gar nichts .	PIS VAFIN NE NE KON ART ADJA NN ADJD $. PIS $, ADV ADV ADV PIS $.	2/OA 0/-- 4/PNC 2/SB 4/CD 8/NK 8/NK 5/CJ 8/MNR 9/-- 0/-- 11/-- 14/MO 16/MO 16/MO 11/APP 16/--	case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pos=True _ gender=neut|*=True _ EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::SubjectiveFact=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Polarity=negative|EmoExpression::markable_100500216::Intensity=medium _ _ gender=neut|*=True _
311916164538310656	positive	papst Es wird gejubelt , das Licht ist angegangen %User OH !	Papst es werden jubeln , die Licht sein angehen %User OH !	NN PPER VAFIN VVPP $, ART NN VAFIN VVPP NE NE $.	3/PD 3/EP 0/-- 3/OC 4/-- 7/NK 8/SB 3/CJ 8/PD 11/PNC 9/SB 11/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=positive|gender=neut|Sentiment::markable_122::Intensity=medium|pers=3|num=sg pers=3|Sentiment::markable_122::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=positive|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_123::Anaphref=empty|gender=neut|Target::markable_123::Target=True|Target::markable_123::Preferred=true case=nom|gender=neut|Target::markable_123::Target=True|num=sg|Sentiment::markable_122::Sentiment=True pers=3|Sentiment::markable_122::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_123::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_123::Target=True *=True *=True _
311805428646424576	negative	Papstwahl : Wieder schwarzer Rauch in Rom : Auch nach dem zweiten und dritten Wahlgang steht kein Papst fest : Ü ...	Papstwahl : wieder schwarz Rauch in Rom : auch nach die zweit und dritt Wahlgang stehen keine Papst fest : Ü ...	NN $. ADV ADJA NN APPR NE $. ADV APPR ART ADJA KON ADJA NN VVFIN PIAT NN PTKVZ $. VVFIN $.	0/-- 1/-- 5/MO 5/NK 0/SB 5/MNR 6/NK 7/-- 10/MO 5/MNR 15/NK 15/NK 12/CD 13/CJ 10/NK 0/-- 18/NK 16/SB 16/SVP 19/-- 18/OC 21/--	case=nom|gender=fem|num=sg _ _ case=nom|EmoExpression::markable_104014823::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_104014823::Intensity=medium|num=sg|EmoExpression::markable_104014823::EmoExpression=True|EmoExpression::markable_104014823::Uncertain=false|EmoExpression::markable_104014823::Polarity=negative|EmoExpression::markable_104014823::Sarcasm=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014823::EmoExpression=True _ case=dat|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _
311959874160455680	negative	Der Fake - Account vom neuen Papst %User hat schon über 100.000 Follower .	die Fake - <UNKNOWN> von neu Papst %User haben schon über @card@ Follower .	ART NN $( VVPP APPRART ADJA NN NE VAFIN ADV APPR CARD NN $.	2/NK 9/SB 2/-- 2/PAR 4/SBP 7/NK 5/NK 7/NK 0/-- 11/MO 9/OC 13/NK 11/NK 13/--	case=nom|gender=masc|num=sg case=nom|gender=masc|EmoExpression::markable_104014824::Polarity=negative|EmoExpression::markable_104014824::Sarcasm=false|num=sg|EmoExpression::markable_104014824::Uncertain=false|EmoExpression::markable_104014824::Intensity=medium|EmoExpression::markable_104014824::SubjectiveFact=true|EmoExpression::markable_104014824::EmoExpression=True EmoExpression::markable_104014824::EmoExpression=True pers=3|EmoExpression::markable_104014824::EmoExpression=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=pl _
311982663697317890	negative	Nur so zur Erinnerung : " Ein Diktatoren - Freund als Konkurrent Ratzingers " %Link papst	nur so zu Erinnerung : " eine Diktator - Freund als Konkurrent Ratzingers " %Link papst	ADV ADV APPRART NN $. $( ART NN $( NN KOKOM NN NN $( XY ADJA	2/MO 3/MO 0/-- 3/NK 4/-- 5/-- 8/NK 5/NK 8/-- 8/NK 10/CD 11/NK 10/NK 13/-- 0/-- 0/--	_ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|EmoExpression::markable_124::Uncertain=false|gender=neut|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|num=sg|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=medium case=acc|gender=neut|num=sg|EmoExpression::markable_124::EmoExpression=True EmoExpression::markable_124::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_124::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _
312151431798992896	negative	Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch . ...	neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch . ...	ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN $. $.	2/NK 3/SB 0/-- 5/NK 3/OA 5/-- 5/NK 9/CM 7/CC 11/NK 9/AG 5/CD 14/NK 12/CJ 14/MNR 17/NK 15/NK 17/NK 18/-- 0/--	case=nom|Source::markable_100500217::Source=True|gender=masc|pos=True|Sentiment::markable_125::Polarity=negative|num=sg|Sentiment::markable_125::Sentiment=True|Source::markable_100500217::Anaphref=empty|Sentiment::markable_125::Intensity=medium|Sentiment::markable_125::Sarcasm=false case=nom|gender=masc|Source::markable_100500217::Source=True|num=sg|Sentiment::markable_125::Sentiment=True pers=3|Sentiment::markable_125::Sentiment=True|num=sg|tense=past|mood=ind case=acc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Preferred=true|gender=fem|Target::markable_126::Anaphref=empty|Target::markable_126::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Target=True Target::markable_126::Target=True|Sentiment::markable_125::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_126::Target=True Sentiment::markable_125::Sentiment=True EmoExpression::markable_104014825::Uncertain=false|EmoExpression::markable_127::Sarcasm=false|EmoExpression::markable_104014825::SubjectiveFact=false|EmoExpression::markable_127::EmoExpression=True|num=pl|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_104014825::Sarcasm=false|EmoExpression::markable_104014825::Polarity=negative|case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_104014825::Intensity=medium|*=True|EmoExpression::markable_104014825::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_125::Sentiment=True case=gen|gender=neut|EmoExpression::markable_127::EmoExpression=True|num=sg|Sentiment::markable_125::Sentiment=True case=gen|EmoExpression::markable_104014826::Uncertain=false|gender=neut|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_104014826::Intensity=medium|num=sg|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_104014826::Sarcasm=false|EmoExpression::markable_104014826::SubjectiveFact=false|EmoExpression::markable_104014826::EmoExpression=True|EmoExpression::markable_104014826::Polarity=negative Sentiment::markable_125::Sentiment=True case=nom|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True|gender=neut case=nom|gender=neut|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_125::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_128::Target=True case=nom|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|gender=masc|EmoExpression::markable_129::Polarity=negative|num=sg|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_129::SubjectiveFact=false _ _
311903779182239744	positive	+ + + Weist er Rauch in Rom : Die Welt hat einen neuen Papst - Papstwahl im Vatikan %Link + + + konklave	+ + + weisen er Rauch in Rom : die Welt haben eine neu Papst - Papstwahl in Vatikan %Link + + + Konklave	KON KON KON VVFIN PPER NE APPR NE $. ART NN VAFIN ART ADJA NN $( NN APPRART NN XY KON KON KON NN	4/JU 4/CD 4/CD 0/-- 4/SB 4/OA 6/MNR 7/NK 8/-- 11/NK 12/SB 8/RS 15/NK 15/NK 12/OA 15/-- 12/OA 17/MNR 18/NK 19/NK 17/CD 21/CD 22/CD 23/CJ	_ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104014827::Intensity=medium|EmoExpression::markable_104014827::Sarcasm=false|gender=masc|EmoExpression::markable_104014827::EmoExpression=True|EmoExpression::markable_104014827::Polarity=positive|pers=3|num=sg|EmoExpression::markable_104014827::SubjectiveFact=true|EmoExpression::markable_104014827::Uncertain=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014827::EmoExpression=True _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _
311913395920183296	neutral	Meine Freundin kommt gar nicht vom Einkaufen zurück . Befürchte , sie ist jetzt Papst .	mein Freundin kommen gar nicht von Einkaufen zurück . befürchten , sie sein jetzt Papst .	PPOSAT NN VVFIN ADV PTKNEG APPRART NN PTKVZ $. VVFIN $, PPER VAFIN ADV NN $.	2/NK 3/SB 0/-- 5/MO 3/NG 3/MO 6/NK 3/SVP 8/-- 13/PD 10/-- 13/SB 0/-- 13/MO 13/PD 15/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _
311950076480200704	positive	Franziskus l. könnte der beste Papst aller Zeiten werden . Bescheiden und liebenswert . Dadurch einfach grandios . Bin gespannt auf mehr .	Franziskus l. können die gut Papst alle Zeit werden . bescheiden und liebenswert . dadurch einfach grandios . sein gespannt auf mehr .	NE NN VMFIN ART ADJA NN PIAT NN VAINF $. ADJD KON ADJD $. PAV ADJD ADJD $. VAFIN ADJD APPR PIS $.	2/NK 3/SB 0/-- 6/NK 6/NK 9/PD 8/NK 6/AG 3/OC 9/-- 0/-- 11/CD 12/CJ 13/-- 0/NK 17/MO 15/NK 17/-- 0/-- 19/PD 20/MO 21/NK 22/--	Sentiment::markable_130::Polarity=positive|Sentiment::markable_130::Sarcasm=false|Target::markable_131::Target=True|Sentiment::markable_130::Intensity=strong|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true|Sentiment::markable_130::Sentiment=True Target::markable_131::Target=True|Sentiment::markable_130::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_130::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_130::Sentiment=True case=nom|EmoExpression::markable_132::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_132::Polarity=positive|sup=True|EmoExpression::markable_132::Intensity=strong|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false|Sentiment::markable_130::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_130::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_130::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True EmoExpression::markable_134::SubjectiveFact=false|EmoExpression::markable_134::Intensity=medium|EmoExpression::markable_134::Uncertain=false|pos=True|EmoExpression::markable_134::Polarity=positive|EmoExpression::markable_134::EmoExpression=True|EmoExpression::markable_134::Sarcasm=false|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Intensifier::markable_100500218::EmoExpressionRef=emo-expression:markable_135|Intensifier::markable_100500218::Intensifier=True|pos=True|Sentiment::markable_130::Sentiment=True|Intensifier::markable_100500218::Degree=medium EmoExpression::markable_135::Polarity=positive|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|EmoExpression::markable_135::Intensity=strong|pos=True|EmoExpression::markable_135::EmoExpression=True|EmoExpression::markable_135::Uncertain=false|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_130::Sentiment=True EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=positive|pos=True|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_130::Sentiment=True|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_130::Sentiment=True Target::markable_100500219::Preferred=true|Target::markable_100500219::Anaphref=empty|Sentiment::markable_130::Sentiment=True|Target::markable_100500219::Target=True Sentiment::markable_130::Sentiment=True
311981016967442434	neutral	Angeblich weiss Ratzinger immer noch nicht , wer neuer Papst ist . Ich denke , er twittert ?	angeblich wissen Ratzinger immer noch nicht , wer neu Papst sein . ich denken , er twittert ?	ADJD VVFIN NN ADV ADV PTKNEG $, PWS ADJA NN VAFIN $. PPER VVFIN $, PPER VVFIN $.	2/MO 0/-- 2/SB 5/MO 6/MO 2/NG 6/-- 11/SB 10/NK 11/PD 2/OC 11/-- 14/SB 0/-- 14/-- 17/SB 14/OC 17/--	pos=True pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
312096558126616576	neutral	Der neue Papst schafft den Google Reader ab . Das haben wir nun davon .	die neu Papst schaffen die Google Reader ab . die haben wir nun davon .	ART ADJA NN VVFIN ART NN NN PTKVZ $. PDS VAFIN PPER ADV PAV $.	3/NK 3/NK 4/SB 0/-- 6/NK 4/OA 6/NK 4/SVP 8/-- 13/OA 0/-- 11/SB 11/MO 11/NK 10/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _
312174151970467841	neutral	Gespräch über den neuen Papst und den von ihm gewählten Namen . Kollege : ' Wieso Franziskus ? Ich dachte der heisst Habemus Papam ... '	Gespräch über die neu Papst und die von er gewählt Name . Kollege : ' wieso Franziskus ? ich denken die heißen Habemus Papam ... '	NN APPR ART ADJA NN KON ART APPR PPER ADJA NN $. NN $. $( PWAV NE $. PPER VVFIN ART VVFIN NN NN $. $(	0/-- 1/OP 5/NK 5/NK 2/NK 5/CD 11/NK 10/SBP 8/NK 11/NK 6/CJ 11/-- 0/-- 13/-- 14/-- 13/CD 13/SB 17/-- 20/SB 0/-- 23/NK 23/NK 20/SB 23/NK 24/-- 0/--	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pers=3 case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
