334042502166347776	positive	Obama ' s " red line " und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama ' s " red line " und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN $( NN $( NE ADJD $( KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 0/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/NK	_ _ _ _ _ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
334043546384478209	neutral	Sagt mir bitte , dass das nicht stimmt ! RT " Am 22.9 . die SPD weiträumig umfahren .	sagen ich bitte , dass die nicht stimmen ! RT " an @card@ . die SPD weiträumig umfahren .	VVFIN PPER ADV $, KOUS PDS PTKNEG VVFIN $. NE $( APPRART CARD $. ART NE ADJD VVPP $.	0/-- 1/DA 1/MO 3/-- 8/CP 8/SB 8/NG 1/OC 8/-- 0/-- 10/-- 18/MO 12/NK 13/-- 16/NK 18/SB 18/MO 10/PAR 18/--	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True _ _
323885003392053250	neutral	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit ?	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit ?	NN NN VAFIN PPER ADJD ART NN APPR NN $.	3/VO 1/NK 0/-- 3/SB 3/MO 7/NK 3/OA 7/MNR 8/NK 9/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _
323150587971661824	mixed	... Steuerrecht , Datenschutz , Warondrugs usw. brauchen dringend liberale Ideen - die Ehe mit der oft zu konservativen CDU hat uns ..	... Steuerrecht , Datenschutz , Warondrugs usw. brauchen dringend liberal Idee - die Ehe mit die oft zu konservativ CDU haben wir ..	$. NN $, NN $, NN ADV VVFIN ADJD ADJA NN $( ART NN APPR ART ADV PTKZU ADJA NE VAFIN PPER ADJA	0/-- 8/SB 2/-- 2/CJ 4/-- 4/CJ 6/MNR 0/-- 8/MO 11/NK 8/SB 11/-- 14/NK 21/SB 14/MNR 20/NK 19/MO 19/PM 20/NK 15/NK 8/CJ 21/SB 21/RS	_ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind pos=True Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|pos=True|num=pl|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|Target::markable_106::Anaphref=empty|EmoExpression::markable_107::Polarity=positive|Sentiment::markable_105::Intensity=medium|case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_107::SubjectiveFact=false|gender=fem|Target::markable_106::Target=True|Sentiment::markable_105::Sarcasm=false|EmoExpression::markable_107::Sarcasm=false case=nom|gender=fem|Sentiment::markable_105::Sentiment=True|num=pl|Target::markable_106::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sentiment=True|Sentiment::markable_108::Sarcasm=false|Intensifier::markable_112::Degree=medium|Sentiment::markable_108::Intensity=medium|Intensifier::markable_112::Intensifier=True|Intensifier::markable_112::EmoExpressionRef=emo-expression:markable_111 case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false case=dat|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl|pos=True
332940662196539392	neutral	Sie ist unsere neue Politische Geschäftsführerin Vorsitz steht nicht zur Wahl	Sie sein unser neu politisch Geschäftsführerin Vorsitz stehen nicht zu Wahl	PPER VAFIN PPOSAT ADJA ADJA NN NN VVFIN PTKNEG APPRART NN	2/SB 0/-- 6/NK 6/NK 6/NK 8/SB 6/NK 2/PD 8/NG 8/CVC 10/NK	case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
332644961554137088	negative	SPD - Chef Gabriel lenkt im Streit ums Tempolimit ein : Die SPD pfeift ihren Chef zurück , doch der Totalschaden i ...	SPD - Chef Gabriel lenken in Streit ums Tempolimit ein : die SPD pfeifen ihr Chef zurück , doch die Totalschaden i ...	NE $( NN NE VVFIN APPRART NN APPRART NN PTKVZ $. ART NE VVFIN PPOSAT NN PTKVZ $, KON ART NN NE $.	5/SB 1/-- 1/PAR 3/NK 0/-- 5/MO 6/NK 5/MO 8/NK 5/SVP 10/-- 13/NK 14/SB 5/CJ 16/NK 14/OA 14/SVP 17/-- 13/CD 21/NK 19/CJ 21/NK 22/--	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500183::Uncertain=false|gender=masc|EmoExpression::markable_100500183::Intensity=medium|num=sg|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|*=True|num=sg _
332219941849800705	negative	Auf alle Fälle interessant ! Die grünen Spitzenfunktionäre scheinen jedenfalls sehr selbstbewusst . Alles Zauberlehrlinge ... %PosSmiley	auf alle Fall interessant ! die grün Spitzenfunktionär scheinen jedenfalls sehr selbstbewusst . alle Zauberlehrling ... %PosSmiley	APPR PIAT NN ADJD $. ART ADJA NN VVFIN ADV ADV ADJD $. PIAT NN $. ITJ	4/MO 3/NK 1/NK 0/-- 4/-- 8/NK 8/NK 9/SB 0/-- 9/MO 12/MO 9/MO 12/-- 15/NK 0/-- 15/-- 16/NK	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::Polarity=positive|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Intensity=medium _ case=nom|Sentiment::markable_114::Intensity=weak|num=pl|Sentiment::markable_114::Sentiment=True|gender=masc|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Polarity=negative case=nom|Sentiment::markable_114::Sentiment=True|gender=masc|Target::markable_115::Preferred=true|pos=True|Target::markable_115::Target=True|num=pl|Target::markable_115::Anaphref=empty case=nom|gender=masc|num=pl|Target::markable_115::Target=True|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True EmoExpression::markable_100500219::SubjectiveFact=true|Sentiment::markable_114::Sentiment=True|pos=True|EmoExpression::markable_100500219::Uncertain=false|EmoExpression::markable_100500219::Intensity=medium|EmoExpression::markable_100500219::Sarcasm=false|EmoExpression::markable_100500219::Polarity=negative|EmoExpression::markable_100500219::EmoExpression=True Sentiment::markable_114::Sentiment=True case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::Polarity=positive|gender=masc|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Sarcasm=false|num=pl|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium _ EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false
318833905627193344	negative	" Diese Bundesregierung ist die erfolgreichste seit der Wiedervereinigung . " April , April ! - 200 Gründe noch 174 Tage ...	" dies Bundesregierung sein die erfolgreich seit die Wiedervereinigung . " April , April ! - 200 Grund noch @card@ Tag ...	$( PDAT NN VAFIN ART ADJA APPR ART NN $. $( NN $, NN $. $( CARD NN ADV CARD NN $.	2/-- 3/NK 4/SB 0/-- 6/NK 4/PD 6/MNR 9/NK 7/NK 9/-- 10/-- 0/-- 12/-- 12/CJ 14/-- 17/-- 18/NK 0/-- 20/MO 21/NK 18/MNR 21/--	_ case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=fem|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=true|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=strong|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::SubjectiveFact=false case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::EmoExpression=True|pos=True Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=masc|Negation::markable_121::Negation=True|Negation::markable_121::EmoExpressionRef=empty Negation::markable_121::Negation=True|Sentiment::markable_118::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True Sentiment::markable_118::Sentiment=True _ _ case=nom|gender=masc|num=pl _ _ case=acc|gender=masc|num=pl _
334792335688884224	positive	Acht Jahre ! Da fehlt nach der Wahl ja jegliche politische Kontrolle . Finde Legislaturen von über 5 Jahren heikel .	acht Jahr ! da fehlen nach die Wahl ja jegliche politisch Kontrolle . finden Legislaturen von über 5 Jahr heikel .	ADJA NN $. ADV VVFIN APPR ART NN ADV PIAT ADJA NN $. VVFIN NN APPR APPR CARD NN ADJD $.	2/NK 0/-- 2/-- 5/MO 0/-- 5/MO 8/NK 6/NK 5/MO 12/NK 12/NK 5/OA 12/-- 0/-- 14/OA 15/PG 18/MO 19/NK 16/NK 14/MO 20/--	_ case=nom|gender=neut|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|mood=subj|Sentiment::markable_122::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_122::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|num=pl|Target::markable_124::Anaphref=empty|gender=fem|Target::markable_124::Preferred=true|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True case=dat|gender=neut|num=pl|Target::markable_124::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_123::SubjectiveFact=false|EmoExpression::markable_123::Intensity=medium|EmoExpression::markable_123::Uncertain=false|pos=True|EmoExpression::markable_123::Polarity=negative|EmoExpression::markable_123::EmoExpression=True|EmoExpression::markable_123::Sarcasm=false Sentiment::markable_122::Sentiment=True
335861407377661952	neutral	" Gott stehe uns bei , die Politik wird es nach dem Euro - Crash nicht können %PosSmileyie sind alle auf der Flucht Mach mal Werkzeugkiste zu	" Gott stehen wir bei , die Politik werden es nach die Euro - crashen nicht können %PosSmileyie sein alle auf die Flucht machen mal Werkzeugkiste zu	$( NN VVFIN PPER PTKVZ $, ART NN VAFIN PPER APPR ART NN $( VVIMP PTKNEG VMFIN ADJD VAFIN PIS APPR ART NN VVIMP ADV NN APPR	2/-- 3/SB 0/-- 3/DA 3/SVP 5/-- 8/NK 9/SB 3/CJ 9/EP 17/MO 13/NK 11/NK 13/-- 13/NK 17/NG 9/OC 19/PD 17/OC 19/SB 19/MO 23/NK 21/NK 19/PAR 24/MO 24/OA 3/SVP	_ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=2|num=sg|mood=imp _ pers=3|num=pl|tense=pres|mood=ind pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl _
337431143852957696	negative	Debakel um Projekt " Euro Hawk " : Merkel steht bei Drohnen - Affäre hinter De ... - FOCUS Online	Debakel um Projekt " Euro Hawk " : Merkel stehen bei Drohn - Affäre hinter De ... - Focus Online	NN APPR NN $( NN NE $( $. NE VVFIN APPR NN $( NN APPR NE $. $( NE NE	10/SB 1/MNR 2/NK 3/-- 1/PAR 9/PNC 9/-- 7/-- 5/NK 0/-- 10/MO 11/NK 12/-- 12/APP 14/MNR 15/NK 16/-- 19/-- 20/PNC 0/--	case=nom|gender=masc|EmoExpression::markable_100500184::Uncertain=false|EmoExpression::markable_100500184::Intensity=strong|num=sg|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ case=dat|EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=negative|gender=fem|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false _ case=dat|gender=fem|num=sg _ _ *=True *=True
337331809085956096	positive	Die Zeiten des Friedens sind fast gezählt ... %Link via %User Syrien Israel	die Zeit die Frieden sein fast zählen ... %Link via %User Syrien Israel	ART NN ART NN VAFIN ADV VVPP $. XY APPR NE NE NE	2/NK 5/SB 4/NK 2/AG 0/-- 7/MO 5/PD 7/-- 0/-- 0/-- 13/PNC 13/PNC 10/NK	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|EmoExpression::markable_100500185::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ case=gen|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
317813242380554240	neutral	Bundesregierung will offenbar ACTA - Fehler bei TAFTA wiederholen " GrünDigital	Bundesregierung wollen offenbar ACTA - Fehler bei TAFTA wiederholen " GrünDigital	NN VMFIN ADJD NN $( NN APPR NN VVINF $( NN	2/SB 0/-- 2/MO 2/OA 4/-- 9/OA 6/MNR 7/NK 2/OC 9/-- 2/PAR	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg
324650398679977984	neutral	REGIME - HETZE = = = = = = = = = Noch vor Bundestagswahl AfD Verbot ? Spiegel " entdeckt " strategische Unterwanderung durch NPD	Regime - hetzen = = = = = = = = = noch vor Bundestagswahl AfD Verbot ? Spiegel " entdecken " strategisch Unterwanderung durch NPD	NN $( VVFIN $( $( $( $( $( $( $( $( $( KON APPR NN ADJA NN $. NN $( VVFIN $( ADJA NN APPR NE	3/SB 1/-- 0/-- 3/-- 4/-- 5/-- 6/-- 7/-- 8/-- 9/-- 10/-- 11/-- 14/MO 3/PAR 14/NK 17/NK 15/AG 17/-- 21/SB 19/-- 0/-- 21/-- 24/NK 21/OA 24/MNR 25/NK	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ _ _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg
326079547697143808	mixed	Wenn im Fall Hoeness ausgerechnet Daum und Steinbrück zur moralischen Instanz werden , dann kann ' s ja heiter werden	wenn in Fall Hoeness ausgerechnet Daum und Steinbrück zu moralisch Instanz werden , dann können ' s ja heiter werden	KOUS APPRART NN NN ADJD NN KON NN APPRART ADJA NN VAINF $, ADV VMFIN $( NN ADV ADJD VAFIN	12/CP 12/MO 2/NK 3/NK 12/MO 12/PD 6/CD 7/CJ 6/MNR 11/NK 9/NK 14/RE 12/-- 15/MO 0/-- 15/-- 15/SB 15/MO 20/PD 15/OC	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500186::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_100500186::Intensity=medium|num=sg|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false case=dat|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ EmoExpression::markable_100500222::Intensity=medium|comp=True|EmoExpression::markable_100500187::Sarcasm=false|EmoExpression::markable_100500222::Sarcasm=false|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Uncertain=false|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Polarity=negative|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=positive|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True
322434610971697153	mixed	Berlin und Hamburg sollen bereits AfD Hochburgen sein . Klingt übertrieben aber Klappern gehört zum Handwerk. cdu	Berlin und Hamburg sollen bereits AfD Hochburg sein . klingen übertreiben aber Klapper|Klappern gehören zu Handwerk. cdu	NE KON NE VMFIN ADV ADJA NN VAINF $. VVFIN VVPP KON NN VVFIN APPRART ADJA NN	4/SB 1/CD 2/CJ 0/-- 8/MO 7/NK 8/PD 4/OC 8/-- 11/MO 13/NK 11/MO 14/SB 0/-- 14/OP 17/NK 15/NK	Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|num=sg|Sentiment::markable_100500192::Polarity=negative|Sentiment::markable_100500192::Sarcasm=false|Sentiment::markable_100500188::Intensity=medium|Sentiment::markable_100500192::Sentiment=True|case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Target::markable_100500188::Preferred=true|Target::markable_100500192::Preferred=true|Target::markable_100500192::Anaphref=empty|Sentiment::markable_100500192::Intensity=weak|Sentiment::markable_100500188::Polarity=positive|Sentiment::markable_100500188::Sarcasm=false Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|Target::markable_100500188::Preferred=true|num=sg|Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|num=pl|Target::markable_100500192::Target=True|gender=fem|pos=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|num=pl|Target::markable_100500192::Target=True|gender=fem|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True EmoExpression::markable_100500195::Intensity=weak|EmoExpression::markable_100500195::Sarcasm=false|pos=True|EmoExpression::markable_100500195::Polarity=negative|EmoExpression::markable_100500195::EmoExpression=True|EmoExpression::markable_100500195::SubjectiveFact=false|EmoExpression::markable_100500195::Uncertain=false|Sentiment::markable_100500192::Sentiment=True Sentiment::markable_100500192::Sentiment=True case=nom|gender=neut|EmoExpression::markable_100500196::Polarity=negative|EmoExpression::markable_100500196::Sarcasm=false|num=sg|EmoExpression::markable_100500196::Uncertain=false|EmoExpression::markable_100500196::Intensity=weak|EmoExpression::markable_100500196::SubjectiveFact=false|EmoExpression::markable_100500196::EmoExpression=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg
336572128684023811	negative	CSU : Seehofer lehnt Zusammenarbeit mit AfD ab	CSU : Seehofer lehnen Zusammenarbeit mit AfD ab	NE $. NE VVFIN NN APPR NN APPR	0/-- 1/-- 4/SB 1/RS 4/OA 5/MNR 6/NK 4/SVP	case=nom|Sentiment::markable_125::Polarity=negative|num=sg|Sentiment::markable_125::Sentiment=True|gender=fem|Sentiment::markable_125::Intensity=medium|Sentiment::markable_125::Sarcasm=false Sentiment::markable_125::Sentiment=True case=nom|num=sg|Sentiment::markable_125::Sentiment=True|Source::markable_126::Source=True|*=True|Source::markable_126::Anaphref=empty mood=ind|pers=3|EmoExpression::markable_128::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false case=acc|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Preferred=true|gender=fem|Target::markable_127::Target=True Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True EmoExpression::markable_128::EmoExpression=True|Sentiment::markable_125::Sentiment=True
322433763290259456	neutral	Wahlkampf - Slogan : SPD %Link gehe zurück auf LOS , begebe dich direkt dort hin - neues stargeld gibt es nicht	Wahlkampf - Slogan : SPD %Link gehen zurück auf LOS , begeben du direkt dort hin - neu stargeld geben es nicht	NN $( NN $. NE XY VVFIN PTKVZ APPR NE $, VVFIN PPER ADJD ADV PTKVZ $( ADJA NN VVFIN PPER PTKNEG	7/SB 1/-- 1/PAR 3/-- 3/UC 1/NK 12/OC 7/SVP 7/MO 9/NK 10/-- 0/-- 12/SB 15/MO 12/MO 12/SVP 16/-- 19/NK 20/OA 12/CJ 20/EP 20/NG	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ _ *=True _ pers=3|num=sg|tense=pres|mood=subj case=acc|pers=2|num=sg pos=True _ _ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _
318462324744781826	neutral	Zumindest haben Merkel und Wanka etwa zur gleichen Zeit in Leipzig studiert , dürfte wenn dann aus der Zeit stammen .	zumindest haben Merkel und Wanka etwa zu gleich Zeit in Leipzig studieren , dürfen wenn dann aus die Zeit stammen .	ADV VAFIN NE KON NE ADV APPRART ADJA NN APPR NE VVPP $, VMFIN KOUS ADV APPR ART NN VVFIN $.	12/MO 0/-- 2/SB 3/CD 4/CJ 12/MO 12/MO 9/NK 7/NK 12/MO 10/NK 2/OC 12/-- 12/CJ 20/CP 20/MO 20/OP 19/NK 17/NK 14/OC 20/--	_ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=past|mood=subj _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
