322807225670316032	mixed	Stimmt , da war ja noch was %PosSmiley Unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	stimmen , da sein ja noch was %PosSmiley unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	VVFIN $, KOUS VAFIN ADV ADV PIS ITJ APPR NN NE NE NN VVFIN $.	0/-- 1/-- 14/CP 14/MO 7/MO 7/MO 13/OA 9/MO 13/MO 9/NK 12/PNC 10/NK 4/SB 1/MO 14/--	EmoExpression::markable_104014313::Uncertain=false|mood=ind|EmoExpression::markable_104014313::SubjectiveFact=false|pers=3|EmoExpression::markable_104014313::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_104014313::Sarcasm=false|EmoExpression::markable_104014313::Polarity=positive|EmoExpression::markable_104014313::Intensity=medium _ _ pers=3|num=sg|tense=past|mood=ind _ _ gender=neut|*=True case=gen|gender=neut|num=sg EmoExpression::markable_104014314::EmoExpression=True|EmoExpression::markable_104014314::Intensity=medium|EmoExpression::markable_104014314::Uncertain=false|EmoExpression::markable_104014314::SubjectiveFact=false|EmoExpression::markable_104014314::Polarity=negative|EmoExpression::markable_104014314::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104014314::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
323202125750493184	mixed	SPD und Grüne werfen Anti - Euro - Partei Populismus vor. %Link %PosSmiley Das sagen ja genau die richtigen Parteien %PosSmiley Afd AfD	SPD und Grüne werfen Anti - Euro - Partei Populismus vor. %Link %PosSmiley die sagen ja genau die richtig Partei %PosSmiley Afd AfD	NE KON NN VVFIN ADJA $( NN $( NN NN ADJA XY ITJ PDS VVFIN ADV ADJD ART ADJA NN ITJ ADJA NN	4/SB 1/CD 2/CJ 0/-- 7/NK 5/-- 4/OA 7/-- 11/MO 9/NK 13/NK 11/NK 7/NK 15/OA 0/-- 15/MO 20/MO 20/NK 20/NK 15/SB 23/NK 23/NK 20/AG	case=nom|Source::markable_100500231::Source=True|gender=fem|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false|num=sg|Sentiment::markable_100::Polarity=negative|Source::markable_100500231::Anaphref=empty|Sentiment::markable_100::Intensity=medium Sentiment::markable_100::Sentiment=True case=nom|num=pl|Source::markable_100500232::Source=True|*=True|Sentiment::markable_100::Sentiment=True|Source::markable_100500232::Anaphref=empty EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::SubjectiveFact=false|mood=ind|EmoExpression::markable_103::Sarcasm=false|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_103::Polarity=negative|pers=3|EmoExpression::markable_103::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_103::EmoExpression=True case=acc|pers=3|num=pl|Target::markable_102::Anaphref=empty|Sentiment::markable_100::Sentiment=True|Target::markable_102::Preferred=true|Target::markable_102::Target=True Target::markable_102::Target=True|Sentiment::markable_100::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_102::Target=True|Sentiment::markable_100::Sentiment=True Target::markable_102::Target=True|Sentiment::markable_100::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_102::Target=True|Sentiment::markable_100::Sentiment=True case=nom|EmoExpression::markable_104014326::Polarity=negative|EmoExpression::markable_104014326::Sarcasm=false|gender=masc|EmoExpression::markable_104014326::SubjectiveFact=false|Sentiment::markable_100::Sentiment=True|num=sg|EmoExpression::markable_104014326::Uncertain=false|EmoExpression::markable_104014326::Intensity=medium|EmoExpression::markable_104014326::EmoExpression=True case=nom|num=sg|gender=masc|EmoExpression::markable_103::EmoExpression=True|pos=True|Sentiment::markable_100::Sentiment=True case=nom|gender=masc|num=sg EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::SubjectiveFact=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500230::Polarity=positive|EmoExpression::markable_100500230::Intensity=medium case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_104014327::Polarity=negative|EmoExpression::markable_104014327::EmoExpression=True|EmoExpression::markable_104014327::Uncertain=false|EmoExpression::markable_104014327::Intensity=medium|pos=True|EmoExpression::markable_104014327::SubjectiveFact=false|EmoExpression::markable_104014327::Sarcasm=false case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_104014327::EmoExpression=True|gender=fem|Sentiment::markable_105::Polarity=negative|num=pl|Sentiment::markable_105::Sarcasm=false|Sentiment::markable_105::Intensity=medium case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_104014327::EmoExpression=True|EmoExpression::markable_107::SubjectiveFact=false|gender=fem|pos=True|num=pl|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Sarcasm=true|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=positive case=nom|Target::markable_106::Target=True|Sentiment::markable_105::Sentiment=True|num=pl|Target::markable_106::Anaphref=empty|gender=fem|Target::markable_106::Preferred=true case=acc|num=pl|Sentiment::markable_104::Intensity=medium|Sentiment::markable_104::Sentiment=True|Sentiment::markable_104::Sarcasm=false|*=True|Sentiment::markable_104::Polarity=positive case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl
323174048542633984	negative	Neues Youtube - Video : CDU macht Steinbrück zum Ich - ling - %Link Kampagnen sagen oft mehr über die ...	Neue Youtube - Video : CDU machen Steinbrück zu ich - ling - %Link Kampagne sagen oft mehr über die ...	NN NN $( NN $. NE VVFIN NN APPRART PPER $( ADJD $( XY NN VVFIN ADV ADV APPR ART $.	2/NK 7/CJ 2/-- 2/CJ 4/-- 7/SB 0/-- 7/OA 7/MO 12/SB 10/-- 9/NK 12/-- 15/NK 16/SB 7/CJ 16/MO 16/MO 16/OP 19/NK 20/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=nom|num=sg|Sentiment::markable_100500240::Intensity=medium|gender=fem|Sentiment::markable_100500240::Sentiment=True|Sentiment::markable_100500240::Polarity=negative|Sentiment::markable_100500240::Sarcasm=false pers=3|Sentiment::markable_100500240::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_100500241::Target=True|Target::markable_100500241::Anaphref=empty|gender=masc|Sentiment::markable_100500240::Sentiment=True|Target::markable_100500241::Preferred=true case=dat|gender=masc|num=sg|Sentiment::markable_100500240::Sentiment=True case=nom|EmoExpression::markable_100500242::Polarity=negative|EmoExpression::markable_100500242::EmoExpression=True|*=True|Sentiment::markable_100500240::Sentiment=True|pers=1|num=sg|EmoExpression::markable_100500242::Uncertain=false|EmoExpression::markable_100500242::Intensity=medium|EmoExpression::markable_100500242::Sarcasm=false|EmoExpression::markable_100500242::SubjectiveFact=false Sentiment::markable_100500240::Sentiment=True|EmoExpression::markable_100500242::EmoExpression=True Sentiment::markable_100500240::Sentiment=True|EmoExpression::markable_100500242::EmoExpression=True _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ case=acc|gender=fem|num=sg _
336240009508184064	mixed	Hausfrau war zwar kein ' Schimpfwort ' , was ich für so einen arschigen Text im Kopf hatte , aber gut , war ja deine Wahl %PosSmiley	Hausfrau sein zwar keine ' Schimpfwort ' , was ich für so eine arschigen Text in Kopf haben , aber gut , sein ja dein Wahl %PosSmiley	NN VAFIN ADV PIAT $( NN $( $, PRELS PPER APPR ADV ART ADJA NN APPRART NN VAFIN $, ADV ADJD $, VAFIN ADV PPOSAT NN ITJ	2/SB 0/-- 2/MO 6/NK 4/-- 2/PD 6/-- 7/-- 18/OA 18/SB 18/MO 11/MO 15/NK 15/NK 18/OA 18/MO 16/NK 6/RC 18/-- 21/MO 6/PAR 21/-- 2/CJ 23/MO 26/NK 23/SB 26/NK	case=nom|Sentiment::markable_100500243::Sentiment=True|gender=masc|Sentiment::markable_100500243::Sarcasm=false|Sentiment::markable_100500243::Polarity=positive|num=sg|Target::markable_100500244::Target=True|Target::markable_100500244::Preferred=true|Target::markable_100500244::Anaphref=empty|Sentiment::markable_100500243::Intensity=medium pers=3|Sentiment::markable_100500243::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_100500243::Sentiment=True case=nom|Sentiment::markable_100500243::Sentiment=True|num=sg|gender=neut|Negation::markable_100500246::EmoExpressionRef=empty|Negation::markable_100500246::Negation=True Sentiment::markable_100500243::Sentiment=True case=nom|Sentiment::markable_100500243::Sentiment=True|EmoExpression::markable_100500245::Uncertain=false|gender=neut|EmoExpression::markable_100500245::Intensity=medium|EmoExpression::markable_100500245::Sarcasm=false|EmoExpression::markable_100500245::SubjectiveFact=false|num=sg|EmoExpression::markable_100500245::Polarity=negative|EmoExpression::markable_100500245::EmoExpression=True Sentiment::markable_100500243::Sentiment=True _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ Sentiment::markable_108::Polarity=negative|Intensifier::markable_111::Degree=medium|Intensifier::markable_111::Intensifier=True|Sentiment::markable_108::Sarcasm=false|Sentiment::markable_108::Intensity=strong|Intensifier::markable_111::EmoExpressionRef=emo-expression:markable_110|Sentiment::markable_108::Sentiment=True case=acc|gender=masc|num=sg|Intensifier::markable_111::Intensifier=True|Sentiment::markable_108::Sentiment=True case=acc|EmoExpression::markable_110::SubjectiveFact=false|gender=masc|EmoExpression::markable_110::Sarcasm=false|pos=True|EmoExpression::markable_110::Polarity=negative|EmoExpression::markable_110::Intensity=strong|EmoExpression::markable_110::Uncertain=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_110::EmoExpression=True case=acc|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=masc|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::Polarity=positive|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Intensity=medium _ pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::SubjectiveFact=false|EmoExpression::markable_112::Sarcasm=false
338021138523373569	positive	Hier noch ein Bild vom %User , dem Rösler und mir beim köllesterin , wir waren da ja in guter Gesellschaft .	hier noch eine Bild von %User , die Rösler und ich bei köllesterin , wir sein da ja in gut Gesellschaft .	ADV ADV ART NN APPRART NE $, ART NN KON PPER APPRART NN $, PPER VAFIN ADV ADV APPR ADJA NN $.	4/MO 4/MO 4/NK 16/SB 4/MNR 5/NK 6/-- 9/NK 6/APP 9/CD 10/CJ 9/MNR 12/NK 13/-- 16/SB 0/-- 16/MO 16/MO 16/MO 21/NK 19/NK 21/--	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ Sentiment::markable_114::Intensity=medium|Sentiment::markable_114::Sentiment=True|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Polarity=positive case=dat|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|Sentiment::markable_114::Sentiment=True|gender=fem|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|pos=True|num=sg case=dat|num=sg|Target::markable_116::Anaphref=empty|Sentiment::markable_114::Sentiment=True|gender=fem|Target::markable_116::Target=True|Target::markable_116::Preferred=true _
334030187043893248	neutral	Ich meine grundsätzlich , dass sich die Grünen mal in diese Richtung bemüht haben	ich meinen grundsätzlich , dass sich die Grüne mal in dies Richtung bemüht haben	PPER VVFIN ADJD $, KOUS PRF ART NN ADV APPR PDAT NN ADJD VAFIN	2/SB 0/-- 2/MO 3/-- 14/CP 13/OA 8/NK 14/SB 10/MO 14/MO 12/NK 10/NK 14/MO 2/OC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True _ _ case=acc|pers=3|num=pl case=nom|*=True|num=pl case=nom|*=True|num=pl _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind
322818210799972353	negative	Greenpeace warnt vor Renaissance der Kohle - und gefährlicher Verfilzung der Konzerne mit der deutschen Politik . ...	Greenpeace warnen vor Renaissance die Kohle - und gefährlich Verfilzung die Konzern mit die deutsch Politik . ...	NE VVFIN APPR NN ART NN $( KON ADJA NN ART NN APPR ART ADJA NN $. $.	2/SB 0/-- 2/OP 3/NK 6/NK 4/AG 6/-- 4/CD 10/NK 8/CJ 12/NK 10/AG 10/MNR 16/NK 16/NK 13/NK 16/-- 0/--	case=nom|Sentiment::markable_117::Intensity=medium|Sentiment::markable_117::Sentiment=True|*=True|Source::markable_118::Source=True|Source::markable_118::Anaphref=empty|num=sg|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=negative EmoExpression::markable_119::Sarcasm=false|mood=ind|EmoExpression::markable_119::Polarity=negative|Sentiment::markable_117::Sentiment=True|EmoExpression::markable_119::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::SubjectiveFact=false|EmoExpression::markable_119::EmoExpression=True Sentiment::markable_117::Sentiment=True case=dat|Target::markable_120::Target=True|num=sg|Sentiment::markable_117::Sentiment=True|gender=fem|Target::markable_120::Preferred=true|Target::markable_120::Anaphref=empty case=dat|gender=fem|Sentiment::markable_117::Sentiment=True|num=sg|Target::markable_120::Target=True case=dat|gender=fem|Sentiment::markable_117::Sentiment=True|num=sg|Target::markable_120::Target=True Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True case=dat|EmoExpression::markable_100500247::Sarcasm=false|EmoExpression::markable_100500247::Polarity=negative|gender=fem|EmoExpression::markable_100500247::Uncertain=false|pos=True|EmoExpression::markable_100500247::Intensity=medium|num=sg|Target::markable_121::Target=True|Target::markable_121::Preferred=true|Sentiment::markable_117::Sentiment=True|Target::markable_121::Anaphref=empty|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::SubjectiveFact=false case=dat|EmoExpression::markable_104014328::EmoExpression=True|gender=fem|Sentiment::markable_117::Sentiment=True|EmoExpression::markable_104014328::Uncertain=false|num=sg|Target::markable_121::Target=True|EmoExpression::markable_104014328::SubjectiveFact=false|EmoExpression::markable_104014328::Sarcasm=false|EmoExpression::markable_104014328::Intensity=medium|EmoExpression::markable_104014328::Polarity=negative case=gen|gender=masc|num=pl|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True|Target::markable_121::Target=True case=dat|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True case=dat|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True|gender=fem|pos=True case=dat|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True _ _
322825927392378881	neutral	Bin ich auch der Meinung , aber in der parlamentarischen Politik muss man mit jur . Schlussfolgerungen vorsichtig sein .	sein ich auch die Meinung , aber in die parlamentarisch Politik müssen man mit jur . Schlussfolgerung vorsichtig sein .	VAFIN PPER ADV ART NN $, ADV APPR ART ADJA NN VMFIN PIS APPR NN $. NN ADJD VAINF $.	0/-- 1/SB 5/MO 5/NK 1/PD 5/-- 12/MO 12/MO 11/NK 11/NK 8/NK 1/CJ 12/SB 12/MO 14/NK 15/-- 0/-- 19/PD 17/OC 19/--	pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=pl pos=True _ _
333671265703428096	positive	Ich trauere um Max Stadler . Ich kannte diesen feinen Menschen gut . Aus d. FDP , aber auch aus d. Schachmannschaft . 1 Verlust für uns alle .	ich trauern um Max Stadler . ich kennen dies fein Mensch gut . aus d. FDP , aber auch aus d. Schachmannschaft . 1 Verlust für wir alle .	PPER VVFIN APPR NE NN $. PPER VVFIN PDAT ADJA NN ADJD $. APPR ART NE $, KON ADV APPR ART NN $. CARD NN APPR PPER PIS $.	2/SB 0/-- 2/OP 5/AG 3/NK 5/-- 8/SB 0/-- 11/NK 11/NK 8/OA 8/MO 12/-- 0/-- 16/NK 14/NK 16/-- 14/CD 20/MO 18/CJ 22/NK 20/NK 22/-- 25/NK 0/-- 25/MNR 26/NK 26/NK 28/--	case=nom|Source::markable_125::Anaphref=empty|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=positive|Sentiment::markable_122::Sentiment=True|*=True|Source::markable_125::Source=True|Sentiment::markable_122::Intensity=medium|pers=1|num=sg EmoExpression::markable_124::Sarcasm=false|mood=ind|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|pers=1|num=sg|tense=pres|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium|EmoExpression::markable_124::Uncertain=false Sentiment::markable_122::Sentiment=True case=acc|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_123::Anaphref=empty|gender=neut|Target::markable_123::Target=True|Target::markable_123::Preferred=true case=nom|gender=masc|Target::markable_123::Target=True|num=pl|Sentiment::markable_122::Sentiment=True _ case=nom|pers=1|num=sg|Source::markable_127::Source=True|*=True|Source::markable_127::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_126::Polarity=positive|num=sg|Sentiment::markable_126::Sentiment=True|Sentiment::markable_126::Sarcasm=false|Sentiment::markable_126::Intensity=medium|gender=masc case=acc|Sentiment::markable_126::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=positive|EmoExpression::markable_128::Sarcasm=false case=acc|Target::markable_129::Anaphref=empty|num=sg|Sentiment::markable_126::Sentiment=True|gender=masc|Target::markable_129::Target=True|Target::markable_129::Preferred=true EmoExpression::markable_100500249::SubjectiveFact=false|EmoExpression::markable_100500249::EmoExpression=True|EmoExpression::markable_100500249::Uncertain=false|EmoExpression::markable_100500249::Polarity=positive|EmoExpression::markable_100500249::Sarcasm=false|pos=True|EmoExpression::markable_100500249::Intensity=medium _ _ _ case=nom|gender=fem|num=sg _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|EmoExpression::markable_100500248::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500248::Polarity=negative|EmoExpression::markable_100500248::Intensity=medium|num=sg|EmoExpression::markable_100500248::Sarcasm=false _ case=acc|*=True|num=pl|pers=1 case=acc|*=True|num=pl _
337655991325835264	positive	Äusserst rhetorisch , meine Frage . Hätte ihn hier gerne gesehen , aber aufgrund seiner Erfahrung ist Dutt wohl die bessere Wahl .	äußerst rhetorisch , mein Frage . haben er hier gerne sehen , aber aufgrund sein Erfahrung sein Dutt wohl die gut Wahl .	ADV ADJD $, PPOSAT NN $. VAFIN PPER ADV ADV VVPP $, ADV APPR PPOSAT NN VAFIN NE ADV ART ADJA NN $.	2/MO 0/-- 2/-- 5/NK 2/OA 5/-- 17/MO 7/SB 11/MO 11/MO 7/OC 11/-- 17/MO 17/MO 16/NK 14/NK 0/-- 17/SB 17/MO 22/NK 22/NK 17/PD 22/--	_ pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ mood=subj|Sentiment::markable_100500250::Polarity=positive|Sentiment::markable_100500250::Sarcasm=false|pers=3|num=sg|tense=past|Sentiment::markable_100500250::Intensity=medium|Sentiment::markable_100500250::Sentiment=True case=acc|Target::markable_100500251::Target=True|gender=masc|pers=3|num=sg|Target::markable_100500251::Preferred=true|Target::markable_100500251::Anaphref=empty|Sentiment::markable_100500250::Sentiment=True Sentiment::markable_100500250::Sentiment=True EmoExpression::markable_100500252::Sarcasm=false|EmoExpression::markable_100500252::SubjectiveFact=false|EmoExpression::markable_100500252::EmoExpression=True|EmoExpression::markable_100500252::Uncertain=false|EmoExpression::markable_100500252::Polarity=positive|EmoExpression::markable_100500252::Intensity=medium|Sentiment::markable_100500250::Sentiment=True Sentiment::markable_100500250::Sentiment=True _ _ _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg Sentiment::markable_130::Polarity=positive|mood=ind|Sentiment::markable_130::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_130::Intensity=medium|Sentiment::markable_130::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|gender=neut|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_130::Sentiment=True case=nom|EmoExpression::markable_100500253::Polarity=positive|gender=fem|EmoExpression::markable_100500253::Uncertain=false|num=sg|EmoExpression::markable_100500253::Intensity=medium|comp=True|EmoExpression::markable_100500253::SubjectiveFact=false|EmoExpression::markable_100500253::EmoExpression=True|Sentiment::markable_130::Sentiment=True|EmoExpression::markable_100500253::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_130::Sentiment=True _
335847933918445568	mixed	Gefährdet CSU - Affäre die erhoffte Dominanz ? : Seehofer begräbt Mehrheitstraum - %Link via ...	gefährden CSU - Affäre die erhofft Dominanz ? : Seehofer begraben Mehrheitstraum - %Link via ...	VVFIN NE $( NN ART ADJA NN $. $. NE VVFIN NN $( XY APPR $.	0/-- 1/SB 2/-- 2/APP 7/NK 7/NK 1/OA 7/-- 10/-- 11/SB 0/-- 11/OA 12/-- 12/NK 11/MO 15/--	EmoExpression::markable_100500254::Polarity=negative|mood=ind|EmoExpression::markable_100500254::Sarcasm=false|EmoExpression::markable_100500254::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=weak|EmoExpression::markable_100500254::EmoExpression=True case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500255::Polarity=negative|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false case=nom|Sentiment::markable_136::Sentiment=True|num=sg|Sentiment::markable_136::Polarity=positive|Sentiment::markable_136::Intensity=medium|gender=fem|Sentiment::markable_136::Sarcasm=false case=nom|Sentiment::markable_136::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_139::Intensity=medium|num=sg|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive case=nom|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_104014329::Sarcasm=false|gender=fem|EmoExpression::markable_104014329::EmoExpression=True|EmoExpression::markable_104014329::SubjectiveFact=false|EmoExpression::markable_104014329::Polarity=positive|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|EmoExpression::markable_104014329::Uncertain=false|Target::markable_137::Target=True|EmoExpression::markable_104014329::Intensity=medium _ _ case=nom|Target::markable_134::Target=True|Sentiment::markable_133::Sentiment=True|Sentiment::markable_133::Polarity=negative|*=True|Target::markable_134::Preferred=true|num=sg|Sentiment::markable_133::Sarcasm=false|Target::markable_134::Anaphref=empty|Sentiment::markable_133::Intensity=medium EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=false|mood=ind|EmoExpression::markable_135::Sarcasm=false|EmoExpression::markable_135::Intensity=medium|EmoExpression::markable_135::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_135::Uncertain=false|Sentiment::markable_133::Sentiment=True case=acc|gender=masc|Sentiment::markable_133::Sentiment=True|num=sg|EmoExpression::markable_135::EmoExpression=True _ case=acc|gender=masc|num=sg _ _
318839135450320899	positive	wou , die Grünen ziehen auchmal innerhalb Deutschlands innen Kampf . Das ich das noch erleben darf ! s21	Wou , die Grüne zeihen|ziehen auchmal innerhalb Deutschland innen Kampf . die ich die noch erleben dürfen ! s21	NE $, ART NN VVFIN ADJD APPR NE ADV NN $. PRELS PPER PRELS ADV VVINF VMFIN $. CARD	0/-- 1/-- 4/NK 5/SB 0/-- 5/MO 5/MO 7/NK 5/MO 5/OA 10/-- 16/OA 17/SB 16/OA 17/MO 17/OC 0/-- 17/-- 0/--	_ _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _ case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_104014330::EmoExpression=True|gender=neut|EmoExpression::markable_104014330::SubjectiveFact=false|num=sg|EmoExpression::markable_104014330::Polarity=positive|EmoExpression::markable_104014330::Sarcasm=false|EmoExpression::markable_104014330::Uncertain=false|EmoExpression::markable_104014330::Intensity=medium case=nom|*=True|EmoExpression::markable_104014330::EmoExpression=True|num=sg|pers=1 case=nom|gender=neut|EmoExpression::markable_104014330::EmoExpression=True|num=sg EmoExpression::markable_104014330::EmoExpression=True EmoExpression::markable_104014330::EmoExpression=True pers=3|EmoExpression::markable_104014330::EmoExpression=True|num=sg|tense=pres|mood=ind _ _
335133955084922882	neutral	Wie im Bundestag ? : Wir bezahlen leere Plätze . Hier Blick auf ital . Senat PdL und Lega %Link %User	wie in Bundestag ? : wir bezahlen leer Platz . hier Blick auf ital . Senat PdL und Lega %Link %User	KOKOM APPRART NN $. $. PPER VVFIN ADJA NN $. ADV NN APPR ADJD $. NN NE KON NE XY NE	2/CM 0/-- 2/NK 3/-- 6/-- 7/SB 0/-- 9/NK 7/OA 9/-- 12/MO 0/-- 12/MNR 13/NK 14/-- 0/-- 21/PNC 17/CD 18/CJ 21/PNC 16/NK	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ _ case=nom|gender=masc|num=sg _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg
