332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NE $. ADJA ITJ $.	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 11/-- 0/-- 0/NK 13/--	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=fem|num=sg _ _ _ _
324620691385225216	mixed	ich nehme es auch Niemandem übel ! Die Fans haben die Hoffnung aufgegeben und in der Politik die Schuldigen gefunden .	ich nehmen es auch niemand übel ! die Fan haben die Hoffnung aufgeben und in die Politik die Schuldige finden .	PPER VVFIN PPER ADV PIS PTKVZ $. ART NN VAFIN ART NN VVPP KON APPR ART NN ART NN VVPP $.	2/SB 0/-- 2/OA 2/MO 2/OA 2/SVP 6/-- 9/NK 10/SB 0/-- 12/NK 13/OA 10/OC 13/CD 20/MO 17/NK 15/NK 19/NK 20/OA 14/CJ 20/--	case=nom|*=True|num=sg|pers=1 EmoExpression::markable_104013596::Uncertain=false|EmoExpression::markable_104013596::Polarity=negative|EmoExpression::markable_104013596::Sarcasm=false|mood=ind|pers=1|num=sg|tense=pres|EmoExpression::markable_104013596::Intensity=medium|EmoExpression::markable_104013596::SubjectiveFact=false|EmoExpression::markable_104013596::EmoExpression=True case=acc|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg EmoExpression::markable_104013596::EmoExpression=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104013597::Intensity=medium|EmoExpression::markable_104013597::Polarity=negative|EmoExpression::markable_104013597::Sarcasm=false|gender=fem|EmoExpression::markable_104013597::SubjectiveFact=false|num=sg|EmoExpression::markable_104013597::EmoExpression=True|EmoExpression::markable_104013597::Uncertain=false EmoExpression::markable_104013597::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_86::Sarcasm=false|gender=fem|EmoExpression::markable_86::Intensity=weak|num=pl|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=negative|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=true _ _
336217880549011456	positive	Ganz grosses Kino : " Pispers zum Ausgang der Bundestagswahl . Super !	ganz groß Kino : " Pispers zu Ausgang die Bundestagswahl . super !	ADV ADJA NN $. $( NN APPRART NN ART NN $. ADJD $.	2/MO 3/NK 0/-- 3/-- 4/-- 3/PAR 6/MNR 7/NK 10/NK 8/AG 10/-- 0/-- 12/--	EmoExpression::markable_104013598::EmoExpression=True|EmoExpression::markable_104013598::Sarcasm=false|EmoExpression::markable_104013598::SubjectiveFact=false|EmoExpression::markable_104013598::Polarity=positive|Sentiment::markable_87::Sarcasm=false|Intensifier::markable_90::Degree=strong|Target::markable_88::Target=True|Sentiment::markable_87::Polarity=positive|Intensifier::markable_90::EmoExpressionRef=emo-expression:markable_89|EmoExpression::markable_104013598::Uncertain=false|EmoExpression::markable_104013598::Intensity=medium|Sentiment::markable_87::Intensity=strong|Target::markable_88::Anaphref=empty|Target::markable_88::Preferred=true|Sentiment::markable_87::Sentiment=True|Intensifier::markable_90::Intensifier=True case=nom|EmoExpression::markable_104013598::EmoExpression=True|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|gender=neut|EmoExpression::markable_89::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=nom|EmoExpression::markable_104013598::EmoExpression=True|num=sg|gender=neut|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True _ _ case=gen|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Intensity=medium|comp=True|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive _
322438934292463616	positive	Taktik pur - Analyst : Merkel wird Eurobonds nach der Wahl zustimmen ( also denkt daran !	Taktik pur - Analyst : Merkel werden Eurobonds nach die Wahl zustimmen ( also denken daran !	NN ADJD $( NN $. NE VAFIN NN APPR ART NN VVINF $( ADV VVFIN PAV $.	7/SB 1/PD 2/-- 1/PAR 4/-- 4/MO 0/-- 7/PD 12/MO 11/NK 9/NK 7/OC 12/-- 15/MO 12/MO 8/NK 15/--	case=nom|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|*=True|num=sg|Source::markable_93::Source=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive|Source::markable_93::Anaphref=empty pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_92::Sentiment=True|num=sg|Target::markable_94::Preferred=true|Target::markable_94::Target=True|gender=masc|Target::markable_94::Anaphref=empty Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_92::Sentiment=True EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Sarcasm=false|EmoExpression::markable_95::Uncertain=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_95::Polarity=positive|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _ _ pers=3|num=sg|tense=pres|mood=ind _ _
324642403560587264	positive	zdf &amp; amp; ard sollten lernen , dass herr steinbrück ein exzellenter mann für finanzen ist . - wahlen bayern spd cdu fdp	zdf &amp; amp; ard sollen lernen , dass Herr steinbrück eine exzellent mann für finanzen sein . - wahlen bayern spd cdu fdp	NE $( ADJA NN VMFIN VVINF $, KOUS NN NN ART ADJA ADJA APPR ADJD VAFIN $. $( ADJA ADJA ADJA NN NN	4/NK 1/-- 1/UC 5/SB 0/-- 5/OC 6/-- 16/CP 16/SB 9/NK 13/NK 13/NK 16/PD 13/MO 14/NK 6/OC 16/-- 19/-- 0/-- 19/MO 19/MO 21/NK 21/OA	_ _ pos=True _ pers=3|num=pl|tense=past|mood=ind _ _ _ case=nom|Sentiment::markable_96::Sentiment=True|Sentiment::markable_96::Sarcasm=false|Target::markable_97::Anaphref=empty|gender=masc|Target::markable_97::Target=True|Sentiment::markable_96::Intensity=strong|num=sg|Target::markable_97::Preferred=true|Sentiment::markable_96::Polarity=positive case=nom|gender=masc|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_97::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_96::Sentiment=True case=nom|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_98::Intensity=strong|gender=masc|pos=True|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_96::Sentiment=True Sentiment::markable_96::Sentiment=True Sentiment::markable_96::Sentiment=True pers=3|Sentiment::markable_96::Sentiment=True|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=pl|pos=True _ _ _ _
333675747027865600	neutral	SPD - In der SPD richtet man sich auf Opposition ein %Link via %User	SPD - in die SPD richten man sich auf Opposition ein %Link via %User	NE $( APPR ART NE VVFIN PIS PRF APPR NN PTKVZ XY APPR NE	0/-- 3/-- 6/MO 5/NK 3/NK 0/-- 6/SB 6/OA 6/MO 9/NK 6/SVP 6/NK 6/MO 13/NK	case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg _ case=acc|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg
326131623588421632	negative	tja wir brauchen die Quote in AR - und Verwaltungsräten , Steuerhinterzieher &amp; Plagiatoren müssen auch rein . Hoeness &amp; Kreidl csu	tja wir brauchen die Quote in Ar - und Verwaltungsrat , Steuerhinterzieher &amp; Plagiator müssen auch rein . Hoeness &amp; Kreidl csu	NN PPER VVFIN ART NN APPR NN $( KON NN $, NN $( NN VMFIN ADV PTKVZ $. NE $( NE NN	3/SB 1/SB 0/-- 5/NK 3/OA 5/MNR 6/NK 7/-- 7/CD 9/CJ 10/-- 10/CJ 12/-- 15/SB 3/CJ 15/MO 15/MO 17/-- 18/-- 19/-- 0/NK 18/--	pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl _ case=acc|EmoExpression::markable_104013599::Sarcasm=false|EmoExpression::markable_104013599::Uncertain=false|EmoExpression::markable_104013599::Intensity=medium|gender=neut|EmoExpression::markable_104013599::SubjectiveFact=true|num=sg|EmoExpression::markable_104013599::Polarity=negative|EmoExpression::markable_104013599::EmoExpression=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_104013600::Uncertain=false|gender=masc|EmoExpression::markable_104013600::EmoExpression=True|EmoExpression::markable_104013600::Polarity=negative|num=pl|EmoExpression::markable_104013600::Sarcasm=false|EmoExpression::markable_104013600::Intensity=medium|EmoExpression::markable_104013600::SubjectiveFact=true pers=3|num=pl|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg
335491871348518912	negative	" Die Wähler sind halt klug - Grüne sacken wegen Steuerplänen in Wählergunst ab. via %User	" die Wähler sein halt klug - Grüne sacken wegen Steuerplan in Wählergunst ab. via %User	$( ART NN VAFIN ADV ADJD $( NN VVFIN APPR NN APPR NN NE APPR NE	2/-- 3/NK 4/SB 0/-- 4/MO 4/PD 6/-- 9/SB 4/CJ 9/MO 10/NK 11/MNR 12/NK 13/NK 9/MO 15/NK	Sentiment::markable_99::Sentiment=True case=nom|Target::markable_101::Anaphref=empty|num=pl|Target::markable_101::Preferred=true|gender=masc|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True case=nom|gender=masc|num=pl|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Polarity=positive|Sentiment::markable_99::Sentiment=True _ case=nom|Target::markable_104::Preferred=true|Sentiment::markable_103::Polarity=negative|*=True|Target::markable_104::Anaphref=empty|num=pl|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium Sentiment::markable_103::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_103::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::EmoExpression=True _ case=dat|*=True|num=sg
323207416659447809	negative	win : In 2 Minuten Infostand heute älterem SPD - Wähler eine Unterschrift abgeschwatzt &amp; ihn dann überzeugt , sein MDB we ...	win : in 2 Minute Infostand heute alt SPD - Wähler eine Unterschrift abschwatzen &amp; er dann überzeugt , sein MDB we ...	VVFIN $. APPR CARD NN NN ADV ADJA NE $( NN ART NN VVPP $( PPER ADV ADJD $, PPOSAT NN NE $.	14/MO 1/-- 14/MO 5/NK 3/NK 5/NK 14/MO 9/NK 7/NK 9/-- 7/APP 13/NK 14/OA 0/MO 14/-- 18/OA 18/MO 21/PD 18/-- 21/NK 0/-- 21/NK 22/--	_ _ _ _ case=dat|gender=fem|num=pl case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg|comp=True case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104013601::Polarity=negative|EmoExpression::markable_104013601::EmoExpression=True|EmoExpression::markable_104013601::Uncertain=false|EmoExpression::markable_104013601::Intensity=medium|EmoExpression::markable_104013601::Sarcasm=false|EmoExpression::markable_104013601::SubjectiveFact=false pers=3|num=sg|tense=past|mood=ind case=acc|gender=masc|num=sg|pers=3 _ pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg _
320076628564774912	negative	Putin kommt nach Hannover und belegt 180 Zimmer im Maritim . Inklusive Scharfschützen auf den gegenüberliegenden Gebäuden . Eine ist klar .	Putin kommen nach Hannover und belegen 180 Zimmer in Maritim . inklusive Scharfschütze auf die gegenüberliegend Gebäude . eine sein klar .	NN VVFIN APPR NE KON VVFIN CARD NN APPRART NE $. APPR NN APPR ART ADJA NN $. PIS VAFIN ADJD $.	2/SB 0/-- 2/MO 3/NK 2/CD 5/CJ 8/NK 6/OA 8/MNR 9/NK 10/-- 0/-- 12/NK 13/MNR 17/NK 17/NK 14/NK 17/-- 20/SB 0/-- 20/PD 21/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|EmoExpression::markable_104013602::Intensity=medium|gender=fem|EmoExpression::markable_104013602::SubjectiveFact=false|EmoExpression::markable_104013602::EmoExpression=True|EmoExpression::markable_104013602::Uncertain=false|num=sg|EmoExpression::markable_104013602::Sarcasm=false|EmoExpression::markable_104013602::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104013602::EmoExpression=True pos=True|EmoExpression::markable_104013602::EmoExpression=True _
337355895812005888	positive	%Link Wenn die Merkel jemandem das Vertrauen ausspricht heisst das in der Regel dass derjenige in Kürze seinen Hut nimmt !	%Link wenn die Merkel jemand die Vertrauen aussprechen heißen die in die Regel dass diejenige in Kürze sein Hut nehmen !	XY KOUS ART NE PIS ART NN VVFIN VVFIN PDS APPR ART NN KOUS PDS APPR NN PPOSAT NN VVFIN $.	5/NK 8/CP 4/NK 8/SB 4/NK 7/NK 8/OA 9/MO 0/-- 9/SB 9/MO 13/NK 11/NK 20/CP 20/SB 20/MO 16/NK 19/NK 20/OA 9/MO 20/--	_ _ case=nom|Sentiment::markable_106::Intensity=medium|Sentiment::markable_106::Sarcasm=false|gender=fem|Sentiment::markable_106::Polarity=positive|Source::markable_107::Source=True|num=sg|Source::markable_107::Anaphref=empty|Sentiment::markable_106::Sentiment=True case=nom|gender=fem|Source::markable_107::Source=True|num=sg|Sentiment::markable_106::Sentiment=True case=dat|num=sg|Target::markable_108::Target=True|Sentiment::markable_106::Sentiment=True|gender=masc|Target::markable_108::Anaphref=empty|Target::markable_108::Preferred=true case=acc|EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=true|gender=neut|EmoExpression::markable_109::SubjectiveFact=false|num=sg|EmoExpression::markable_109::Sarcasm=false|Sentiment::markable_106::Sentiment=True|EmoExpression::markable_109::EmoExpression=True case=acc|gender=neut|EmoExpression::markable_109::EmoExpression=True|num=sg|Sentiment::markable_106::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_106::Sentiment=True|EmoExpression::markable_109::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
333339363138236416	positive	Grüner Tee , erste Wahl für Ihre Gesundheit und Bestandteil Ihres täglichen gesunden Lebensstils .	Grüner Tee , erst Wahl für ihr Gesundheit und Bestandteil ihr täglich gesund Lebensstil .	NE NN $, ADJA NN APPR PPOSAT NN KON NN PPOSAT ADJA ADJA NN $.	2/NK 0/-- 2/-- 5/NK 2/CJ 5/MNR 8/NK 6/NK 8/CD 9/CJ 14/NK 14/NK 14/NK 5/CJ 14/--	case=nom|Target::markable_111::Anaphref=empty|Sentiment::markable_110::Polarity=positive|*=True|Target::markable_111::Preferred=true|num=sg|Sentiment::markable_110::Intensity=medium|Target::markable_111::Target=True|Sentiment::markable_110::Sarcasm=false|Sentiment::markable_110::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_111::Target=True Sentiment::markable_110::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True case=acc|EmoExpression::markable_112::EmoExpression=True|gender=fem|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=sg|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|pos=True case=acc|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_113::Intensity=medium case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True _
322467551013638144	mixed	Maradona macht in Venezuela Wahlkampf für Chavez - Günstling Maduro ... Wäre er doch nur lieber auf dem Rasen geblieben !	Maradona machen in Venezuela Wahlkampf für Chavez - Günstling Maduro ... sein er doch nur lieb auf die Rasen bleiben !	NE VVFIN APPR NE NN APPR NE $( NN NE $. VAFIN PPER ADV ADV ADJD APPR ART NN VVPP $.	2/SB 0/-- 2/MO 3/NK 2/OA 5/MNR 6/NK 7/-- 7/PAR 9/NK 10/-- 0/-- 12/SB 20/MO 16/MO 20/MO 20/MO 19/NK 17/NK 12/OC 20/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg _ case=nom|EmoExpression::markable_104013603::SubjectiveFact=false|EmoExpression::markable_104013603::Sarcasm=false|EmoExpression::markable_104013603::EmoExpression=True|gender=masc|EmoExpression::markable_104013603::Uncertain=false|EmoExpression::markable_104013603::Intensity=weak|EmoExpression::markable_104013603::Polarity=negative|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg|pers=3 _ _ EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|comp=True|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
332242717868433408	positive	Kaum Protest gegen Schäuble an der Freien Universität [ Online - Abo ] %Link KULTimNETZ .	kaum Protest gegen Schäuble an die frei Universität [ Online - Abo ] %Link KULTimNETZ .	ADV NN APPR NE APPR ART ADJA NN $( NE $( NE $( XY NN $.	2/MO 0/-- 2/MNR 3/NK 2/MNR 8/NK 8/NK 5/NK 8/-- 8/NK 10/-- 10/CJ 12/-- 15/PNC 8/AG 15/--	Sentiment::markable_116::Sentiment=True|Negation::markable_118::Negation=True|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Intensity=medium|Sentiment::markable_116::Polarity=positive|Negation::markable_118::EmoExpressionRef=emo-expression:markable_117 case=nom|EmoExpression::markable_117::Intensity=medium|Sentiment::markable_116::Sentiment=True|EmoExpression::markable_117::EmoExpression=True|gender=masc|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Uncertain=false|num=sg|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false Sentiment::markable_116::Sentiment=True case=acc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_119::Preferred=true|*=True|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True Sentiment::markable_116::Sentiment=True case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg|pos=True case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg *=True *=True _ *=True *=True *=True case=nom|*=True|num=sg _
332956621682663425	mixed	Pankratius , Servatius , Bonifatius . Wann fordern die Grünen eigentlich die Frauenquote für die Eisheiligen ?? Ernsthaft .	Pankratius , Servatius , Bonifatius . wann fordern die Grüne eigentlich die Frauenquote für die Eisheilige ?? Ernsthaft .	NE $, NE $, NE $. PWAV VVFIN ART NN ADV ART NN APPR ART NN ADJA NN $.	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/-- 8/MO 0/-- 10/NK 8/SB 8/MO 13/NK 8/OA 13/MNR 16/NK 14/NK 16/NK 0/-- 18/--	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg _ _ mood=ind|EmoExpression::markable_104013604::EmoExpression=True|EmoExpression::markable_104013604::SubjectiveFact=false|pers=3|EmoExpression::markable_104013604::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_104013604::Polarity=positive|EmoExpression::markable_104013604::Uncertain=false|EmoExpression::markable_104013604::Intensity=medium case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=nom|EmoExpression::markable_104013605::SubjectiveFact=false|EmoExpression::markable_104013605::Polarity=negative|gender=fem|EmoExpression::markable_104013605::Uncertain=false|EmoExpression::markable_104013605::Intensity=medium|EmoExpression::markable_104013605::EmoExpression=True|num=sg|EmoExpression::markable_104013605::Sarcasm=false _
322923772061560832	negative	Interview : " Wähler wissen nicht , wofür die SPD steht " : Vor ihrem Wahlparteitag steckt die SPD im Stimmungstief ...	Interview : " Wähler wissen nicht , wofür die SPD stehen " : vor ihr Wahlparteitag stecken die SPD in Stimmungstief ...	NN $. $( NN VVFIN PTKNEG $, PWAV ART NE VVFIN $( $. APPR PPOSAT NN VVFIN ART NE APPRART NN $.	0/-- 1/-- 2/-- 5/SB 1/RS 5/NG 6/-- 11/MO 10/NK 11/SB 5/OC 11/-- 12/-- 17/MO 16/NK 14/NK 11/PAR 19/NK 17/SB 17/MO 20/NK 21/--	case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=pl _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_104013606::Sarcasm=false|EmoExpression::markable_104013606::EmoExpression=True|EmoExpression::markable_104013606::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013606::Polarity=negative|num=sg|EmoExpression::markable_104013606::Uncertain=false|EmoExpression::markable_104013606::Intensity=medium _
335174853743243266	negative	Bundestag - CDU und SPD wollen Babyklappen verbieten	Bundestag - CDU und SPD wollen Babyklappen verbieten	NN $( NE KON NE VMFIN NN VVFIN	0/-- 3/-- 6/SB 3/CD 4/CJ 0/-- 8/OA 6/OC	case=nom|gender=masc|num=sg _ case=nom|gender=fem|Sentiment::markable_120::Intensity=medium|Source::markable_121::Anaphref=empty|Sentiment::markable_120::Sentiment=True|Sentiment::markable_120::Sarcasm=false|num=sg|Sentiment::markable_120::Polarity=negative|Source::markable_121::Source=True Sentiment::markable_120::Sentiment=True case=nom|num=sg|Source::markable_122::Source=True|gender=fem|Source::markable_122::Anaphref=empty|Sentiment::markable_120::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_120::Sentiment=True case=acc|num=pl|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=fem|Sentiment::markable_120::Sentiment=True EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Intensity=medium|Sentiment::markable_120::Sentiment=True
