324257473294917633	negative	Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... %NegSmiley	auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... %NegSmiley	APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ITJ	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/-- 4/CJ 8/SB 8/MO 13/OA 10/NG 10/OC 13/-- 10/DM	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
324973110950494209	positive	Hamburg - Atemberaubende Porträtfotografie %Link via %User Versteigerung zu Gunsten von %User syrien	Hamburg - atemberaubend Porträtfotografie %Link via %User Versteigerung zu Gunst von %User syrien	NE $( ADJA NN XY APPR NE NN APPR NN APPR NE ADJA	13/SB 1/-- 4/NK 1/APP 0/-- 4/MNR 8/PNC 6/NK 8/MNR 9/NK 10/PG 11/NK 0/--	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500254::Polarity=positive|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=neut|EmoExpression::markable_100500254::SubjectiveFact=false|pos=True|Sentiment::markable_100500252::Intensity=strong|num=pl|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=strong|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Sarcasm=false|EmoExpression::markable_100500254::EmoExpression=True case=nom|Target::markable_100500253::Preferred=true|num=sg|Target::markable_100500253::Anaphref=empty|gender=fem|Sentiment::markable_100500252::Sentiment=True|Target::markable_100500253::Target=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ case=dat|*=True|num=sg case=dat|gender=fem|num=pl|pos=True
335136875205509120	positive	Lohnerhöhung : CDU fordert mehr Geld für Berliner Beamte Die CDU - Fraktion will den öffentlichen Dienst attraktiver	Lohnerhöhung : CDU fordern mehr Geld für Berliner Beamter die CDU - Fraktion wollen die öffentlich Dienst attraktiv	NN $. NE VVFIN PIAT NN APPR ADJA NN ART NE $( NN VMFIN ART ADJA NN ADJA	4/PD 1/-- 4/SB 0/-- 6/NK 4/OA 6/MNR 9/NK 7/NK 13/NK 13/NK 11/-- 14/SB 4/CJ 17/NK 17/NK 18/OA 14/OC	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind *=True case=acc|gender=neut|num=sg _ *=True|pos=True case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=gen|EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|pos=True|num=sg|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True
325844292465737728	positive	Telmi Internet | web | Sonntagsfrage : Union legt weiter zu : Die Union kann in der Gunst der Wähler weiter ...	Telmi Internet | weben | Sonntagsfrage : Union legen weiter zu : die Union können in die Gunst die Wähler weiter ...	NN NN XY VVIMP XY NN $. NE VVFIN ADV PTKVZ $. ART NN VMFIN APPR ART NN ART NN PTKVZ $.	9/SB 8/PNC 0/-- 6/NK 0/-- 8/VO 6/-- 1/NK 0/-- 9/MO 9/SVP 11/-- 14/NK 15/SB 9/CJ 15/MO 18/NK 16/NK 20/NK 18/AG 15/MO 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|pers=3|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500255::Polarity=positive|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _
335168924498944001	negative	ja er hatte keine andere wahl , als sie ANAL zu vergewaltigen domian determinismus	ja er haben keine andere wahl , als sie anal zu vergewaltigen domian determinismus	ADV PPER VAFIN PIAT PIS ADJD $, KOUS PPER ADJD PTKZU VVINF VVFIN NN	2/MO 3/SB 0/-- 5/NK 6/OA 3/OC 6/-- 13/CP 13/SB 12/MO 12/PM 13/OC 3/MO 8/NK	_ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _ _ case=nom|*=True|num=pl|pers=3 pos=True _ EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=negative|EmoExpression::markable_100500256::Sarcasm=false|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg
317745780247113729	negative	Nordkorea - Krise : Kim droht " US - Imperialisten " mit Raketen - Bereitschaft crazy	Nordkorea - Krise : Kim drohen " US - Imperialist " mit Rakete - Bereitschaft crazy	NE $( NN $. NE VVFIN $( NE $( NN $( APPR NN $( NN ADJD	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 6/-- 10/NK 8/-- 6/CJ 10/-- 10/MNR 12/NK 13/-- 10/CJ 15/PD	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500257::Intensity=weak|EmoExpression::markable_100500257::Polarity=negative|gender=fem|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=sg|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false _ case=nom|Sentiment::markable_100500258::Polarity=negative|Source::markable_100500259::Source=True|Sentiment::markable_100500258::Sarcasm=false|*=True|Sentiment::markable_100500258::Intensity=medium|num=sg|Sentiment::markable_100500258::Sentiment=True|Source::markable_100500259::Anaphref=empty EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=negative|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|Sentiment::markable_100500258::Sentiment=True|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false Sentiment::markable_100500258::Sentiment=True Target::markable_100500261::Target=True|Target::markable_100500261::Preferred=true|Sentiment::markable_100500258::Sentiment=True|Target::markable_100500261::Anaphref=empty Target::markable_100500261::Target=True|Sentiment::markable_100500258::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500258::Sentiment=True|Target::markable_100500261::Target=True Sentiment::markable_100500258::Sentiment=True Sentiment::markable_100500258::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500258::Sentiment=True Sentiment::markable_100500258::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500258::Sentiment=True pos=True
338025027586883584	negative	Was bekommt ein BWL - Student , der das dritte Mal durch die Diplomarbeit gefallen ist ? Die FDP - Mitgliedschaft .	was bekommen eine BWL - Student , die die dritt Mal durch die Diplomarbeit fallen|gefallen sein ? die FDP - Mitgliedschaft .	PIS VVFIN ART NN $( NN $, PRELS ART ADJA NN APPR ART NN VVPP VAFIN $. ART NE $( NN $.	2/OA 0/-- 4/NK 2/SB 4/-- 4/APP 6/-- 16/SB 11/NK 11/NK 15/MO 15/MO 14/NK 12/NK 16/PD 6/RC 16/-- 19/NK 0/-- 19/-- 19/APP 21/--	case=acc|num=sg|Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Polarity=negative|Sentiment::markable_100500262::Sarcasm=false|gender=neut|Sentiment::markable_100500262::Intensity=medium pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True|pos=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|EmoExpression::markable_100500264::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Preferred=true|gender=fem|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True
335495033228754944	positive	68% glauben nicht , das die BundReg. die anstehenden Probleme löst , aber 60% würden Merkel wieder wählen ? So sieht Dummhe ...	@card@ glauben nicht , die die BundReg. die anstehend Problem lösen , aber @card@ werden Merkel wieder wählen ? so sehen Dummhe ...	CARD VVFIN PTKNEG $, PRELS ART NN ART ADJA NN VVFIN $, ADV CARD VAFIN NE ADV VVINF $. ADV VVFIN NN $.	2/SB 0/-- 2/NG 3/-- 11/SB 7/NK 11/SB 10/NK 10/NK 11/OA 2/OC 11/-- 14/MO 15/SB 11/CJ 15/SB 18/MO 15/OC 18/-- 21/MO 0/-- 21/SB 22/--	Source::markable_100500266::Anaphref=empty|Sentiment::markable_100500265::Polarity=positive|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=medium|Source::markable_100500266::Source=True mood=ind|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pers=3|num=pl|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Intensity=medium Negation::markable_100500271::EmoExpressionRef=emo-expression:markable_100500270|Negation::markable_100500271::Negation=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=nom|num=sg|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500272::Anaphref=empty|gender=neut|Target::markable_100500272::Target=True|Target::markable_100500272::Preferred=true case=acc|gender=fem|num=sg|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|gender=fem|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=acc|num=pl|Sentiment::markable_100500265::Sentiment=True|gender=neut|Target::markable_100500272::Target=True|pos=True case=acc|EmoExpression::markable_100500349::Intensity=medium|EmoExpression::markable_100500349::Polarity=positive|Target::markable_100500272::Target=True|gender=neut|EmoExpression::markable_100500349::SubjectiveFact=false|num=pl|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500349::EmoExpression=True|EmoExpression::markable_100500349::Uncertain=false|EmoExpression::markable_100500349::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_100500349::EmoExpression=True|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True _ _ Source::markable_100500274::Anaphref=empty|Sentiment::markable_100500273::Polarity=positive|Sentiment::markable_100500273::Intensity=medium|Sentiment::markable_100500273::Sarcasm=false|Source::markable_100500274::Source=True|Sentiment::markable_100500273::Sentiment=True pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_100500273::Sentiment=True case=nom|Target::markable_100500275::Preferred=true|num=sg|Target::markable_100500275::Anaphref=empty|*=True|Target::markable_100500275::Target=True|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True EmoExpression::markable_100500276::EmoExpression=True|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::SubjectiveFact=false|EmoExpression::markable_100500276::Sarcasm=false|EmoExpression::markable_100500276::Polarity=positive|Sentiment::markable_100500273::Sentiment=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=negative|EmoExpression::markable_100500278::Sarcasm=false|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True
333345725964484608	negative	Landesparteitag der AfD Bayern im Chaos versunken . Wahl des neuen Vorstands ungültig . Fortsetzung folgt irgendwann ...	Landesparteitag die AfD Bayer in Chaos versinken . Wahl die neu Vorstand ungültig . Fortsetzung folgen irgendwann ...	NN ART ADJA NN APPRART NN VVPP $. NN ART ADJA NN ADJD $. NN VVFIN ADV $.	0/-- 4/NK 4/NK 1/AG 7/MO 5/NK 1/OC 7/-- 0/-- 12/NK 12/NK 9/AG 9/PD 13/-- 16/SB 0/-- 16/MO 17/--	case=nom|Target::markable_100500280::Target=True|gender=masc|Target::markable_100500280::Anaphref=empty|Sentiment::markable_100500279::Polarity=negative|Sentiment::markable_100500279::Sentiment=True|num=sg|Target::markable_100500280::Preferred=true|Sentiment::markable_100500279::Intensity=medium|Sentiment::markable_100500279::Sarcasm=false case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=dat|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=medium|Sentiment::markable_100500279::Sentiment=True|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=sg|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True case=dat|gender=masc|EmoExpression::markable_100500281::EmoExpression=True|num=sg|Sentiment::markable_100500279::Sentiment=True EmoExpression::markable_100500281::EmoExpression=True|Sentiment::markable_100500279::Sentiment=True Sentiment::markable_100500279::Sentiment=True case=acc|Target::markable_100500283::Preferred=true|Sentiment::markable_100500282::Sentiment=True|gender=fem|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500282::Polarity=negative|Sentiment::markable_100500282::Intensity=medium|Target::markable_100500283::Target=True|Sentiment::markable_100500282::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|Sentiment::markable_100500282::Sentiment=True|num=sg|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True EmoExpression::markable_100500284::Intensity=medium|Sentiment::markable_100500282::Sentiment=True|EmoExpression::markable_100500284::Polarity=negative|pos=True|EmoExpression::markable_100500284::SubjectiveFact=false|EmoExpression::markable_100500284::Sarcasm=false|EmoExpression::markable_100500284::EmoExpression=True|EmoExpression::markable_100500284::Uncertain=false Sentiment::markable_100500282::Sentiment=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
326209718743887873	negative	Rücktritt wegen Doppelbelastung ? : Wie Familienministerin Schröder die ... - FOCUS Online : BILDRücktritt wegen ...	Rücktritt wegen Doppelbelastung ? : wie Familienministerin Schröder die ... - Focus Online : BILDRücktritt wegen ...	NN APPR NN $. $. KOKOM NN NE ART $. $( NE NE $. NN APPO $.	0/-- 1/MNR 2/NK 3/-- 7/-- 7/CM 0/-- 7/NK 7/APP 9/-- 12/-- 13/PNC 0/-- 13/-- 16/NK 13/NK 16/--	case=nom|EmoExpression::markable_100500350::Uncertain=true|EmoExpression::markable_100500350::Intensity=medium|EmoExpression::markable_100500350::Sarcasm=false|EmoExpression::markable_100500350::Polarity=negative|gender=masc|EmoExpression::markable_100500350::EmoExpression=True|num=sg|EmoExpression::markable_100500350::SubjectiveFact=true _ gender=fem|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ _ *=True *=True _ case=dat|gender=masc|num=sg _ _
335842160190554112	mixed	Heute 5 Stunden im strömenden Regen Flyer verteilt . Total im Eimer aber glücklich . 80- jährige CDU Stammwählerin : Diesmal wä ...	heute 5 Stunde|Stunden in strömend Regen Flyer verteilen . total in Eimer aber glücklich . 80- jährige CDU Stammwählerin : diesmal wä ...	ADV CARD NN APPRART ADJA NN NN VVPP $. ADJD APPRART NN ADV ADJD $. TRUNC ADJA NE NN $. ADV NE $.	2/MO 3/NK 8/OA 3/MNR 6/NK 4/NK 6/NK 0/-- 8/-- 11/MO 0/-- 11/NK 11/MO 11/PD 14/-- 17/CJ 19/NK 19/PNC 0/-- 19/-- 22/MO 19/MO 22/--	_ _ case=acc|gender=fem|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg _ _ Intensifier::markable_100500286::EmoExpressionRef=emo-expression:markable_100500285|Intensifier::markable_100500286::Degree=strong|Intensifier::markable_100500286::Intensifier=True|pos=True case=dat|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_100500285::EmoExpression=True _ EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Intensity=medium|pos=True|EmoExpression::markable_62::Uncertain=false _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _
337316745176023042	positive	Psst , Piraten ! Steilvorlage für euch : %Link Müsst ihr nur noch bewerben helfen . %PosSmiley	Psst , Pirat ! Steilvorlage für ihr : %Link müssen ihr nur noch bewerben helfen . %PosSmiley	NN $, NN $. NN APPR PPER $. XY VMFIN PPER ADV ADV VVINF VVINF $. ITJ	0/-- 1/-- 1/CJ 3/-- 14/OA 5/MNR 6/NK 7/-- 7/NK 0/-- 15/DA 10/MO 15/MO 15/OC 10/OC 15/-- 0/NK	case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ case=dat|*=True|num=pl|pers=2 _ _ pers=2|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ _ _ EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
332259013708378113	neutral	Wir sollten es einfach akzeptieren : die SPD hat in den nächsten Jahren irgendetwas anderes vor und hat nicht die Zeit zu regieren. btw13	wir sollen es einfach akzeptieren : die SPD haben in die nah Jahr irgendetwas andere vor und haben nicht die Zeit zu regieren. btw13	PPER VMFIN PPER ADJD VVINF $. ART NE VAFIN APPR ART ADJA NN PIAT PIS PTKVZ KON VAFIN PTKNEG ART NN APPR NE CARD	2/SB 0/-- 5/OA 5/MO 2/OC 5/-- 8/NK 9/SB 2/CJ 9/MO 13/NK 13/NK 10/NK 15/NK 9/OA 9/SVP 9/CD 17/CJ 18/NG 21/NK 18/OA 21/MNR 22/NK 18/MO	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl gender=neut|*=True case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _
332594965198802945	neutral	RiotimAlltag ist künstliche Trennungen zu hinterfragen . Zwischen Politik &amp; Privatem und dir &amp; mir etc .	RiotimAlltag sein künstlich Trennung zu hinterfragen . zwischen Politik &amp; privat und du &amp; ich etc. .	NN VAFIN ADJA NN PTKZU VVINF $. APPR NN $( ADJA KON PPER $( PPER ADV $.	2/SB 0/-- 4/NK 6/OA 6/PM 2/OC 6/-- 11/MO 8/NK 9/-- 0/-- 11/CD 16/DA 13/-- 16/DA 12/CJ 16/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ _ _ case=dat|gender=fem|num=sg pos=True case=dat|gender=neut|num=sg|pos=True _ case=dat|*=True|num=sg|pers=2 pers=2|num=pl|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _
326087967468814336	negative	es gibt ein Leben vor dem Tod . Aber es ist mit Politik belastet . Shit happens .	es geben eine Leben vor die Tod . aber es sein mit Politik belasten . Shit happens .	PPER VVFIN ART NN APPR ART NN $. KON PPER VAFIN APPR NN VVPP $. NN NN $.	2/EP 0/-- 4/NK 2/OA 4/MNR 7/NK 5/NK 7/-- 11/JU 11/SB 0/-- 14/MO 12/NK 11/PD 14/-- 0/-- 16/NK 17/--	case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_100500289::Target=True|Target::markable_100500289::Preferred=true|num=sg|Target::markable_100500289::Anaphref=empty|Sentiment::markable_100500287::Sentiment=True|gender=neut case=acc|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True Target::markable_100500289::Target=True|Sentiment::markable_100500287::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True case=dat|Target::markable_100500289::Target=True|EmoExpression::markable_100500351::SubjectiveFact=true|EmoExpression::markable_100500351::EmoExpression=True|Sentiment::markable_100500287::Sentiment=True|gender=neut|EmoExpression::markable_100500351::Sarcasm=false|num=sg|EmoExpression::markable_100500351::Polarity=negative|EmoExpression::markable_100500351::Intensity=medium|EmoExpression::markable_100500351::Uncertain=false Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500287::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::Polarity=negative|EmoExpression::markable_100500290::Sarcasm=false|EmoExpression::markable_100500290::Uncertain=false Sentiment::markable_100500287::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|EmoExpression::markable_100500352::Polarity=negative|EmoExpression::markable_100500352::Uncertain=false|EmoExpression::markable_100500291::EmoExpression=True|EmoExpression::markable_100500352::EmoExpression=True|EmoExpression::markable_100500352::Intensity=medium|EmoExpression::markable_100500291::SubjectiveFact=false|EmoExpression::markable_100500352::SubjectiveFact=false|EmoExpression::markable_100500352::Sarcasm=false EmoExpression::markable_100500352::EmoExpression=True|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True
333360411413995521	mixed	politik , chaos , herumjagen , schlachten mit 100 derten spielern pro seite , the good stuff	Politik , chaos , herumjagen , schlachten mit 100 derten Spieler pro Seite , the good stuff	NN $, ADJD $, VVFIN $, VVFIN APPR CARD ADJA NN APPR NN $, FM NN NN	7/SB 1/-- 1/PAR 3/-- 3/CJ 5/-- 0/-- 7/MO 11/NK 11/NK 8/NK 11/MNR 12/NK 13/-- 16/NK 7/OA 16/NK	case=nom|gender=fem|num=sg _ EmoExpression::markable_100500301::SubjectiveFact=false|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|pos=True|EmoExpression::markable_100500301::Uncertain=false|EmoExpression::markable_100500301::Sarcasm=false _ pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=pl|tense=past|mood=ind _ _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl _ case=dat|gender=fem|num=sg _ _ EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=positive|EmoExpression::markable_100500304::Sarcasm=false|EmoExpression::markable_100500304::Intensity=medium|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True _
