328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
329264281222778881	positive	Meine neuen Hasis ** ♥ rechts von meiner Mama als Geburtstagsgeschenk ♥ links von einem netten Mädchen aus FB .	mein neu Hasis ** ♥ rechts von mein Mama als Geburtstagsgeschenk ♥ links von eine nett Mädchen aus FB .	PPOSAT ADJA NN ADJA NN ADV APPR PPOSAT NN KOKOM NN ADJD ADV APPR ART ADJA NN APPR NN $.	3/NK 3/NK 0/-- 5/NK 3/APP 7/MO 5/MNR 9/NK 7/NK 13/CM 13/PNC 13/MO 5/MNR 13/MO 17/NK 17/NK 14/NK 17/MNR 18/NK 19/--	case=nom|Sentiment::markable_248::Sentiment=True|Sentiment::markable_248::Polarity=positive|gender=masc|Target::markable_249::Anaphref=empty|Target::markable_249::Preferred=true|num=pl|Target::markable_249::Target=True|Sentiment::markable_248::Intensity=medium|Sentiment::markable_248::Sarcasm=false case=nom|Sentiment::markable_248::Sentiment=True|num=pl|Target::markable_249::Target=True|gender=masc|pos=True case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_104012291::SubjectiveFact=false|gender=masc|EmoExpression::markable_104012291::Uncertain=false|EmoExpression::markable_104012291::Intensity=medium|num=pl|EmoExpression::markable_104012291::Sarcasm=false|Target::markable_249::Target=True|EmoExpression::markable_104012291::Polarity=positive|EmoExpression::markable_104012291::EmoExpression=True case=nom|Sentiment::markable_248::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_247::Intensity=medium|num=pl|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=masc|EmoExpression::markable_157::SubjectiveFact=false|num=pl|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::SubjectiveFact=false|EmoExpression::markable_158::Polarity=positive _ _ case=dat|Sentiment::markable_89::Sentiment=True|Sentiment::markable_89::Polarity=positive|num=sg|gender=masc|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Intensity=medium case=dat|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_90::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_90::Intensity=medium|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=dat|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_91::Anaphref=empty|gender=masc|Target::markable_91::Preferred=true|Target::markable_91::Target=True Sentiment::markable_89::Sentiment=True case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg _
327476224278552576	positive	Gesundheitspolitik - " Das Pflegesystem ist unmenschlich und überaltert "	Gesundheitspolitik - " die Pflegesystem sein unmenschlich und überaltert "	NN $( $( ART NN VAFIN ADJD KON ADJD $(	6/SB 1/-- 2/-- 5/NK 1/NK 0/-- 6/PD 7/CD 8/CJ 9/--	case=nom|gender=fem|num=sg _ _ case=nom|Target::markable_93::Preferred=true|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|gender=neut|Target::markable_93::Anaphref=empty|num=sg|Target::markable_93::Target=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_92::Sentiment=True|Target::markable_93::Target=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Polarity=negative|EmoExpression::markable_94::Sarcasm=false|pos=True|EmoExpression::markable_94::Intensity=medium|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false Sentiment::markable_92::Sentiment=True EmoExpression::markable_95::Sarcasm=false|pos=True|EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Uncertain=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_95::Polarity=negative|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _
327475613487230976	positive	Pfingstzeltcamp mit der ganzen Stufe . So muss das . Abriss !	Pfingstzeltcamp mit die ganz Stufe . so müssen die . Abriß !	NN APPR ART ADJA NN $. ADV VMFIN PDS $. NN $.	0/-- 1/OP 5/NK 5/NK 2/NK 5/-- 8/MO 0/-- 8/SB 9/-- 0/-- 11/--	case=nom|Target::markable_251::Preferred=true|Target::markable_251::Anaphref=empty|Target::markable_251::Target=True|*=True|Sentiment::markable_250::Polarity=positive|num=sg|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|Sentiment::markable_250::Sarcasm=false Sentiment::markable_250::Sentiment=True|Target::markable_251::Target=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True case=dat|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_251::Target=True|pos=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True EmoExpression::markable_104012292::SubjectiveFact=false|EmoExpression::markable_104012292::Uncertain=false|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_104012292::Polarity=positive|EmoExpression::markable_104012292::Sarcasm=false|EmoExpression::markable_104012292::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=nom|gender=neut|num=sg|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True
325393540358213632	neutral	Angebot des Tages mit 50% Rabatt beim Designer Outlet : 3/4 Hose von Lynne im buntem 70 ' s Muster %Link Mode miss50percent	Angebot die Tag mit @card@ Rabatt bei Designer Outlet : 3/4 Hose von Lynne in bunt 70 ' s Muster %Link Mode miss50percent	NN ART NN APPR CARD NN APPRART NN ADJD $. CARD NN APPR NE APPRART ADJA CARD $( NN NN XY NN ADJD	0/-- 3/NK 1/AG 1/MNR 6/NK 4/NK 6/MNR 7/NK 11/MO 9/-- 12/NK 6/APP 12/PG 13/NK 12/MNR 19/NK 19/NK 17/-- 15/NK 22/PNC 22/NK 19/NK 1/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ gender=neut|*=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True _ _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg pos=True
328472317116166144	positive	Respekt . Das war ein sehr sympathischer und professioneller Auftritt und tat der Sendung gut .	Respekt . die sein eine sehr sympathisch und professionell Auftritt und tun die Sendung gut .	NN $. PDS VAFIN ART ADV ADJA KON ADJA NN KON VVFIN ART NN ADJD $.	0/-- 1/-- 4/SB 0/-- 10/NK 7/MO 10/NK 7/CD 8/CJ 4/PD 4/CD 11/CJ 14/NK 12/DA 12/MO 15/--	case=acc|EmoExpression::markable_253::Intensity=medium|EmoExpression::markable_253::Uncertain=false|EmoExpression::markable_253::Sarcasm=false|EmoExpression::markable_253::EmoExpression=True|gender=masc|EmoExpression::markable_253::Polarity=positive|Sentiment::markable_252::Sentiment=True|Sentiment::markable_252::Sarcasm=false|Sentiment::markable_252::Intensity=medium|num=sg|EmoExpression::markable_253::SubjectiveFact=false|Sentiment::markable_252::Polarity=positive Sentiment::markable_252::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_252::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_252::Sentiment=True case=nom|Target::markable_100::Anaphref=empty|Target::markable_100::Preferred=true|Sentiment::markable_252::Sentiment=True|gender=neut|Sentiment::markable_96::Sarcasm=false|Sentiment::markable_96::Intensity=medium|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_100::Target=True|Sentiment::markable_96::Polarity=positive Sentiment::markable_96::Sentiment=True|Intensifier::markable_98::Degree=strong|Intensifier::markable_98::Intensifier=True|Sentiment::markable_252::Sentiment=True|Intensifier::markable_98::EmoExpressionRef=emo-expression:markable_97|Target::markable_100::Target=True case=gen|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|pos=True|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_252::Sentiment=True|Target::markable_100::Target=True Target::markable_100::Target=True|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|Target::markable_100::Target=True|EmoExpression::markable_99::Uncertain=false case=gen|num=sg|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|Target::markable_100::Target=True Sentiment::markable_252::Sentiment=True EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|mood=ind|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|pers=3|num=sg|tense=past|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True EmoExpression::markable_104012306::Polarity=positive|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_104012306::Sarcasm=false|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_104012306::SubjectiveFact=false|pos=True|EmoExpression::markable_104012306::Uncertain=false|EmoExpression::markable_104012306::Intensity=medium|EmoExpression::markable_104012306::EmoExpression=True Sentiment::markable_252::Sentiment=True
320661075429318656	negative	ksta Mühlheimer Strasse - Mehrere Verletzte bei Wohnungsbrand Bei einem Feuer am späten Samstagnachmittag in einem M	ksta Mühlheimer Straße - mehrere Verletzte bei Wohnungsbrand bei eine Feuer an spät Samstagnachmittag in eine M	NN ADJA NN $( PIAT NN APPR NE APPR ART NN APPRART ADJA NN APPR ART NE	0/-- 3/NK 1/MNR 3/-- 6/NK 1/CJ 6/MNR 7/NK 1/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 14/MNR 17/NK 15/NK	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_104012293::Sarcasm=false|*=True|EmoExpression::markable_104012293::EmoExpression=True|EmoExpression::markable_104012293::Intensity=medium|EmoExpression::markable_104012293::Uncertain=false|num=pl|EmoExpression::markable_104012293::SubjectiveFact=false|EmoExpression::markable_104012293::Polarity=negative _ case=dat|gender=neut|EmoExpression::markable_104012295::Polarity=negative|EmoExpression::markable_104012295::Sarcasm=false|num=sg|EmoExpression::markable_104012295::Uncertain=false|EmoExpression::markable_104012295::Intensity=medium|EmoExpression::markable_104012295::SubjectiveFact=false|EmoExpression::markable_104012295::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_104012296::Intensity=medium|EmoExpression::markable_104012296::Sarcasm=false|gender=neut|EmoExpression::markable_104012296::Polarity=negative|num=sg|EmoExpression::markable_104012296::SubjectiveFact=true|EmoExpression::markable_104012296::EmoExpression=True|EmoExpression::markable_104012296::Uncertain=false case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321337882944094208	positive	Ich habe ein %User-Video von %User positiv bewertet : %Link e - Funktion Kurvendiskussion 1	ich haben eine %User-Video von %User positiv bewerten : %Link e - Funktion Kurvendiskussion 1	PPER VAFIN ART NN APPR NE ADJD VVPP $. XY ADJA $( NN NN CARD	2/SB 0/-- 4/NK 8/OA 4/PG 5/NK 8/MO 2/OC 8/-- 8/OA 13/NK 11/-- 8/OA 13/NK 14/NK	case=nom|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_105::Source=True|pers=1|Source::markable_105::Anaphref=empty|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_104::Preferred=true|num=sg|Target::markable_104::Anaphref=empty|gender=neut|Target::markable_104::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false Sentiment::markable_103::Sentiment=True _ pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
328592314173882368	negative	%PosSmiley okay cool ! Ich bin mit englisch und Französisch schon vollkommen überfordert	%PosSmiley Okay cool ! ich sein mit englisch und französisch schon vollkommen überfordern	ITJ NE ADJD $. PPER VAFIN APPR ADJD KON ADJD ADV ADJD VVFIN	2/NK 0/-- 2/MNR 3/-- 6/SB 0/-- 13/MO 7/NK 8/CD 12/MO 12/MO 9/CJ 6/OC	_ _ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false _ case=nom|Source::markable_160::Anaphref=empty|Sentiment::markable_159::Intensity=strong|Sentiment::markable_159::Sarcasm=false|*=True|Source::markable_160::Source=True|Sentiment::markable_159::Polarity=negative|pers=1|num=sg|Sentiment::markable_159::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_162::Anaphref=empty|Target::markable_162::Target=True|Target::markable_162::Preferred=true|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Intensifier::markable_164::EmoExpressionRef=emo-expression:markable_163|Sentiment::markable_159::Sentiment=True|Intensifier::markable_164::Degree=medium|pos=True|Intensifier::markable_164::Intensifier=True EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|pos=True|EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::EmoExpression=True
323374811399213056	positive	Danke , ich habe nachgefragt . Anscheinend bist du genau während den Schulferien dort hingegangen .. %PosSmiley Juni soll leer sein	Dank , ich haben nachfragen . anscheinend sein du genau während die Schulferien dort hingehen .. %PosSmiley Juni sollen leer sein	NN $, PPER VAFIN VVPP $. ADJD VAFIN PPER ADJD APPR ART NN ADV VVPP ADJA ITJ NN VMFIN ADJD PPOSAT	4/VO 1/-- 4/SB 0/-- 4/OC 5/-- 8/PD 0/-- 8/SB 15/MO 15/MO 13/NK 11/NK 15/MO 8/OC 15/MO 15/NK 19/SB 0/-- 21/PD 19/OC	EmoExpression::markable_104012297::Uncertain=false|EmoExpression::markable_104012297::Sarcasm=false|EmoExpression::markable_104012297::EmoExpression=True|EmoExpression::markable_104012297::SubjectiveFact=false|EmoExpression::markable_104012297::Intensity=medium|EmoExpression::markable_104012297::Polarity=positive _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ pos=True pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 pos=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ _ case=dat|gender=masc|num=pl|pos=True EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Intensity=strong|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::Sarcasm=false|EmoExpression::markable_107::SubjectiveFact=false|EmoExpression::markable_107::Polarity=positive case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _
321260487314661376	neutral	Hey Bro , wäre es möglich mir mal zu folgen , nur kurz , will dich mal was ernstes fragen und da kann ich wenigstens mehr schreiben	Hey Bro , sein es möglich ich mal zu folgen , nur kurz , wollen du mal was ernst fragen und da können ich wenigstens mehr schreiben	NE NE $, VAFIN PPER ADJD PPER ADV PTKZU VVINF $, ADV ADJD $, VMFIN PPER ADV PIAT ADJA VVINF KON ADV VMFIN PPER ADV ADV VVFIN	2/PNC 4/SB 2/-- 0/-- 4/SB 10/MO 10/DA 10/MO 10/PM 5/RE 10/-- 13/MO 4/PD 13/-- 4/MO 20/OA 20/MO 19/NK 20/OA 15/OC 15/CD 23/MO 21/CJ 23/SB 23/MO 23/MO 23/OC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 pos=True case=dat|*=True|num=sg|pers=1 _ _ _ _ _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _
318667322804023296	positive	Unglaublich locker und sympathisch der Boris %PosSmiley und frohe Ostern wünsche ich euch ❤ borisentrup ...	unglaublich locker und sympathisch die Boris %PosSmiley und froh Ostern wünschen ich ihr ❤ borisentrup ...	ADJD ADJD KON ADJD ART NE ITJ KON ADJA NN VVFIN PPER PPER NE NE $.	2/MO 11/MO 2/CD 3/CJ 6/NK 11/OA 10/NK 6/CD 10/NK 8/CJ 0/-- 11/SB 11/DA 15/PNC 11/OA 15/--	Intensifier::markable_113::Degree=medium|Intensifier::markable_113::Intensifier=True|pos=True|Intensifier::markable_113::EmoExpressionRef=emo-expression:markable_112|Sentiment::markable_108::Sentiment=True case=gen|EmoExpression::markable_112::EmoExpression=True|gender=masc|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|pos=True|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=pl|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_108::Sentiment=True EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|pos=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Uncertain=false case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=masc|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=acc|EmoExpression::markable_110::SubjectiveFact=false|gender=neut|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=positive|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_110::EmoExpression=True _ EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_100500289::Intensity=medium|pos=True|Target::markable_100500292::Preferred=true|num=sg|Sentiment::markable_100500289::Sarcasm=false|Target::markable_100500292::Target=True|case=acc|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::Intensity=medium|gender=neut|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_100500289::Polarity=positive|Target::markable_100500292::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_100500292::Target=True|Sentiment::markable_100500289::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|mood=ind|EmoExpression::markable_100500291::Polarity=positive|EmoExpression::markable_100500291::EmoExpression=True|pers=1|num=sg|tense=pres|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500291::Sarcasm=false case=nom|pers=1|Source::markable_100500290::Source=True|num=sg|*=True|Source::markable_100500290::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500289::Sentiment=True|pers=2 EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive _ _
328830510568726528	neutral	Wird Effenberg neuer Trainer bei %User ? Es gibt keine Bestätigung - aber auch kein Dementi .	werden Effenberg neu Trainer bei %User ? es geben keine Bestätigung - aber auch keine Dementi .	VAFIN NE ADJA NN APPR NE $. PPER VVFIN PIAT NN $( ADV ADV PIAT NN $.	0/-- 1/SB 4/NK 2/AG 4/MNR 5/NK 6/-- 9/EP 0/-- 11/NK 9/OA 11/-- 9/MO 16/MO 16/NK 9/OA 16/--	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
324174469432242177	positive	... das macht allerdings sinn , ja %PosSmiley ich schreib dir auf tumblr ein ask , okay ?	... die machen allerdings sinnen , ja %PosSmiley ich schreiben du auf tumblr eine ask , Okay ?	$. PDS VVFIN ADV VVIMP $, ADV ITJ PPER VVIMP PRF APPR NE ART NN $, NE $.	0/-- 3/SB 0/-- 3/MO 3/MO 5/-- 9/MO 9/NK 3/MO 9/NK 3/OA 3/MO 12/NK 15/NK 3/OA 15/-- 15/APP 17/--	_ case=nom|gender=neut|num=sg mood=ind|EmoExpression::markable_104012298::Uncertain=false|EmoExpression::markable_104012298::Intensity=medium|EmoExpression::markable_104012298::EmoExpression=True|pers=3|EmoExpression::markable_104012298::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_104012298::Sarcasm=false|EmoExpression::markable_104012298::SubjectiveFact=false _ EmoExpression::markable_104012298::EmoExpression=True _ _ EmoExpression::markable_116::Uncertain=false|mood=ind|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|pers=1|EmoExpression::markable_116::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg _
