375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
382884470405091328	positive	" Schwarz - grüne Hoffnung : Ist die Zeit reif ? " ZDFlogin heute Abend mit %User ( @DieGruenen ) + M. Patzelt ( @cducsubt ) !...	" Schwarz - grün Hoffnung : sein die Zeit reif ? " ZDFlogin heute abend mit %User ( @DieGruenen ) + M. Patzelt ( @cducsubt ) !...	$( NE $( ADJA NN $. VAFIN ART NN ADJD $. $( NN ADV ADV APPR NE $( ADJA $( KON NE NE $( ADJA $( NN	2/-- 7/VO 2/-- 5/NK 7/PD 5/-- 0/-- 9/NK 7/SB 7/PD 10/-- 11/-- 19/SB 15/MO 13/MNR 13/MO 16/NK 17/-- 0/-- 21/-- 25/MO 23/PNC 21/CJ 23/-- 0/-- 27/-- 0/--	_ pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|EmoExpression::markable_104010177::EmoExpression=True|gender=fem|EmoExpression::markable_104010177::Sarcasm=false|EmoExpression::markable_104010177::Polarity=positive|EmoExpression::markable_104010177::Uncertain=false|num=sg|EmoExpression::markable_104010177::Intensity=medium|EmoExpression::markable_104010177::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True _ _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=acc|gender=masc|num=sg|pos=True _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _
358321229612072961	positive	Schlagzeile , die man über Mutti nie lesen wird : " Merkel baut guten Nachwuchs in der CDU auf . "	Schlagzeile , die man über Mutti nie lesen werden : " Merkel bauen gut Nachwuchs in die CDU auf . "	NN $, PRELS PIS APPR NN ADV VVINF VAFIN $. $( NE VVFIN ADJA NN APPR ART NE PTKVZ $. $(	12/SB 1/-- 8/OA 9/SB 8/MO 5/NK 8/MO 9/OC 1/RC 9/-- 10/-- 13/SB 0/-- 15/NK 13/AG 15/MNR 18/NK 16/NK 13/SVP 19/-- 20/--	case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind Target::markable_56::Preferred=true|EmoExpression::markable_55::SubjectiveFact=false|pos=True|Target::markable_56::Anaphref=empty|EmoExpression::markable_55::Polarity=positive|Sentiment::markable_54::Sarcasm=false|num=sg|EmoExpression::markable_55::Sarcasm=false|Sentiment::markable_54::Intensity=medium|case=gen|EmoExpression::markable_55::EmoExpression=True|Sentiment::markable_54::Polarity=positive|gender=masc|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|Target::markable_56::Target=True case=gen|gender=masc|Target::markable_56::Target=True|num=sg|Sentiment::markable_54::Sentiment=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _
383238319431499776	negative	Ich werde nicht zur Wahl gehen , aus Widerspruchsgeist , Nichtwähler werden immer so hingestellt . Überlege schon mit dem Rauchen anzufangen .	ich werden nicht zu Wahl gehen , aus Widerspruchsgeist , Nichtwähler werden immer so hinstellen . überlegen schon mit die Rauchen anfangen .	PPER VAFIN PTKNEG APPRART NN VVINF $, APPR NN $, NN VAFIN ADV ADV VVPP $. VVFIN ADV APPR ART NN VVIZU $.	2/SB 0/-- 6/NG 6/MO 4/NK 2/OC 6/-- 12/MO 8/NK 9/-- 9/CJ 2/CJ 15/MO 15/MO 12/OC 15/-- 0/-- 22/MO 22/MO 21/NK 19/NK 17/OC 22/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ case=dat|EmoExpression::markable_104010178::Intensity=medium|EmoExpression::markable_104010178::Polarity=negative|gender=masc|EmoExpression::markable_104010178::SubjectiveFact=true|num=sg|EmoExpression::markable_104010178::EmoExpression=True|EmoExpression::markable_104010178::Uncertain=false|EmoExpression::markable_104010178::Sarcasm=false _ case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
384290484715540480	neutral	Man weint nicht der FDP nach , sondern dem liberalen Gedanken , der nicht mehr polit. vertreten w ...	man weinen nicht die FDP nach , sondern die liberal Gedanke , die nicht mehr polit. vertreten w ...	PIS VVFIN PTKNEG ART NE PTKVZ $, KON ART ADJA NN $, PRELS PTKNEG ADV ADJD VVPP VVFIN $.	2/SB 0/-- 2/NG 5/NK 2/DA 2/MO 6/-- 6/CD 11/NK 11/NK 8/CJ 11/-- 18/SB 18/NG 14/MO 17/MO 18/MO 11/RC 18/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ pos=True _ _ _
360357179183726592	neutral	Betarix von Storch hat recht CDU - SPD - FDP - und GRÜNE - werden am 22.09 . ihr BlauesWunder erleben . AfD +	Betarix von Storch haben recht CDU - SPD - FDP - und grünen - werden an @card@ . ihr BlauesWunder erleben . AfD +	NN APPR NN VAFIN ADJD NE $( NE $( NE $( KON VVFIN $( VAFIN APPRART CARD $. PPOSAT NN VVINF $. ADJA KON	4/SB 1/PG 2/NK 15/SB 6/NK 4/SB 6/-- 6/CJ 8/-- 8/CJ 10/-- 4/CD 12/CJ 13/-- 0/-- 21/MO 16/NK 17/-- 20/NK 21/OA 15/OC 21/-- 0/-- 23/MO	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=past|mood=ind _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _
381376287085842432	negative	politik der lügen : löcher in strasse : infrastruktur kaputt : erfolgreiche wirtschaft von merkel : deshalb NULL STIMME für cdu , csu & fdp	Politik die lügen : löchern in Straße : infrastruktur kaputt : erfolgreich Wirtschaft von Merkel : deshalb null stimmen für cdu , csu & fdp	NN ART VVINF $. VVIMP APPR NN $. ADJD ADJD $. ADJA NN APPR NE $. PAV CARD VVFIN APPR NN $, NN KON NN	19/SB 13/NK 5/OC 3/-- 13/NK 12/MO 6/NK 7/-- 10/MO 12/MO 10/-- 13/NK 1/AG 13/PG 14/NK 15/-- 1/NK 17/NK 0/-- 19/MO 20/NK 21/-- 21/CJ 23/CD 24/CJ	case=nom|Target::markable_100500141::Preferred=true|Target::markable_100500141::Target=True|gender=fem|Sentiment::markable_100500140::Intensity=medium|Target::markable_100500141::Anaphref=empty|Sentiment::markable_100500140::Sentiment=True|num=sg|Sentiment::markable_100500140::Sarcasm=false|Sentiment::markable_100500140::Polarity=negative case=gen|gender=fem|num=pl|Target::markable_100500141::Target=True|Sentiment::markable_100500140::Sentiment=True Sentiment::markable_100500140::Sentiment=True|Target::markable_100500141::Target=True|EmoExpression::markable_100500142::Intensity=medium|EmoExpression::markable_100500142::SubjectiveFact=false|EmoExpression::markable_100500142::EmoExpression=True|EmoExpression::markable_100500142::Uncertain=false|EmoExpression::markable_100500142::Polarity=negative|EmoExpression::markable_100500142::Sarcasm=false _ case=gen|Target::markable_100500144::Anaphref=empty|gender=fem|pos=True|Target::markable_100500144::Target=True|Target::markable_100500144::Preferred=true|num=pl|Sentiment::markable_100500143::Intensity=medium|Sentiment::markable_100500143::Sarcasm=false|Sentiment::markable_100500143::Sentiment=True|Sentiment::markable_100500143::Polarity=negative Sentiment::markable_100500143::Sentiment=True|Target::markable_100500144::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_100500143::Sentiment=True|Target::markable_100500144::Target=True _ Sentiment::markable_100500145::Sarcasm=false|Sentiment::markable_100500145::Polarity=negative|Target::markable_100500146::Target=True|Sentiment::markable_100500145::Intensity=medium|pos=True|Target::markable_100500146::Anaphref=empty|Sentiment::markable_100500145::Sentiment=True|Target::markable_100500146::Preferred=true EmoExpression::markable_100500147::SubjectiveFact=false|EmoExpression::markable_100500147::Intensity=medium|pos=True|EmoExpression::markable_100500147::Sarcasm=false|Sentiment::markable_100500145::Sentiment=True|EmoExpression::markable_100500147::Polarity=negative|EmoExpression::markable_100500147::EmoExpression=True|EmoExpression::markable_100500147::Uncertain=false _ case=nom|EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::EmoExpression=True|Sentiment::markable_57::Sarcasm=true|gender=fem|Sentiment::markable_57::Polarity=negative|pos=True|EmoExpression::markable_59::Sarcasm=true|num=sg|EmoExpression::markable_59::Intensity=medium|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false case=nom|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|gender=fem|Sentiment::markable_57::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True case=dat|*=True|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True _ _ EmoExpression::markable_100500149::SubjectiveFact=false|Sentiment::markable_100500148::Sentiment=True|Sentiment::markable_100500148::Sarcasm=false|Sentiment::markable_100500148::Intensity=medium|EmoExpression::markable_100500149::Uncertain=false|EmoExpression::markable_100500149::Intensity=medium|Sentiment::markable_100500148::Polarity=negative|EmoExpression::markable_100500149::Polarity=negative|EmoExpression::markable_100500149::EmoExpression=True|EmoExpression::markable_100500149::Sarcasm=false pers=3|Sentiment::markable_100500148::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_100500148::Sentiment=True case=acc|num=sg|Target::markable_100500150::Target=True|Sentiment::markable_100500148::Sentiment=True|gender=masc|Target::markable_100500150::Preferred=true|Target::markable_100500150::Anaphref=empty Sentiment::markable_100500148::Sentiment=True case=acc|Target::markable_100500151::Target=True|num=sg|Sentiment::markable_100500148::Sentiment=True|gender=neut|Target::markable_100500151::Preferred=true|Target::markable_100500151::Anaphref=empty Sentiment::markable_100500148::Sentiment=True Sentiment::markable_100500148::Sentiment=True|Target::markable_100500152::Anaphref=empty|Target::markable_100500152::Target=True|Target::markable_100500152::Preferred=true
378239063137865728	positive	Schöne Grüsse von der FDP , am 22.09 . ist Bundestagswahl : ...	schön Gruß von die FDP , an @card@ . sein Bundestagswahl : ...	ADJA NN APPR ART NE $, APPRART CARD $. VAFIN NN $. $.	2/NK 10/PD 2/PG 5/NK 3/NK 5/-- 2/OP 7/NK 8/-- 0/-- 10/SB 11/-- 12/--	case=nom|EmoExpression::markable_104010179::Uncertain=false|EmoExpression::markable_104010179::Polarity=positive|EmoExpression::markable_104010179::Sarcasm=false|gender=neut|pos=True|num=pl|EmoExpression::markable_104010179::Intensity=medium|EmoExpression::markable_104010179::SubjectiveFact=false|EmoExpression::markable_104010179::EmoExpression=True case=nom|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ _
376231638633820160	positive	PS : Dem NSU UA Bericht war die Leerstelle Gender auch keine Zeile wert . Nur die FDP ( ! ) macht es in ihrem Sondervotum zum Thema !	PS : die NSU UA Bericht sein die Leerstelle Gender auch keine Zeile wert . nur die FDP ( ! ) machen es in ihr Sondervotum zu Thema !	NE $. ART NE ADJA NN VAFIN ART NN NN ADV PIAT NN ADJD $. ADV ART NE $( $. $( VVFIN PPER APPR PPOSAT NN APPRART NN $.	0/-- 1/-- 4/NK 6/AG 6/NK 7/SB 1/RS 9/NK 7/SB 9/NK 13/MO 13/NK 14/OA 7/PD 14/-- 18/MO 18/NK 0/-- 18/-- 19/-- 22/-- 0/-- 22/OA 22/MO 26/NK 24/NK 26/MNR 27/NK 28/--	case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104010180::Sarcasm=false|EmoExpression::markable_104010180::SubjectiveFact=false|EmoExpression::markable_104010180::EmoExpression=True|EmoExpression::markable_104010180::Uncertain=false|EmoExpression::markable_104010180::Polarity=positive|EmoExpression::markable_104010180::Intensity=medium|pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
359618338382553090	negative	xkeyscore überführt Regierung , BND und BfV der Lüge . Bitte zieh die Reissleine Deutschland ! %Link pr ...	xkeyscore überführen Regierung , BND und BfV die Lüge . Bitte zeihen die Reißleine Deutschland ! %Link pr ...	NN VVFIN NN $, NE KON NE ART NN $. ADV VVFIN ART NE NE $. XY NE $.	2/SB 0/-- 2/OA 3/-- 3/CJ 5/CD 6/CJ 9/NK 3/APP 9/-- 12/MO 0/-- 14/NK 12/SB 12/OA 15/-- 0/-- 0/-- 18/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|*=True|num=sg _ case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104010181::Polarity=negative|gender=masc|EmoExpression::markable_104010181::Uncertain=false|num=sg|EmoExpression::markable_104010181::Intensity=medium|EmoExpression::markable_104010181::SubjectiveFact=false|EmoExpression::markable_104010181::EmoExpression=True|EmoExpression::markable_104010181::Sarcasm=false _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg _ _ _ _
381027387418230785	negative	Die Pädophilie - Debatte verfolgt die Grünen weiter : Volker Beck soll die Öffentlichkeit getäuscht haben ...	die Pädophilie - Debatte verfolgen die Grüne weiter : Volker Beck sollen die Öffentlichkeit täuschen haben ...	ART NN $( NN VVFIN ART NN PTKVZ $. NE NE VMFIN ART NN VVPP VAFIN $.	2/NK 5/SB 2/-- 2/NK 0/-- 7/NK 5/OA 5/SVP 8/-- 11/PNC 12/SB 5/CJ 14/NK 15/OA 16/OC 12/OC 16/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104010182::Sarcasm=false|EmoExpression::markable_104010182::Polarity=negative|EmoExpression::markable_104010182::EmoExpression=True|EmoExpression::markable_104010182::Uncertain=false|EmoExpression::markable_104010182::Intensity=medium|EmoExpression::markable_104010182::SubjectiveFact=false _ _
381068485625118720	positive	Über den Euro wird bei der btw auffallend wenig diskutiert . Nur die AfD + müht sich redlich , aber so richtig ......	über die Euro werden bei die btw auffallend wenige diskutieren . nur die AfD + müht sich redlich , aber so richtig ......	APPR ART NN VAFIN APPR ART ADJA ADJD PIS VVPP $. ADV ART NN KON VVFIN PRF ADJD $, KON ADV ADJD ADJA	10/OP 3/NK 1/NK 0/-- 10/MO 7/NK 5/NK 10/MO 4/SB 4/OC 10/-- 14/MO 14/NK 16/SB 14/MO 0/-- 16/OA 16/MO 18/-- 18/CD 22/MO 23/MO 20/CJ	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pos=True *=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_104010183::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_104010183::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_104010183::Sarcasm=false|EmoExpression::markable_104010183::Polarity=positive|EmoExpression::markable_104010183::Uncertain=false|EmoExpression::markable_104010183::Intensity=medium case=acc|pers=3|EmoExpression::markable_104010183::EmoExpression=True|num=sg pos=True _ _ _ pos=True case=dat|gender=masc|num=pl|pos=True
374973014603210752	positive	Wie geht ' s Deutschland auf %User gefällt mir mal sehr gut ! Gibt es dazu auch einen offiziellen Hashtag ?	wie gehen ' s Deutschland auf %User gefallen ich mal sehr gut ! geben es dazu auch eine offiziell Hashtag ?	KOKOM VVFIN $( NN NE APPR NE VVFIN PPER ADV ADV ADJD $. VVFIN PPER PAV ADV ART ADJA NN $.	2/MO 4/PAR 2/-- 8/OA 4/NK 4/MNR 6/NK 0/-- 8/DA 8/MO 12/MO 8/MO 12/-- 0/-- 14/EP 20/NK 20/MO 20/NK 20/NK 14/OA 20/--	Target::markable_61::Target=True|Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Target::markable_61::Anaphref=empty|Sentiment::markable_60::Polarity=positive|Target::markable_61::Preferred=true|Sentiment::markable_60::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|pers=3|num=sg|Sentiment::markable_60::Sentiment=True|gender=neut|Target::markable_61::Target=True case=nom|gender=neut|num=sg|Target::markable_61::Target=True|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_60::Sentiment=True EmoExpression::markable_65::Uncertain=false|mood=ind|EmoExpression::markable_65::Intensity=medium|EmoExpression::markable_65::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_65::Sarcasm=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::SubjectiveFact=false case=dat|pers=1|num=sg|Source::markable_62::Source=True|Sentiment::markable_60::Sentiment=True|*=True|Source::markable_62::Anaphref=empty Sentiment::markable_60::Sentiment=True Intensifier::markable_64::EmoExpressionRef=emo-expression:markable_63|Sentiment::markable_60::Sentiment=True|Intensifier::markable_64::Degree=medium|Intensifier::markable_64::Intensifier=True EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|pos=True|EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_63::SubjectiveFact=false Sentiment::markable_60::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _
351039930773942275	positive	FREIE WÄHLER kritisieren Draghi / Aiwanger : Mit EZB - Chef Draghi wurde der Bock zum Gärtner ... %Link Bundespresseportal	frei Wähler kritisieren Draghi / Aiwanger : mit EZB - Chef Draghi werden die Bock zu Gärtner ... %Link Bundespresseportal	ADJA NN VVFIN NE $( NE $. APPR NE $( NN NE VAFIN ART NN APPRART NN $. XY NN	2/NK 3/SB 0/-- 3/OA 4/-- 4/CJ 6/-- 3/MO 8/NK 9/-- 9/PAR 11/NK 3/CJ 15/NK 13/SB 13/MO 16/NK 17/-- 0/-- 0/--	Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Anaphref=empty|Sentiment::markable_100500136::Polarity=positive|Sentiment::markable_100500136::Intensity=medium|Source::markable_100500137::Source=True|Sentiment::markable_100500136::Sarcasm=false case=nom|gender=masc|num=pl|Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Source=True Sentiment::markable_100500136::Sentiment=True|EmoExpression::markable_100500138::Polarity=negative|mood=ind|EmoExpression::markable_100500138::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500138::Uncertain=false|EmoExpression::markable_100500138::Intensity=medium|EmoExpression::markable_100500138::Sarcasm=false|EmoExpression::markable_100500138::SubjectiveFact=false case=acc|Sentiment::markable_100500136::Sentiment=True|num=sg|Target::markable_100500139::Anaphref=empty|gender=neut|Target::markable_100500139::Target=True|Target::markable_100500139::Preferred=true Sentiment::markable_100500136::Sentiment=True|Target::markable_100500139::Target=True case=nom|*=True|Target::markable_100500139::Target=True|num=sg|Sentiment::markable_100500136::Sentiment=True _ _ case=dat|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg
364479523469139968	neutral	Steht überraschenderweise auch genau so im grünen Wahlprogramm : %Link , S. 164 unten	stehen überraschenderweise auch genau so in grün Wahlprogramm : %Link , S. @card@ unten	VVFIN ADV ADV ADJD ADV APPRART ADJA NN $. XY $, NE CARD ADV	0/-- 1/MO 1/MO 5/MO 6/MO 1/MO 8/NK 6/NK 8/-- 12/APP 10/-- 8/APP 12/NK 12/MNR	pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg _ _
379956422257434624	neutral	Warum bei der berlinerrunde z. B. AfD oder Piraten nicht vertreten sind , erklärt %User ( cont )	warum bei die berlinerrunde z. B. AfD oder Pirat nicht vertreten sein , erklären %User ( cont )	PWAV APPR ART NN APPRART NN NN KON NN PTKNEG VVPP VAFIN $, VVFIN NE $( ADJA $(	11/MO 11/MO 4/NK 2/NK 7/MO 5/NK 4/AG 7/CD 8/CJ 11/NG 12/PD 14/OC 12/-- 0/-- 14/SB 15/-- 15/UC 17/--	_ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg _
370456260795449344	positive	Thema Nichtwähler . Keine leichte Kost am Morgen , dennoch lesenswert .	Thema Nichtwähler . keine leicht Kost an Morgen , dennoch lesenswert .	NN NN $. PIAT ADJA NN APPRART NN $, ADV ADJD $.	0/-- 1/NK 2/-- 6/NK 6/NK 0/-- 6/MNR 7/NK 8/-- 11/MO 6/CJ 11/--	case=nom|Sentiment::markable_66::Sarcasm=false|Target::markable_67::Anaphref=empty|gender=neut|Target::markable_67::Preferred=true|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Polarity=positive|Sentiment::markable_66::Sentiment=True|Sentiment::markable_66::Intensity=medium case=nom|*=True|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True case=nom|Negation::markable_100500153::EmoExpressionRef=emo-expression:markable_69|num=sg|Sentiment::markable_66::Sentiment=True|gender=fem|Negation::markable_100500153::Negation=True case=nom|EmoExpression::markable_69::Polarity=negative|gender=fem|pos=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::EmoExpression=True|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|pos=True|EmoExpression::markable_68::Intensity=medium|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false _
361786392101126144	neutral	Ausnahmsweise sagt Fietz etwas richtiges : Merkel kann über die Abhöraffäre straucheln . Fietz liefert aber in ...	ausnahmsweise sagen Fietz etwas richtig : Merkel können über die Abhöraffäre straucheln . Fietz liefern aber in ...	ADV VVFIN NN ADV ADJA $. NE VMFIN APPR ART NN VVINF $. NN VVFIN ADV APPR $.	2/MO 0/-- 2/SB 5/MO 2/MO 5/-- 8/SB 2/OC 12/MO 11/NK 9/NK 8/OC 12/-- 15/SB 0/-- 15/MO 15/MO 17/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pos=True _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
